# event_ticker=KXATPMATCH-25SEP28MEDDAV
# final_score=6-3 7-6(5)
# score_resolution=6-3 7-6
# match_winner=Daniil Medvedev
# fav_player=Daniil Medvedev
# dog_player=Alejandro Davidovich Fokina
# kalshi_date=2025-09-28
timestamp,Daniil Medvedev,Alejandro Davidovich Fokina
2025-09-27T21:02:00Z,,45.00
2025-09-27T22:43:00Z,55.00,45.00
2025-09-27T22:44:00Z,55.00,45.00
2025-09-27T22:50:00Z,55.00,45.00
2025-09-27T23:00:00Z,55.00,45.00
2025-09-27T23:13:00Z,55.00,45.00
2025-09-27T23:23:00Z,55.00,47.00
2025-09-27T23:43:00Z,55.00,47.00
2025-09-27T23:51:00Z,55.00,47.00
2025-09-27T23:55:00Z,55.00,47.00
2025-09-28T00:44:00Z,55.00,47.00
2025-09-28T00:47:00Z,55.04,47.00
2025-09-28T00:56:00Z,55.04,46.00
2025-09-28T01:09:00Z,55.04,46.00
2025-09-28T01:24:00Z,55.00,46.00
2025-09-28T01:28:00Z,55.00,46.00
2025-09-28T01:30:00Z,56.00,46.00
2025-09-28T01:39:00Z,56.00,46.00
2025-09-28T02:08:00Z,55.00,46.00
2025-09-28T02:14:00Z,55.00,46.00
2025-09-28T02:18:00Z,55.00,46.00
2025-09-28T02:19:00Z,55.84,46.00
2025-09-28T02:29:00Z,55.84,45.00
2025-09-28T02:32:00Z,57.00,45.00
2025-09-28T02:42:00Z,57.00,45.00
2025-09-28T02:49:00Z,57.00,45.00
2025-09-28T03:03:00Z,57.00,45.00
2025-09-28T03:16:00Z,57.00,45.00
2025-09-28T03:22:00Z,57.00,45.00
2025-09-28T03:41:00Z,57.00,45.00
2025-09-28T03:44:00Z,57.00,45.00
2025-09-28T03:47:00Z,57.00,45.00
2025-09-28T03:49:00Z,57.00,44.00
2025-09-28T03:57:00Z,57.00,44.00
2025-09-28T03:58:00Z,57.00,44.00
2025-09-28T04:13:00Z,57.00,44.00
2025-09-28T04:19:00Z,57.00,44.91
2025-09-28T04:22:00Z,56.00,44.91
2025-09-28T04:27:00Z,56.56,44.91
2025-09-28T04:28:00Z,56.56,44.00
2025-09-28T04:30:00Z,57.00,44.00
2025-09-28T04:31:00Z,57.00,44.00
2025-09-28T04:34:00Z,57.00,44.00
2025-09-28T04:37:00Z,55.00,44.00
2025-09-28T04:41:00Z,55.00,44.00
2025-09-28T04:42:00Z,57.00,44.00
2025-09-28T04:43:00Z,57.00,44.00
2025-09-28T04:44:00Z,57.00,44.00
2025-09-28T04:45:00Z,55.00,44.00
2025-09-28T04:50:00Z,57.00,44.00
2025-09-28T04:53:00Z,55.03,44.00
2025-09-28T04:56:00Z,56.00,44.00
2025-09-28T04:57:00Z,56.00,43.00
2025-09-28T04:59:00Z,57.00,43.00
2025-09-28T05:00:00Z,57.00,44.00
2025-09-28T05:02:00Z,57.00,44.00
2025-09-28T05:04:00Z,57.00,44.00
2025-09-28T05:10:00Z,57.00,44.00
2025-09-28T05:14:00Z,55.83,44.00
2025-09-28T05:21:00Z,55.83,44.00
2025-09-28T05:22:00Z,57.00,44.00
2025-09-28T05:28:00Z,57.00,44.00
2025-09-28T05:33:00Z,57.00,44.00
2025-09-28T05:37:00Z,57.00,44.10
2025-09-28T05:38:00Z,57.00,44.10
2025-09-28T05:42:00Z,57.00,45.00
2025-09-28T05:44:00Z,58.05,45.00
2025-09-28T05:45:00Z,58.05,43.00
2025-09-28T05:46:00Z,58.05,43.00
2025-09-28T05:47:00Z,58.00,43.00
2025-09-28T05:50:00Z,58.00,43.00
2025-09-28T05:56:00Z,58.00,43.00
2025-09-28T06:00:00Z,58.00,43.00
2025-09-28T06:01:00Z,59.00,43.00
2025-09-28T06:06:00Z,59.00,42.00
2025-09-28T06:07:00Z,59.00,42.00
2025-09-28T06:08:00Z,59.00,42.00
2025-09-28T06:09:00Z,58.73,42.00
2025-09-28T06:11:00Z,59.00,42.00
2025-09-28T06:16:00Z,58.10,42.00
2025-09-28T06:19:00Z,58.00,42.00
2025-09-28T06:20:00Z,58.49,42.62
2025-09-28T06:21:00Z,59.00,43.00
2025-09-28T06:23:00Z,59.00,43.00
2025-09-28T06:24:00Z,59.00,43.00
2025-09-28T06:26:00Z,59.00,43.00
2025-09-28T06:27:00Z,59.00,42.00
2025-09-28T06:28:00Z,59.00,42.00
2025-09-28T06:29:00Z,59.36,42.00
2025-09-28T06:30:00Z,59.00,42.00
2025-09-28T06:32:00Z,59.23,42.00
2025-09-28T06:33:00Z,59.00,42.00
2025-09-28T06:34:00Z,59.00,42.00
2025-09-28T06:35:00Z,59.00,42.00
2025-09-28T06:36:00Z,59.08,42.00
2025-09-28T06:40:00Z,59.00,42.00
2025-09-28T06:43:00Z,59.00,42.00
2025-09-28T06:47:00Z,59.00,42.00
2025-09-28T06:48:00Z,59.00,42.00
2025-09-28T06:51:00Z,59.00,42.00
2025-09-28T06:57:00Z,59.00,42.00
2025-09-28T07:08:00Z,59.00,42.00
2025-09-28T07:10:00Z,59.00,42.00
2025-09-28T07:11:00Z,59.00,42.00
2025-09-28T07:13:00Z,56.00,42.00
2025-09-28T07:14:00Z,59.00,42.00
2025-09-28T07:15:00Z,59.00,42.00
2025-09-28T07:16:00Z,59.00,42.00
2025-09-28T07:19:00Z,59.00,42.00
2025-09-28T07:20:00Z,59.00,42.00
2025-09-28T07:22:00Z,59.00,42.00
2025-09-28T07:26:00Z,60.00,42.00
2025-09-28T07:27:00Z,59.00,44.00
2025-09-28T07:28:00Z,59.00,44.00
2025-09-28T07:29:00Z,59.00,43.00
2025-09-28T07:30:00Z,59.04,43.00
2025-09-28T07:31:00Z,62.24,43.79
2025-09-28T07:32:00Z,67.24,44.00
2025-09-28T07:33:00Z,66.48,39.00
2025-09-28T07:34:00Z,66.03,42.72
2025-09-28T07:35:00Z,58.67,41.57
2025-09-28T07:36:00Z,61.71,42.00
2025-09-28T07:38:00Z,69.00,32.16
2025-09-28T07:39:00Z,64.01,36.00
2025-09-28T07:40:00Z,62.55,37.95
2025-09-28T07:41:00Z,66.13,34.16
2025-09-28T07:42:00Z,71.57,28.58
2025-09-28T07:43:00Z,73.98,25.14
2025-09-28T07:44:00Z,74.36,26.09
2025-09-28T07:46:00Z,73.10,28.00
2025-09-28T07:47:00Z,62.00,31.00
2025-09-28T07:48:00Z,67.00,31.00
2025-09-28T07:49:00Z,65.00,31.00
2025-09-28T07:50:00Z,64.00,36.15
2025-09-28T07:51:00Z,61.00,41.09
2025-09-28T07:52:00Z,65.65,36.00
2025-09-28T07:53:00Z,65.00,35.55
2025-09-28T07:54:00Z,67.40,33.68
2025-09-28T07:55:00Z,77.00,31.36
2025-09-28T07:56:00Z,78.05,22.51
2025-09-28T07:57:00Z,79.77,24.00
2025-09-28T07:58:00Z,79.87,24.00
2025-09-28T07:59:00Z,80.34,25.22
2025-09-28T08:00:00Z,81.37,20.35
2025-09-28T08:01:00Z,80.38,19.00
2025-09-28T08:02:00Z,80.37,19.70
2025-09-28T08:03:00Z,81.82,20.42
2025-09-28T08:04:00Z,79.00,23.00
2025-09-28T08:05:00Z,73.11,28.43
2025-09-28T08:06:00Z,78.00,27.08
2025-09-28T08:07:00Z,82.83,18.49
2025-09-28T08:08:00Z,83.00,17.18
2025-09-28T08:09:00Z,82.63,17.18
2025-09-28T08:10:00Z,85.46,20.64
2025-09-28T08:11:00Z,80.24,21.15
2025-09-28T08:12:00Z,81.99,20.00
2025-09-28T08:13:00Z,83.03,20.00
2025-09-28T08:14:00Z,83.54,17.00
2025-09-28T08:15:00Z,83.54,16.00
2025-09-28T08:16:00Z,87.00,16.00
2025-09-28T08:17:00Z,92.22,13.86
2025-09-28T08:18:00Z,92.97,10.00
2025-09-28T08:19:00Z,93.85,6.00
2025-09-28T08:20:00Z,93.14,8.35
2025-09-28T08:21:00Z,92.74,8.00
2025-09-28T08:22:00Z,92.74,7.00
2025-09-28T08:23:00Z,93.08,7.39
2025-09-28T08:24:00Z,93.43,6.09
2025-09-28T08:25:00Z,95.16,5.44
2025-09-28T08:26:00Z,95.16,6.00
2025-09-28T08:27:00Z,96.73,4.00
2025-09-28T08:28:00Z,96.85,4.79
2025-09-28T08:29:00Z,94.00,4.79
2025-09-28T08:30:00Z,94.00,8.00
2025-09-28T08:31:00Z,94.25,8.00
2025-09-28T08:32:00Z,95.43,7.00
2025-09-28T08:33:00Z,95.08,7.00
2025-09-28T08:34:00Z,91.52,9.88
2025-09-28T08:35:00Z,87.56,17.64
2025-09-28T08:36:00Z,85.26,15.52
2025-09-28T08:37:00Z,86.86,11.93
2025-09-28T08:38:00Z,90.15,11.93
2025-09-28T08:39:00Z,92.22,11.93
2025-09-28T08:40:00Z,93.52,11.93
2025-09-28T08:41:00Z,90.01,7.00
2025-09-28T08:42:00Z,90.00,7.00
2025-09-28T08:43:00Z,84.94,15.00
2025-09-28T08:44:00Z,83.39,17.28
2025-09-28T08:45:00Z,82.09,18.00
2025-09-28T08:46:00Z,88.50,12.56
2025-09-28T08:47:00Z,92.71,7.00
2025-09-28T08:48:00Z,94.20,7.00
2025-09-28T08:49:00Z,95.00,7.00
2025-09-28T08:50:00Z,96.93,4.04
2025-09-28T08:51:00Z,97.29,3.00
2025-09-28T08:52:00Z,98.00,3.00
2025-09-28T08:53:00Z,95.56,2.90
2025-09-28T08:54:00Z,96.40,3.00
2025-09-28T08:55:00Z,99.00,1.25
2025-09-28T08:57:00Z,99.00,1.25
2025-09-28T08:58:00Z,99.00,1.25
2025-09-28T09:00:00Z,99.00,1.25
