# event_ticker=KXATPMATCH-26FEB01MARMAN
# final_score=7-6(3) 6-1
# score_resolution=7-6 6-1
# match_winner=Adrian Mannarino
# fav_player=Adrian Mannarino
# dog_player=Pedro Martinez
# kalshi_date=2026-02-01
timestamp,Adrian Mannarino,Pedro Martinez
2026-02-02T05:00:00Z,,40.00
2026-02-02T05:08:00Z,,40.00
2026-02-02T05:13:00Z,61.00,40.00
2026-02-02T05:14:00Z,61.00,40.00
2026-02-02T05:16:00Z,61.00,40.00
2026-02-02T05:17:00Z,61.00,40.00
2026-02-02T05:21:00Z,61.00,40.00
2026-02-02T05:23:00Z,61.00,40.00
2026-02-02T05:30:00Z,61.00,40.00
2026-02-02T05:31:00Z,61.00,40.00
2026-02-02T05:34:00Z,61.00,40.00
2026-02-02T05:37:00Z,61.00,40.00
2026-02-02T05:40:00Z,61.00,40.00
2026-02-02T05:41:00Z,61.00,40.18
2026-02-02T05:43:00Z,61.00,40.18
2026-02-02T05:44:00Z,61.00,40.18
2026-02-02T05:52:00Z,61.00,41.00
2026-02-02T05:56:00Z,61.00,41.00
2026-02-02T06:01:00Z,61.00,41.00
2026-02-02T06:03:00Z,60.00,41.00
2026-02-02T06:04:00Z,60.00,41.00
2026-02-02T06:09:00Z,60.00,41.00
2026-02-02T06:12:00Z,60.29,41.00
2026-02-02T06:13:00Z,61.00,41.00
2026-02-02T06:14:00Z,61.00,41.00
2026-02-02T06:15:00Z,61.00,41.00
2026-02-02T06:17:00Z,60.00,41.00
2026-02-02T06:23:00Z,60.00,41.00
2026-02-02T06:24:00Z,60.37,41.00
2026-02-02T06:26:00Z,61.00,41.00
2026-02-02T06:31:00Z,61.00,41.00
2026-02-02T06:32:00Z,59.00,41.00
2026-02-02T06:33:00Z,60.00,41.00
2026-02-02T06:35:00Z,60.00,41.00
2026-02-02T06:50:00Z,60.00,41.00
2026-02-02T06:52:00Z,60.00,41.00
2026-02-02T06:53:00Z,60.00,41.00
2026-02-02T07:03:00Z,60.63,41.00
2026-02-02T07:19:00Z,61.00,41.00
2026-02-02T07:22:00Z,61.00,41.00
2026-02-02T08:02:00Z,61.00,41.00
2026-02-02T08:11:00Z,61.80,41.00
2026-02-02T08:26:00Z,61.80,40.00
2026-02-02T08:31:00Z,61.80,40.00
2026-02-02T08:33:00Z,61.80,38.00
2026-02-02T08:35:00Z,62.00,39.00
2026-02-02T08:44:00Z,62.00,39.00
2026-02-02T08:49:00Z,62.00,39.00
2026-02-02T09:20:00Z,62.00,39.00
2026-02-02T09:29:00Z,62.00,40.00
2026-02-02T09:47:00Z,61.00,40.00
2026-02-02T09:53:00Z,61.00,39.00
2026-02-02T10:13:00Z,61.00,39.00
2026-02-02T11:17:00Z,61.00,39.00
2026-02-02T11:46:00Z,61.00,39.00
2026-02-02T11:50:00Z,61.00,41.00
2026-02-02T12:17:00Z,61.00,41.00
2026-02-02T12:19:00Z,61.00,40.00
2026-02-02T12:40:00Z,61.00,40.00
2026-02-02T12:47:00Z,61.00,40.00
2026-02-02T12:58:00Z,61.00,40.00
2026-02-02T13:11:00Z,61.00,40.00
2026-02-02T13:14:00Z,61.00,41.00
2026-02-02T13:19:00Z,61.00,41.00
2026-02-02T13:23:00Z,61.00,41.00
2026-02-02T13:28:00Z,61.00,41.00
2026-02-02T13:31:00Z,61.00,41.00
2026-02-02T13:33:00Z,61.00,41.00
2026-02-02T13:35:00Z,61.00,41.00
2026-02-02T13:38:00Z,61.00,41.00
2026-02-02T13:40:00Z,61.00,41.00
2026-02-02T13:44:00Z,61.00,41.00
2026-02-02T13:47:00Z,61.00,42.00
2026-02-02T13:54:00Z,61.00,41.04
2026-02-02T13:55:00Z,61.00,41.04
2026-02-02T13:57:00Z,59.86,41.04
2026-02-02T13:58:00Z,59.86,42.00
2026-02-02T13:59:00Z,59.86,41.00
2026-02-02T14:00:00Z,59.86,42.00
2026-02-02T14:02:00Z,59.00,42.00
2026-02-02T14:04:00Z,59.00,42.00
2026-02-02T14:05:00Z,59.06,42.00
2026-02-02T14:07:00Z,59.38,42.00
2026-02-02T14:08:00Z,59.38,41.00
2026-02-02T14:09:00Z,60.00,41.00
2026-02-02T14:10:00Z,60.00,41.00
2026-02-02T14:16:00Z,60.00,41.00
2026-02-02T14:18:00Z,60.00,41.00
2026-02-02T14:19:00Z,60.00,41.00
2026-02-02T14:20:00Z,60.00,41.00
2026-02-02T14:24:00Z,60.00,41.00
2026-02-02T14:25:00Z,60.00,41.00
2026-02-02T14:26:00Z,60.00,41.50
2026-02-02T14:29:00Z,60.00,41.50
2026-02-02T14:35:00Z,60.00,41.50
2026-02-02T14:39:00Z,60.00,41.00
2026-02-02T14:40:00Z,60.00,41.00
2026-02-02T14:42:00Z,60.00,41.00
2026-02-02T14:43:00Z,60.00,41.00
2026-02-02T14:44:00Z,60.00,41.00
2026-02-02T14:46:00Z,60.00,41.00
2026-02-02T14:49:00Z,60.00,41.00
2026-02-02T14:50:00Z,60.00,41.00
2026-02-02T14:51:00Z,60.00,41.00
2026-02-02T14:52:00Z,60.00,41.00
2026-02-02T14:53:00Z,60.00,41.85
2026-02-02T14:54:00Z,60.00,41.00
2026-02-02T14:59:00Z,60.00,42.00
2026-02-02T15:00:00Z,60.00,42.00
2026-02-02T15:02:00Z,60.00,41.00
2026-02-02T15:04:00Z,60.00,41.00
2026-02-02T15:05:00Z,60.00,41.00
2026-02-02T15:06:00Z,60.00,41.00
2026-02-02T15:07:00Z,60.00,41.00
2026-02-02T15:08:00Z,60.00,41.00
2026-02-02T15:11:00Z,60.00,41.00
2026-02-02T15:12:00Z,60.00,41.00
2026-02-02T15:14:00Z,60.00,41.00
2026-02-02T15:15:00Z,59.25,41.00
2026-02-02T15:17:00Z,59.25,41.00
2026-02-02T15:18:00Z,60.00,41.00
2026-02-02T15:19:00Z,60.00,41.00
2026-02-02T15:20:00Z,60.00,41.00
2026-02-02T15:21:00Z,60.00,41.00
2026-02-02T15:22:00Z,60.00,41.00
2026-02-02T15:23:00Z,60.00,41.00
2026-02-02T15:24:00Z,60.00,41.00
2026-02-02T15:25:00Z,59.99,41.00
2026-02-02T15:26:00Z,60.00,41.00
2026-02-02T15:27:00Z,60.00,41.00
2026-02-02T15:28:00Z,60.96,40.35
2026-02-02T15:29:00Z,61.00,41.00
2026-02-02T15:31:00Z,61.00,41.24
2026-02-02T15:32:00Z,61.00,41.24
2026-02-02T15:33:00Z,61.00,41.24
2026-02-02T15:34:00Z,61.00,41.98
2026-02-02T15:35:00Z,61.00,41.98
2026-02-02T15:36:00Z,60.00,41.98
2026-02-02T15:38:00Z,60.00,42.00
2026-02-02T15:40:00Z,61.00,42.00
2026-02-02T15:42:00Z,61.00,42.00
2026-02-02T15:44:00Z,61.00,41.37
2026-02-02T15:46:00Z,61.00,41.37
2026-02-02T15:47:00Z,61.00,41.37
2026-02-02T15:48:00Z,61.00,41.37
2026-02-02T15:49:00Z,61.00,41.87
2026-02-02T15:50:00Z,60.00,42.00
2026-02-02T15:51:00Z,60.75,42.00
2026-02-02T15:52:00Z,60.00,42.00
