# event_ticker=KXATPMATCH-25OCT27MICBER
# final_score=6-3 2-6 6-2
# score_resolution=3-6 6-2 2-6
# match_winner=Zizou Bergs
# fav_player=Alex Michelsen
# dog_player=Zizou Bergs
# kalshi_date=2025-10-27
timestamp,Alex Michelsen,Zizou Bergs
2025-10-27T03:46:00Z,48.00,
2025-10-27T03:50:00Z,48.00,
2025-10-27T03:59:00Z,48.00,
2025-10-27T04:17:00Z,48.00,
2025-10-27T04:29:00Z,48.00,54.00
2025-10-27T04:40:00Z,48.00,54.00
2025-10-27T04:56:00Z,48.00,53.00
2025-10-27T05:19:00Z,48.00,54.00
2025-10-27T05:44:00Z,48.00,54.00
2025-10-27T06:20:00Z,48.00,54.00
2025-10-27T06:24:00Z,48.00,54.00
2025-10-27T07:03:00Z,48.00,54.00
2025-10-27T07:05:00Z,48.00,54.00
2025-10-27T07:29:00Z,49.00,54.00
2025-10-27T07:39:00Z,49.00,52.00
2025-10-27T07:52:00Z,49.00,53.00
2025-10-27T08:20:00Z,49.00,53.00
2025-10-27T08:21:00Z,49.00,53.00
2025-10-27T09:08:00Z,48.00,53.00
2025-10-27T09:23:00Z,48.00,53.00
2025-10-27T10:09:00Z,48.00,53.00
2025-10-27T10:17:00Z,48.00,54.00
2025-10-27T10:25:00Z,48.00,54.00
2025-10-27T11:02:00Z,48.00,54.00
2025-10-27T11:09:00Z,48.00,53.40
2025-10-27T11:28:00Z,48.00,53.00
2025-10-27T11:44:00Z,49.00,53.00
2025-10-27T12:01:00Z,49.00,53.00
2025-10-27T12:20:00Z,49.00,53.00
2025-10-27T12:22:00Z,49.00,53.00
2025-10-27T12:25:00Z,49.00,53.00
2025-10-27T12:33:00Z,49.00,53.00
2025-10-27T12:34:00Z,49.00,53.00
2025-10-27T12:36:00Z,49.00,53.00
2025-10-27T12:45:00Z,49.00,53.00
2025-10-27T12:48:00Z,49.00,53.00
2025-10-27T12:55:00Z,49.00,53.00
2025-10-27T13:00:00Z,49.00,53.00
2025-10-27T13:04:00Z,49.00,53.00
2025-10-27T13:14:00Z,49.00,53.00
2025-10-27T13:15:00Z,49.00,53.00
2025-10-27T13:16:00Z,49.00,53.00
2025-10-27T13:21:00Z,49.00,53.00
