# event_ticker=KXATPMATCH-26JUN10MPEONC
# final_score=7-6(1) 6-2
# score_resolution=7-6 6-2
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Gauthier Onclin
# kalshi_date=2026-06-10
timestamp,Giovanni Mpetshi Perricard,Gauthier Onclin
2026-06-10T03:43:00Z,64.00,37.00
2026-06-10T03:44:00Z,64.00,37.00
2026-06-10T03:46:00Z,64.00,37.00
2026-06-10T03:47:00Z,64.00,37.00
2026-06-10T03:49:00Z,64.00,37.00
2026-06-10T03:57:00Z,64.00,37.00
2026-06-10T03:58:00Z,64.00,37.00
2026-06-10T04:02:00Z,64.00,37.00
2026-06-10T04:03:00Z,64.00,37.00
2026-06-10T04:06:00Z,64.00,37.00
2026-06-10T04:08:00Z,64.00,37.00
2026-06-10T04:09:00Z,64.00,37.00
2026-06-10T04:13:00Z,64.00,37.00
2026-06-10T04:15:00Z,64.00,37.00
2026-06-10T04:17:00Z,64.00,37.00
2026-06-10T04:18:00Z,64.00,37.00
2026-06-10T04:19:00Z,64.00,37.00
2026-06-10T04:27:00Z,64.00,37.00
2026-06-10T04:28:00Z,64.00,37.00
2026-06-10T04:29:00Z,64.00,37.00
2026-06-10T04:30:00Z,64.00,37.00
2026-06-10T04:31:00Z,64.00,37.00
2026-06-10T04:33:00Z,64.00,37.00
2026-06-10T04:34:00Z,64.00,37.00
2026-06-10T04:37:00Z,64.00,37.00
2026-06-10T04:38:00Z,65.00,37.00
2026-06-10T04:39:00Z,64.00,37.00
2026-06-10T04:41:00Z,64.00,35.05
2026-06-10T04:42:00Z,65.00,35.05
2026-06-10T04:43:00Z,64.00,35.05
2026-06-10T04:44:00Z,64.00,37.00
2026-06-10T04:45:00Z,64.00,37.00
2026-06-10T04:47:00Z,64.00,37.00
2026-06-10T04:48:00Z,64.00,37.00
2026-06-10T04:50:00Z,64.00,37.00
2026-06-10T04:54:00Z,64.00,37.00
2026-06-10T04:55:00Z,64.00,37.00
2026-06-10T04:58:00Z,64.00,37.00
2026-06-10T04:59:00Z,64.00,37.00
2026-06-10T05:00:00Z,64.00,38.00
2026-06-10T05:02:00Z,64.00,38.00
2026-06-10T05:04:00Z,64.00,38.00
2026-06-10T05:08:00Z,64.00,38.00
2026-06-10T05:09:00Z,64.00,38.00
2026-06-10T05:10:00Z,64.00,38.00
2026-06-10T05:11:00Z,64.00,38.00
2026-06-10T05:14:00Z,64.00,38.00
2026-06-10T05:15:00Z,64.00,38.00
2026-06-10T05:16:00Z,64.00,38.00
2026-06-10T05:17:00Z,64.00,38.00
2026-06-10T05:19:00Z,64.00,38.00
2026-06-10T05:20:00Z,64.00,38.00
2026-06-10T05:21:00Z,64.00,38.00
2026-06-10T05:22:00Z,63.00,38.00
2026-06-10T05:23:00Z,63.00,38.00
2026-06-10T05:25:00Z,63.00,38.00
2026-06-10T05:26:00Z,63.00,38.00
2026-06-10T05:28:00Z,63.00,38.00
2026-06-10T05:31:00Z,63.00,38.00
2026-06-10T05:32:00Z,63.00,38.00
2026-06-10T05:33:00Z,63.00,38.00
2026-06-10T05:34:00Z,63.00,38.00
2026-06-10T05:36:00Z,63.00,37.63
2026-06-10T05:37:00Z,63.00,38.00
2026-06-10T05:38:00Z,63.00,38.00
2026-06-10T05:40:00Z,63.00,38.00
2026-06-10T05:41:00Z,63.00,38.00
2026-06-10T05:43:00Z,63.00,38.00
2026-06-10T05:44:00Z,63.00,38.00
2026-06-10T05:45:00Z,63.00,38.00
2026-06-10T05:47:00Z,63.00,38.95
2026-06-10T05:49:00Z,63.00,38.95
2026-06-10T05:50:00Z,63.00,39.00
2026-06-10T05:51:00Z,63.00,39.00
2026-06-10T05:52:00Z,63.00,39.00
2026-06-10T05:53:00Z,63.00,39.00
2026-06-10T05:54:00Z,63.00,39.00
2026-06-10T05:56:00Z,63.00,39.00
2026-06-10T05:57:00Z,63.00,39.00
2026-06-10T05:58:00Z,63.00,39.00
2026-06-10T05:59:00Z,63.00,39.00
2026-06-10T06:00:00Z,63.00,39.00
2026-06-10T06:02:00Z,63.00,39.00
2026-06-10T06:03:00Z,63.00,39.00
2026-06-10T06:04:00Z,63.00,39.00
2026-06-10T06:05:00Z,63.00,38.00
2026-06-10T06:07:00Z,63.00,38.00
2026-06-10T06:08:00Z,63.00,38.00
2026-06-10T06:11:00Z,63.00,38.00
2026-06-10T06:12:00Z,63.00,38.00
2026-06-10T06:13:00Z,63.00,38.00
2026-06-10T06:14:00Z,63.00,38.00
2026-06-10T06:15:00Z,63.00,38.00
2026-06-10T06:16:00Z,63.06,38.00
2026-06-10T06:17:00Z,64.00,38.00
2026-06-10T06:20:00Z,63.00,38.00
2026-06-10T06:24:00Z,64.00,38.00
2026-06-10T06:25:00Z,64.00,38.00
2026-06-10T06:26:00Z,64.00,38.00
2026-06-10T06:27:00Z,64.00,38.00
2026-06-10T06:29:00Z,64.00,38.00
2026-06-10T06:30:00Z,64.00,38.00
2026-06-10T06:35:00Z,63.00,38.00
2026-06-10T06:37:00Z,63.00,37.00
2026-06-10T06:38:00Z,64.00,37.00
2026-06-10T06:41:00Z,64.00,37.00
2026-06-10T06:43:00Z,64.00,37.00
2026-06-10T06:44:00Z,64.00,37.00
2026-06-10T06:45:00Z,64.00,37.00
2026-06-10T06:47:00Z,65.00,37.00
2026-06-10T06:48:00Z,65.00,37.00
2026-06-10T06:49:00Z,65.00,37.00
2026-06-10T06:51:00Z,65.00,37.00
2026-06-10T06:52:00Z,65.00,37.00
2026-06-10T06:54:00Z,65.00,38.00
2026-06-10T07:00:00Z,64.00,38.00
2026-06-10T07:03:00Z,64.00,38.00
2026-06-10T07:05:00Z,64.00,38.00
2026-06-10T07:06:00Z,65.00,38.00
2026-06-10T07:09:00Z,65.00,38.00
2026-06-10T07:10:00Z,65.00,38.00
2026-06-10T07:11:00Z,64.00,38.00
2026-06-10T07:15:00Z,64.00,38.00
2026-06-10T07:16:00Z,64.00,38.00
2026-06-10T07:19:00Z,64.00,38.00
2026-06-10T07:25:00Z,64.00,38.00
2026-06-10T07:26:00Z,64.00,38.00
2026-06-10T07:27:00Z,64.00,37.00
2026-06-10T07:29:00Z,64.00,37.00
2026-06-10T07:31:00Z,63.95,37.00
2026-06-10T07:35:00Z,64.00,37.00
2026-06-10T07:39:00Z,63.00,37.00
2026-06-10T07:40:00Z,64.00,37.00
2026-06-10T07:41:00Z,64.00,37.00
2026-06-10T07:46:00Z,64.00,37.00
2026-06-10T07:49:00Z,64.00,37.00
2026-06-10T07:52:00Z,64.00,37.00
2026-06-10T07:53:00Z,64.00,37.00
2026-06-10T07:56:00Z,64.00,37.00
2026-06-10T07:57:00Z,64.00,37.00
2026-06-10T07:58:00Z,64.00,37.00
2026-06-10T07:59:00Z,64.00,37.00
2026-06-10T08:01:00Z,64.00,37.00
2026-06-10T08:02:00Z,64.00,37.00
2026-06-10T08:04:00Z,64.00,37.00
2026-06-10T08:07:00Z,64.00,37.00
2026-06-10T08:08:00Z,64.00,37.00
2026-06-10T08:09:00Z,64.00,37.00
2026-06-10T08:11:00Z,64.00,37.00
2026-06-10T08:14:00Z,64.00,37.00
2026-06-10T08:15:00Z,64.00,37.00
2026-06-10T08:16:00Z,64.00,37.00
2026-06-10T08:17:00Z,64.00,37.00
2026-06-10T08:19:00Z,64.00,37.00
2026-06-10T08:20:00Z,64.00,37.00
2026-06-10T08:21:00Z,64.00,37.00
2026-06-10T08:24:00Z,64.00,37.00
2026-06-10T08:25:00Z,64.00,37.00
2026-06-10T08:28:00Z,64.00,37.00
2026-06-10T08:29:00Z,64.00,37.00
2026-06-10T08:30:00Z,64.00,37.00
2026-06-10T08:35:00Z,65.00,37.00
2026-06-10T08:39:00Z,64.00,37.00
2026-06-10T08:41:00Z,64.00,37.00
2026-06-10T08:42:00Z,64.00,37.00
2026-06-10T08:44:00Z,64.00,37.00
2026-06-10T08:46:00Z,64.00,37.00
2026-06-10T08:47:00Z,64.17,37.00
2026-06-10T08:48:00Z,65.00,37.00
2026-06-10T08:54:00Z,65.00,37.00
2026-06-10T08:58:00Z,64.00,37.00
2026-06-10T08:59:00Z,64.00,37.00
2026-06-10T09:00:00Z,64.00,37.00
2026-06-10T09:01:00Z,64.00,37.00
2026-06-10T09:03:00Z,64.00,37.00
2026-06-10T09:04:00Z,64.00,37.00
2026-06-10T09:05:00Z,64.00,37.00
2026-06-10T09:10:00Z,64.00,37.00
2026-06-10T09:11:00Z,64.00,37.00
2026-06-10T09:12:00Z,64.00,37.00
2026-06-10T09:14:00Z,64.00,37.00
2026-06-10T09:15:00Z,64.84,36.00
2026-06-10T09:16:00Z,65.94,33.00
2026-06-10T09:17:00Z,65.00,34.00
2026-06-10T09:19:00Z,66.00,34.00
2026-06-10T09:20:00Z,67.00,34.00
2026-06-10T09:21:00Z,67.00,34.00
2026-06-10T09:22:00Z,70.30,34.00
2026-06-10T09:23:00Z,76.95,24.43
2026-06-10T09:24:00Z,80.98,19.20
2026-06-10T09:25:00Z,81.07,19.00
2026-06-10T09:26:00Z,82.00,19.00
2026-06-10T09:27:00Z,77.54,21.94
2026-06-10T09:28:00Z,74.66,30.40
2026-06-10T09:29:00Z,68.00,33.00
2026-06-10T09:30:00Z,66.38,34.00
2026-06-10T09:31:00Z,65.00,36.00
2026-06-10T09:32:00Z,62.68,38.06
2026-06-10T09:33:00Z,61.76,38.17
2026-06-10T09:34:00Z,64.00,36.53
2026-06-10T09:35:00Z,65.00,36.53
2026-06-10T09:36:00Z,65.05,36.00
2026-06-10T09:37:00Z,63.00,36.00
2026-06-10T09:38:00Z,61.74,38.34
2026-06-10T09:39:00Z,63.53,36.04
2026-06-10T09:40:00Z,65.99,33.00
2026-06-10T09:41:00Z,65.00,35.00
2026-06-10T09:42:00Z,67.00,34.00
2026-06-10T09:43:00Z,66.00,34.00
2026-06-10T09:45:00Z,65.06,34.00
2026-06-10T09:46:00Z,66.09,34.00
2026-06-10T09:47:00Z,67.27,33.00
2026-06-10T09:48:00Z,63.15,36.96
2026-06-10T09:49:00Z,66.00,34.88
2026-06-10T09:50:00Z,67.00,34.88
2026-06-10T09:51:00Z,69.66,31.00
2026-06-10T09:52:00Z,68.92,33.90
2026-06-10T09:53:00Z,65.80,30.01
2026-06-10T09:54:00Z,64.73,30.01
2026-06-10T09:55:00Z,69.76,34.16
2026-06-10T09:56:00Z,78.00,23.10
2026-06-10T09:57:00Z,74.61,27.00
2026-06-10T09:58:00Z,77.90,25.89
2026-06-10T09:59:00Z,81.12,18.65
2026-06-10T10:00:00Z,84.74,16.85
2026-06-10T10:01:00Z,84.00,16.00
2026-06-10T10:02:00Z,83.67,16.00
2026-06-10T10:03:00Z,87.38,15.71
2026-06-10T10:04:00Z,89.04,11.79
2026-06-10T10:05:00Z,91.76,8.15
2026-06-10T10:06:00Z,86.52,12.90
2026-06-10T10:07:00Z,85.90,14.73
2026-06-10T10:08:00Z,88.82,10.64
2026-06-10T10:09:00Z,87.00,14.94
2026-06-10T10:10:00Z,85.96,15.34
2026-06-10T10:11:00Z,86.00,14.50
2026-06-10T10:12:00Z,87.00,13.17
2026-06-10T10:13:00Z,88.23,12.01
2026-06-10T10:14:00Z,92.44,11.84
2026-06-10T10:15:00Z,95.42,4.99
2026-06-10T10:16:00Z,96.00,3.99
2026-06-10T10:17:00Z,96.00,3.88
2026-06-10T10:18:00Z,97.00,2.87
2026-06-10T10:19:00Z,98.00,3.00
2026-06-10T10:20:00Z,98.00,3.00
2026-06-10T10:21:00Z,97.95,2.92
2026-06-10T10:22:00Z,97.00,3.00
2026-06-10T10:23:00Z,98.00,2.00
2026-06-10T10:24:00Z,97.33,2.92
2026-06-10T10:25:00Z,97.00,2.26
2026-06-10T10:26:00Z,98.00,2.02
2026-06-10T10:27:00Z,98.00,1.80
2026-06-10T10:28:00Z,99.00,1.00
2026-06-10T10:29:00Z,99.00,1.00
2026-06-10T10:30:00Z,99.00,1.00
2026-06-10T10:31:00Z,99.00,1.00
2026-06-10T10:32:00Z,99.00,1.00
2026-06-10T10:35:00Z,99.00,1.00
2026-06-10T10:36:00Z,99.00,1.00
