# event_ticker=KXATPMATCH-26JAN06HIJMPE
# final_score=4-6 7-6(5) 7-6(4)
# score_resolution=4-6 7-6 7-6
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Rinky Hijikata
# kalshi_date=2026-01-06
timestamp,Giovanni Mpetshi Perricard,Rinky Hijikata
2026-01-08T04:16:00Z,61.00,41.00
2026-01-08T04:18:00Z,61.00,41.00
2026-01-08T04:19:00Z,61.00,41.00
2026-01-08T04:21:00Z,61.00,41.00
2026-01-08T04:22:00Z,60.25,41.00
2026-01-08T04:23:00Z,61.00,41.00
2026-01-08T04:24:00Z,61.00,41.00
2026-01-08T04:25:00Z,61.00,41.00
2026-01-08T04:26:00Z,61.00,41.00
2026-01-08T04:27:00Z,58.55,41.00
2026-01-08T04:29:00Z,58.55,41.00
2026-01-08T04:31:00Z,58.55,42.00
2026-01-08T04:32:00Z,59.00,42.00
2026-01-08T04:33:00Z,60.00,42.00
2026-01-08T04:34:00Z,60.00,42.00
2026-01-08T04:35:00Z,61.00,42.00
2026-01-08T04:36:00Z,61.00,42.59
2026-01-08T04:37:00Z,60.00,42.30
2026-01-08T04:38:00Z,59.00,42.30
2026-01-08T04:39:00Z,59.08,43.00
2026-01-08T04:40:00Z,57.75,43.00
2026-01-08T04:41:00Z,56.51,44.12
2026-01-08T04:42:00Z,55.46,46.37
2026-01-08T04:43:00Z,59.90,42.00
2026-01-08T04:44:00Z,58.00,42.00
2026-01-08T04:45:00Z,61.77,40.84
2026-01-08T04:46:00Z,61.77,42.79
2026-01-08T04:47:00Z,59.00,44.00
2026-01-08T04:48:00Z,57.87,43.31
2026-01-08T04:49:00Z,55.33,48.67
2026-01-08T04:50:00Z,48.04,51.00
2026-01-08T04:51:00Z,57.70,50.98
2026-01-08T04:52:00Z,57.75,44.00
2026-01-08T04:53:00Z,56.97,44.00
2026-01-08T04:54:00Z,55.87,47.00
2026-01-08T04:55:00Z,57.00,42.51
2026-01-08T04:56:00Z,57.72,45.00
2026-01-08T04:57:00Z,51.19,48.66
2026-01-08T04:58:00Z,40.60,53.76
2026-01-08T04:59:00Z,33.20,67.00
2026-01-08T05:00:00Z,33.38,68.80
2026-01-08T05:01:00Z,32.58,68.80
2026-01-08T05:02:00Z,31.65,68.80
2026-01-08T05:03:00Z,31.00,70.00
2026-01-08T05:04:00Z,31.79,71.00
2026-01-08T05:05:00Z,32.00,71.00
2026-01-08T05:06:00Z,32.00,69.50
2026-01-08T05:07:00Z,31.10,69.50
2026-01-08T05:08:00Z,26.62,74.00
2026-01-08T05:09:00Z,30.22,74.00
2026-01-08T05:10:00Z,31.03,72.00
2026-01-08T05:11:00Z,32.00,69.82
2026-01-08T05:12:00Z,33.00,69.95
2026-01-08T05:13:00Z,31.48,71.00
2026-01-08T05:14:00Z,30.85,70.29
2026-01-08T05:15:00Z,32.95,68.89
2026-01-08T05:16:00Z,36.74,68.68
2026-01-08T05:17:00Z,31.51,70.00
2026-01-08T05:18:00Z,31.79,70.00
2026-01-08T05:19:00Z,32.82,70.00
2026-01-08T05:20:00Z,36.16,67.87
2026-01-08T05:21:00Z,36.46,65.57
2026-01-08T05:22:00Z,34.98,68.34
2026-01-08T05:23:00Z,33.99,67.89
2026-01-08T05:24:00Z,35.13,67.07
2026-01-08T05:25:00Z,36.01,65.42
2026-01-08T05:26:00Z,37.00,65.00
2026-01-08T05:27:00Z,37.68,65.25
2026-01-08T05:28:00Z,36.03,65.89
2026-01-08T05:29:00Z,35.23,67.36
2026-01-08T05:30:00Z,35.71,65.66
2026-01-08T05:31:00Z,34.68,67.01
2026-01-08T05:32:00Z,35.00,65.73
2026-01-08T05:33:00Z,35.26,66.23
2026-01-08T05:34:00Z,40.94,60.90
2026-01-08T05:35:00Z,45.18,54.52
2026-01-08T05:36:00Z,41.26,57.21
2026-01-08T05:37:00Z,41.71,56.07
2026-01-08T05:38:00Z,38.86,57.96
2026-01-08T05:39:00Z,36.46,64.10
2026-01-08T05:40:00Z,38.55,66.88
2026-01-08T05:41:00Z,38.75,62.48
2026-01-08T05:42:00Z,38.12,63.00
2026-01-08T05:43:00Z,37.50,63.55
2026-01-08T05:44:00Z,37.15,64.54
2026-01-08T05:45:00Z,33.83,68.33
2026-01-08T05:46:00Z,36.39,66.42
2026-01-08T05:47:00Z,35.69,65.00
2026-01-08T05:48:00Z,38.50,64.74
2026-01-08T05:49:00Z,35.94,66.01
2026-01-08T05:50:00Z,33.69,66.79
2026-01-08T05:51:00Z,34.32,68.55
2026-01-08T05:52:00Z,36.66,66.33
2026-01-08T05:53:00Z,37.49,65.00
2026-01-08T05:54:00Z,36.00,64.91
2026-01-08T05:55:00Z,32.37,67.75
2026-01-08T05:56:00Z,32.65,67.55
2026-01-08T05:57:00Z,38.39,67.69
2026-01-08T05:58:00Z,47.44,52.61
2026-01-08T05:59:00Z,51.15,50.29
2026-01-08T06:00:00Z,50.58,46.42
2026-01-08T06:01:00Z,59.10,42.13
2026-01-08T06:02:00Z,55.70,45.83
2026-01-08T06:03:00Z,56.42,45.77
2026-01-08T06:04:00Z,58.27,41.62
2026-01-08T06:05:00Z,58.33,41.79
2026-01-08T06:06:00Z,64.36,38.55
2026-01-08T06:07:00Z,57.40,42.48
2026-01-08T06:08:00Z,58.38,43.20
2026-01-08T06:09:00Z,54.51,44.25
2026-01-08T06:10:00Z,58.88,43.07
2026-01-08T06:11:00Z,55.95,43.39
2026-01-08T06:12:00Z,58.68,42.45
2026-01-08T06:13:00Z,56.60,44.07
2026-01-08T06:14:00Z,55.37,47.34
2026-01-08T06:15:00Z,54.66,47.24
2026-01-08T06:16:00Z,55.39,46.82
2026-01-08T06:17:00Z,56.48,42.93
2026-01-08T06:18:00Z,58.66,40.84
2026-01-08T06:19:00Z,61.08,40.29
2026-01-08T06:20:00Z,56.34,45.35
2026-01-08T06:21:00Z,60.09,40.76
2026-01-08T06:22:00Z,55.23,44.72
2026-01-08T06:23:00Z,55.16,46.97
2026-01-08T06:24:00Z,55.82,46.69
2026-01-08T06:25:00Z,53.13,47.28
2026-01-08T06:26:00Z,55.72,45.37
2026-01-08T06:27:00Z,54.58,48.30
2026-01-08T06:28:00Z,51.76,50.27
2026-01-08T06:29:00Z,50.73,50.13
2026-01-08T06:30:00Z,52.42,49.05
2026-01-08T06:31:00Z,53.11,49.11
2026-01-08T06:32:00Z,56.26,46.85
2026-01-08T06:33:00Z,53.33,48.84
2026-01-08T06:34:00Z,46.49,50.98
2026-01-08T06:35:00Z,49.03,53.07
2026-01-08T06:36:00Z,48.32,51.48
2026-01-08T06:37:00Z,53.48,46.00
2026-01-08T06:38:00Z,53.05,47.29
2026-01-08T06:39:00Z,54.48,46.88
2026-01-08T06:40:00Z,51.56,50.03
2026-01-08T06:41:00Z,54.52,45.00
2026-01-08T06:42:00Z,55.64,45.10
2026-01-08T06:43:00Z,52.58,48.29
2026-01-08T06:44:00Z,52.99,49.65
2026-01-08T06:45:00Z,52.80,48.12
2026-01-08T06:46:00Z,50.23,49.43
2026-01-08T06:47:00Z,54.32,46.84
2026-01-08T06:48:00Z,53.20,45.25
2026-01-08T06:49:00Z,58.75,45.29
2026-01-08T06:50:00Z,51.91,48.87
2026-01-08T06:51:00Z,56.70,40.23
2026-01-08T06:52:00Z,59.92,40.40
2026-01-08T06:53:00Z,80.69,19.54
2026-01-08T06:54:00Z,97.84,5.05
2026-01-08T06:55:00Z,98.95,1.00
2026-01-08T06:56:00Z,98.72,2.06
2026-01-08T06:57:00Z,98.12,2.06
2026-01-08T06:58:00Z,98.82,2.06
2026-01-08T06:59:00Z,99.00,1.00
2026-01-08T07:00:00Z,99.00,1.00
2026-01-08T07:01:00Z,99.00,1.00
2026-01-08T07:02:00Z,99.00,1.00
