# event_ticker=KXATPMATCH-25JUL13ALTKRU
# final_score=6-4 6-3
# match_winner=Daniel Altmaier
# fav_player=Daniel Altmaier
# dog_player=Mitchell Krueger
# kalshi_date=2025-07-13
timestamp,Daniel Altmaier,Mitchell Krueger
2025-07-15T15:13:00Z,66.00,
2025-07-15T15:44:00Z,66.00,
2025-07-15T16:09:00Z,66.00,
2025-07-15T16:29:00Z,66.00,
2025-07-15T16:54:00Z,66.00,36.00
2025-07-15T17:46:00Z,66.00,36.00
2025-07-15T18:15:00Z,66.00,36.00
2025-07-15T18:37:00Z,66.00,36.00
2025-07-15T18:38:00Z,66.00,36.00
2025-07-15T18:51:00Z,66.00,36.00
2025-07-15T18:55:00Z,66.00,36.00
2025-07-15T18:57:00Z,66.00,36.00
2025-07-15T19:06:00Z,66.00,36.00
2025-07-15T19:15:00Z,66.00,36.00
2025-07-15T19:19:00Z,66.00,36.00
2025-07-15T19:27:00Z,66.00,36.00
2025-07-15T19:31:00Z,67.00,36.00
2025-07-15T19:37:00Z,67.00,35.00
2025-07-15T19:41:00Z,67.00,35.00
2025-07-15T19:42:00Z,67.00,35.00
2025-07-15T19:46:00Z,67.00,35.00
2025-07-15T19:51:00Z,67.00,35.00
2025-07-15T20:04:00Z,67.00,28.00
2025-07-15T20:17:00Z,66.00,28.00
2025-07-15T20:28:00Z,66.81,28.00
2025-07-15T20:40:00Z,66.81,35.00
2025-07-15T20:46:00Z,66.81,35.00
2025-07-15T20:47:00Z,67.00,35.00
2025-07-15T21:19:00Z,67.00,35.00
2025-07-15T21:23:00Z,67.00,35.00
2025-07-15T21:24:00Z,67.00,35.00
2025-07-15T21:27:00Z,67.00,35.00
2025-07-15T21:33:00Z,67.00,35.00
2025-07-15T21:44:00Z,67.00,35.00
2025-07-15T22:03:00Z,67.00,35.00
2025-07-15T22:09:00Z,67.00,35.00
2025-07-15T22:33:00Z,67.00,35.00
2025-07-15T22:34:00Z,67.00,35.00
2025-07-15T22:36:00Z,67.00,35.00
2025-07-15T22:37:00Z,67.00,35.00
2025-07-15T23:12:00Z,67.00,35.00
2025-07-15T23:14:00Z,67.00,35.00
2025-07-15T23:30:00Z,67.00,35.00
2025-07-15T23:33:00Z,67.00,35.00
2025-07-15T23:34:00Z,67.00,35.00
2025-07-16T00:07:00Z,67.00,35.00
2025-07-16T00:11:00Z,66.00,35.00
2025-07-16T00:29:00Z,66.00,35.00
2025-07-16T00:37:00Z,66.70,35.00
2025-07-16T00:40:00Z,66.97,35.00
2025-07-16T00:50:00Z,66.97,35.00
2025-07-16T00:51:00Z,66.00,35.00
2025-07-16T00:57:00Z,67.23,35.00
2025-07-16T01:09:00Z,67.34,35.00
2025-07-16T01:11:00Z,68.34,35.00
2025-07-16T01:12:00Z,62.25,37.88
2025-07-16T01:14:00Z,68.03,37.88
2025-07-16T01:15:00Z,70.00,37.88
2025-07-16T01:16:00Z,74.87,31.05
2025-07-16T01:17:00Z,71.00,27.00
2025-07-16T01:19:00Z,63.04,27.00
2025-07-16T01:20:00Z,61.00,40.00
2025-07-16T01:21:00Z,61.00,40.00
2025-07-16T01:22:00Z,56.33,42.00
2025-07-16T01:23:00Z,51.00,50.00
2025-07-16T01:24:00Z,51.00,50.00
2025-07-16T01:26:00Z,55.75,44.27
2025-07-16T01:27:00Z,54.03,47.00
2025-07-16T01:28:00Z,55.83,44.73
2025-07-16T01:29:00Z,65.65,45.00
2025-07-16T01:30:00Z,59.72,40.00
2025-07-16T01:32:00Z,55.00,40.00
2025-07-16T01:33:00Z,50.00,40.00
2025-07-16T01:34:00Z,50.00,40.00
2025-07-16T01:35:00Z,47.00,40.00
2025-07-16T01:36:00Z,45.00,56.08
2025-07-16T01:37:00Z,47.00,51.00
2025-07-16T01:39:00Z,45.00,51.00
2025-07-16T01:40:00Z,51.86,49.28
2025-07-16T01:41:00Z,52.78,49.28
2025-07-16T01:42:00Z,50.85,49.28
2025-07-16T01:44:00Z,50.85,54.57
2025-07-16T01:45:00Z,49.44,54.57
2025-07-16T01:46:00Z,43.03,55.00
2025-07-16T01:47:00Z,43.03,56.66
2025-07-16T01:48:00Z,46.00,55.93
2025-07-16T01:50:00Z,49.00,55.93
2025-07-16T01:51:00Z,51.94,55.93
2025-07-16T01:52:00Z,53.00,55.93
2025-07-16T01:53:00Z,60.10,51.00
2025-07-16T01:54:00Z,63.00,51.00
2025-07-16T01:55:00Z,67.00,32.02
2025-07-16T01:56:00Z,72.19,32.02
2025-07-16T01:57:00Z,73.97,32.02
2025-07-16T01:59:00Z,73.99,32.02
2025-07-16T02:00:00Z,73.99,35.00
2025-07-16T02:01:00Z,77.00,35.00
2025-07-16T02:02:00Z,80.78,35.00
2025-07-16T02:03:00Z,85.81,13.00
2025-07-16T02:04:00Z,89.03,13.00
2025-07-16T02:05:00Z,89.98,13.00
2025-07-16T02:07:00Z,90.00,11.00
2025-07-16T02:11:00Z,90.15,13.63
2025-07-16T02:12:00Z,89.00,13.63
2025-07-16T02:13:00Z,92.00,13.63
2025-07-16T02:15:00Z,92.00,15.00
2025-07-16T02:17:00Z,92.00,12.00
2025-07-16T02:18:00Z,92.00,14.00
2025-07-16T02:19:00Z,92.00,12.00
2025-07-16T02:20:00Z,85.00,15.50
2025-07-16T02:21:00Z,87.00,15.50
2025-07-16T02:22:00Z,89.00,15.50
2025-07-16T02:24:00Z,84.00,15.50
2025-07-16T02:25:00Z,88.23,10.00
2025-07-16T02:26:00Z,92.00,6.00
2025-07-16T02:27:00Z,90.00,12.00
2025-07-16T02:28:00Z,88.00,13.00
2025-07-16T02:29:00Z,86.35,14.00
