# event_ticker=KXATPMATCH-26FEB09PAVVAN
# final_score=7-6(5) 6-3
# score_resolution=7-6 6-3
# match_winner=Botic van de Zandschulp
# fav_player=Botic Van de Zandschulp
# dog_player=Luka Pavlovic
# kalshi_date=2026-02-09
timestamp,Botic Van de Zandschulp,Luka Pavlovic
2026-02-09T07:25:00Z,,18.00
2026-02-09T07:34:00Z,,18.00
2026-02-09T08:04:00Z,83.00,18.00
2026-02-09T09:12:00Z,81.00,18.00
2026-02-09T11:05:00Z,80.00,18.00
2026-02-09T11:06:00Z,80.00,18.00
2026-02-09T11:11:00Z,80.00,20.00
2026-02-09T11:16:00Z,80.00,20.98
2026-02-09T11:22:00Z,80.00,21.00
2026-02-09T11:35:00Z,80.00,21.00
2026-02-09T12:12:00Z,80.00,21.00
2026-02-09T12:25:00Z,80.00,21.00
2026-02-09T12:50:00Z,80.00,21.00
2026-02-09T12:53:00Z,80.00,21.00
2026-02-09T13:07:00Z,80.00,21.00
2026-02-09T13:16:00Z,80.00,21.00
2026-02-09T13:32:00Z,80.00,21.00
2026-02-09T13:38:00Z,80.00,21.00
2026-02-09T13:45:00Z,80.00,21.00
2026-02-09T13:47:00Z,80.00,21.00
2026-02-09T13:49:00Z,80.00,21.00
2026-02-09T13:54:00Z,80.00,21.00
2026-02-09T13:56:00Z,80.00,21.00
2026-02-09T14:00:00Z,80.28,21.00
2026-02-09T14:23:00Z,81.00,21.00
2026-02-09T14:26:00Z,81.00,21.00
2026-02-09T14:39:00Z,81.00,21.00
2026-02-09T14:47:00Z,81.00,21.00
2026-02-09T14:49:00Z,81.00,21.00
2026-02-09T14:55:00Z,81.00,21.00
2026-02-09T15:08:00Z,82.00,21.00
2026-02-09T15:15:00Z,82.00,21.00
2026-02-09T15:16:00Z,82.00,20.00
2026-02-09T15:29:00Z,83.00,20.00
2026-02-09T15:34:00Z,83.00,21.00
2026-02-09T15:39:00Z,83.00,20.00
2026-02-09T15:41:00Z,83.00,20.00
2026-02-09T15:45:00Z,83.00,20.00
2026-02-09T15:50:00Z,83.00,20.00
2026-02-09T15:56:00Z,83.00,20.00
2026-02-09T15:59:00Z,83.00,20.00
2026-02-09T16:05:00Z,80.00,20.00
2026-02-09T16:16:00Z,80.00,21.00
2026-02-09T16:17:00Z,80.00,21.00
2026-02-09T16:20:00Z,82.00,21.00
2026-02-09T16:21:00Z,82.00,21.00
2026-02-09T16:24:00Z,82.00,21.00
2026-02-09T16:38:00Z,82.00,21.00
2026-02-09T16:39:00Z,82.00,21.00
2026-02-09T16:48:00Z,82.00,21.00
2026-02-09T16:51:00Z,82.00,21.00
2026-02-09T16:55:00Z,82.00,21.00
2026-02-09T16:58:00Z,82.00,21.00
2026-02-09T17:00:00Z,82.00,21.00
2026-02-09T17:03:00Z,82.00,21.00
2026-02-09T17:11:00Z,82.00,21.00
2026-02-09T17:12:00Z,82.00,21.00
2026-02-09T17:21:00Z,82.00,21.00
2026-02-09T17:22:00Z,82.00,21.00
2026-02-09T17:24:00Z,82.00,21.00
2026-02-09T17:28:00Z,82.00,21.00
2026-02-09T17:35:00Z,82.00,21.00
2026-02-09T17:56:00Z,82.00,21.00
2026-02-09T17:57:00Z,82.00,21.00
2026-02-09T17:59:00Z,82.00,21.00
2026-02-09T18:02:00Z,82.00,21.00
2026-02-09T18:05:00Z,82.00,21.00
2026-02-09T18:06:00Z,82.00,21.00
2026-02-09T18:07:00Z,82.00,21.00
2026-02-09T18:08:00Z,82.00,21.00
2026-02-09T18:12:00Z,82.00,21.00
2026-02-09T18:13:00Z,82.00,21.00
2026-02-09T18:16:00Z,82.00,21.00
2026-02-09T18:19:00Z,83.00,21.00
2026-02-09T18:21:00Z,83.00,21.00
2026-02-09T18:22:00Z,83.00,21.00
2026-02-09T18:27:00Z,83.00,20.45
2026-02-09T18:32:00Z,83.00,20.45
2026-02-09T18:36:00Z,83.00,19.93
2026-02-09T18:37:00Z,83.00,18.97
2026-02-09T18:38:00Z,83.00,19.00
2026-02-09T18:39:00Z,83.00,19.67
2026-02-09T18:40:00Z,83.00,19.00
2026-02-09T18:41:00Z,80.24,19.95
2026-02-09T18:42:00Z,80.00,20.00
2026-02-09T18:43:00Z,80.00,19.85
2026-02-09T18:44:00Z,80.03,20.08
2026-02-09T18:45:00Z,80.00,20.00
2026-02-09T18:46:00Z,80.00,20.00
2026-02-09T18:47:00Z,80.00,20.00
2026-02-09T18:48:00Z,81.05,20.39
2026-02-09T18:49:00Z,82.00,18.61
2026-02-09T18:50:00Z,82.92,17.46
2026-02-09T18:51:00Z,85.87,15.05
2026-02-09T18:52:00Z,83.80,15.18
2026-02-09T18:53:00Z,85.00,16.24
2026-02-09T18:54:00Z,84.20,17.97
2026-02-09T18:55:00Z,87.49,11.40
2026-02-09T18:56:00Z,91.00,10.00
2026-02-09T18:57:00Z,91.00,10.06
2026-02-09T18:58:00Z,90.63,10.00
2026-02-09T18:59:00Z,92.00,9.15
2026-02-09T19:00:00Z,92.00,10.00
2026-02-09T19:01:00Z,92.00,9.28
2026-02-09T19:02:00Z,90.31,10.00
2026-02-09T19:03:00Z,92.00,10.00
2026-02-09T19:04:00Z,92.00,13.80
2026-02-09T19:05:00Z,89.67,11.50
