# event_ticker=KXATPMATCH-26FEB09PAVVAN
# final_score=7-6(5) 6-3
# score_resolution=7-6 6-3
# match_winner=Botic van de Zandschulp
# fav_player=Botic Van de Zandschulp
# dog_player=Luka Pavlovic
# kalshi_date=2026-02-09
timestamp,Botic Van de Zandschulp,Luka Pavlovic
2026-02-09T19:06:00Z,86.03,11.48
2026-02-09T19:07:00Z,81.73,18.92
2026-02-09T19:08:00Z,75.04,23.00
2026-02-09T19:09:00Z,78.89,23.04
2026-02-09T19:10:00Z,78.55,25.90
2026-02-09T19:11:00Z,75.66,25.41
2026-02-09T19:12:00Z,76.00,25.02
2026-02-09T19:13:00Z,75.10,26.26
2026-02-09T19:14:00Z,78.54,25.21
2026-02-09T19:15:00Z,81.30,20.50
2026-02-09T19:16:00Z,85.98,19.57
2026-02-09T19:17:00Z,79.69,23.17
2026-02-09T19:18:00Z,78.55,22.94
2026-02-09T19:19:00Z,74.50,26.41
2026-02-09T19:20:00Z,74.99,26.87
2026-02-09T19:21:00Z,75.10,26.33
2026-02-09T19:22:00Z,78.53,22.70
2026-02-09T19:23:00Z,79.81,21.67
2026-02-09T19:24:00Z,80.00,19.60
2026-02-09T19:25:00Z,81.46,20.20
2026-02-09T19:26:00Z,83.32,17.12
2026-02-09T19:27:00Z,83.60,17.57
2026-02-09T19:28:00Z,78.92,24.39
2026-02-09T19:29:00Z,75.28,25.59
2026-02-09T19:30:00Z,75.25,26.00
2026-02-09T19:31:00Z,78.71,22.56
2026-02-09T19:32:00Z,79.37,21.99
2026-02-09T19:33:00Z,79.05,22.35
2026-02-09T19:34:00Z,82.52,16.63
2026-02-09T19:35:00Z,81.22,18.45
2026-02-09T19:36:00Z,78.93,25.62
2026-02-09T19:37:00Z,63.57,35.66
2026-02-09T19:38:00Z,67.36,32.08
2026-02-09T19:39:00Z,75.68,23.21
2026-02-09T19:40:00Z,83.88,13.07
2026-02-09T19:41:00Z,86.81,15.14
2026-02-09T19:42:00Z,90.03,9.01
2026-02-09T19:43:00Z,91.05,9.88
2026-02-09T19:44:00Z,90.31,10.51
2026-02-09T19:45:00Z,89.40,11.61
2026-02-09T19:46:00Z,89.80,10.59
2026-02-09T19:47:00Z,92.50,8.51
2026-02-09T19:48:00Z,93.89,6.63
2026-02-09T19:49:00Z,96.78,3.90
2026-02-09T19:50:00Z,96.95,3.93
2026-02-09T19:51:00Z,93.06,5.57
2026-02-09T19:52:00Z,92.47,8.13
2026-02-09T19:53:00Z,90.07,11.22
2026-02-09T19:54:00Z,92.00,9.01
2026-02-09T19:55:00Z,91.96,9.00
2026-02-09T19:56:00Z,93.95,8.32
2026-02-09T19:57:00Z,94.54,6.66
2026-02-09T19:58:00Z,96.04,4.12
2026-02-09T19:59:00Z,96.99,2.38
2026-02-09T20:00:00Z,98.00,1.96
2026-02-09T20:01:00Z,97.76,1.80
2026-02-09T20:02:00Z,99.00,2.36
2026-02-09T20:03:00Z,97.35,2.22
2026-02-09T20:04:00Z,97.00,2.93
2026-02-09T20:05:00Z,97.17,3.61
2026-02-09T20:06:00Z,97.45,4.38
2026-02-09T20:07:00Z,96.32,6.66
2026-02-09T20:08:00Z,94.93,5.36
2026-02-09T20:09:00Z,97.55,3.29
2026-02-09T20:10:00Z,98.36,3.13
2026-02-09T20:11:00Z,98.95,1.14
2026-02-09T20:12:00Z,99.00,1.43
2026-02-09T20:13:00Z,97.91,2.93
2026-02-09T20:14:00Z,98.62,2.03
2026-02-09T20:15:00Z,97.76,2.19
2026-02-09T20:16:00Z,98.95,1.40
2026-02-09T20:17:00Z,99.00,1.00
2026-02-09T20:18:00Z,99.00,1.00
2026-02-09T20:19:00Z,99.00,1.00
2026-02-09T20:20:00Z,99.00,1.00
2026-02-09T20:21:00Z,99.00,1.00
