# event_ticker=KXATPMATCH-26MAR04HURKOV
# final_score=7-6(6) 7-6(4)
# score_resolution=7-6 7-6
# match_winner=Aleksandar Kovacevic
# fav_player=Aleksandar Kovacevic
# dog_player=Hubert Hurkacz
# kalshi_date=2026-03-04
timestamp,Aleksandar Kovacevic,Hubert Hurkacz
2026-03-05T17:29:00Z,32.00,69.00
2026-03-05T17:32:00Z,32.00,69.00
2026-03-05T17:41:00Z,32.00,69.00
2026-03-05T17:51:00Z,32.00,69.00
2026-03-05T17:55:00Z,31.00,69.00
2026-03-05T17:58:00Z,31.00,69.00
2026-03-05T18:01:00Z,31.00,69.00
2026-03-05T18:17:00Z,31.00,68.00
2026-03-05T18:20:00Z,31.00,69.00
2026-03-05T18:26:00Z,32.00,69.00
2026-03-05T18:28:00Z,32.00,69.00
2026-03-05T18:40:00Z,32.00,69.00
2026-03-05T18:42:00Z,32.00,69.00
2026-03-05T18:43:00Z,32.00,69.00
2026-03-05T18:44:00Z,32.88,69.00
2026-03-05T18:47:00Z,32.88,69.00
2026-03-05T18:48:00Z,32.00,69.00
2026-03-05T18:49:00Z,32.00,69.00
2026-03-05T18:50:00Z,32.00,69.00
2026-03-05T18:53:00Z,32.00,68.00
2026-03-05T18:58:00Z,32.31,68.00
2026-03-05T19:00:00Z,32.00,69.00
2026-03-05T19:03:00Z,32.00,69.00
2026-03-05T19:04:00Z,32.00,69.00
2026-03-05T19:05:00Z,32.00,69.00
2026-03-05T19:09:00Z,32.00,69.00
2026-03-05T19:10:00Z,32.00,69.00
2026-03-05T19:12:00Z,32.00,69.00
2026-03-05T19:19:00Z,32.56,69.00
2026-03-05T19:21:00Z,33.00,69.00
2026-03-05T19:22:00Z,33.00,69.00
2026-03-05T19:33:00Z,33.00,69.00
2026-03-05T19:37:00Z,33.00,69.00
2026-03-05T19:47:00Z,33.00,68.00
2026-03-05T19:52:00Z,33.00,68.00
2026-03-05T19:55:00Z,33.00,68.00
2026-03-05T19:56:00Z,33.00,68.00
2026-03-05T20:00:00Z,33.00,68.00
2026-03-05T20:01:00Z,32.39,68.00
2026-03-05T20:05:00Z,32.39,68.00
2026-03-05T20:06:00Z,32.39,68.00
2026-03-05T20:08:00Z,32.39,68.00
2026-03-05T20:12:00Z,32.39,68.00
2026-03-05T20:19:00Z,32.39,68.00
2026-03-05T20:20:00Z,32.39,68.00
2026-03-05T20:23:00Z,32.39,68.00
2026-03-05T20:25:00Z,33.00,68.00
2026-03-05T20:31:00Z,33.00,68.00
2026-03-05T20:32:00Z,33.00,68.00
2026-03-05T20:33:00Z,33.00,68.00
2026-03-05T20:34:00Z,33.00,68.00
2026-03-05T20:35:00Z,33.00,68.00
2026-03-05T20:37:00Z,33.00,68.00
2026-03-05T20:39:00Z,33.00,68.00
2026-03-05T20:40:00Z,33.00,68.00
2026-03-05T20:41:00Z,33.00,68.00
2026-03-05T20:43:00Z,33.00,68.00
2026-03-05T20:44:00Z,33.00,68.00
2026-03-05T20:50:00Z,33.00,68.00
2026-03-05T20:51:00Z,33.00,68.00
2026-03-05T20:52:00Z,33.00,68.00
2026-03-05T20:53:00Z,33.00,68.00
2026-03-05T20:56:00Z,33.00,68.00
2026-03-05T20:57:00Z,33.00,68.00
2026-03-05T20:58:00Z,33.00,68.25
2026-03-05T20:59:00Z,33.00,68.00
2026-03-05T21:00:00Z,33.95,67.05
2026-03-05T21:01:00Z,33.95,68.00
2026-03-05T21:03:00Z,34.00,68.00
2026-03-05T21:04:00Z,34.00,68.16
2026-03-05T21:05:00Z,34.00,68.16
2026-03-05T21:06:00Z,33.00,68.00
2026-03-05T21:07:00Z,32.99,68.50
2026-03-05T21:08:00Z,33.00,68.37
2026-03-05T21:09:00Z,33.09,68.93
2026-03-05T21:10:00Z,34.72,65.02
2026-03-05T21:11:00Z,35.95,66.00
2026-03-05T21:12:00Z,34.50,66.00
2026-03-05T21:13:00Z,35.60,65.90
2026-03-05T21:14:00Z,35.00,66.59
2026-03-05T21:15:00Z,34.02,67.18
2026-03-05T21:16:00Z,36.00,64.63
2026-03-05T21:17:00Z,37.10,64.26
2026-03-05T21:18:00Z,38.59,62.00
2026-03-05T21:19:00Z,38.88,62.00
2026-03-05T21:20:00Z,35.52,63.76
2026-03-05T21:21:00Z,36.17,65.07
2026-03-05T21:22:00Z,34.55,66.75
2026-03-05T21:23:00Z,35.41,65.98
2026-03-05T21:24:00Z,36.68,63.11
2026-03-05T21:25:00Z,38.93,62.26
2026-03-05T21:26:00Z,38.00,63.00
2026-03-05T21:27:00Z,38.63,62.38
2026-03-05T21:28:00Z,40.22,60.42
2026-03-05T21:29:00Z,37.08,64.99
2026-03-05T21:30:00Z,33.13,66.38
2026-03-05T21:31:00Z,32.03,69.39
2026-03-05T21:32:00Z,36.76,63.58
2026-03-05T21:33:00Z,39.48,61.17
2026-03-05T21:34:00Z,38.67,61.02
2026-03-05T21:35:00Z,39.37,61.26
2026-03-05T21:36:00Z,37.10,63.75
2026-03-05T21:37:00Z,35.93,65.02
2026-03-05T21:38:00Z,40.48,59.20
2026-03-05T21:39:00Z,41.06,59.39
2026-03-05T21:40:00Z,40.11,59.99
2026-03-05T21:41:00Z,39.62,59.44
2026-03-05T21:42:00Z,43.02,57.32
2026-03-05T21:43:00Z,40.11,59.60
2026-03-05T21:44:00Z,39.18,61.70
2026-03-05T21:45:00Z,43.87,57.76
2026-03-05T21:46:00Z,44.47,56.33
2026-03-05T21:47:00Z,44.01,56.86
2026-03-05T21:48:00Z,42.74,59.83
2026-03-05T21:49:00Z,39.00,61.10
2026-03-05T21:50:00Z,32.83,65.12
2026-03-05T21:51:00Z,40.56,60.60
2026-03-05T21:52:00Z,46.72,55.37
2026-03-05T21:53:00Z,39.31,60.52
2026-03-05T21:54:00Z,40.13,61.88
2026-03-05T21:55:00Z,35.95,62.66
2026-03-05T21:56:00Z,41.77,57.61
2026-03-05T21:57:00Z,38.62,61.70
2026-03-05T21:58:00Z,32.48,66.68
2026-03-05T21:59:00Z,40.08,62.64
2026-03-05T22:00:00Z,49.59,52.35
2026-03-05T22:01:00Z,61.79,38.59
2026-03-05T22:02:00Z,61.62,38.94
2026-03-05T22:03:00Z,62.00,39.56
2026-03-05T22:04:00Z,68.52,32.51
2026-03-05T22:05:00Z,63.10,35.76
2026-03-05T22:06:00Z,68.22,34.34
2026-03-05T22:07:00Z,67.37,32.12
2026-03-05T22:08:00Z,67.59,30.63
2026-03-05T22:09:00Z,61.45,38.96
2026-03-05T22:10:00Z,62.22,39.17
2026-03-05T22:11:00Z,62.89,37.27
2026-03-05T22:12:00Z,63.69,36.41
2026-03-05T22:13:00Z,63.61,37.42
2026-03-05T22:14:00Z,62.56,37.46
2026-03-05T22:15:00Z,65.92,34.25
2026-03-05T22:16:00Z,63.76,37.01
2026-03-05T22:17:00Z,64.71,35.97
2026-03-05T22:18:00Z,63.17,38.35
2026-03-05T22:19:00Z,62.51,39.64
2026-03-05T22:20:00Z,60.35,40.16
2026-03-05T22:21:00Z,61.63,40.04
2026-03-05T22:22:00Z,56.95,44.33
2026-03-05T22:23:00Z,65.34,35.32
2026-03-05T22:24:00Z,63.30,37.25
2026-03-05T22:25:00Z,61.99,38.97
2026-03-05T22:26:00Z,61.90,39.48
2026-03-05T22:27:00Z,61.06,39.02
2026-03-05T22:28:00Z,62.10,38.11
2026-03-05T22:29:00Z,61.49,39.14
2026-03-05T22:30:00Z,63.81,36.96
2026-03-05T22:31:00Z,63.70,34.87
2026-03-05T22:32:00Z,63.11,38.29
2026-03-05T22:33:00Z,60.97,40.00
2026-03-05T22:34:00Z,61.05,39.18
2026-03-05T22:35:00Z,63.50,36.76
2026-03-05T22:36:00Z,61.03,38.07
2026-03-05T22:37:00Z,61.41,39.61
2026-03-05T22:38:00Z,59.94,39.20
2026-03-05T22:39:00Z,51.81,42.98
2026-03-05T22:40:00Z,57.84,45.10
2026-03-05T22:41:00Z,62.54,37.04
2026-03-05T22:42:00Z,63.10,38.95
2026-03-05T22:43:00Z,74.52,24.12
2026-03-05T22:44:00Z,92.90,6.83
2026-03-05T22:45:00Z,95.03,5.27
2026-03-05T22:46:00Z,90.86,8.43
2026-03-05T22:47:00Z,82.64,15.09
2026-03-05T22:48:00Z,73.08,34.17
2026-03-05T22:49:00Z,65.28,36.73
2026-03-05T22:50:00Z,61.60,37.85
2026-03-05T22:51:00Z,60.28,40.50
2026-03-05T22:52:00Z,59.83,40.80
2026-03-05T22:53:00Z,61.12,39.91
2026-03-05T22:54:00Z,66.50,34.52
2026-03-05T22:55:00Z,64.06,38.49
2026-03-05T22:56:00Z,72.72,28.19
2026-03-05T22:57:00Z,83.18,18.46
2026-03-05T22:58:00Z,68.30,32.23
2026-03-05T22:59:00Z,82.59,17.61
2026-03-05T23:00:00Z,90.35,10.60
2026-03-05T23:01:00Z,98.33,1.55
2026-03-05T23:02:00Z,99.00,1.00
2026-03-05T23:03:00Z,99.00,1.00
