# event_ticker=KXATPMATCH-26FEB13GRIAUG
# final_score=7-6(2) 6-2
# score_resolution=7-6 6-2
# match_winner=Felix Auger-Aliassime
# fav_player=Felix Auger-Aliassime
# dog_player=Tallon Griekspoor
# kalshi_date=2026-02-13
timestamp,Felix Auger-Aliassime,Tallon Griekspoor
2026-02-13T06:53:00Z,,27.00
2026-02-13T06:54:00Z,73.00,27.00
2026-02-13T06:57:00Z,73.00,27.00
2026-02-13T07:07:00Z,73.00,27.00
2026-02-13T07:09:00Z,73.00,27.00
2026-02-13T07:10:00Z,72.28,27.00
2026-02-13T07:11:00Z,72.50,27.00
2026-02-13T07:17:00Z,73.00,27.00
2026-02-13T07:18:00Z,73.00,26.00
2026-02-13T07:27:00Z,73.00,28.00
2026-02-13T07:33:00Z,73.00,28.00
2026-02-13T07:43:00Z,73.00,28.00
2026-02-13T08:08:00Z,73.00,28.00
2026-02-13T08:24:00Z,73.00,27.00
2026-02-13T08:27:00Z,73.99,27.00
2026-02-13T08:32:00Z,73.00,27.00
2026-02-13T08:36:00Z,73.00,28.00
2026-02-13T08:49:00Z,74.00,28.00
2026-02-13T08:50:00Z,74.00,27.17
2026-02-13T08:59:00Z,74.00,27.17
2026-02-13T09:00:00Z,74.00,27.17
2026-02-13T09:04:00Z,74.00,28.00
2026-02-13T09:12:00Z,74.00,28.00
2026-02-13T09:22:00Z,74.00,28.00
2026-02-13T09:34:00Z,74.00,28.00
2026-02-13T09:51:00Z,74.00,28.00
2026-02-13T09:57:00Z,74.00,28.00
2026-02-13T10:09:00Z,74.00,28.00
2026-02-13T10:13:00Z,74.00,28.00
2026-02-13T10:15:00Z,74.00,28.00
2026-02-13T10:16:00Z,74.00,28.00
2026-02-13T10:18:00Z,74.00,28.00
2026-02-13T10:19:00Z,74.00,28.00
2026-02-13T10:33:00Z,73.00,28.00
2026-02-13T10:50:00Z,73.00,27.00
2026-02-13T11:02:00Z,74.00,27.00
2026-02-13T11:03:00Z,74.00,27.00
2026-02-13T11:06:00Z,74.00,27.00
2026-02-13T11:10:00Z,74.00,27.00
2026-02-13T11:11:00Z,74.00,27.00
2026-02-13T11:12:00Z,74.00,27.00
2026-02-13T11:22:00Z,74.00,27.00
2026-02-13T11:31:00Z,74.00,27.00
2026-02-13T11:32:00Z,74.00,27.00
2026-02-13T11:35:00Z,74.00,26.00
2026-02-13T11:36:00Z,74.00,26.00
2026-02-13T11:37:00Z,74.00,26.00
2026-02-13T11:45:00Z,74.00,26.00
2026-02-13T11:46:00Z,74.00,26.00
2026-02-13T11:49:00Z,74.00,27.82
2026-02-13T11:52:00Z,72.00,27.82
2026-02-13T11:55:00Z,74.00,27.82
2026-02-13T11:57:00Z,74.00,26.00
2026-02-13T12:09:00Z,74.00,27.00
2026-02-13T12:10:00Z,74.00,27.00
2026-02-13T12:16:00Z,74.00,27.00
2026-02-13T12:18:00Z,74.00,27.00
2026-02-13T12:30:00Z,73.00,27.00
2026-02-13T12:33:00Z,73.00,27.00
2026-02-13T12:34:00Z,73.00,28.00
2026-02-13T12:35:00Z,73.42,28.00
2026-02-13T12:44:00Z,74.00,28.00
2026-02-13T12:50:00Z,74.00,28.00
2026-02-13T12:51:00Z,74.00,28.00
2026-02-13T12:54:00Z,74.00,28.00
2026-02-13T12:55:00Z,74.00,28.00
2026-02-13T12:56:00Z,74.00,28.00
2026-02-13T12:57:00Z,74.00,28.00
2026-02-13T13:04:00Z,74.00,28.00
2026-02-13T13:07:00Z,74.00,28.00
2026-02-13T13:08:00Z,74.00,27.00
2026-02-13T13:10:00Z,74.00,27.00
2026-02-13T13:11:00Z,74.00,27.00
2026-02-13T13:12:00Z,74.00,27.00
2026-02-13T13:13:00Z,74.00,27.00
2026-02-13T13:20:00Z,74.00,27.00
2026-02-13T13:21:00Z,74.00,27.00
2026-02-13T13:25:00Z,74.00,27.00
2026-02-13T13:27:00Z,74.00,27.00
2026-02-13T13:28:00Z,74.00,27.00
2026-02-13T13:29:00Z,74.00,27.00
2026-02-13T13:32:00Z,74.00,27.00
2026-02-13T13:34:00Z,74.00,27.00
2026-02-13T13:35:00Z,74.00,27.00
2026-02-13T13:36:00Z,74.00,27.00
2026-02-13T13:37:00Z,74.00,27.00
2026-02-13T13:44:00Z,74.00,27.00
2026-02-13T13:45:00Z,74.00,27.00
2026-02-13T13:46:00Z,74.00,27.00
2026-02-13T13:50:00Z,74.00,27.00
2026-02-13T13:53:00Z,73.32,27.00
2026-02-13T13:54:00Z,74.00,27.69
2026-02-13T13:57:00Z,74.00,27.69
2026-02-13T13:58:00Z,74.00,27.69
2026-02-13T14:00:00Z,74.00,27.69
2026-02-13T14:10:00Z,73.00,28.00
2026-02-13T14:11:00Z,73.00,28.00
2026-02-13T14:14:00Z,73.00,28.00
2026-02-13T14:16:00Z,73.00,28.00
2026-02-13T14:17:00Z,73.00,28.00
2026-02-13T14:18:00Z,73.00,26.00
2026-02-13T14:22:00Z,73.00,28.00
2026-02-13T14:25:00Z,73.00,28.00
2026-02-13T14:26:00Z,73.00,28.00
2026-02-13T14:27:00Z,73.00,28.00
2026-02-13T14:28:00Z,73.00,28.00
2026-02-13T14:29:00Z,72.00,28.00
2026-02-13T14:35:00Z,73.00,27.00
2026-02-13T14:36:00Z,73.18,26.00
2026-02-13T14:41:00Z,73.18,26.00
2026-02-13T14:42:00Z,74.00,26.00
2026-02-13T14:45:00Z,74.00,26.00
2026-02-13T14:46:00Z,74.00,27.00
2026-02-13T14:47:00Z,73.00,27.00
2026-02-13T14:48:00Z,73.00,27.00
2026-02-13T14:50:00Z,74.00,27.00
2026-02-13T14:53:00Z,74.00,27.00
2026-02-13T14:54:00Z,74.00,27.00
2026-02-13T14:56:00Z,74.00,27.00
2026-02-13T15:00:00Z,74.00,27.00
2026-02-13T15:03:00Z,74.00,27.00
2026-02-13T15:05:00Z,74.00,27.00
2026-02-13T15:08:00Z,74.00,27.00
2026-02-13T15:09:00Z,74.00,27.00
2026-02-13T15:14:00Z,74.00,26.00
2026-02-13T15:17:00Z,74.00,26.00
2026-02-13T15:19:00Z,74.00,27.00
2026-02-13T15:20:00Z,74.00,27.00
2026-02-13T15:21:00Z,74.00,27.00
2026-02-13T15:25:00Z,74.00,27.00
2026-02-13T15:27:00Z,74.00,27.00
2026-02-13T15:28:00Z,74.00,27.00
2026-02-13T15:29:00Z,74.00,27.00
2026-02-13T15:31:00Z,74.00,27.00
2026-02-13T15:33:00Z,74.00,27.00
2026-02-13T15:34:00Z,74.00,27.00
2026-02-13T15:35:00Z,74.00,27.00
2026-02-13T15:36:00Z,74.00,27.00
2026-02-13T15:37:00Z,74.00,27.00
2026-02-13T15:38:00Z,73.00,27.00
2026-02-13T15:39:00Z,74.00,27.00
2026-02-13T15:41:00Z,74.00,27.00
2026-02-13T15:42:00Z,74.00,27.00
2026-02-13T15:43:00Z,74.00,27.00
2026-02-13T15:45:00Z,74.00,27.00
2026-02-13T15:47:00Z,74.00,27.00
2026-02-13T15:48:00Z,74.00,27.00
2026-02-13T15:49:00Z,74.00,27.00
2026-02-13T15:50:00Z,74.00,26.00
2026-02-13T15:51:00Z,74.00,27.00
2026-02-13T15:52:00Z,74.00,27.44
2026-02-13T15:53:00Z,74.00,28.00
2026-02-13T15:54:00Z,74.99,28.00
2026-02-13T15:55:00Z,75.00,26.00
2026-02-13T15:56:00Z,75.00,26.00
2026-02-13T15:57:00Z,75.00,26.00
2026-02-13T15:58:00Z,75.00,26.00
2026-02-13T16:00:00Z,75.00,26.00
2026-02-13T16:02:00Z,75.00,26.00
2026-02-13T16:03:00Z,75.00,26.00
2026-02-13T16:04:00Z,75.00,26.00
2026-02-13T16:05:00Z,75.00,26.00
2026-02-13T16:06:00Z,75.00,26.00
2026-02-13T16:07:00Z,75.00,26.00
2026-02-13T16:08:00Z,73.00,26.00
2026-02-13T16:09:00Z,73.00,25.00
2026-02-13T16:10:00Z,74.00,25.00
2026-02-13T16:12:00Z,74.00,25.00
2026-02-13T16:13:00Z,74.00,27.00
2026-02-13T16:14:00Z,74.00,27.00
2026-02-13T16:16:00Z,74.00,27.00
2026-02-13T16:17:00Z,74.00,27.00
2026-02-13T16:18:00Z,74.00,27.00
2026-02-13T16:21:00Z,74.00,27.00
2026-02-13T16:23:00Z,74.00,27.00
2026-02-13T16:24:00Z,74.00,27.00
2026-02-13T16:25:00Z,74.00,27.00
2026-02-13T16:26:00Z,74.00,27.00
2026-02-13T16:27:00Z,74.00,27.00
