# event_ticker=KXATPMATCH-25SEP18CAZARN
# final_score=6-4 3-6 7-5
# score_resolution=4-6 6-3 5-7
# match_winner=Arthur Cazaux
# fav_player=Matteo Arnaldi
# dog_player=Arthur Cazaux
# kalshi_date=2025-09-18
timestamp,Matteo Arnaldi,Arthur Cazaux
2025-09-18T20:29:00Z,,48.00
2025-09-18T20:32:00Z,51.33,48.00
2025-09-18T22:21:00Z,51.33,48.00
2025-09-18T22:33:00Z,51.33,51.00
2025-09-18T23:01:00Z,49.00,51.00
2025-09-18T23:18:00Z,49.00,51.00
2025-09-18T23:34:00Z,49.00,51.00
2025-09-18T23:46:00Z,49.00,51.00
2025-09-19T00:23:00Z,49.44,51.00
2025-09-19T00:56:00Z,49.01,51.00
2025-09-19T00:58:00Z,51.88,51.00
2025-09-19T01:09:00Z,49.24,51.00
2025-09-19T01:18:00Z,49.24,50.21
2025-09-19T01:39:00Z,50.00,50.21
2025-09-19T01:54:00Z,50.00,50.21
2025-09-19T02:12:00Z,50.00,50.21
2025-09-19T02:57:00Z,50.00,51.00
2025-09-19T03:07:00Z,50.00,51.00
2025-09-19T03:09:00Z,50.00,51.00
2025-09-19T03:13:00Z,50.00,51.00
2025-09-19T03:28:00Z,49.26,51.00
2025-09-19T03:37:00Z,50.00,51.00
2025-09-19T03:42:00Z,50.84,51.00
2025-09-19T03:43:00Z,51.00,51.00
2025-09-19T03:48:00Z,51.00,51.00
2025-09-19T03:51:00Z,51.00,51.00
2025-09-19T04:05:00Z,51.81,51.00
2025-09-19T04:06:00Z,51.81,51.00
2025-09-19T04:09:00Z,52.00,51.00
2025-09-19T04:12:00Z,52.00,51.00
2025-09-19T04:19:00Z,52.00,51.00
2025-09-19T04:26:00Z,52.00,50.00
2025-09-19T04:29:00Z,52.00,50.00
2025-09-19T04:35:00Z,52.00,50.00
2025-09-19T04:53:00Z,51.89,50.00
2025-09-19T05:12:00Z,52.00,50.00
2025-09-19T05:15:00Z,52.00,50.00
2025-09-19T05:22:00Z,51.00,49.00
2025-09-19T05:36:00Z,51.00,49.00
2025-09-19T05:38:00Z,51.00,49.00
2025-09-19T05:40:00Z,51.97,49.00
2025-09-19T06:00:00Z,52.00,49.00
2025-09-19T06:01:00Z,52.37,49.00
2025-09-19T06:12:00Z,53.00,49.00
2025-09-19T06:14:00Z,53.00,49.00
2025-09-19T06:15:00Z,53.00,49.00
2025-09-19T06:18:00Z,53.00,49.00
2025-09-19T06:25:00Z,53.00,49.00
2025-09-19T06:26:00Z,53.00,49.00
2025-09-19T06:31:00Z,51.18,49.00
2025-09-19T06:32:00Z,51.18,49.84
2025-09-19T06:44:00Z,51.18,50.00
2025-09-19T06:53:00Z,53.00,50.00
2025-09-19T06:55:00Z,53.00,50.00
2025-09-19T06:56:00Z,53.00,49.79
2025-09-19T06:58:00Z,50.00,49.79
2025-09-19T06:59:00Z,53.00,50.00
2025-09-19T07:00:00Z,53.00,50.00
2025-09-19T07:05:00Z,53.00,50.00
2025-09-19T07:10:00Z,53.00,50.00
2025-09-19T07:11:00Z,53.00,50.00
2025-09-19T07:14:00Z,53.00,50.00
2025-09-19T07:15:00Z,53.00,50.00
2025-09-19T07:16:00Z,53.00,50.00
2025-09-19T07:20:00Z,53.00,50.00
2025-09-19T07:21:00Z,53.00,50.00
2025-09-19T07:22:00Z,53.00,50.00
2025-09-19T07:23:00Z,51.01,50.00
2025-09-19T07:26:00Z,51.01,50.00
2025-09-19T07:27:00Z,53.00,50.00
2025-09-19T07:31:00Z,53.00,50.00
2025-09-19T07:33:00Z,52.00,50.00
2025-09-19T07:34:00Z,52.94,50.00
2025-09-19T07:35:00Z,53.00,50.00
2025-09-19T07:36:00Z,54.00,50.00
2025-09-19T07:39:00Z,54.00,50.00
2025-09-19T07:40:00Z,54.00,50.00
2025-09-19T07:41:00Z,52.00,50.00
2025-09-19T07:42:00Z,52.00,50.00
2025-09-19T07:44:00Z,52.00,50.00
2025-09-19T07:50:00Z,52.00,50.00
2025-09-19T07:52:00Z,52.00,50.00
2025-09-19T07:54:00Z,54.00,50.00
2025-09-19T07:55:00Z,54.00,49.00
2025-09-19T07:56:00Z,54.00,49.00
2025-09-19T07:58:00Z,54.00,49.00
2025-09-19T08:00:00Z,54.00,51.00
2025-09-19T08:01:00Z,54.00,51.00
2025-09-19T08:02:00Z,53.00,51.00
2025-09-19T08:03:00Z,53.00,51.00
2025-09-19T08:04:00Z,53.00,51.00
2025-09-19T08:05:00Z,53.00,51.00
2025-09-19T08:06:00Z,53.00,51.18
2025-09-19T08:07:00Z,53.00,51.18
2025-09-19T08:08:00Z,50.52,51.18
2025-09-19T08:09:00Z,50.00,51.18
