# event_ticker=KXATPCHALLENGERMATCH-26FEB13BOLMOR
# final_score=6-3 3-6 6-3
# match_winner=Alex Bolt
# fav_player=Alex Bolt
# dog_player=Hiroki Moriya
# kalshi_date=2026-02-13
timestamp,Alex Bolt,Hiroki Moriya
2026-02-13T16:11:00Z,,21.00
2026-02-13T16:24:00Z,,21.00
2026-02-13T16:29:00Z,,21.00
2026-02-13T16:40:00Z,,21.00
2026-02-13T16:41:00Z,,21.00
2026-02-13T16:52:00Z,,20.00
2026-02-13T17:13:00Z,,20.00
2026-02-13T17:15:00Z,,20.00
2026-02-13T17:29:00Z,,20.00
2026-02-13T17:41:00Z,,20.00
2026-02-13T17:47:00Z,,19.00
2026-02-13T17:52:00Z,,19.00
2026-02-13T17:53:00Z,,19.00
2026-02-13T17:57:00Z,,19.00
2026-02-13T18:00:00Z,,19.00
2026-02-13T18:04:00Z,,19.00
2026-02-13T18:12:00Z,83.00,19.00
2026-02-13T18:16:00Z,83.00,19.00
2026-02-13T18:32:00Z,83.00,19.00
2026-02-13T18:36:00Z,81.00,19.00
2026-02-13T18:38:00Z,81.00,19.00
2026-02-13T18:39:00Z,81.00,19.00
2026-02-13T18:54:00Z,81.00,19.00
2026-02-13T18:57:00Z,81.00,19.00
2026-02-13T19:12:00Z,81.00,18.38
2026-02-13T19:14:00Z,81.00,18.38
2026-02-13T19:19:00Z,81.00,16.00
2026-02-13T19:28:00Z,81.00,16.00
2026-02-13T19:31:00Z,81.00,18.83
2026-02-13T19:33:00Z,81.00,18.83
2026-02-13T19:35:00Z,81.00,18.83
2026-02-13T19:38:00Z,81.00,18.83
2026-02-13T19:39:00Z,81.00,20.00
2026-02-13T19:47:00Z,81.00,19.00
2026-02-13T19:59:00Z,81.00,19.00
2026-02-13T20:04:00Z,81.00,19.00
2026-02-13T20:06:00Z,83.00,19.00
2026-02-13T20:07:00Z,83.00,19.00
2026-02-13T20:20:00Z,83.00,18.97
2026-02-13T20:21:00Z,83.00,19.35
2026-02-13T20:25:00Z,81.00,19.35
2026-02-13T20:29:00Z,83.00,19.35
2026-02-13T20:45:00Z,83.00,20.00
2026-02-13T20:46:00Z,83.00,20.00
2026-02-13T20:50:00Z,83.00,20.00
2026-02-13T21:04:00Z,83.00,20.00
2026-02-13T21:15:00Z,83.00,20.00
2026-02-13T21:32:00Z,82.00,20.00
2026-02-13T21:35:00Z,82.00,20.00
2026-02-13T21:37:00Z,81.00,19.00
2026-02-13T21:51:00Z,81.00,20.00
2026-02-13T22:08:00Z,83.00,20.00
2026-02-13T22:13:00Z,83.00,20.00
2026-02-13T22:23:00Z,83.00,20.00
2026-02-13T22:24:00Z,82.00,20.00
2026-02-13T22:29:00Z,82.00,20.00
2026-02-13T22:31:00Z,82.00,20.00
2026-02-13T22:32:00Z,82.00,20.00
2026-02-13T22:36:00Z,83.00,20.00
2026-02-13T22:40:00Z,83.00,19.00
2026-02-13T22:41:00Z,82.00,19.00
2026-02-13T22:43:00Z,82.00,19.00
