# event_ticker=KXATPCHALLENGERMATCH-26MAR19ARNMOR
# final_score=7-5 6-7(5) 6-2
# score_resolution=5-7 7-6 2-6
# match_winner=Gilles Arnaud Bailly
# fav_player=Alejandro Moro Canas
# dog_player=Gilles Arnaud Bailly
# kalshi_date=2026-03-19
timestamp,Alejandro Moro Canas,Gilles Arnaud Bailly
2026-03-19T11:41:00Z,61.00,41.00
2026-03-19T11:44:00Z,61.00,41.00
2026-03-19T11:48:00Z,61.00,41.15
2026-03-19T11:49:00Z,61.00,41.15
2026-03-19T11:50:00Z,61.00,41.15
2026-03-19T11:52:00Z,60.51,42.00
2026-03-19T11:53:00Z,61.00,42.00
2026-03-19T11:54:00Z,61.00,42.00
2026-03-19T11:56:00Z,61.00,42.00
2026-03-19T11:58:00Z,63.00,42.00
2026-03-19T11:59:00Z,63.00,39.00
2026-03-19T12:00:00Z,64.00,39.00
2026-03-19T12:01:00Z,64.00,39.00
2026-03-19T12:04:00Z,64.00,39.00
2026-03-19T12:05:00Z,64.00,39.00
2026-03-19T12:06:00Z,63.00,38.91
2026-03-19T12:07:00Z,63.00,38.71
2026-03-19T12:08:00Z,63.33,38.71
2026-03-19T12:11:00Z,60.00,40.00
2026-03-19T12:12:00Z,60.00,40.00
2026-03-19T12:14:00Z,60.00,40.00
2026-03-19T12:15:00Z,63.00,40.00
2026-03-19T12:16:00Z,63.00,40.00
2026-03-19T12:17:00Z,63.00,40.00
2026-03-19T12:18:00Z,63.00,40.00
2026-03-19T12:19:00Z,63.00,40.00
2026-03-19T12:20:00Z,63.00,39.00
2026-03-19T12:21:00Z,62.89,38.12
2026-03-19T12:22:00Z,64.20,36.48
2026-03-19T12:23:00Z,61.10,41.51
2026-03-19T12:24:00Z,61.23,40.33
2026-03-19T12:25:00Z,66.00,37.00
2026-03-19T12:26:00Z,63.02,37.00
2026-03-19T12:27:00Z,64.25,36.07
2026-03-19T12:28:00Z,62.13,40.72
2026-03-19T12:29:00Z,62.00,40.49
2026-03-19T12:30:00Z,60.22,39.00
2026-03-19T12:31:00Z,63.74,37.20
2026-03-19T12:32:00Z,64.99,37.00
2026-03-19T12:33:00Z,65.78,34.80
2026-03-19T12:34:00Z,67.82,31.95
2026-03-19T12:35:00Z,74.10,27.60
2026-03-19T12:36:00Z,74.62,26.13
2026-03-19T12:37:00Z,67.51,34.17
2026-03-19T12:38:00Z,64.08,37.20
2026-03-19T12:39:00Z,61.27,37.23
2026-03-19T12:40:00Z,56.76,47.49
2026-03-19T12:41:00Z,45.85,53.78
2026-03-19T12:42:00Z,42.26,58.11
2026-03-19T12:43:00Z,43.00,59.00
2026-03-19T12:44:00Z,46.74,54.21
2026-03-19T12:45:00Z,44.09,57.71
2026-03-19T12:46:00Z,40.42,62.05
2026-03-19T12:47:00Z,38.34,62.10
2026-03-19T12:48:00Z,41.17,60.00
2026-03-19T12:49:00Z,36.58,65.62
2026-03-19T12:50:00Z,39.85,64.08
2026-03-19T12:51:00Z,40.14,59.93
2026-03-19T12:52:00Z,41.91,60.19
2026-03-19T12:53:00Z,42.05,60.78
2026-03-19T12:54:00Z,40.01,60.43
2026-03-19T12:55:00Z,42.04,61.32
2026-03-19T12:56:00Z,45.20,53.84
2026-03-19T12:57:00Z,43.95,63.15
2026-03-19T12:58:00Z,45.99,56.00
2026-03-19T12:59:00Z,45.00,60.83
2026-03-19T13:00:00Z,44.94,56.27
2026-03-19T13:01:00Z,49.05,54.18
2026-03-19T13:02:00Z,48.91,52.74
2026-03-19T13:03:00Z,58.64,41.98
2026-03-19T13:04:00Z,63.67,36.75
2026-03-19T13:05:00Z,64.78,35.73
2026-03-19T13:06:00Z,62.06,40.44
2026-03-19T13:07:00Z,63.13,39.83
2026-03-19T13:08:00Z,65.66,34.53
2026-03-19T13:09:00Z,65.35,34.99
2026-03-19T13:10:00Z,62.11,39.16
2026-03-19T13:11:00Z,57.46,42.82
2026-03-19T13:12:00Z,57.15,44.69
2026-03-19T13:13:00Z,58.80,42.63
2026-03-19T13:14:00Z,61.89,39.77
2026-03-19T13:15:00Z,59.83,46.18
2026-03-19T13:16:00Z,51.05,44.00
2026-03-19T13:17:00Z,49.39,48.64
2026-03-19T13:18:00Z,46.63,51.54
2026-03-19T13:19:00Z,51.92,50.48
2026-03-19T13:20:00Z,49.43,57.00
2026-03-19T13:21:00Z,33.46,64.24
2026-03-19T13:22:00Z,34.19,66.13
2026-03-19T13:23:00Z,32.25,66.86
2026-03-19T13:24:00Z,33.27,64.83
2026-03-19T13:25:00Z,36.00,65.83
2026-03-19T13:26:00Z,33.33,70.79
2026-03-19T13:27:00Z,29.77,71.29
2026-03-19T13:28:00Z,36.88,66.36
2026-03-19T13:29:00Z,33.95,69.19
2026-03-19T13:30:00Z,39.22,68.48
2026-03-19T13:31:00Z,31.02,69.83
2026-03-19T13:32:00Z,32.18,68.34
2026-03-19T13:33:00Z,32.69,68.27
2026-03-19T13:34:00Z,33.13,68.97
2026-03-19T13:35:00Z,35.89,67.10
2026-03-19T13:36:00Z,38.18,67.20
2026-03-19T13:37:00Z,34.68,67.20
2026-03-19T13:38:00Z,35.89,68.94
2026-03-19T13:39:00Z,38.69,63.14
2026-03-19T13:40:00Z,38.63,63.01
2026-03-19T13:41:00Z,46.26,56.15
2026-03-19T13:42:00Z,48.87,55.50
2026-03-19T13:43:00Z,54.27,49.15
2026-03-19T13:44:00Z,52.31,47.22
2026-03-19T13:45:00Z,50.84,48.49
2026-03-19T13:46:00Z,50.11,51.14
2026-03-19T13:47:00Z,52.43,50.79
2026-03-19T13:48:00Z,52.23,46.19
2026-03-19T13:49:00Z,53.97,45.24
2026-03-19T13:50:00Z,53.97,45.68
2026-03-19T13:51:00Z,55.68,47.36
2026-03-19T13:52:00Z,56.46,44.71
2026-03-19T13:53:00Z,57.15,44.31
2026-03-19T13:54:00Z,53.42,47.84
2026-03-19T13:55:00Z,50.38,50.04
2026-03-19T13:56:00Z,45.28,57.26
2026-03-19T13:57:00Z,44.52,56.68
2026-03-19T13:58:00Z,48.90,52.17
2026-03-19T13:59:00Z,47.75,56.04
2026-03-19T14:00:00Z,40.89,60.98
2026-03-19T14:01:00Z,35.40,64.29
2026-03-19T14:02:00Z,36.53,66.21
2026-03-19T14:03:00Z,32.04,68.59
2026-03-19T14:04:00Z,28.58,70.88
2026-03-19T14:05:00Z,28.60,73.70
2026-03-19T14:06:00Z,27.93,73.66
2026-03-19T14:07:00Z,24.03,76.69
2026-03-19T14:08:00Z,15.42,84.24
2026-03-19T14:09:00Z,11.10,89.92
2026-03-19T14:10:00Z,11.78,89.02
2026-03-19T14:11:00Z,12.05,88.92
2026-03-19T14:12:00Z,15.61,86.55
2026-03-19T14:13:00Z,22.04,78.52
2026-03-19T14:14:00Z,29.63,72.51
2026-03-19T14:15:00Z,28.33,72.97
2026-03-19T14:16:00Z,36.82,68.90
2026-03-19T14:17:00Z,28.96,71.54
2026-03-19T14:18:00Z,28.32,73.43
2026-03-19T14:19:00Z,33.75,65.15
2026-03-19T14:20:00Z,35.30,65.86
2026-03-19T14:21:00Z,34.58,65.01
2026-03-19T14:22:00Z,28.62,69.91
2026-03-19T14:23:00Z,24.58,73.50
2026-03-19T14:24:00Z,26.26,73.83
2026-03-19T14:25:00Z,29.78,69.98
2026-03-19T14:26:00Z,32.62,68.03
2026-03-19T14:27:00Z,27.82,72.22
2026-03-19T14:28:00Z,17.81,82.18
2026-03-19T14:29:00Z,20.56,81.95
2026-03-19T14:30:00Z,28.16,72.11
2026-03-19T14:31:00Z,32.08,68.03
2026-03-19T14:32:00Z,32.69,67.97
2026-03-19T14:33:00Z,29.91,70.37
2026-03-19T14:34:00Z,31.93,67.17
2026-03-19T14:35:00Z,30.59,69.99
2026-03-19T14:36:00Z,32.12,69.16
2026-03-19T14:37:00Z,25.89,77.35
2026-03-19T14:38:00Z,17.71,83.62
2026-03-19T14:39:00Z,15.22,87.46
2026-03-19T14:40:00Z,23.06,78.84
2026-03-19T14:41:00Z,18.14,83.61
2026-03-19T14:42:00Z,26.63,74.12
2026-03-19T14:43:00Z,35.26,65.84
2026-03-19T14:44:00Z,38.92,61.79
2026-03-19T14:45:00Z,49.78,51.21
2026-03-19T14:46:00Z,47.95,51.78
2026-03-19T14:47:00Z,44.99,56.29
2026-03-19T14:48:00Z,51.27,48.80
2026-03-19T14:49:00Z,52.61,48.49
2026-03-19T14:50:00Z,52.27,48.52
2026-03-19T14:51:00Z,52.78,48.37
2026-03-19T14:52:00Z,53.40,48.26
2026-03-19T14:53:00Z,52.43,47.95
2026-03-19T14:54:00Z,51.97,47.88
2026-03-19T14:55:00Z,52.39,50.85
2026-03-19T14:56:00Z,53.90,47.62
2026-03-19T14:57:00Z,46.84,55.28
2026-03-19T14:58:00Z,44.71,56.38
2026-03-19T14:59:00Z,41.77,59.11
2026-03-19T15:00:00Z,30.72,64.86
2026-03-19T15:01:00Z,24.64,76.29
2026-03-19T15:02:00Z,19.44,82.46
2026-03-19T15:03:00Z,22.33,79.19
2026-03-19T15:04:00Z,25.82,74.33
2026-03-19T15:05:00Z,29.80,72.72
2026-03-19T15:06:00Z,19.32,80.84
2026-03-19T15:07:00Z,22.68,77.83
2026-03-19T15:08:00Z,20.27,80.68
2026-03-19T15:09:00Z,22.70,79.22
2026-03-19T15:10:00Z,15.67,83.71
2026-03-19T15:11:00Z,14.89,84.86
2026-03-19T15:12:00Z,13.10,86.35
2026-03-19T15:13:00Z,14.10,86.80
2026-03-19T15:14:00Z,15.95,84.91
2026-03-19T15:15:00Z,13.76,87.01
2026-03-19T15:16:00Z,11.24,89.27
2026-03-19T15:17:00Z,9.15,90.46
2026-03-19T15:18:00Z,14.22,90.90
2026-03-19T15:19:00Z,16.35,87.18
2026-03-19T15:20:00Z,18.68,81.98
2026-03-19T15:21:00Z,14.40,85.18
2026-03-19T15:22:00Z,12.72,88.25
2026-03-19T15:23:00Z,9.10,89.97
2026-03-19T15:24:00Z,9.88,91.78
2026-03-19T15:25:00Z,9.25,90.45
2026-03-19T15:26:00Z,7.97,92.04
2026-03-19T15:27:00Z,10.98,89.88
2026-03-19T15:28:00Z,13.23,88.15
2026-03-19T15:29:00Z,8.32,90.07
2026-03-19T15:30:00Z,6.53,92.71
2026-03-19T15:31:00Z,6.68,92.15
2026-03-19T15:32:00Z,6.43,92.57
2026-03-19T15:33:00Z,7.17,92.01
2026-03-19T15:34:00Z,8.44,92.17
2026-03-19T15:35:00Z,5.76,95.46
2026-03-19T15:36:00Z,2.17,98.74
2026-03-19T15:37:00Z,2.17,99.00
2026-03-19T15:38:00Z,1.00,99.00
2026-03-19T15:39:00Z,1.00,99.00
2026-03-19T15:40:00Z,1.00,99.00
2026-03-19T15:41:00Z,1.00,99.00
2026-03-19T15:42:00Z,1.00,99.00
