# event_ticker=KXATPCHALLENGERMATCH-26MAY01JORSAF
# final_score=6-3 3-6 6-1
# score_resolution=3-6 6-3 1-6
# match_winner=Roman Safiullin
# fav_player=David Jorda Sanchis
# dog_player=Roman Safiullin
# kalshi_date=2026-05-01
timestamp,David Jorda Sanchis,Roman Safiullin
2026-05-01T14:26:00Z,20.00,79.00
2026-05-01T14:27:00Z,20.98,79.00
2026-05-01T14:28:00Z,22.71,77.15
2026-05-01T14:29:00Z,18.24,82.36
2026-05-01T14:30:00Z,19.48,78.34
2026-05-01T14:31:00Z,22.07,76.00
2026-05-01T14:32:00Z,25.98,74.00
2026-05-01T14:33:00Z,25.22,74.43
2026-05-01T14:34:00Z,27.69,70.09
2026-05-01T14:35:00Z,26.71,73.97
2026-05-01T14:36:00Z,24.00,75.32
2026-05-01T14:37:00Z,23.14,78.00
2026-05-01T14:38:00Z,21.03,79.00
2026-05-01T14:39:00Z,20.25,78.45
2026-05-01T14:40:00Z,25.29,78.45
2026-05-01T14:41:00Z,29.60,71.98
2026-05-01T14:42:00Z,33.35,67.88
2026-05-01T14:43:00Z,38.54,63.03
2026-05-01T14:44:00Z,30.92,70.20
2026-05-01T14:45:00Z,27.00,74.00
2026-05-01T14:46:00Z,24.03,74.19
2026-05-01T14:47:00Z,18.48,80.27
2026-05-01T14:48:00Z,17.86,84.54
2026-05-01T14:49:00Z,12.02,86.04
2026-05-01T14:50:00Z,14.47,86.89
2026-05-01T14:51:00Z,15.31,85.00
2026-05-01T14:52:00Z,17.88,83.89
2026-05-01T14:53:00Z,12.06,87.98
2026-05-01T14:54:00Z,11.98,88.08
2026-05-01T14:55:00Z,12.10,88.08
2026-05-01T14:56:00Z,13.00,88.08
2026-05-01T14:57:00Z,13.00,89.00
2026-05-01T14:58:00Z,14.23,85.69
2026-05-01T14:59:00Z,15.94,84.18
2026-05-01T15:00:00Z,15.54,85.00
2026-05-01T15:01:00Z,15.54,84.01
2026-05-01T15:02:00Z,14.00,86.00
2026-05-01T15:03:00Z,16.74,84.00
2026-05-01T15:04:00Z,20.80,76.13
2026-05-01T15:05:00Z,27.83,74.09
2026-05-01T15:06:00Z,26.99,74.23
2026-05-01T15:07:00Z,27.36,71.95
2026-05-01T15:08:00Z,23.25,74.56
2026-05-01T15:09:00Z,27.69,72.03
2026-05-01T15:10:00Z,25.98,74.77
2026-05-01T15:11:00Z,28.32,73.99
2026-05-01T15:12:00Z,29.99,73.99
2026-05-01T15:13:00Z,30.00,71.00
2026-05-01T15:14:00Z,31.03,71.08
2026-05-01T15:15:00Z,31.11,67.73
2026-05-01T15:16:00Z,36.47,64.59
2026-05-01T15:17:00Z,36.06,63.55
2026-05-01T15:18:00Z,36.24,65.41
2026-05-01T15:19:00Z,36.79,63.31
2026-05-01T15:20:00Z,39.46,61.00
2026-05-01T15:21:00Z,39.99,61.00
2026-05-01T15:22:00Z,39.20,61.00
2026-05-01T15:23:00Z,38.98,60.69
2026-05-01T15:24:00Z,35.23,64.40
2026-05-01T15:25:00Z,34.30,66.95
2026-05-01T15:26:00Z,32.92,68.00
2026-05-01T15:27:00Z,32.43,68.00
2026-05-01T15:28:00Z,30.36,69.88
2026-05-01T15:29:00Z,30.59,70.00
2026-05-01T15:30:00Z,32.29,67.38
2026-05-01T15:31:00Z,32.02,67.70
2026-05-01T15:32:00Z,32.14,68.00
2026-05-01T15:33:00Z,32.57,68.25
2026-05-01T15:34:00Z,33.96,66.81
2026-05-01T15:35:00Z,34.33,65.21
2026-05-01T15:36:00Z,35.73,65.00
2026-05-01T15:37:00Z,35.19,66.30
2026-05-01T15:38:00Z,35.19,68.52
2026-05-01T15:39:00Z,33.36,67.17
2026-05-01T15:40:00Z,28.71,70.71
2026-05-01T15:41:00Z,30.69,69.05
2026-05-01T15:42:00Z,32.09,69.49
2026-05-01T15:43:00Z,34.48,66.32
2026-05-01T15:44:00Z,39.18,60.78
2026-05-01T15:45:00Z,52.84,42.89
2026-05-01T15:46:00Z,45.55,53.23
2026-05-01T15:47:00Z,38.24,61.44
2026-05-01T15:48:00Z,40.17,62.28
2026-05-01T15:49:00Z,40.14,63.39
2026-05-01T15:50:00Z,33.44,67.00
2026-05-01T15:51:00Z,37.46,65.19
2026-05-01T15:52:00Z,36.96,64.27
2026-05-01T15:53:00Z,38.03,60.92
2026-05-01T15:54:00Z,35.27,73.43
2026-05-01T15:55:00Z,12.92,81.91
2026-05-01T15:56:00Z,9.85,89.54
2026-05-01T15:57:00Z,8.64,91.08
2026-05-01T15:58:00Z,7.38,92.66
2026-05-01T15:59:00Z,5.65,94.26
2026-05-01T16:00:00Z,3.73,96.63
2026-05-01T16:01:00Z,4.43,95.07
2026-05-01T16:02:00Z,1.03,98.91
2026-05-01T16:03:00Z,2.90,98.47
2026-05-01T16:04:00Z,2.59,96.99
2026-05-01T16:05:00Z,1.01,99.00
2026-05-01T16:06:00Z,1.01,99.00
2026-05-01T16:07:00Z,1.01,99.00
2026-05-01T16:09:00Z,1.01,99.00
2026-05-01T16:10:00Z,1.01,99.00
2026-05-01T16:11:00Z,1.01,99.00
2026-05-01T16:12:00Z,1.01,99.00
