# event_ticker=KXATPMATCH-26FEB08HURBUB
# final_score=6-7(2) 7-6(1) 7-5
# score_resolution=6-7 7-6 7-5
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Hubert Hurkacz
# kalshi_date=2026-02-08
timestamp,Alexander Bublik,Hubert Hurkacz
2026-02-11T02:24:00Z,,44.00
2026-02-11T02:34:00Z,58.00,44.00
2026-02-11T02:38:00Z,59.00,44.00
2026-02-11T02:42:00Z,59.00,44.00
2026-02-11T02:44:00Z,59.13,44.00
2026-02-11T02:53:00Z,59.13,43.00
2026-02-11T02:54:00Z,59.00,42.00
2026-02-11T02:55:00Z,59.00,42.00
2026-02-11T03:00:00Z,59.00,42.00
2026-02-11T03:05:00Z,60.00,42.00
2026-02-11T03:15:00Z,60.00,42.00
2026-02-11T03:18:00Z,60.00,42.00
2026-02-11T03:23:00Z,60.00,42.00
2026-02-11T03:25:00Z,60.00,42.00
2026-02-11T03:27:00Z,59.00,42.00
2026-02-11T03:28:00Z,59.00,42.00
2026-02-11T03:29:00Z,60.00,42.00
2026-02-11T03:30:00Z,60.00,42.00
2026-02-11T03:31:00Z,60.00,41.00
2026-02-11T03:34:00Z,60.00,41.00
2026-02-11T03:40:00Z,60.00,41.00
2026-02-11T03:41:00Z,60.00,41.00
2026-02-11T03:43:00Z,60.60,41.00
2026-02-11T03:44:00Z,60.00,41.00
2026-02-11T03:54:00Z,60.00,39.61
2026-02-11T03:55:00Z,60.00,41.00
2026-02-11T03:59:00Z,60.52,41.00
2026-02-11T04:01:00Z,61.00,41.00
2026-02-11T04:03:00Z,61.00,41.00
2026-02-11T04:05:00Z,59.00,41.00
2026-02-11T04:07:00Z,60.00,41.00
2026-02-11T04:12:00Z,61.00,41.00
2026-02-11T04:14:00Z,61.00,41.00
2026-02-11T04:16:00Z,61.00,41.00
2026-02-11T04:21:00Z,61.00,40.00
2026-02-11T04:23:00Z,61.00,40.00
2026-02-11T04:24:00Z,61.00,40.00
2026-02-11T04:26:00Z,61.00,40.00
2026-02-11T04:27:00Z,61.00,40.00
2026-02-11T04:28:00Z,61.00,40.00
2026-02-11T04:32:00Z,61.00,41.00
2026-02-11T04:34:00Z,61.00,41.00
2026-02-11T04:36:00Z,61.00,41.00
2026-02-11T04:37:00Z,61.00,41.00
2026-02-11T04:38:00Z,61.00,41.00
2026-02-11T04:39:00Z,61.13,41.00
2026-02-11T04:41:00Z,61.00,41.00
2026-02-11T04:42:00Z,61.00,41.00
2026-02-11T04:43:00Z,61.00,40.00
2026-02-11T04:44:00Z,61.00,40.00
2026-02-11T04:45:00Z,61.00,40.00
2026-02-11T04:47:00Z,61.00,40.00
2026-02-11T04:48:00Z,61.00,40.00
2026-02-11T04:49:00Z,61.00,40.00
2026-02-11T04:50:00Z,61.00,40.00
2026-02-11T04:51:00Z,62.33,40.00
2026-02-11T04:52:00Z,62.33,40.00
2026-02-11T04:55:00Z,61.00,40.00
2026-02-11T04:57:00Z,61.00,40.00
2026-02-11T04:58:00Z,61.00,40.00
2026-02-11T04:59:00Z,61.00,40.00
2026-02-11T05:00:00Z,61.00,40.00
2026-02-11T05:02:00Z,61.00,40.00
2026-02-11T05:03:00Z,61.00,40.00
2026-02-11T05:06:00Z,61.00,40.00
2026-02-11T05:07:00Z,61.00,40.00
2026-02-11T05:08:00Z,61.00,39.00
2026-02-11T05:10:00Z,61.00,39.00
