# event_ticker=KXATPMATCH-26MAY17CERDE
# final_score=3-6 6-4 6-3
# score_resolution=6-3 4-6 3-6
# match_winner=Alex de Minaur
# fav_player=Francisco Cerundolo
# dog_player=Alex de Minaur
# kalshi_date=2026-05-17
timestamp,Francisco Cerundolo,Alex de Minaur
2026-05-17T22:52:00Z,,38.00
2026-05-17T23:08:00Z,63.00,38.00
2026-05-17T23:22:00Z,63.00,38.00
2026-05-17T23:52:00Z,63.00,38.00
2026-05-17T23:58:00Z,63.00,38.00
2026-05-18T00:00:00Z,63.00,38.00
2026-05-18T00:03:00Z,63.00,38.00
2026-05-18T00:04:00Z,63.00,38.00
2026-05-18T00:19:00Z,63.00,38.00
2026-05-18T00:22:00Z,63.00,38.00
2026-05-18T00:25:00Z,63.00,38.00
2026-05-18T00:27:00Z,63.00,38.00
2026-05-18T00:35:00Z,63.00,38.00
2026-05-18T00:37:00Z,63.00,38.00
2026-05-18T00:50:00Z,63.00,38.00
2026-05-18T01:40:00Z,63.00,37.00
2026-05-18T01:44:00Z,63.00,37.00
2026-05-18T01:49:00Z,63.00,37.00
2026-05-18T02:01:00Z,63.00,37.00
2026-05-18T02:02:00Z,63.00,37.00
2026-05-18T02:14:00Z,63.00,37.00
2026-05-18T02:15:00Z,63.00,37.00
2026-05-18T02:21:00Z,63.00,37.64
2026-05-18T02:23:00Z,62.00,37.64
2026-05-18T02:25:00Z,62.00,38.00
2026-05-18T02:30:00Z,62.00,38.00
2026-05-18T02:31:00Z,62.00,38.00
2026-05-18T02:32:00Z,62.00,38.00
2026-05-18T02:35:00Z,62.00,38.00
2026-05-18T02:39:00Z,63.00,38.00
2026-05-18T02:42:00Z,63.00,38.00
2026-05-18T02:43:00Z,63.00,38.00
2026-05-18T02:49:00Z,63.00,38.00
2026-05-18T02:51:00Z,63.00,38.00
2026-05-18T02:54:00Z,63.00,38.00
2026-05-18T02:55:00Z,63.00,38.00
2026-05-18T02:56:00Z,63.00,38.00
2026-05-18T02:59:00Z,63.00,38.00
2026-05-18T03:04:00Z,63.00,38.00
2026-05-18T03:05:00Z,63.00,38.00
2026-05-18T03:09:00Z,63.00,38.00
2026-05-18T03:11:00Z,63.00,38.00
2026-05-18T03:12:00Z,63.00,38.00
2026-05-18T03:13:00Z,63.00,38.00
2026-05-18T03:17:00Z,63.00,38.00
2026-05-18T03:18:00Z,63.00,38.00
2026-05-18T03:22:00Z,63.00,38.00
2026-05-18T03:32:00Z,63.00,38.00
2026-05-18T03:34:00Z,64.00,38.00
2026-05-18T03:36:00Z,64.00,38.00
2026-05-18T03:40:00Z,64.00,38.00
2026-05-18T03:41:00Z,64.00,38.00
2026-05-18T03:42:00Z,64.00,38.00
2026-05-18T03:44:00Z,64.00,38.00
2026-05-18T03:45:00Z,64.00,38.00
2026-05-18T03:46:00Z,64.00,38.00
2026-05-18T03:47:00Z,64.00,38.00
2026-05-18T03:50:00Z,64.00,38.00
2026-05-18T03:51:00Z,64.00,38.00
2026-05-18T03:52:00Z,64.00,38.00
2026-05-18T03:55:00Z,64.00,38.00
2026-05-18T03:57:00Z,64.00,38.00
2026-05-18T03:58:00Z,64.00,38.00
2026-05-18T04:00:00Z,64.00,38.00
2026-05-18T04:03:00Z,64.00,38.00
2026-05-18T04:04:00Z,64.00,38.00
2026-05-18T04:05:00Z,64.00,38.00
2026-05-18T04:06:00Z,64.00,38.00
2026-05-18T04:11:00Z,64.00,38.00
2026-05-18T04:14:00Z,63.79,38.00
2026-05-18T04:16:00Z,63.79,37.00
2026-05-18T04:20:00Z,64.00,37.00
2026-05-18T04:21:00Z,64.00,38.00
2026-05-18T04:22:00Z,64.00,38.00
2026-05-18T04:23:00Z,64.00,38.00
2026-05-18T04:24:00Z,64.00,38.00
2026-05-18T04:28:00Z,64.00,38.00
2026-05-18T04:30:00Z,64.00,38.00
2026-05-18T04:31:00Z,64.00,38.00
2026-05-18T04:32:00Z,64.00,38.00
2026-05-18T04:35:00Z,64.00,38.00
2026-05-18T04:39:00Z,64.00,38.00
2026-05-18T04:44:00Z,64.00,38.00
2026-05-18T04:47:00Z,64.00,38.00
2026-05-18T04:48:00Z,64.00,38.00
2026-05-18T04:54:00Z,64.00,38.00
2026-05-18T04:56:00Z,64.00,38.00
2026-05-18T04:57:00Z,64.00,38.00
2026-05-18T04:58:00Z,64.00,38.00
2026-05-18T05:00:00Z,64.00,38.00
2026-05-18T05:03:00Z,64.00,38.00
2026-05-18T05:04:00Z,64.00,38.10
2026-05-18T05:05:00Z,64.00,38.00
2026-05-18T05:06:00Z,64.00,38.00
2026-05-18T05:07:00Z,64.00,38.00
2026-05-18T05:09:00Z,64.00,38.00
2026-05-18T05:10:00Z,64.00,38.00
2026-05-18T05:11:00Z,64.00,38.00
2026-05-18T05:12:00Z,64.00,38.08
2026-05-18T05:13:00Z,64.00,38.08
2026-05-18T05:17:00Z,64.00,38.08
2026-05-18T05:18:00Z,64.00,38.00
2026-05-18T05:19:00Z,64.00,38.00
2026-05-18T05:21:00Z,64.00,38.78
2026-05-18T05:22:00Z,64.00,38.78
2026-05-18T05:23:00Z,64.00,39.00
2026-05-18T05:34:00Z,64.00,39.00
2026-05-18T05:35:00Z,63.00,39.00
2026-05-18T05:36:00Z,63.00,39.00
2026-05-18T05:37:00Z,63.00,39.00
2026-05-18T05:38:00Z,63.00,39.00
2026-05-18T05:40:00Z,63.00,39.00
2026-05-18T05:41:00Z,63.00,39.00
2026-05-18T05:42:00Z,63.00,39.00
2026-05-18T05:43:00Z,63.00,39.00
2026-05-18T05:44:00Z,63.00,39.00
2026-05-18T05:46:00Z,63.00,39.00
2026-05-18T05:47:00Z,63.00,39.00
2026-05-18T05:49:00Z,63.00,39.00
2026-05-18T05:50:00Z,63.00,39.00
2026-05-18T05:51:00Z,63.00,39.00
2026-05-18T05:52:00Z,63.00,39.00
2026-05-18T05:55:00Z,63.00,39.00
2026-05-18T05:56:00Z,63.00,39.00
2026-05-18T06:03:00Z,63.00,39.00
2026-05-18T06:04:00Z,63.00,39.00
2026-05-18T06:05:00Z,63.00,39.00
2026-05-18T06:06:00Z,63.00,39.00
2026-05-18T06:08:00Z,63.00,39.00
2026-05-18T06:09:00Z,63.00,39.00
2026-05-18T06:10:00Z,63.00,37.00
2026-05-18T06:12:00Z,63.00,37.00
2026-05-18T06:14:00Z,63.00,39.00
2026-05-18T06:16:00Z,63.00,39.00
2026-05-18T06:20:00Z,63.00,39.00
2026-05-18T06:21:00Z,63.00,39.00
2026-05-18T06:22:00Z,63.00,39.00
2026-05-18T06:24:00Z,63.00,39.00
2026-05-18T06:28:00Z,63.00,39.00
2026-05-18T06:40:00Z,63.00,39.00
2026-05-18T06:41:00Z,63.00,39.00
2026-05-18T06:45:00Z,63.00,39.00
2026-05-18T06:46:00Z,63.00,39.00
2026-05-18T06:48:00Z,63.00,38.00
2026-05-18T06:54:00Z,63.00,38.00
2026-05-18T06:56:00Z,63.00,39.00
2026-05-18T06:57:00Z,63.00,39.00
2026-05-18T07:01:00Z,63.00,39.00
2026-05-18T07:07:00Z,63.00,39.00
2026-05-18T07:08:00Z,63.00,38.00
2026-05-18T07:09:00Z,63.00,39.00
2026-05-18T07:12:00Z,63.00,39.00
2026-05-18T07:18:00Z,63.00,39.00
2026-05-18T07:20:00Z,63.00,39.00
2026-05-18T07:25:00Z,63.00,38.00
2026-05-18T07:31:00Z,63.00,38.00
2026-05-18T07:32:00Z,63.00,38.00
2026-05-18T07:52:00Z,63.00,38.00
2026-05-18T08:00:00Z,63.00,38.00
2026-05-18T08:09:00Z,63.00,38.56
2026-05-18T08:16:00Z,63.00,39.00
2026-05-18T08:17:00Z,63.00,39.00
2026-05-18T08:18:00Z,63.00,39.00
2026-05-18T08:19:00Z,63.00,39.00
2026-05-18T08:22:00Z,63.00,39.00
2026-05-18T08:23:00Z,63.00,39.00
2026-05-18T08:25:00Z,63.00,39.00
2026-05-18T08:33:00Z,63.00,38.00
2026-05-18T08:36:00Z,63.00,38.00
2026-05-18T08:39:00Z,63.00,38.00
2026-05-18T08:45:00Z,63.00,38.00
2026-05-18T08:48:00Z,63.00,38.00
2026-05-18T08:51:00Z,63.00,38.00
2026-05-18T08:56:00Z,63.00,38.00
2026-05-18T08:59:00Z,63.00,39.00
2026-05-18T09:11:00Z,63.00,38.00
2026-05-18T09:18:00Z,62.00,38.00
2026-05-18T09:19:00Z,62.00,38.00
2026-05-18T09:22:00Z,63.00,38.00
2026-05-18T09:32:00Z,63.00,38.00
2026-05-18T09:38:00Z,63.00,38.00
2026-05-18T09:40:00Z,63.00,38.00
2026-05-18T09:41:00Z,63.00,38.00
2026-05-18T09:42:00Z,63.00,38.00
2026-05-18T09:43:00Z,63.00,38.00
2026-05-18T09:45:00Z,63.00,38.00
2026-05-18T09:49:00Z,63.00,38.00
2026-05-18T09:50:00Z,63.00,38.00
2026-05-18T09:51:00Z,63.00,38.00
2026-05-18T09:53:00Z,63.00,38.00
2026-05-18T09:54:00Z,63.00,38.00
2026-05-18T09:57:00Z,63.00,38.00
2026-05-18T09:58:00Z,63.00,38.00
2026-05-18T09:59:00Z,63.00,38.00
2026-05-18T10:00:00Z,63.00,38.00
2026-05-18T10:01:00Z,63.00,38.00
2026-05-18T10:02:00Z,63.00,38.00
2026-05-18T10:03:00Z,62.86,38.00
2026-05-18T10:04:00Z,63.00,38.00
2026-05-18T10:05:00Z,62.59,38.00
2026-05-18T10:07:00Z,63.00,38.23
2026-05-18T10:08:00Z,63.00,38.00
2026-05-18T10:09:00Z,63.00,38.00
2026-05-18T10:10:00Z,63.00,38.00
2026-05-18T10:11:00Z,63.01,38.00
2026-05-18T10:12:00Z,64.22,35.43
2026-05-18T10:13:00Z,68.00,33.97
2026-05-18T10:14:00Z,70.00,29.97
2026-05-18T10:15:00Z,70.67,30.90
2026-05-18T10:16:00Z,68.03,31.00
