# event_ticker=KXATPMATCH-26MAY09AUGNAV
# final_score=7-6(4) 7-6(5)
# score_resolution=6-7 6-7
# match_winner=Mariano Navone
# fav_player=Felix Auger-Aliassime
# dog_player=Mariano Navone
# kalshi_date=2026-05-09
timestamp,Felix Auger-Aliassime,Mariano Navone
2026-05-08T23:59:00Z,64.00,
2026-05-09T00:06:00Z,64.00,
2026-05-09T00:10:00Z,64.00,
2026-05-09T00:18:00Z,64.00,
2026-05-09T00:25:00Z,64.00,
2026-05-09T00:26:00Z,64.00,
2026-05-09T00:40:00Z,64.00,
2026-05-09T01:06:00Z,64.00,
2026-05-09T01:21:00Z,64.00,
2026-05-09T01:25:00Z,64.00,
2026-05-09T01:31:00Z,64.00,
2026-05-09T01:39:00Z,64.00,
2026-05-09T01:40:00Z,64.00,
2026-05-09T01:44:00Z,64.00,38.00
2026-05-09T01:51:00Z,64.00,38.00
2026-05-09T01:53:00Z,64.00,38.00
2026-05-09T02:09:00Z,64.00,38.00
2026-05-09T02:16:00Z,64.00,38.00
2026-05-09T02:19:00Z,64.63,38.00
2026-05-09T02:20:00Z,64.00,38.00
2026-05-09T02:30:00Z,64.00,38.00
2026-05-09T02:31:00Z,64.00,38.00
2026-05-09T02:33:00Z,64.00,38.00
2026-05-09T02:35:00Z,64.00,38.00
2026-05-09T02:38:00Z,64.00,38.00
2026-05-09T02:41:00Z,64.00,38.00
2026-05-09T02:42:00Z,64.00,38.00
2026-05-09T02:43:00Z,64.00,38.00
2026-05-09T02:48:00Z,64.00,38.00
2026-05-09T02:53:00Z,64.00,38.00
2026-05-09T03:04:00Z,64.00,38.00
2026-05-09T03:05:00Z,64.00,37.00
2026-05-09T03:09:00Z,64.00,37.00
2026-05-09T03:11:00Z,64.00,37.00
2026-05-09T03:16:00Z,64.00,37.00
2026-05-09T03:17:00Z,64.00,37.00
2026-05-09T03:19:00Z,64.00,37.00
2026-05-09T03:21:00Z,64.00,37.00
2026-05-09T03:24:00Z,64.00,37.00
2026-05-09T03:26:00Z,64.00,37.00
2026-05-09T03:28:00Z,64.00,37.00
2026-05-09T03:29:00Z,64.00,37.00
2026-05-09T03:30:00Z,64.00,37.00
2026-05-09T03:31:00Z,64.00,37.00
2026-05-09T03:32:00Z,64.00,37.00
2026-05-09T03:38:00Z,64.00,37.00
2026-05-09T03:41:00Z,64.00,37.00
2026-05-09T03:50:00Z,64.00,37.00
2026-05-09T03:51:00Z,64.00,37.00
2026-05-09T03:59:00Z,64.00,37.00
2026-05-09T04:02:00Z,64.00,37.00
2026-05-09T04:14:00Z,64.00,37.00
2026-05-09T04:18:00Z,64.00,37.00
2026-05-09T04:22:00Z,64.00,37.00
2026-05-09T04:23:00Z,64.00,37.00
2026-05-09T04:25:00Z,64.00,37.00
2026-05-09T04:28:00Z,65.00,37.00
2026-05-09T04:30:00Z,65.00,37.00
2026-05-09T04:31:00Z,65.00,37.00
2026-05-09T04:34:00Z,65.00,37.00
2026-05-09T04:35:00Z,65.00,37.00
2026-05-09T04:36:00Z,65.00,37.00
2026-05-09T04:38:00Z,65.00,37.00
2026-05-09T04:40:00Z,65.00,37.00
2026-05-09T04:41:00Z,65.00,37.00
2026-05-09T04:42:00Z,65.00,37.00
2026-05-09T04:43:00Z,64.88,37.00
2026-05-09T04:44:00Z,64.00,37.00
2026-05-09T04:45:00Z,64.00,37.00
2026-05-09T04:46:00Z,64.00,37.00
2026-05-09T04:48:00Z,64.00,37.00
2026-05-09T04:49:00Z,64.00,37.00
2026-05-09T04:50:00Z,64.00,37.00
2026-05-09T04:52:00Z,63.02,37.00
2026-05-09T04:53:00Z,64.00,37.00
2026-05-09T05:01:00Z,64.00,37.00
2026-05-09T05:02:00Z,64.04,37.00
2026-05-09T05:03:00Z,65.00,37.00
2026-05-09T05:04:00Z,65.00,37.00
2026-05-09T05:05:00Z,65.00,37.00
2026-05-09T05:06:00Z,65.00,37.00
2026-05-09T05:09:00Z,65.00,37.00
2026-05-09T05:10:00Z,65.00,37.00
2026-05-09T05:11:00Z,65.00,37.00
2026-05-09T05:12:00Z,65.00,37.00
2026-05-09T05:13:00Z,65.00,37.00
2026-05-09T05:14:00Z,65.00,37.00
2026-05-09T05:17:00Z,65.00,37.00
2026-05-09T05:18:00Z,65.00,37.00
2026-05-09T05:19:00Z,65.00,37.00
2026-05-09T05:24:00Z,65.00,37.00
2026-05-09T05:26:00Z,65.00,36.13
2026-05-09T05:28:00Z,65.00,36.13
2026-05-09T05:32:00Z,65.00,36.13
2026-05-09T05:34:00Z,65.00,36.13
2026-05-09T05:35:00Z,64.00,36.13
2026-05-09T05:40:00Z,65.00,36.13
2026-05-09T05:41:00Z,65.00,36.13
2026-05-09T05:47:00Z,65.00,37.00
2026-05-09T05:53:00Z,65.00,37.00
2026-05-09T05:54:00Z,65.00,37.00
2026-05-09T05:55:00Z,65.00,37.00
2026-05-09T05:56:00Z,65.00,37.00
2026-05-09T05:57:00Z,65.00,37.00
2026-05-09T06:00:00Z,65.00,37.00
2026-05-09T06:03:00Z,65.00,37.00
2026-05-09T06:04:00Z,65.00,37.00
2026-05-09T06:05:00Z,65.00,37.00
2026-05-09T06:13:00Z,65.00,37.00
2026-05-09T06:14:00Z,65.00,37.00
2026-05-09T06:15:00Z,65.00,36.00
2026-05-09T06:16:00Z,65.00,36.00
2026-05-09T06:18:00Z,65.00,36.00
2026-05-09T06:25:00Z,65.00,37.00
2026-05-09T06:27:00Z,65.00,37.00
2026-05-09T06:28:00Z,65.00,37.00
2026-05-09T06:32:00Z,65.00,37.00
2026-05-09T06:35:00Z,65.00,36.00
2026-05-09T06:36:00Z,65.00,36.00
2026-05-09T06:40:00Z,65.00,36.00
2026-05-09T06:42:00Z,65.00,36.00
2026-05-09T06:43:00Z,65.00,37.00
2026-05-09T06:45:00Z,65.00,37.00
2026-05-09T06:47:00Z,65.00,37.00
2026-05-09T06:52:00Z,65.00,36.08
2026-05-09T06:53:00Z,65.00,36.08
2026-05-09T06:54:00Z,65.00,36.08
2026-05-09T06:58:00Z,65.00,36.08
2026-05-09T06:59:00Z,65.00,37.00
