# event_ticker=KXATPCHALLENGERMATCH-26MAR24HERAND
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Andres Andrade
# fav_player=Alex Hernandez
# dog_player=Andres Andrade
# kalshi_date=2026-03-24
timestamp,Alex Hernandez,Andres Andrade
2026-03-25T02:13:00Z,15.37,83.36
2026-03-25T02:14:00Z,12.42,86.48
2026-03-25T02:15:00Z,14.29,87.22
2026-03-25T02:16:00Z,15.01,85.89
2026-03-25T02:17:00Z,15.73,85.28
2026-03-25T02:18:00Z,16.55,83.07
2026-03-25T02:19:00Z,19.03,82.00
2026-03-25T02:20:00Z,20.23,79.03
2026-03-25T02:21:00Z,20.24,81.76
2026-03-25T02:22:00Z,19.29,83.27
2026-03-25T02:23:00Z,22.82,77.64
2026-03-25T02:24:00Z,20.41,81.74
2026-03-25T02:25:00Z,21.87,79.64
2026-03-25T02:26:00Z,21.66,79.22
2026-03-25T02:27:00Z,24.41,82.70
2026-03-25T02:28:00Z,22.08,78.59
2026-03-25T02:29:00Z,19.96,82.37
2026-03-25T02:30:00Z,18.72,82.03
2026-03-25T02:31:00Z,20.09,81.93
2026-03-25T02:32:00Z,20.34,80.00
2026-03-25T02:33:00Z,21.99,80.00
2026-03-25T02:34:00Z,22.05,77.38
2026-03-25T02:35:00Z,20.92,76.00
2026-03-25T02:36:00Z,19.08,83.18
2026-03-25T02:37:00Z,14.98,85.64
2026-03-25T02:38:00Z,16.45,85.99
2026-03-25T02:39:00Z,11.64,86.96
2026-03-25T02:40:00Z,7.84,92.26
2026-03-25T02:41:00Z,6.91,93.47
2026-03-25T02:42:00Z,7.24,93.43
2026-03-25T02:43:00Z,8.30,93.00
2026-03-25T02:44:00Z,11.71,90.30
2026-03-25T02:45:00Z,15.48,86.05
2026-03-25T02:46:00Z,19.71,81.80
2026-03-25T02:47:00Z,18.85,82.37
2026-03-25T02:48:00Z,22.76,81.17
2026-03-25T02:49:00Z,27.44,70.90
2026-03-25T02:50:00Z,27.14,73.93
2026-03-25T02:51:00Z,23.43,76.69
2026-03-25T02:52:00Z,30.99,70.01
2026-03-25T02:53:00Z,33.24,69.33
2026-03-25T02:54:00Z,38.42,66.07
2026-03-25T02:55:00Z,26.86,70.56
2026-03-25T02:56:00Z,20.96,79.90
2026-03-25T02:57:00Z,19.54,80.55
2026-03-25T02:58:00Z,17.70,82.15
2026-03-25T02:59:00Z,14.76,84.70
2026-03-25T03:00:00Z,13.17,88.13
2026-03-25T03:01:00Z,12.92,87.40
2026-03-25T03:02:00Z,11.57,88.30
2026-03-25T03:03:00Z,15.42,83.36
2026-03-25T03:04:00Z,19.39,82.67
2026-03-25T03:05:00Z,14.31,84.85
2026-03-25T03:06:00Z,13.70,87.17
2026-03-25T03:07:00Z,14.00,85.92
2026-03-25T03:08:00Z,12.01,87.11
2026-03-25T03:09:00Z,5.43,93.30
2026-03-25T03:10:00Z,3.59,96.35
2026-03-25T03:11:00Z,3.77,96.48
2026-03-25T03:12:00Z,1.52,98.75
2026-03-25T03:13:00Z,1.10,98.91
2026-03-25T03:14:00Z,1.10,99.00
2026-03-25T03:15:00Z,1.00,99.00
2026-03-25T03:16:00Z,1.00,99.00
2026-03-25T03:17:00Z,1.00,99.00
2026-03-25T03:18:00Z,1.00,99.00
2026-03-25T03:19:00Z,1.00,99.00
2026-03-25T03:22:00Z,1.00,99.00
