# event_ticker=KXATPMATCH-26MAR07BAUDRA
# final_score=3-6 6-3 6-2
# match_winner=Jack Draper
# fav_player=Jack Draper
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-03-07
timestamp,Jack Draper,Roberto Bautista Agut
2026-03-07T07:34:00Z,,15.00
2026-03-07T07:57:00Z,,15.00
2026-03-07T08:04:00Z,,15.00
2026-03-07T08:10:00Z,85.00,15.00
2026-03-07T08:11:00Z,85.00,15.00
2026-03-07T08:19:00Z,85.00,15.00
2026-03-07T08:30:00Z,85.00,15.00
2026-03-07T09:09:00Z,85.00,15.00
2026-03-07T09:32:00Z,85.00,15.00
2026-03-07T09:57:00Z,85.00,15.00
2026-03-07T10:09:00Z,85.00,15.00
2026-03-07T10:14:00Z,85.00,15.00
2026-03-07T11:00:00Z,85.00,16.00
2026-03-07T11:19:00Z,85.00,16.00
2026-03-07T12:11:00Z,85.00,16.00
2026-03-07T12:22:00Z,85.00,16.00
2026-03-07T12:23:00Z,85.00,16.00
2026-03-07T12:47:00Z,85.00,16.00
2026-03-07T13:05:00Z,85.00,16.00
2026-03-07T13:06:00Z,85.00,16.00
2026-03-07T13:17:00Z,85.00,16.00
2026-03-07T13:18:00Z,85.00,16.00
2026-03-07T13:23:00Z,85.00,15.00
2026-03-07T13:42:00Z,85.00,15.00
2026-03-07T13:46:00Z,85.00,15.00
2026-03-07T13:48:00Z,85.00,15.00
2026-03-07T14:01:00Z,85.00,15.00
2026-03-07T14:06:00Z,85.00,15.00
2026-03-07T14:14:00Z,85.00,15.00
2026-03-07T14:15:00Z,85.00,15.00
2026-03-07T14:19:00Z,85.00,15.00
2026-03-07T14:20:00Z,85.00,15.00
2026-03-07T14:24:00Z,85.00,15.00
2026-03-07T14:28:00Z,85.00,15.00
2026-03-07T14:31:00Z,85.00,15.00
2026-03-07T14:44:00Z,85.00,15.00
2026-03-07T14:51:00Z,85.00,15.00
2026-03-07T14:52:00Z,85.00,15.00
2026-03-07T14:53:00Z,85.00,15.00
2026-03-07T14:54:00Z,85.00,15.00
2026-03-07T14:58:00Z,85.00,15.00
2026-03-07T14:59:00Z,85.00,15.00
2026-03-07T15:17:00Z,85.00,15.00
2026-03-07T15:24:00Z,85.00,15.00
2026-03-07T15:39:00Z,85.00,15.00
2026-03-07T15:40:00Z,85.00,15.00
2026-03-07T15:41:00Z,85.00,15.00
2026-03-07T15:49:00Z,85.00,15.00
2026-03-07T15:57:00Z,85.00,15.00
2026-03-07T16:11:00Z,85.00,15.00
