# event_ticker=KXATPCHALLENGERMATCH-26APR30HIJOFN
# final_score=6-4 2-6 7-6(5)
# score_resolution=4-6 6-2 6-7
# match_winner=Rinky Hijikata
# fav_player=Sebastian Ofner
# dog_player=Rinky Hijikata
# kalshi_date=2026-04-30
timestamp,Rinky Hijikata,Sebastian Ofner
2026-04-30T09:43:00Z,49.00,53.00
2026-04-30T09:44:00Z,50.88,48.65
2026-04-30T09:45:00Z,46.85,56.24
2026-04-30T09:46:00Z,37.90,59.38
2026-04-30T09:47:00Z,42.05,55.70
2026-04-30T09:48:00Z,47.79,53.50
2026-04-30T09:49:00Z,50.00,57.00
2026-04-30T09:50:00Z,47.49,52.30
2026-04-30T09:51:00Z,45.10,57.01
2026-04-30T09:52:00Z,46.94,53.51
2026-04-30T09:53:00Z,45.84,57.11
2026-04-30T09:54:00Z,41.23,58.00
2026-04-30T09:55:00Z,46.66,51.05
2026-04-30T09:56:00Z,47.38,54.35
2026-04-30T09:57:00Z,53.53,47.92
2026-04-30T09:58:00Z,62.76,46.14
2026-04-30T09:59:00Z,61.17,40.31
2026-04-30T10:00:00Z,61.17,42.72
2026-04-30T10:01:00Z,66.61,43.38
2026-04-30T10:02:00Z,62.48,40.58
2026-04-30T10:03:00Z,55.35,46.67
2026-04-30T10:04:00Z,55.65,45.98
2026-04-30T10:05:00Z,55.54,44.98
2026-04-30T10:06:00Z,54.39,43.27
2026-04-30T10:07:00Z,56.01,43.12
2026-04-30T10:08:00Z,53.18,47.24
2026-04-30T10:09:00Z,56.14,43.89
2026-04-30T10:10:00Z,58.17,42.91
2026-04-30T10:11:00Z,54.55,45.03
2026-04-30T10:12:00Z,51.89,49.67
2026-04-30T10:13:00Z,48.96,51.67
2026-04-30T10:14:00Z,50.00,50.87
2026-04-30T10:15:00Z,52.29,47.46
2026-04-30T10:16:00Z,56.64,44.17
2026-04-30T10:17:00Z,55.68,45.51
2026-04-30T10:18:00Z,52.03,47.21
2026-04-30T10:19:00Z,50.99,49.00
2026-04-30T10:20:00Z,50.85,53.72
2026-04-30T10:21:00Z,45.55,55.31
2026-04-30T10:22:00Z,36.11,65.51
2026-04-30T10:23:00Z,46.15,61.17
2026-04-30T10:24:00Z,39.07,64.28
2026-04-30T10:25:00Z,33.30,67.35
2026-04-30T10:26:00Z,28.70,71.31
2026-04-30T10:27:00Z,30.00,71.67
2026-04-30T10:28:00Z,30.00,70.41
2026-04-30T10:29:00Z,29.09,72.75
2026-04-30T10:30:00Z,25.90,75.45
2026-04-30T10:31:00Z,26.65,75.80
2026-04-30T10:32:00Z,26.96,74.57
2026-04-30T10:33:00Z,28.87,72.56
2026-04-30T10:34:00Z,25.10,76.74
2026-04-30T10:35:00Z,23.02,78.13
2026-04-30T10:36:00Z,23.59,78.94
2026-04-30T10:37:00Z,23.58,77.40
2026-04-30T10:38:00Z,22.72,77.17
2026-04-30T10:39:00Z,19.91,81.79
2026-04-30T10:40:00Z,19.00,81.38
2026-04-30T10:41:00Z,20.80,79.45
2026-04-30T10:42:00Z,17.82,83.34
2026-04-30T10:43:00Z,16.64,82.64
2026-04-30T10:44:00Z,23.58,79.86
2026-04-30T10:45:00Z,21.42,77.58
2026-04-30T10:46:00Z,20.00,81.00
2026-04-30T10:47:00Z,20.58,79.83
2026-04-30T10:48:00Z,25.60,74.97
2026-04-30T10:49:00Z,26.50,75.12
2026-04-30T10:50:00Z,26.76,75.93
2026-04-30T10:51:00Z,25.20,76.05
2026-04-30T10:52:00Z,22.44,78.97
2026-04-30T10:53:00Z,21.99,77.55
2026-04-30T10:54:00Z,18.08,78.69
2026-04-30T10:55:00Z,21.58,79.37
2026-04-30T10:56:00Z,25.56,73.83
2026-04-30T10:57:00Z,30.19,69.23
2026-04-30T10:58:00Z,27.99,73.12
2026-04-30T10:59:00Z,27.81,70.56
2026-04-30T11:00:00Z,27.41,72.51
2026-04-30T11:01:00Z,26.84,73.00
2026-04-30T11:02:00Z,28.93,74.22
2026-04-30T11:03:00Z,27.65,74.88
2026-04-30T11:04:00Z,26.10,73.32
2026-04-30T11:05:00Z,32.89,68.10
2026-04-30T11:06:00Z,30.05,72.09
2026-04-30T11:07:00Z,26.53,74.00
2026-04-30T11:08:00Z,25.81,73.65
2026-04-30T11:09:00Z,22.75,79.18
2026-04-30T11:10:00Z,31.20,71.42
2026-04-30T11:11:00Z,32.64,69.26
2026-04-30T11:12:00Z,30.51,67.24
2026-04-30T11:13:00Z,44.21,55.85
2026-04-30T11:14:00Z,76.24,25.05
2026-04-30T11:15:00Z,83.44,17.19
2026-04-30T11:16:00Z,70.70,37.62
2026-04-30T11:17:00Z,45.33,53.30
2026-04-30T11:18:00Z,34.04,66.33
2026-04-30T11:19:00Z,37.22,66.29
2026-04-30T11:20:00Z,27.28,71.06
2026-04-30T11:21:00Z,55.58,46.18
2026-04-30T11:22:00Z,68.87,31.07
2026-04-30T11:23:00Z,44.50,49.30
2026-04-30T11:24:00Z,33.17,67.21
2026-04-30T11:25:00Z,52.08,56.24
2026-04-30T11:26:00Z,88.48,22.97
2026-04-30T11:27:00Z,99.00,1.00
2026-04-30T11:28:00Z,99.00,1.00
2026-04-30T11:29:00Z,99.00,1.00
2026-04-30T11:30:00Z,99.00,1.00
2026-04-30T11:31:00Z,99.00,1.00
2026-04-30T11:32:00Z,99.00,1.00
2026-04-30T11:33:00Z,99.00,1.00
