# event_ticker=KXATPMATCH-26FEB12QUICIL
# final_score=7-6(4) 6-3
# score_resolution=7-6 6-3
# match_winner=Marin Cilic
# fav_player=Marin Cilic
# dog_player=Ethan Quinn
# kalshi_date=2026-02-12
timestamp,Marin Cilic,Ethan Quinn
2026-02-12T06:22:00Z,,36.00
2026-02-12T06:28:00Z,67.00,36.00
2026-02-12T06:39:00Z,66.00,36.00
2026-02-12T06:47:00Z,66.00,36.00
2026-02-12T06:49:00Z,66.00,37.90
2026-02-12T06:50:00Z,66.00,37.90
2026-02-12T06:55:00Z,66.00,37.90
2026-02-12T06:58:00Z,66.00,38.00
2026-02-12T07:04:00Z,64.00,38.00
2026-02-12T07:12:00Z,64.89,38.00
2026-02-12T07:38:00Z,64.89,42.64
2026-02-12T10:04:00Z,62.00,42.64
2026-02-12T10:05:00Z,62.00,42.64
2026-02-12T10:07:00Z,62.00,39.00
2026-02-12T10:08:00Z,62.00,40.00
2026-02-12T10:09:00Z,62.00,40.00
2026-02-12T10:35:00Z,61.00,40.00
2026-02-12T10:36:00Z,62.00,40.00
2026-02-12T10:48:00Z,62.00,40.00
2026-02-12T10:57:00Z,62.98,40.00
2026-02-12T10:59:00Z,62.98,39.00
2026-02-12T11:00:00Z,63.00,39.00
2026-02-12T11:40:00Z,63.00,39.00
2026-02-12T11:46:00Z,63.00,39.00
2026-02-12T11:51:00Z,63.00,39.00
2026-02-12T12:02:00Z,63.00,38.15
2026-02-12T12:27:00Z,63.00,38.15
2026-02-12T12:29:00Z,63.00,38.15
2026-02-12T12:31:00Z,63.00,38.15
2026-02-12T12:39:00Z,63.00,37.00
2026-02-12T12:42:00Z,63.00,37.00
2026-02-12T12:55:00Z,63.00,37.30
2026-02-12T13:04:00Z,63.00,37.30
2026-02-12T13:05:00Z,63.00,38.00
2026-02-12T13:09:00Z,63.00,38.00
2026-02-12T13:32:00Z,63.00,36.00
2026-02-12T13:37:00Z,63.70,36.00
2026-02-12T13:39:00Z,63.70,38.00
2026-02-12T14:05:00Z,63.00,38.00
2026-02-12T14:08:00Z,63.96,38.00
2026-02-12T14:10:00Z,63.96,38.00
2026-02-12T14:14:00Z,64.00,38.00
2026-02-12T14:20:00Z,64.00,38.00
2026-02-12T14:27:00Z,64.00,38.00
2026-02-12T14:40:00Z,64.00,38.00
2026-02-12T14:42:00Z,64.00,38.00
2026-02-12T14:44:00Z,64.00,38.00
2026-02-12T14:46:00Z,64.00,38.00
2026-02-12T14:47:00Z,64.00,38.00
2026-02-12T14:52:00Z,64.00,38.00
2026-02-12T15:01:00Z,64.59,38.00
2026-02-12T15:02:00Z,65.00,38.00
2026-02-12T15:05:00Z,65.00,38.00
2026-02-12T15:06:00Z,65.00,38.00
2026-02-12T15:07:00Z,65.00,38.00
2026-02-12T15:08:00Z,65.00,38.00
2026-02-12T15:09:00Z,65.00,38.00
2026-02-12T15:10:00Z,65.00,38.00
2026-02-12T15:11:00Z,63.00,38.00
2026-02-12T15:12:00Z,63.00,38.87
2026-02-12T15:14:00Z,63.00,38.87
2026-02-12T15:19:00Z,63.00,39.00
2026-02-12T15:20:00Z,63.00,39.00
2026-02-12T15:27:00Z,63.86,39.00
2026-02-12T15:29:00Z,63.86,38.10
2026-02-12T15:31:00Z,64.00,38.10
2026-02-12T15:38:00Z,64.00,38.10
2026-02-12T15:42:00Z,64.00,38.67
2026-02-12T15:43:00Z,64.00,38.67
2026-02-12T15:47:00Z,64.00,38.67
2026-02-12T15:49:00Z,64.00,38.67
2026-02-12T15:50:00Z,64.00,38.67
2026-02-12T15:52:00Z,65.00,38.00
2026-02-12T15:53:00Z,65.00,38.00
2026-02-12T15:54:00Z,65.00,38.00
2026-02-12T15:55:00Z,65.00,38.00
2026-02-12T15:59:00Z,65.00,38.00
2026-02-12T16:00:00Z,65.00,37.00
2026-02-12T16:01:00Z,65.00,37.69
2026-02-12T16:02:00Z,65.00,38.00
2026-02-12T16:03:00Z,65.00,38.00
2026-02-12T16:06:00Z,65.00,38.00
2026-02-12T16:07:00Z,65.00,38.00
2026-02-12T16:10:00Z,64.00,38.00
2026-02-12T16:11:00Z,64.00,38.00
2026-02-12T16:12:00Z,64.00,38.00
2026-02-12T16:14:00Z,64.00,38.00
2026-02-12T16:15:00Z,64.00,38.00
2026-02-12T16:19:00Z,64.00,38.00
2026-02-12T16:21:00Z,64.00,38.00
2026-02-12T16:22:00Z,64.00,38.00
2026-02-12T16:23:00Z,64.00,38.00
2026-02-12T16:24:00Z,64.00,38.00
2026-02-12T16:27:00Z,64.00,38.00
2026-02-12T16:28:00Z,64.00,38.00
2026-02-12T16:30:00Z,64.00,38.00
2026-02-12T16:33:00Z,64.00,38.00
2026-02-12T16:34:00Z,65.00,38.00
2026-02-12T16:38:00Z,65.00,38.00
2026-02-12T16:39:00Z,65.00,38.00
2026-02-12T16:41:00Z,65.00,38.00
2026-02-12T16:42:00Z,64.00,38.00
2026-02-12T16:43:00Z,64.00,38.00
2026-02-12T16:44:00Z,64.00,38.00
2026-02-12T16:45:00Z,64.00,38.00
2026-02-12T16:46:00Z,62.00,38.00
2026-02-12T16:47:00Z,64.00,38.00
2026-02-12T16:48:00Z,64.00,38.00
2026-02-12T16:49:00Z,64.00,38.00
2026-02-12T16:50:00Z,64.00,38.00
2026-02-12T16:52:00Z,64.00,38.00
2026-02-12T16:53:00Z,64.00,38.00
2026-02-12T16:54:00Z,64.00,38.00
2026-02-12T16:55:00Z,63.00,38.39
2026-02-12T16:56:00Z,63.00,38.39
2026-02-12T16:57:00Z,63.00,39.00
2026-02-12T16:58:00Z,63.00,39.00
2026-02-12T16:59:00Z,63.00,39.00
2026-02-12T17:01:00Z,63.00,39.00
2026-02-12T17:03:00Z,63.00,39.00
2026-02-12T17:06:00Z,63.00,39.00
2026-02-12T17:07:00Z,63.00,37.74
2026-02-12T17:09:00Z,63.00,37.74
2026-02-12T17:10:00Z,61.05,37.74
2026-02-12T17:13:00Z,63.00,37.74
2026-02-12T17:14:00Z,63.00,37.74
2026-02-12T17:15:00Z,63.00,37.74
2026-02-12T17:16:00Z,63.00,39.00
2026-02-12T17:18:00Z,63.00,39.00
2026-02-12T17:19:00Z,63.00,39.00
2026-02-12T17:20:00Z,63.00,39.00
2026-02-12T17:21:00Z,63.34,38.86
2026-02-12T17:23:00Z,62.00,38.86
2026-02-12T17:24:00Z,62.00,38.86
2026-02-12T17:25:00Z,62.00,38.86
2026-02-12T17:26:00Z,62.00,39.00
2026-02-12T17:27:00Z,62.00,39.00
2026-02-12T17:28:00Z,62.00,39.00
2026-02-12T17:29:00Z,62.00,39.00
