# event_ticker=KXATPMATCH-25NOV08DJOMUS
# final_score=4-6 6-3 7-5
# score_resolution=6-4 3-6 5-7
# match_winner=Novak Djokovic
# fav_player=Lorenzo Musetti
# dog_player=Novak Djokovic
# kalshi_date=2025-11-08
timestamp,Lorenzo Musetti,Novak Djokovic
2025-11-08T03:22:00Z,34.00,
2025-11-08T03:24:00Z,34.00,68.00
2025-11-08T03:25:00Z,34.00,68.00
2025-11-08T03:26:00Z,34.00,68.00
2025-11-08T03:27:00Z,34.00,68.00
2025-11-08T03:32:00Z,34.00,68.00
2025-11-08T03:33:00Z,34.00,68.00
2025-11-08T03:34:00Z,34.00,69.00
2025-11-08T03:35:00Z,34.00,69.00
2025-11-08T03:39:00Z,34.00,69.00
2025-11-08T03:40:00Z,34.00,69.00
2025-11-08T03:41:00Z,34.00,69.00
2025-11-08T03:46:00Z,34.00,69.00
2025-11-08T03:48:00Z,34.00,69.00
2025-11-08T03:49:00Z,34.00,69.00
2025-11-08T03:57:00Z,34.00,69.00
2025-11-08T04:09:00Z,34.00,69.00
2025-11-08T04:11:00Z,34.00,67.00
2025-11-08T04:14:00Z,34.00,69.00
2025-11-08T04:22:00Z,34.00,70.00
2025-11-08T04:27:00Z,34.00,70.00
2025-11-08T04:28:00Z,34.00,70.00
2025-11-08T04:29:00Z,34.00,70.00
2025-11-08T04:31:00Z,34.00,70.00
2025-11-08T04:37:00Z,33.00,70.00
2025-11-08T04:39:00Z,33.00,70.00
2025-11-08T04:41:00Z,33.00,70.00
2025-11-08T04:42:00Z,34.00,70.00
2025-11-08T04:43:00Z,34.00,70.00
2025-11-08T04:44:00Z,34.00,70.00
2025-11-08T04:45:00Z,34.00,70.00
2025-11-08T04:47:00Z,34.00,70.00
2025-11-08T04:57:00Z,34.00,70.00
2025-11-08T05:03:00Z,34.00,70.00
2025-11-08T05:12:00Z,34.00,69.00
2025-11-08T05:13:00Z,34.00,69.00
2025-11-08T05:16:00Z,34.00,69.00
2025-11-08T05:19:00Z,34.00,69.00
2025-11-08T05:20:00Z,34.00,69.00
2025-11-08T05:22:00Z,34.00,69.00
2025-11-08T05:24:00Z,34.00,69.00
2025-11-08T05:25:00Z,34.00,69.00
2025-11-08T05:29:00Z,34.00,69.00
2025-11-08T05:31:00Z,34.00,68.00
2025-11-08T05:32:00Z,34.00,69.00
2025-11-08T05:33:00Z,34.00,69.00
2025-11-08T05:35:00Z,34.00,69.00
2025-11-08T05:36:00Z,34.00,69.00
2025-11-08T05:37:00Z,33.00,68.57
2025-11-08T05:38:00Z,33.00,69.00
2025-11-08T05:39:00Z,33.00,69.65
2025-11-08T05:40:00Z,33.00,70.00
2025-11-08T05:41:00Z,33.00,70.00
2025-11-08T05:42:00Z,33.00,70.00
2025-11-08T05:43:00Z,34.00,70.00
2025-11-08T05:44:00Z,34.00,70.00
2025-11-08T05:46:00Z,34.00,69.00
2025-11-08T05:47:00Z,34.00,69.00
2025-11-08T05:48:00Z,33.97,69.00
2025-11-08T05:49:00Z,33.97,69.00
2025-11-08T05:50:00Z,33.97,69.00
2025-11-08T05:51:00Z,34.00,69.00
2025-11-08T05:52:00Z,34.00,69.00
2025-11-08T05:54:00Z,33.00,69.00
2025-11-08T05:56:00Z,34.00,69.00
2025-11-08T05:57:00Z,34.00,69.00
