# event_ticker=KXATPCHALLENGERMATCH-26APR16SHIRIE
# final_score=7-5 6-1
# score_resolution=5-7 1-6
# match_winner=Leandro Riedi
# fav_player=Sho Shimabukuro
# dog_player=Leandro Riedi
# kalshi_date=2026-04-16
timestamp,Sho Shimabukuro,Leandro Riedi
2026-04-16T16:39:00Z,,58.00
2026-04-16T16:40:00Z,,60.00
2026-04-16T17:18:00Z,42.00,60.00
2026-04-16T18:11:00Z,42.00,60.00
2026-04-16T18:19:00Z,42.00,59.00
2026-04-16T19:13:00Z,42.00,60.00
2026-04-16T19:30:00Z,42.00,60.00
2026-04-16T20:14:00Z,42.00,58.00
2026-04-16T20:39:00Z,42.00,59.00
2026-04-16T21:11:00Z,42.00,60.00
2026-04-16T21:29:00Z,43.00,60.00
2026-04-16T21:37:00Z,43.00,60.00
2026-04-16T21:44:00Z,43.00,60.00
2026-04-16T21:47:00Z,43.00,60.00
2026-04-16T21:57:00Z,43.00,58.00
2026-04-16T22:02:00Z,42.00,58.00
2026-04-16T22:03:00Z,42.00,59.00
2026-04-16T22:04:00Z,43.00,59.00
2026-04-16T22:05:00Z,43.00,59.00
2026-04-16T22:08:00Z,43.00,59.00
2026-04-16T22:13:00Z,43.00,59.00
2026-04-16T22:14:00Z,43.00,59.00
2026-04-16T22:20:00Z,43.00,59.00
2026-04-16T22:21:00Z,43.00,59.00
2026-04-16T22:26:00Z,43.00,59.00
2026-04-16T22:32:00Z,43.00,60.00
2026-04-16T22:39:00Z,43.00,60.00
2026-04-16T22:53:00Z,43.00,60.00
2026-04-16T23:02:00Z,43.00,60.00
2026-04-16T23:14:00Z,43.00,60.00
2026-04-16T23:19:00Z,43.00,60.00
2026-04-16T23:35:00Z,43.00,58.00
2026-04-16T23:36:00Z,43.00,57.00
2026-04-16T23:38:00Z,42.65,57.00
2026-04-17T00:01:00Z,42.65,59.00
2026-04-17T00:10:00Z,42.65,60.00
2026-04-17T00:19:00Z,42.65,60.00
2026-04-17T00:23:00Z,42.65,60.00
2026-04-17T00:33:00Z,42.65,60.00
2026-04-17T00:36:00Z,42.65,60.00
2026-04-17T00:43:00Z,42.65,59.00
2026-04-17T00:50:00Z,42.65,59.00
