# event_ticker=KXATPMATCH-25JUL13VUKNAV
# final_score=7-6(4) 6-3
# score_resolution=7-6 6-3
# match_winner=Emilio Nava
# fav_player=Emilio Nava
# dog_player=Aleksandar Vukic
# kalshi_date=2025-07-13
timestamp,Emilio Nava,Aleksandar Vukic
2025-07-15T03:10:00Z,48.00,53.67
2025-07-15T03:11:00Z,47.14,53.67
2025-07-15T03:12:00Z,47.00,55.00
2025-07-15T03:14:00Z,47.00,55.86
2025-07-15T03:16:00Z,50.78,56.00
2025-07-15T03:17:00Z,45.38,56.00
2025-07-15T03:18:00Z,46.03,55.19
2025-07-15T03:19:00Z,46.00,73.57
2025-07-15T03:21:00Z,50.00,73.57
2025-07-15T03:22:00Z,50.16,54.00
2025-07-15T03:23:00Z,50.16,71.04
2025-07-15T03:24:00Z,42.02,61.90
2025-07-15T03:25:00Z,44.23,59.00
2025-07-15T03:26:00Z,41.00,62.04
2025-07-15T03:27:00Z,41.90,60.98
2025-07-15T03:28:00Z,45.72,54.26
2025-07-15T03:29:00Z,51.42,50.48
2025-07-15T03:30:00Z,53.46,56.46
2025-07-15T03:31:00Z,58.49,43.84
2025-07-15T03:32:00Z,60.83,42.63
2025-07-15T03:33:00Z,60.33,41.00
2025-07-15T03:34:00Z,62.65,38.86
2025-07-15T03:35:00Z,71.00,38.86
2025-07-15T03:36:00Z,65.35,35.00
2025-07-15T03:37:00Z,66.88,35.17
2025-07-15T03:38:00Z,65.00,34.00
2025-07-15T03:39:00Z,65.00,38.00
2025-07-15T03:41:00Z,68.17,37.53
2025-07-15T03:42:00Z,61.00,37.53
2025-07-15T03:43:00Z,61.00,40.16
2025-07-15T03:44:00Z,55.00,48.74
2025-07-15T03:45:00Z,54.33,47.46
2025-07-15T03:46:00Z,66.00,45.00
2025-07-15T03:47:00Z,54.14,48.00
2025-07-15T03:48:00Z,48.43,51.49
2025-07-15T03:49:00Z,45.02,54.69
2025-07-15T03:50:00Z,45.02,61.00
2025-07-15T03:51:00Z,39.84,61.00
2025-07-15T03:52:00Z,36.59,66.82
2025-07-15T03:53:00Z,40.89,59.00
2025-07-15T03:54:00Z,43.00,59.00
2025-07-15T03:55:00Z,43.00,59.00
2025-07-15T03:56:00Z,42.00,60.00
2025-07-15T03:57:00Z,38.85,68.84
2025-07-15T03:58:00Z,41.92,71.00
2025-07-15T03:59:00Z,35.00,60.80
2025-07-15T04:00:00Z,54.16,59.46
2025-07-15T04:01:00Z,49.49,63.00
2025-07-15T04:02:00Z,45.79,61.12
2025-07-15T04:03:00Z,44.66,61.01
2025-07-15T04:04:00Z,39.92,63.39
2025-07-15T04:05:00Z,43.17,59.00
2025-07-15T04:06:00Z,44.00,62.00
2025-07-15T04:07:00Z,42.36,62.00
2025-07-15T04:08:00Z,34.46,67.00
2025-07-15T04:09:00Z,33.71,64.78
2025-07-15T04:10:00Z,45.07,61.93
2025-07-15T04:11:00Z,41.67,60.33
2025-07-15T04:12:00Z,41.20,58.91
2025-07-15T04:13:00Z,45.35,62.37
2025-07-15T04:14:00Z,43.40,60.29
2025-07-15T04:15:00Z,45.11,55.62
2025-07-15T04:16:00Z,45.02,55.31
2025-07-15T04:17:00Z,47.56,59.47
2025-07-15T04:18:00Z,62.64,40.58
2025-07-15T04:19:00Z,67.33,31.81
2025-07-15T04:20:00Z,69.21,31.99
2025-07-15T04:21:00Z,69.74,30.21
2025-07-15T04:22:00Z,71.45,31.44
2025-07-15T04:23:00Z,72.46,29.22
2025-07-15T04:24:00Z,72.99,27.69
2025-07-15T04:25:00Z,75.10,25.48
2025-07-15T04:26:00Z,77.30,25.00
2025-07-15T04:27:00Z,81.98,18.61
2025-07-15T04:28:00Z,80.79,22.35
2025-07-15T04:29:00Z,87.25,12.80
2025-07-15T04:30:00Z,88.96,10.41
2025-07-15T04:31:00Z,89.22,13.75
2025-07-15T04:32:00Z,89.02,21.47
2025-07-15T04:33:00Z,85.81,13.77
2025-07-15T04:34:00Z,86.85,13.28
2025-07-15T04:35:00Z,81.16,15.73
2025-07-15T04:36:00Z,87.81,13.24
2025-07-15T04:37:00Z,88.95,11.85
2025-07-15T04:38:00Z,91.41,11.85
2025-07-15T04:39:00Z,92.92,8.47
2025-07-15T04:40:00Z,85.00,8.89
2025-07-15T04:41:00Z,91.64,13.77
2025-07-15T04:42:00Z,94.67,8.64
2025-07-15T04:43:00Z,95.80,6.78
2025-07-15T04:44:00Z,97.21,2.88
2025-07-15T04:45:00Z,97.17,3.75
2025-07-15T04:46:00Z,95.71,4.97
2025-07-15T04:47:00Z,95.85,5.38
2025-07-15T04:48:00Z,93.81,6.00
2025-07-15T04:49:00Z,93.35,6.00
2025-07-15T04:50:00Z,93.35,6.97
2025-07-15T04:51:00Z,91.00,8.79
2025-07-15T04:52:00Z,92.24,6.00
2025-07-15T04:53:00Z,92.25,7.00
2025-07-15T04:54:00Z,90.91,8.15
2025-07-15T04:55:00Z,90.91,2.18
2025-07-15T04:56:00Z,93.04,3.56
2025-07-15T04:57:00Z,96.00,5.28
2025-07-15T04:58:00Z,98.00,9.43
2025-07-15T04:59:00Z,96.00,5.01
2025-07-15T05:00:00Z,98.24,3.99
2025-07-15T05:01:00Z,98.15,4.00
2025-07-15T05:02:00Z,99.00,3.00
2025-07-15T05:03:00Z,99.00,3.00
2025-07-15T05:04:00Z,99.00,3.00
2025-07-15T05:06:00Z,99.00,3.00
