# event_ticker=KXATPMATCH-25JUL13VUKNAV
# final_score=7-6(4) 6-3
# score_resolution=7-6 6-3
# match_winner=Emilio Nava
# fav_player=Emilio Nava
# dog_player=Aleksandar Vukic
# kalshi_date=2025-07-13
timestamp,Emilio Nava,Aleksandar Vukic
2025-07-14T15:31:00Z,,52.00
2025-07-14T15:38:00Z,50.00,52.00
2025-07-14T16:14:00Z,50.00,52.00
2025-07-14T16:24:00Z,50.00,51.00
2025-07-14T16:53:00Z,51.00,51.00
2025-07-14T17:10:00Z,51.00,51.00
2025-07-14T17:16:00Z,51.00,51.00
2025-07-14T17:17:00Z,51.00,51.00
2025-07-14T17:24:00Z,51.00,51.00
2025-07-14T18:25:00Z,51.00,51.00
2025-07-14T18:30:00Z,51.00,51.00
2025-07-14T18:57:00Z,51.00,51.00
2025-07-14T18:58:00Z,51.00,51.00
2025-07-14T19:05:00Z,51.00,51.00
2025-07-14T19:13:00Z,51.00,51.00
2025-07-14T19:15:00Z,51.00,51.00
2025-07-14T19:28:00Z,51.00,51.00
2025-07-14T19:38:00Z,51.00,51.00
2025-07-14T19:39:00Z,51.00,49.00
2025-07-14T19:43:00Z,51.00,49.00
2025-07-14T19:51:00Z,51.00,49.00
2025-07-14T19:52:00Z,51.00,50.00
2025-07-14T20:07:00Z,51.00,50.00
2025-07-14T20:21:00Z,51.00,50.00
2025-07-14T20:26:00Z,52.00,50.00
2025-07-14T20:27:00Z,52.00,50.00
2025-07-14T20:34:00Z,52.00,50.00
2025-07-14T20:39:00Z,52.00,50.00
2025-07-14T20:40:00Z,52.00,50.00
2025-07-14T20:42:00Z,49.00,50.00
2025-07-14T21:00:00Z,49.00,50.88
2025-07-14T21:01:00Z,51.00,50.88
2025-07-14T21:07:00Z,51.00,51.00
2025-07-14T21:14:00Z,51.00,51.00
2025-07-14T21:15:00Z,51.00,49.00
2025-07-14T21:23:00Z,50.00,49.00
2025-07-14T22:00:00Z,50.00,52.00
2025-07-14T22:07:00Z,49.00,52.00
2025-07-14T22:19:00Z,49.00,52.00
2025-07-14T22:21:00Z,49.00,52.00
2025-07-14T22:26:00Z,49.00,52.00
2025-07-14T22:29:00Z,49.00,52.00
2025-07-14T22:38:00Z,49.00,52.00
2025-07-14T22:39:00Z,49.00,52.00
2025-07-14T22:40:00Z,49.00,52.00
2025-07-14T23:07:00Z,49.00,54.00
2025-07-14T23:19:00Z,49.00,54.00
2025-07-14T23:20:00Z,48.00,54.00
2025-07-14T23:21:00Z,48.80,54.00
2025-07-14T23:31:00Z,48.80,53.56
2025-07-14T23:42:00Z,49.00,53.56
2025-07-14T23:49:00Z,49.00,53.56
2025-07-14T23:53:00Z,48.00,53.56
2025-07-14T23:54:00Z,48.00,52.00
2025-07-15T00:06:00Z,49.00,52.00
2025-07-15T00:10:00Z,49.00,52.00
2025-07-15T00:17:00Z,49.00,52.00
2025-07-15T00:25:00Z,50.00,52.00
2025-07-15T00:40:00Z,50.00,52.00
2025-07-15T00:46:00Z,50.00,52.00
2025-07-15T00:55:00Z,50.00,52.00
2025-07-15T01:18:00Z,50.00,52.00
2025-07-15T01:33:00Z,49.00,52.00
2025-07-15T01:34:00Z,49.00,52.00
2025-07-15T01:35:00Z,49.00,52.00
2025-07-15T01:36:00Z,49.00,52.00
2025-07-15T01:37:00Z,49.00,52.00
2025-07-15T01:38:00Z,49.00,52.00
2025-07-15T01:39:00Z,49.99,52.00
2025-07-15T01:41:00Z,49.00,52.00
2025-07-15T01:44:00Z,49.00,52.00
2025-07-15T01:51:00Z,49.00,52.64
2025-07-15T01:52:00Z,49.00,52.64
2025-07-15T01:54:00Z,49.00,52.64
2025-07-15T01:57:00Z,49.00,51.00
2025-07-15T02:00:00Z,49.00,51.00
2025-07-15T02:01:00Z,49.00,51.88
2025-07-15T02:02:00Z,50.00,51.88
2025-07-15T02:03:00Z,50.00,52.83
2025-07-15T02:04:00Z,49.00,52.83
2025-07-15T02:05:00Z,49.00,53.00
2025-07-15T02:07:00Z,49.00,53.00
2025-07-15T02:08:00Z,49.00,52.00
2025-07-15T02:12:00Z,49.00,52.00
2025-07-15T02:13:00Z,49.00,52.00
2025-07-15T02:14:00Z,49.47,52.00
2025-07-15T02:15:00Z,50.00,52.00
2025-07-15T02:27:00Z,51.00,52.00
2025-07-15T02:29:00Z,51.00,50.00
2025-07-15T02:31:00Z,52.00,50.00
2025-07-15T02:34:00Z,50.00,50.00
2025-07-15T02:38:00Z,50.00,50.00
2025-07-15T02:39:00Z,47.00,50.00
2025-07-15T02:40:00Z,47.00,53.00
2025-07-15T02:42:00Z,50.00,53.00
2025-07-15T02:50:00Z,50.00,53.00
2025-07-15T02:53:00Z,50.00,52.00
2025-07-15T02:54:00Z,50.00,52.00
2025-07-15T02:55:00Z,51.00,52.00
2025-07-15T02:56:00Z,51.00,52.00
2025-07-15T02:57:00Z,51.00,52.00
2025-07-15T02:58:00Z,51.00,59.02
2025-07-15T02:59:00Z,51.00,53.00
2025-07-15T03:00:00Z,51.00,53.37
2025-07-15T03:01:00Z,51.00,53.00
2025-07-15T03:03:00Z,51.00,53.00
2025-07-15T03:04:00Z,51.00,53.00
2025-07-15T03:06:00Z,51.00,53.00
2025-07-15T03:07:00Z,51.00,53.67
2025-07-15T03:08:00Z,48.64,53.67
2025-07-15T03:09:00Z,48.00,53.67
