# event_ticker=KXATPCHALLENGERMATCH-26MAR30JONSUN
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Maximus Jones
# fav_player=Fajing Sun
# dog_player=Maximus Jones
# kalshi_date=2026-03-30
timestamp,Fajing Sun,Maximus Jones
2026-03-30T14:27:00Z,58.00,
2026-03-30T14:59:00Z,58.00,
2026-03-30T16:00:00Z,58.00,43.58
2026-03-30T16:02:00Z,58.00,43.58
2026-03-30T16:56:00Z,58.00,43.00
2026-03-30T17:07:00Z,56.00,43.00
2026-03-30T17:51:00Z,57.00,43.00
2026-03-30T18:02:00Z,58.34,43.00
2026-03-30T18:53:00Z,59.00,43.00
2026-03-30T19:57:00Z,59.00,43.00
2026-03-30T19:58:00Z,59.00,43.00
2026-03-30T20:57:00Z,59.00,43.00
2026-03-30T21:16:00Z,59.00,43.00
2026-03-30T22:17:00Z,59.00,43.00
2026-03-30T22:41:00Z,59.00,43.00
2026-03-30T22:54:00Z,59.00,43.00
2026-03-30T22:58:00Z,59.00,43.00
2026-03-30T23:05:00Z,59.00,43.00
2026-03-30T23:23:00Z,59.00,43.00
2026-03-30T23:50:00Z,59.00,43.00
2026-03-31T00:18:00Z,59.00,43.00
2026-03-31T00:32:00Z,59.00,42.00
2026-03-31T00:39:00Z,58.00,42.00
2026-03-31T00:42:00Z,59.00,42.00
2026-03-31T00:45:00Z,59.00,42.00
2026-03-31T00:48:00Z,59.00,42.00
2026-03-31T01:06:00Z,59.00,42.00
2026-03-31T01:09:00Z,59.00,42.00
2026-03-31T01:21:00Z,59.00,42.00
2026-03-31T01:22:00Z,59.00,42.00
2026-03-31T01:23:00Z,59.00,42.00
2026-03-31T01:34:00Z,59.00,42.00
2026-03-31T01:39:00Z,59.00,42.00
2026-03-31T01:40:00Z,59.48,42.00
2026-03-31T01:44:00Z,60.00,42.00
2026-03-31T01:45:00Z,60.00,42.00
2026-03-31T01:49:00Z,60.00,42.00
2026-03-31T01:50:00Z,60.00,42.00
2026-03-31T01:51:00Z,60.00,42.00
2026-03-31T01:53:00Z,60.00,42.00
2026-03-31T02:04:00Z,60.00,41.00
2026-03-31T02:09:00Z,60.00,41.00
2026-03-31T02:10:00Z,60.00,40.00
2026-03-31T02:12:00Z,60.00,39.00
2026-03-31T02:13:00Z,60.00,39.00
2026-03-31T02:14:00Z,63.54,39.22
2026-03-31T02:15:00Z,59.86,38.34
2026-03-31T02:16:00Z,59.08,35.54
2026-03-31T02:17:00Z,68.27,33.39
2026-03-31T02:18:00Z,65.55,36.18
2026-03-31T02:19:00Z,59.00,36.18
2026-03-31T02:20:00Z,58.00,36.18
2026-03-31T02:21:00Z,60.55,36.18
2026-03-31T02:22:00Z,64.14,36.18
2026-03-31T02:23:00Z,68.42,31.66
2026-03-31T02:24:00Z,73.33,28.00
2026-03-31T02:25:00Z,71.72,29.03
2026-03-31T02:26:00Z,71.37,32.00
2026-03-31T02:28:00Z,63.78,37.13
2026-03-31T02:29:00Z,66.10,33.97
2026-03-31T02:30:00Z,68.89,34.00
2026-03-31T02:31:00Z,61.97,35.47
2026-03-31T02:32:00Z,56.17,43.35
2026-03-31T02:33:00Z,51.00,48.54
2026-03-31T02:34:00Z,50.99,51.04
2026-03-31T02:35:00Z,48.27,52.64
2026-03-31T02:36:00Z,50.58,51.43
2026-03-31T02:37:00Z,50.51,49.86
2026-03-31T02:38:00Z,50.39,48.99
2026-03-31T02:39:00Z,54.10,46.00
2026-03-31T02:40:00Z,53.48,45.95
2026-03-31T02:41:00Z,57.10,44.83
2026-03-31T02:42:00Z,56.01,46.72
2026-03-31T02:43:00Z,55.78,46.47
2026-03-31T02:44:00Z,56.00,47.00
2026-03-31T02:45:00Z,51.77,49.59
2026-03-31T02:46:00Z,49.53,50.11
2026-03-31T02:47:00Z,41.96,60.58
2026-03-31T02:48:00Z,34.64,65.59
2026-03-31T02:49:00Z,35.55,65.20
2026-03-31T02:50:00Z,37.54,61.48
2026-03-31T02:51:00Z,42.66,58.37
2026-03-31T02:52:00Z,44.14,56.19
2026-03-31T02:53:00Z,40.33,61.37
2026-03-31T02:54:00Z,40.61,64.12
2026-03-31T02:55:00Z,35.61,64.44
2026-03-31T02:56:00Z,33.41,68.04
2026-03-31T02:57:00Z,31.55,69.60
2026-03-31T02:58:00Z,31.50,67.09
2026-03-31T02:59:00Z,27.04,73.41
2026-03-31T03:00:00Z,27.42,72.30
2026-03-31T03:01:00Z,24.39,73.81
2026-03-31T03:02:00Z,21.80,78.76
2026-03-31T03:03:00Z,21.61,80.55
2026-03-31T03:04:00Z,19.03,80.99
2026-03-31T03:05:00Z,16.88,84.28
2026-03-31T03:06:00Z,9.52,91.09
2026-03-31T03:07:00Z,10.08,88.63
2026-03-31T03:08:00Z,12.84,88.63
2026-03-31T03:09:00Z,14.61,87.64
2026-03-31T03:10:00Z,8.28,90.05
2026-03-31T03:11:00Z,7.01,93.13
2026-03-31T03:12:00Z,6.01,93.95
2026-03-31T03:13:00Z,3.72,96.43
2026-03-31T03:14:00Z,5.33,96.00
2026-03-31T03:15:00Z,1.62,98.67
2026-03-31T03:16:00Z,1.04,98.75
2026-03-31T03:17:00Z,1.00,99.00
2026-03-31T03:18:00Z,1.00,99.00
2026-03-31T03:19:00Z,1.00,99.00
2026-03-31T03:20:00Z,1.00,99.00
2026-03-31T03:21:00Z,1.00,99.00
2026-03-31T03:22:00Z,1.00,99.00
2026-03-31T03:23:00Z,1.00,99.00
2026-03-31T03:25:00Z,1.00,99.00
2026-03-31T03:26:00Z,1.00,99.00
2026-03-31T03:27:00Z,1.00,99.00
