# event_ticker=KXATPCHALLENGERMATCH-26APR29NAVDZU
# final_score=6-4 3-0 RET
# match_winner=Emilio Nava
# fav_player=Emilio Nava
# dog_player=Damir Dzumhur
# kalshi_date=2026-04-29
timestamp,Emilio Nava,Damir Dzumhur
2026-04-29T06:56:00Z,61.00,
2026-04-29T07:39:00Z,61.00,
2026-04-29T07:58:00Z,61.00,40.00
2026-04-29T08:07:00Z,61.90,40.00
2026-04-29T08:53:00Z,62.00,40.00
2026-04-29T09:01:00Z,62.00,40.00
2026-04-29T09:35:00Z,60.00,40.00
2026-04-29T09:58:00Z,60.00,40.00
2026-04-29T10:04:00Z,61.00,40.00
2026-04-29T10:24:00Z,61.00,40.00
2026-04-29T10:46:00Z,61.25,40.00
2026-04-29T11:01:00Z,61.25,40.00
2026-04-29T11:17:00Z,62.00,40.00
2026-04-29T11:24:00Z,62.00,40.00
2026-04-29T12:15:00Z,62.00,40.00
2026-04-29T12:18:00Z,62.00,40.00
2026-04-29T12:33:00Z,62.00,40.00
2026-04-29T12:42:00Z,63.00,40.00
2026-04-29T13:21:00Z,63.00,39.00
2026-04-29T13:34:00Z,62.00,39.00
2026-04-29T13:41:00Z,62.00,39.00
2026-04-29T13:50:00Z,62.00,39.00
2026-04-29T13:54:00Z,62.00,39.00
2026-04-29T14:04:00Z,62.00,39.00
2026-04-29T14:12:00Z,64.00,39.00
2026-04-29T14:18:00Z,63.00,39.00
2026-04-29T14:20:00Z,63.85,39.00
2026-04-29T14:21:00Z,64.00,39.00
2026-04-29T14:28:00Z,64.00,39.00
2026-04-29T14:30:00Z,64.00,39.00
2026-04-29T14:31:00Z,63.00,39.00
2026-04-29T14:32:00Z,63.00,37.71
2026-04-29T14:44:00Z,63.00,39.00
2026-04-29T14:47:00Z,64.00,39.00
2026-04-29T14:48:00Z,64.00,39.00
2026-04-29T14:54:00Z,65.00,39.00
2026-04-29T14:56:00Z,65.00,39.00
2026-04-29T14:59:00Z,63.00,39.00
2026-04-29T15:01:00Z,65.71,39.00
2026-04-29T15:03:00Z,66.00,39.00
2026-04-29T15:05:00Z,66.00,39.00
2026-04-29T15:06:00Z,66.00,35.00
2026-04-29T15:07:00Z,65.00,35.00
2026-04-29T15:08:00Z,66.00,35.00
2026-04-29T15:12:00Z,66.00,35.00
2026-04-29T15:13:00Z,66.00,35.00
2026-04-29T15:14:00Z,66.00,35.00
2026-04-29T15:16:00Z,65.00,35.00
2026-04-29T15:17:00Z,66.00,35.00
2026-04-29T15:18:00Z,66.00,35.00
2026-04-29T15:22:00Z,66.00,35.00
2026-04-29T15:23:00Z,66.76,35.00
2026-04-29T15:24:00Z,66.00,35.00
2026-04-29T15:26:00Z,65.00,35.00
2026-04-29T15:30:00Z,65.00,35.00
2026-04-29T15:32:00Z,66.00,35.00
2026-04-29T15:33:00Z,66.00,35.00
2026-04-29T15:34:00Z,66.00,36.13
2026-04-29T15:37:00Z,66.00,36.00
2026-04-29T15:38:00Z,66.00,36.00
2026-04-29T15:52:00Z,65.00,36.00
2026-04-29T15:53:00Z,66.03,36.00
2026-04-29T15:54:00Z,66.96,36.00
2026-04-29T15:56:00Z,66.00,36.00
2026-04-29T15:57:00Z,66.00,36.00
2026-04-29T15:58:00Z,66.00,36.00
2026-04-29T15:59:00Z,66.00,36.00
