# event_ticker=KXATPCHALLENGERMATCH-26APR29NAVDZU
# final_score=6-4 3-0 RET
# match_winner=Emilio Nava
# fav_player=Emilio Nava
# dog_player=Damir Dzumhur
# kalshi_date=2026-04-29
timestamp,Emilio Nava,Damir Dzumhur
2026-04-29T16:00:00Z,66.00,36.00
2026-04-29T16:01:00Z,64.00,36.00
2026-04-29T16:02:00Z,65.00,36.00
2026-04-29T16:05:00Z,65.00,36.00
2026-04-29T16:07:00Z,65.00,36.00
2026-04-29T16:08:00Z,65.00,36.00
2026-04-29T16:11:00Z,64.52,36.00
2026-04-29T16:12:00Z,65.00,36.00
2026-04-29T16:14:00Z,65.00,36.00
2026-04-29T16:15:00Z,63.00,36.00
2026-04-29T16:16:00Z,63.00,36.00
2026-04-29T16:17:00Z,63.00,37.00
2026-04-29T16:18:00Z,64.39,37.00
2026-04-29T16:19:00Z,65.54,37.00
2026-04-29T16:20:00Z,65.00,37.00
2026-04-29T16:21:00Z,65.00,37.00
2026-04-29T16:22:00Z,64.00,37.00
2026-04-29T16:23:00Z,64.99,37.00
2026-04-29T16:24:00Z,65.00,37.00
2026-04-29T16:25:00Z,65.00,37.00
2026-04-29T16:26:00Z,65.00,37.00
2026-04-29T16:27:00Z,66.00,37.00
2026-04-29T16:28:00Z,64.76,37.00
2026-04-29T16:29:00Z,64.76,37.00
2026-04-29T16:31:00Z,65.87,36.00
2026-04-29T16:32:00Z,66.00,36.00
2026-04-29T16:33:00Z,65.66,36.00
2026-04-29T16:34:00Z,66.00,36.17
2026-04-29T16:35:00Z,66.00,36.00
2026-04-29T16:38:00Z,64.51,36.00
2026-04-29T16:40:00Z,66.00,36.00
2026-04-29T16:41:00Z,66.00,36.00
2026-04-29T16:47:00Z,66.00,36.77
2026-04-29T16:48:00Z,66.00,37.00
2026-04-29T16:49:00Z,66.00,36.76
2026-04-29T16:51:00Z,66.00,36.00
2026-04-29T16:53:00Z,64.00,36.00
2026-04-29T16:55:00Z,63.72,36.00
2026-04-29T16:56:00Z,66.00,36.00
2026-04-29T16:57:00Z,63.56,36.00
2026-04-29T16:58:00Z,65.53,36.00
2026-04-29T16:59:00Z,65.53,37.00
2026-04-29T17:02:00Z,66.00,36.00
2026-04-29T17:06:00Z,63.00,36.00
2026-04-29T17:08:00Z,64.05,36.00
2026-04-29T17:09:00Z,63.76,36.00
2026-04-29T17:14:00Z,64.00,38.00
2026-04-29T17:22:00Z,64.00,38.00
2026-04-29T17:24:00Z,64.00,38.00
2026-04-29T17:25:00Z,64.00,38.00
2026-04-29T17:27:00Z,63.00,38.00
2026-04-29T17:32:00Z,61.00,38.00
2026-04-29T17:33:00Z,61.00,38.00
2026-04-29T17:34:00Z,60.00,40.24
2026-04-29T17:38:00Z,61.00,40.24
2026-04-29T17:39:00Z,61.00,41.00
2026-04-29T17:40:00Z,61.00,41.00
2026-04-29T17:42:00Z,61.00,41.00
2026-04-29T17:44:00Z,61.00,41.00
2026-04-29T17:45:00Z,61.00,41.00
2026-04-29T17:47:00Z,61.84,41.00
2026-04-29T17:48:00Z,61.84,41.00
2026-04-29T17:49:00Z,61.84,41.00
2026-04-29T17:50:00Z,61.00,41.00
2026-04-29T17:51:00Z,61.00,41.00
2026-04-29T17:52:00Z,61.00,41.00
2026-04-29T17:54:00Z,60.56,41.00
2026-04-29T17:56:00Z,60.00,41.00
2026-04-29T17:57:00Z,60.00,41.00
2026-04-29T17:58:00Z,60.00,41.00
2026-04-29T18:00:00Z,60.00,41.00
2026-04-29T18:01:00Z,60.49,41.00
2026-04-29T18:02:00Z,59.00,41.00
2026-04-29T18:04:00Z,61.00,41.00
2026-04-29T18:05:00Z,61.68,41.00
2026-04-29T18:06:00Z,60.00,41.00
2026-04-29T18:07:00Z,60.56,41.00
2026-04-29T18:08:00Z,61.85,39.00
2026-04-29T18:09:00Z,61.30,41.00
2026-04-29T18:10:00Z,60.95,41.00
2026-04-29T18:11:00Z,60.31,41.31
2026-04-29T18:12:00Z,60.70,42.00
2026-04-29T18:13:00Z,60.00,41.86
2026-04-29T18:14:00Z,60.00,42.00
2026-04-29T18:15:00Z,61.56,42.00
2026-04-29T18:16:00Z,60.00,42.00
2026-04-29T18:17:00Z,61.31,42.00
2026-04-29T18:18:00Z,60.52,42.00
2026-04-29T18:19:00Z,60.24,42.00
2026-04-29T18:20:00Z,61.00,42.00
2026-04-29T18:21:00Z,60.36,42.22
2026-04-29T18:22:00Z,59.00,42.00
2026-04-29T18:23:00Z,57.97,42.12
2026-04-29T18:24:00Z,59.14,40.09
2026-04-29T18:25:00Z,62.84,36.55
2026-04-29T18:26:00Z,67.77,32.84
2026-04-29T18:27:00Z,64.88,36.14
2026-04-29T18:28:00Z,63.37,37.13
2026-04-29T18:29:00Z,67.67,33.02
2026-04-29T18:30:00Z,66.12,35.24
2026-04-29T18:31:00Z,65.05,38.91
2026-04-29T18:32:00Z,59.03,39.13
2026-04-29T18:33:00Z,60.65,42.26
2026-04-29T18:34:00Z,62.96,39.00
2026-04-29T18:35:00Z,63.22,38.85
2026-04-29T18:36:00Z,63.43,39.52
2026-04-29T18:37:00Z,64.07,40.75
2026-04-29T18:38:00Z,59.56,40.97
2026-04-29T18:39:00Z,59.70,41.69
2026-04-29T18:40:00Z,59.73,40.84
2026-04-29T18:41:00Z,57.03,43.35
2026-04-29T18:42:00Z,56.54,44.86
2026-04-29T18:43:00Z,54.74,46.89
2026-04-29T18:44:00Z,58.82,43.98
2026-04-29T18:45:00Z,61.93,40.99
2026-04-29T18:46:00Z,62.04,38.37
2026-04-29T18:47:00Z,60.45,39.14
2026-04-29T18:48:00Z,62.06,40.00
2026-04-29T18:49:00Z,59.95,41.00
2026-04-29T18:50:00Z,60.04,40.64
2026-04-29T18:51:00Z,62.00,41.00
2026-04-29T18:52:00Z,59.00,41.32
2026-04-29T18:53:00Z,59.03,41.12
2026-04-29T18:54:00Z,60.61,40.00
2026-04-29T18:55:00Z,61.94,39.37
2026-04-29T18:56:00Z,61.20,39.45
2026-04-29T18:57:00Z,61.17,40.53
2026-04-29T18:58:00Z,62.00,39.00
2026-04-29T18:59:00Z,60.03,41.55
2026-04-29T19:00:00Z,57.12,43.37
2026-04-29T19:01:00Z,56.00,44.00
2026-04-29T19:02:00Z,57.78,44.00
2026-04-29T19:03:00Z,57.78,42.98
2026-04-29T19:04:00Z,58.41,42.00
2026-04-29T19:05:00Z,58.00,40.92
2026-04-29T19:06:00Z,62.18,37.88
2026-04-29T19:07:00Z,67.75,32.53
2026-04-29T19:08:00Z,71.96,32.10
2026-04-29T19:09:00Z,76.15,23.22
2026-04-29T19:10:00Z,77.85,23.45
2026-04-29T19:11:00Z,79.75,20.46
2026-04-29T19:12:00Z,80.96,20.58
2026-04-29T19:13:00Z,77.24,23.76
2026-04-29T19:14:00Z,80.87,20.00
2026-04-29T19:15:00Z,79.88,20.90
2026-04-29T19:16:00Z,80.40,21.94
2026-04-29T19:17:00Z,85.31,16.45
2026-04-29T19:18:00Z,88.77,10.82
2026-04-29T19:19:00Z,90.10,10.48
2026-04-29T19:20:00Z,91.93,9.57
2026-04-29T19:21:00Z,91.36,11.88
2026-04-29T19:22:00Z,88.81,11.00
2026-04-29T19:23:00Z,89.89,11.28
2026-04-29T19:24:00Z,87.90,13.17
2026-04-29T19:25:00Z,85.94,15.26
2026-04-29T19:26:00Z,82.16,20.69
2026-04-29T19:27:00Z,83.57,15.98
2026-04-29T19:28:00Z,86.28,15.15
2026-04-29T19:29:00Z,90.60,9.96
2026-04-29T19:30:00Z,88.89,11.00
2026-04-29T19:31:00Z,91.25,8.73
2026-04-29T19:32:00Z,92.45,8.39
2026-04-29T19:33:00Z,97.50,3.37
2026-04-29T19:34:00Z,98.16,1.20
2026-04-29T19:35:00Z,99.00,1.00
2026-04-29T19:36:00Z,99.00,1.00
2026-04-29T19:37:00Z,99.00,1.00
2026-04-29T19:38:00Z,99.00,1.00
2026-04-29T19:39:00Z,99.00,1.00
2026-04-29T19:40:00Z,99.00,1.00
2026-04-29T19:41:00Z,99.00,1.00
2026-04-29T19:42:00Z,99.00,1.00
2026-04-29T19:43:00Z,99.00,1.00
