# event_ticker=KXATPMATCH-25OCT21BAEOPE
# final_score=6-3 6-4
# match_winner=Reilly Opelka
# fav_player=Reilly Opelka
# dog_player=Sebastian Baez
# kalshi_date=2025-10-21
timestamp,Reilly Opelka,Sebastian Baez
2025-10-21T00:19:00Z,,31.00
2025-10-21T00:20:00Z,,31.00
2025-10-21T01:05:00Z,70.00,31.00
2025-10-21T01:06:00Z,70.00,31.00
2025-10-21T01:22:00Z,70.00,31.00
2025-10-21T01:38:00Z,70.00,31.00
2025-10-21T01:44:00Z,70.00,31.69
2025-10-21T01:53:00Z,70.00,31.69
2025-10-21T02:05:00Z,70.00,31.69
2025-10-21T02:10:00Z,70.00,31.69
2025-10-21T02:23:00Z,70.00,31.69
2025-10-21T02:24:00Z,70.00,31.69
2025-10-21T02:28:00Z,70.00,31.00
2025-10-21T02:34:00Z,70.00,31.00
2025-10-21T02:52:00Z,70.00,31.00
2025-10-21T02:53:00Z,70.00,31.00
2025-10-21T02:55:00Z,70.00,31.00
2025-10-21T02:57:00Z,70.00,31.00
2025-10-21T03:00:00Z,70.00,30.00
2025-10-21T03:13:00Z,70.00,30.00
2025-10-21T03:16:00Z,71.00,30.00
2025-10-21T03:20:00Z,71.00,30.00
2025-10-21T03:27:00Z,71.00,30.00
2025-10-21T03:40:00Z,71.00,30.00
2025-10-21T03:46:00Z,71.00,30.00
2025-10-21T03:47:00Z,71.00,31.00
2025-10-21T03:51:00Z,71.00,31.00
2025-10-21T03:56:00Z,71.00,31.00
2025-10-21T03:59:00Z,71.00,31.00
2025-10-21T04:00:00Z,71.00,31.00
2025-10-21T04:07:00Z,71.00,31.00
2025-10-21T04:11:00Z,71.00,31.00
2025-10-21T04:13:00Z,71.00,30.00
2025-10-21T04:14:00Z,71.00,30.00
2025-10-21T04:15:00Z,71.00,29.00
2025-10-21T04:17:00Z,71.00,29.00
2025-10-21T04:18:00Z,71.00,31.00
2025-10-21T04:23:00Z,71.00,31.00
2025-10-21T04:33:00Z,71.00,31.00
2025-10-21T04:36:00Z,71.00,31.00
2025-10-21T04:38:00Z,71.00,31.00
2025-10-21T04:43:00Z,71.00,30.00
2025-10-21T04:48:00Z,71.00,30.00
2025-10-21T04:50:00Z,71.00,30.00
2025-10-21T04:51:00Z,71.00,30.00
2025-10-21T04:54:00Z,71.00,30.00
2025-10-21T05:03:00Z,71.00,30.00
2025-10-21T05:04:00Z,71.00,30.00
2025-10-21T05:06:00Z,71.00,30.00
2025-10-21T05:10:00Z,71.00,30.00
2025-10-21T05:12:00Z,71.00,30.00
2025-10-21T05:13:00Z,71.00,30.00
2025-10-21T05:14:00Z,71.00,30.00
2025-10-21T05:19:00Z,71.00,30.00
2025-10-21T05:21:00Z,71.00,29.00
2025-10-21T05:22:00Z,71.00,29.00
2025-10-21T05:26:00Z,71.00,29.00
2025-10-21T05:27:00Z,71.00,30.00
2025-10-21T05:31:00Z,71.00,30.00
2025-10-21T05:32:00Z,71.00,29.00
2025-10-21T05:33:00Z,71.00,29.00
