# event_ticker=KXATPMATCH-26APR01DARBEL
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Luciano Darderi
# fav_player=Mattia Bellucci
# dog_player=Luciano Darderi
# kalshi_date=2026-04-01
timestamp,Mattia Bellucci,Luciano Darderi
2026-04-01T01:49:00Z,,76.96
2026-04-01T01:57:00Z,,77.00
2026-04-01T02:46:00Z,24.00,77.00
2026-04-01T02:57:00Z,24.00,77.00
2026-04-01T03:19:00Z,24.00,77.00
2026-04-01T03:20:00Z,24.00,77.00
2026-04-01T03:32:00Z,24.00,77.00
2026-04-01T03:34:00Z,24.00,77.00
2026-04-01T03:43:00Z,24.00,77.99
2026-04-01T03:46:00Z,23.00,77.99
2026-04-01T04:00:00Z,23.00,78.00
2026-04-01T04:03:00Z,23.00,78.00
2026-04-01T04:06:00Z,23.00,78.00
2026-04-01T04:19:00Z,23.00,78.00
2026-04-01T04:20:00Z,24.00,78.00
2026-04-01T04:26:00Z,24.00,78.00
2026-04-01T04:36:00Z,24.00,78.00
2026-04-01T04:40:00Z,24.00,78.00
2026-04-01T04:58:00Z,24.00,78.00
2026-04-01T05:07:00Z,24.00,78.00
2026-04-01T05:13:00Z,24.00,78.00
2026-04-01T05:18:00Z,23.00,78.00
2026-04-01T05:34:00Z,23.00,78.00
2026-04-01T05:35:00Z,24.00,78.00
2026-04-01T05:37:00Z,24.00,78.00
2026-04-01T05:42:00Z,24.00,78.00
2026-04-01T05:45:00Z,24.00,78.00
2026-04-01T05:46:00Z,24.00,78.39
2026-04-01T05:54:00Z,24.00,79.00
2026-04-01T05:55:00Z,24.00,79.64
2026-04-01T05:58:00Z,22.42,79.64
2026-04-01T06:00:00Z,22.42,79.00
2026-04-01T06:04:00Z,22.00,79.00
2026-04-01T06:09:00Z,22.00,79.00
2026-04-01T06:11:00Z,22.00,80.00
2026-04-01T06:13:00Z,22.00,80.00
2026-04-01T06:14:00Z,22.00,80.00
2026-04-01T06:25:00Z,22.00,79.96
2026-04-01T06:32:00Z,22.00,79.00
2026-04-01T06:39:00Z,22.00,79.00
2026-04-01T06:41:00Z,22.00,79.00
2026-04-01T06:44:00Z,22.00,79.00
2026-04-01T06:45:00Z,22.00,80.00
2026-04-01T06:46:00Z,22.00,80.00
2026-04-01T06:47:00Z,22.00,80.00
2026-04-01T06:48:00Z,22.00,80.00
2026-04-01T06:55:00Z,22.00,80.00
2026-04-01T06:57:00Z,22.00,80.00
2026-04-01T07:08:00Z,22.00,79.00
2026-04-01T07:16:00Z,22.00,78.00
2026-04-01T07:17:00Z,22.00,79.00
2026-04-01T07:21:00Z,22.00,79.00
2026-04-01T07:27:00Z,22.00,79.00
2026-04-01T07:37:00Z,21.50,79.00
2026-04-01T07:38:00Z,21.50,79.00
2026-04-01T07:43:00Z,21.50,79.00
2026-04-01T07:50:00Z,21.50,78.00
2026-04-01T07:54:00Z,21.50,79.00
2026-04-01T08:27:00Z,22.00,79.00
2026-04-01T08:41:00Z,22.00,79.00
2026-04-01T08:53:00Z,22.00,79.00
2026-04-01T08:54:00Z,22.00,79.00
2026-04-01T09:16:00Z,22.00,79.00
2026-04-01T09:38:00Z,22.00,79.00
2026-04-01T09:57:00Z,22.00,79.00
2026-04-01T10:01:00Z,22.00,79.00
2026-04-01T10:11:00Z,22.00,79.00
2026-04-01T10:16:00Z,22.00,79.00
2026-04-01T10:18:00Z,22.00,79.00
2026-04-01T10:20:00Z,22.00,79.00
2026-04-01T10:29:00Z,22.00,79.00
2026-04-01T10:31:00Z,22.00,78.00
2026-04-01T10:35:00Z,22.00,79.00
2026-04-01T10:41:00Z,22.00,79.00
2026-04-01T10:51:00Z,21.00,79.00
2026-04-01T10:53:00Z,21.00,79.00
2026-04-01T10:54:00Z,21.00,79.00
2026-04-01T10:57:00Z,21.00,79.00
2026-04-01T11:14:00Z,21.00,79.00
2026-04-01T11:27:00Z,21.00,79.00
2026-04-01T11:28:00Z,21.00,79.00
2026-04-01T11:35:00Z,21.00,79.00
2026-04-01T11:38:00Z,21.00,79.00
2026-04-01T11:39:00Z,21.00,79.00
2026-04-01T11:42:00Z,21.00,79.00
2026-04-01T11:43:00Z,21.00,79.00
2026-04-01T11:44:00Z,21.00,79.00
2026-04-01T11:45:00Z,21.00,79.00
2026-04-01T11:49:00Z,21.00,78.00
2026-04-01T11:51:00Z,21.00,79.00
2026-04-01T11:53:00Z,21.00,79.65
2026-04-01T11:54:00Z,21.00,80.00
2026-04-01T12:00:00Z,21.00,80.00
2026-04-01T12:04:00Z,21.00,80.00
2026-04-01T12:06:00Z,21.00,80.00
2026-04-01T12:08:00Z,21.00,80.00
2026-04-01T12:12:00Z,21.00,80.00
2026-04-01T12:13:00Z,21.00,80.00
2026-04-01T12:18:00Z,21.00,79.00
2026-04-01T12:19:00Z,21.00,79.00
2026-04-01T12:20:00Z,21.00,80.00
2026-04-01T12:21:00Z,21.00,80.08
2026-04-01T12:23:00Z,21.00,81.00
2026-04-01T12:24:00Z,21.00,81.00
2026-04-01T12:25:00Z,21.00,81.00
2026-04-01T12:26:00Z,21.00,81.00
2026-04-01T12:28:00Z,21.00,81.00
2026-04-01T12:29:00Z,21.00,81.00
2026-04-01T12:30:00Z,21.00,81.00
2026-04-01T12:31:00Z,21.00,81.00
2026-04-01T12:32:00Z,21.00,81.00
2026-04-01T12:33:00Z,21.00,81.00
2026-04-01T12:34:00Z,21.00,81.00
2026-04-01T12:38:00Z,21.00,81.00
2026-04-01T12:39:00Z,21.00,81.00
2026-04-01T12:40:00Z,21.00,81.00
2026-04-01T12:41:00Z,21.00,81.00
2026-04-01T12:43:00Z,21.00,81.00
2026-04-01T12:44:00Z,21.00,81.00
2026-04-01T12:47:00Z,21.00,81.00
2026-04-01T12:49:00Z,21.00,81.00
2026-04-01T12:50:00Z,21.00,80.00
2026-04-01T12:51:00Z,20.00,80.00
2026-04-01T12:52:00Z,20.00,80.00
2026-04-01T12:53:00Z,20.00,82.00
2026-04-01T12:55:00Z,20.00,82.00
2026-04-01T12:57:00Z,20.00,81.97
2026-04-01T12:58:00Z,21.00,82.00
2026-04-01T12:59:00Z,20.97,82.00
2026-04-01T13:01:00Z,21.00,82.00
2026-04-01T13:03:00Z,20.76,82.00
2026-04-01T13:05:00Z,20.76,82.00
2026-04-01T13:08:00Z,21.00,82.00
2026-04-01T13:09:00Z,21.00,82.00
2026-04-01T13:10:00Z,21.00,82.00
2026-04-01T13:11:00Z,21.00,82.00
2026-04-01T13:14:00Z,21.00,82.00
2026-04-01T13:15:00Z,21.00,82.00
2026-04-01T13:16:00Z,20.00,82.00
2026-04-01T13:20:00Z,20.00,82.00
2026-04-01T13:21:00Z,20.00,82.00
2026-04-01T13:22:00Z,20.00,82.00
2026-04-01T13:23:00Z,20.00,82.00
2026-04-01T13:24:00Z,20.00,80.00
2026-04-01T13:26:00Z,20.00,82.00
2026-04-01T13:27:00Z,20.00,82.00
2026-04-01T13:28:00Z,20.00,82.00
2026-04-01T13:29:00Z,20.00,82.00
2026-04-01T13:30:00Z,20.00,82.00
2026-04-01T13:31:00Z,20.00,82.00
2026-04-01T13:32:00Z,20.00,82.00
2026-04-01T13:33:00Z,20.00,82.00
2026-04-01T13:34:00Z,20.00,82.00
2026-04-01T13:35:00Z,20.00,82.00
2026-04-01T13:36:00Z,20.00,82.00
2026-04-01T13:37:00Z,19.73,82.22
2026-04-01T13:38:00Z,18.02,83.84
2026-04-01T13:39:00Z,18.00,83.84
2026-04-01T13:40:00Z,18.99,81.85
2026-04-01T13:41:00Z,17.01,83.70
2026-04-01T13:42:00Z,15.75,85.92
2026-04-01T13:43:00Z,13.81,88.06
2026-04-01T13:44:00Z,15.08,87.79
2026-04-01T13:45:00Z,18.45,87.77
2026-04-01T13:46:00Z,19.10,81.99
2026-04-01T13:47:00Z,19.91,81.49
2026-04-01T13:48:00Z,20.52,80.98
2026-04-01T13:49:00Z,19.88,80.36
2026-04-01T13:50:00Z,21.13,81.78
2026-04-01T13:51:00Z,21.79,80.27
2026-04-01T13:52:00Z,19.88,83.48
2026-04-01T13:53:00Z,19.92,82.54
2026-04-01T13:54:00Z,20.42,80.48
2026-04-01T13:55:00Z,23.17,78.00
2026-04-01T13:56:00Z,24.88,77.00
2026-04-01T13:57:00Z,24.03,77.36
2026-04-01T13:58:00Z,24.77,76.92
2026-04-01T13:59:00Z,26.89,75.51
2026-04-01T14:00:00Z,22.52,76.90
2026-04-01T14:01:00Z,24.97,78.29
2026-04-01T14:02:00Z,21.68,80.00
2026-04-01T14:03:00Z,21.44,80.06
2026-04-01T14:04:00Z,19.10,84.46
2026-04-01T14:05:00Z,9.82,89.98
2026-04-01T14:06:00Z,11.02,89.96
2026-04-01T14:07:00Z,12.24,89.00
2026-04-01T14:08:00Z,12.05,88.59
2026-04-01T14:09:00Z,9.85,90.93
2026-04-01T14:10:00Z,8.83,91.01
2026-04-01T14:11:00Z,10.20,90.95
2026-04-01T14:12:00Z,9.58,92.00
2026-04-01T14:13:00Z,10.26,90.99
2026-04-01T14:14:00Z,10.84,90.99
2026-04-01T14:15:00Z,9.81,91.72
2026-04-01T14:16:00Z,7.61,91.51
2026-04-01T14:17:00Z,8.78,92.10
2026-04-01T14:18:00Z,9.00,92.33
2026-04-01T14:19:00Z,10.92,90.10
2026-04-01T14:20:00Z,10.00,90.00
2026-04-01T14:21:00Z,12.00,88.77
2026-04-01T14:22:00Z,11.41,90.99
2026-04-01T14:23:00Z,8.21,91.19
2026-04-01T14:24:00Z,7.97,92.28
2026-04-01T14:25:00Z,7.99,92.61
2026-04-01T14:26:00Z,8.41,92.71
2026-04-01T14:27:00Z,6.44,93.97
2026-04-01T14:28:00Z,4.98,95.89
2026-04-01T14:29:00Z,4.87,95.00
2026-04-01T14:30:00Z,4.11,96.53
2026-04-01T14:31:00Z,4.91,96.12
2026-04-01T14:32:00Z,5.25,96.95
2026-04-01T14:33:00Z,2.40,97.73
2026-04-01T14:34:00Z,2.78,97.96
2026-04-01T14:35:00Z,2.86,97.93
2026-04-01T14:36:00Z,2.83,97.02
2026-04-01T14:37:00Z,3.14,97.83
2026-04-01T14:38:00Z,2.56,96.98
2026-04-01T14:39:00Z,2.49,97.48
2026-04-01T14:40:00Z,2.73,98.00
2026-04-01T14:41:00Z,2.48,97.99
2026-04-01T14:42:00Z,1.03,98.95
2026-04-01T14:43:00Z,1.11,99.00
2026-04-01T14:44:00Z,1.70,99.00
2026-04-01T14:45:00Z,1.70,99.00
2026-04-01T14:46:00Z,1.97,99.00
2026-04-01T14:47:00Z,1.05,99.00
2026-04-01T14:48:00Z,1.00,99.00
2026-04-01T14:49:00Z,1.00,99.00
2026-04-01T14:50:00Z,1.00,99.00
2026-04-01T14:51:00Z,1.00,99.00
2026-04-01T14:52:00Z,1.00,99.00
2026-04-01T14:53:00Z,1.00,99.00
2026-04-01T14:54:00Z,1.00,99.00
2026-04-01T14:55:00Z,1.00,99.00
2026-04-01T14:56:00Z,1.00,99.00
2026-04-01T14:57:00Z,1.00,99.00
2026-04-01T14:59:00Z,1.00,99.00
2026-04-01T15:00:00Z,1.00,99.00
2026-04-01T15:01:00Z,1.00,99.00
