# event_ticker=KXATPMATCH-26JAN16HUMMAC
# final_score=6-4 6-7(2) 6-2
# score_resolution=4-6 7-6 2-6
# match_winner=Tomas Machac
# fav_player=Ugo Humbert
# dog_player=Tomas Machac
# kalshi_date=2026-01-16
timestamp,Ugo Humbert,Tomas Machac
2026-01-16T17:05:00Z,,48.00
2026-01-16T17:11:00Z,,47.00
2026-01-16T17:21:00Z,55.00,47.00
2026-01-16T17:36:00Z,55.00,47.00
2026-01-16T17:48:00Z,55.00,47.00
2026-01-16T18:01:00Z,55.00,47.00
2026-01-16T18:04:00Z,54.00,47.00
2026-01-16T18:08:00Z,54.00,47.00
2026-01-16T18:09:00Z,54.00,47.00
2026-01-16T18:23:00Z,55.00,47.00
2026-01-16T18:28:00Z,55.00,47.00
2026-01-16T18:39:00Z,55.00,47.00
2026-01-16T18:46:00Z,55.00,47.00
2026-01-16T18:54:00Z,55.00,47.00
2026-01-16T19:06:00Z,55.00,47.00
2026-01-16T19:08:00Z,55.00,47.00
2026-01-16T19:21:00Z,55.00,47.00
2026-01-16T19:23:00Z,55.00,47.00
2026-01-16T19:30:00Z,55.00,47.00
2026-01-16T19:36:00Z,55.00,46.00
2026-01-16T19:37:00Z,55.00,46.00
2026-01-16T19:47:00Z,55.00,46.00
2026-01-16T19:53:00Z,54.00,46.00
2026-01-16T19:54:00Z,54.34,46.00
2026-01-16T20:00:00Z,54.34,47.00
2026-01-16T20:12:00Z,55.00,47.00
2026-01-16T20:46:00Z,55.00,47.00
2026-01-16T20:53:00Z,55.00,47.00
2026-01-16T20:57:00Z,55.00,47.00
2026-01-16T21:11:00Z,55.00,47.00
2026-01-16T21:21:00Z,55.00,47.00
2026-01-16T21:27:00Z,55.16,47.00
2026-01-16T21:28:00Z,56.00,47.00
2026-01-16T21:29:00Z,56.00,47.00
2026-01-16T21:32:00Z,56.00,46.00
2026-01-16T21:33:00Z,56.00,46.00
2026-01-16T21:36:00Z,56.00,46.00
2026-01-16T21:38:00Z,56.00,45.00
2026-01-16T21:40:00Z,56.00,45.00
2026-01-16T21:43:00Z,56.00,45.00
2026-01-16T21:46:00Z,56.00,45.00
2026-01-16T21:47:00Z,56.00,45.00
2026-01-16T21:56:00Z,57.00,45.00
2026-01-16T22:04:00Z,57.00,45.00
2026-01-16T22:09:00Z,57.00,45.00
2026-01-16T22:10:00Z,57.00,45.00
2026-01-16T22:11:00Z,57.00,45.00
2026-01-16T22:12:00Z,57.00,45.00
2026-01-16T22:13:00Z,57.00,45.00
2026-01-16T22:14:00Z,57.00,45.00
2026-01-16T22:17:00Z,57.00,45.00
2026-01-16T22:26:00Z,57.00,45.00
2026-01-16T22:30:00Z,57.00,45.00
2026-01-16T22:32:00Z,57.00,45.00
2026-01-16T22:35:00Z,57.00,45.00
2026-01-16T22:37:00Z,57.00,44.00
2026-01-16T22:40:00Z,57.00,44.00
2026-01-16T22:41:00Z,57.00,44.00
