# event_ticker=KXATPCHALLENGERMATCH-26MAY13VASFAR
# final_score=6-3 6-1
# match_winner=Jaime Faria
# fav_player=Jaime Faria
# dog_player=Eero Vasa
# kalshi_date=2026-05-13
timestamp,Eero Vasa,Jaime Faria
2026-05-13T01:33:00Z,,88.71
2026-05-13T01:34:00Z,,91.00
2026-05-13T01:45:00Z,,88.00
2026-05-13T02:09:00Z,,88.00
2026-05-13T02:21:00Z,12.00,88.00
2026-05-13T03:00:00Z,12.00,90.00
2026-05-13T04:09:00Z,12.00,90.00
2026-05-13T04:23:00Z,12.00,90.00
2026-05-13T05:03:00Z,12.00,90.00
2026-05-13T05:33:00Z,12.00,91.00
2026-05-13T06:27:00Z,10.00,91.00
2026-05-13T07:38:00Z,11.00,90.00
2026-05-13T08:54:00Z,11.00,90.00
2026-05-13T09:22:00Z,11.53,90.00
2026-05-13T10:24:00Z,12.00,90.00
2026-05-13T10:30:00Z,13.00,90.00
2026-05-13T10:38:00Z,13.00,89.00
2026-05-13T10:39:00Z,13.00,89.00
2026-05-13T11:06:00Z,13.00,89.00
2026-05-13T11:40:00Z,12.00,89.00
2026-05-13T11:41:00Z,10.87,90.00
2026-05-13T11:42:00Z,13.75,91.00
2026-05-13T11:43:00Z,10.23,91.00
2026-05-13T11:44:00Z,10.83,91.00
2026-05-13T11:45:00Z,9.00,91.00
2026-05-13T11:46:00Z,10.00,95.62
2026-05-13T11:47:00Z,10.00,95.62
2026-05-13T11:48:00Z,10.00,95.62
2026-05-13T11:51:00Z,4.85,95.00
2026-05-13T11:52:00Z,5.00,94.51
2026-05-13T11:53:00Z,5.08,94.09
2026-05-13T11:54:00Z,6.06,94.09
2026-05-13T11:55:00Z,6.00,94.09
2026-05-13T11:56:00Z,6.00,96.00
2026-05-13T11:57:00Z,6.22,96.00
2026-05-13T11:58:00Z,5.70,96.00
2026-05-13T11:59:00Z,5.00,96.00
2026-05-13T12:00:00Z,5.00,96.00
2026-05-13T12:01:00Z,6.00,97.00
2026-05-13T12:02:00Z,6.00,97.00
2026-05-13T12:03:00Z,4.02,97.00
2026-05-13T12:04:00Z,3.36,97.00
2026-05-13T12:05:00Z,3.00,97.00
2026-05-13T12:06:00Z,3.12,97.00
2026-05-13T12:07:00Z,4.03,97.00
2026-05-13T12:09:00Z,4.00,97.00
2026-05-13T12:10:00Z,2.00,98.00
2026-05-13T12:11:00Z,2.75,98.00
2026-05-13T12:12:00Z,1.02,98.00
2026-05-13T12:13:00Z,1.00,99.00
2026-05-13T12:14:00Z,2.00,99.00
2026-05-13T12:15:00Z,2.00,99.00
2026-05-13T12:17:00Z,2.00,99.00
2026-05-13T12:19:00Z,2.34,99.00
2026-05-13T12:22:00Z,1.00,99.00
2026-05-13T12:24:00Z,1.00,99.00
2026-05-13T12:26:00Z,1.00,99.00
2026-05-13T12:28:00Z,1.00,99.00
