# event_ticker=KXATPCHALLENGERMATCH-26APR17DELABO
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Hugo Dellien
# fav_player=Valerio Aboian
# dog_player=Hugo Dellien
# kalshi_date=2026-04-17
timestamp,Valerio Aboian,Hugo Dellien
2026-04-17T09:25:00Z,17.00,
2026-04-17T09:37:00Z,16.00,
2026-04-17T09:44:00Z,16.00,
2026-04-17T09:47:00Z,16.00,
2026-04-17T10:38:00Z,16.00,87.00
2026-04-17T11:08:00Z,16.00,86.00
2026-04-17T11:09:00Z,16.00,87.00
2026-04-17T11:27:00Z,16.00,87.00
2026-04-17T11:42:00Z,16.00,87.00
2026-04-17T11:53:00Z,16.00,85.00
2026-04-17T12:06:00Z,16.00,85.00
2026-04-17T12:12:00Z,16.00,86.00
2026-04-17T12:20:00Z,13.00,86.00
2026-04-17T12:21:00Z,13.00,87.00
2026-04-17T12:58:00Z,15.85,87.00
2026-04-17T13:12:00Z,15.16,87.00
2026-04-17T13:37:00Z,15.16,86.00
2026-04-17T13:41:00Z,15.16,86.00
2026-04-17T13:45:00Z,15.16,85.00
2026-04-17T13:53:00Z,15.16,85.00
2026-04-17T14:07:00Z,15.16,83.00
2026-04-17T14:10:00Z,15.16,85.00
2026-04-17T14:23:00Z,15.16,85.00
2026-04-17T14:25:00Z,15.16,85.00
2026-04-17T14:53:00Z,16.00,85.00
2026-04-17T15:05:00Z,16.00,85.00
2026-04-17T15:08:00Z,16.00,85.00
2026-04-17T15:09:00Z,16.00,85.00
2026-04-17T15:11:00Z,16.00,86.00
2026-04-17T15:12:00Z,16.00,84.00
2026-04-17T15:25:00Z,16.00,84.00
2026-04-17T15:27:00Z,16.00,84.00
2026-04-17T15:35:00Z,16.00,84.00
2026-04-17T15:37:00Z,16.00,84.00
2026-04-17T15:46:00Z,16.00,84.00
2026-04-17T15:48:00Z,16.00,84.00
2026-04-17T15:50:00Z,16.00,84.00
2026-04-17T16:07:00Z,16.00,84.00
2026-04-17T16:17:00Z,16.00,84.00
2026-04-17T16:29:00Z,16.00,85.00
2026-04-17T16:34:00Z,16.00,85.00
2026-04-17T16:38:00Z,16.00,85.00
2026-04-17T16:41:00Z,16.00,85.00
2026-04-17T16:50:00Z,16.00,85.00
2026-04-17T16:52:00Z,16.00,85.00
2026-04-17T16:55:00Z,16.00,85.00
2026-04-17T17:13:00Z,16.00,85.00
2026-04-17T17:19:00Z,16.00,85.00
