# event_ticker=KXATPCHALLENGERMATCH-26APR15BROIVA
# final_score=6-1 6-3
# score_resolution=1-6 3-6
# match_winner=Liam Broady
# fav_player=Ilya Ivashka
# dog_player=Liam Broady
# kalshi_date=2026-04-15
timestamp,Ilya Ivashka,Liam Broady
2026-04-15T16:38:00Z,31.00,
2026-04-15T17:11:00Z,31.00,72.00
2026-04-15T17:50:00Z,31.00,72.00
2026-04-15T18:04:00Z,31.00,72.00
2026-04-15T18:29:00Z,31.00,72.00
2026-04-15T18:45:00Z,31.00,72.00
2026-04-15T19:04:00Z,31.00,71.00
2026-04-15T19:11:00Z,31.00,72.00
2026-04-15T19:15:00Z,31.00,72.00
2026-04-15T19:18:00Z,31.00,72.00
2026-04-15T20:03:00Z,30.00,72.00
2026-04-15T20:06:00Z,30.00,71.00
2026-04-15T20:14:00Z,30.00,71.00
2026-04-15T20:34:00Z,30.00,71.00
2026-04-15T20:52:00Z,31.00,71.00
2026-04-15T21:16:00Z,31.00,72.00
2026-04-15T21:18:00Z,31.00,72.00
2026-04-15T21:26:00Z,31.00,70.00
2026-04-15T21:29:00Z,31.00,71.00
2026-04-15T21:32:00Z,31.00,71.00
2026-04-15T21:36:00Z,31.00,72.00
2026-04-15T21:44:00Z,31.00,72.00
2026-04-15T21:47:00Z,31.00,73.00
2026-04-15T22:13:00Z,31.00,72.00
2026-04-15T22:21:00Z,29.00,72.00
2026-04-15T22:32:00Z,29.00,72.00
2026-04-15T22:39:00Z,29.00,72.00
2026-04-15T22:52:00Z,29.00,72.00
2026-04-15T22:53:00Z,29.00,72.00
2026-04-15T22:54:00Z,29.00,72.00
2026-04-15T22:55:00Z,29.00,72.00
2026-04-15T23:01:00Z,29.00,72.85
2026-04-15T23:13:00Z,29.00,72.00
2026-04-15T23:20:00Z,29.00,73.00
2026-04-15T23:21:00Z,29.00,73.00
2026-04-15T23:23:00Z,30.00,73.00
2026-04-15T23:34:00Z,30.00,73.00
2026-04-15T23:35:00Z,30.00,73.00
2026-04-16T00:17:00Z,30.00,73.00
2026-04-16T00:29:00Z,30.00,73.00
2026-04-16T00:32:00Z,30.00,73.00
2026-04-16T00:42:00Z,29.00,73.00
2026-04-16T00:45:00Z,29.00,73.00
2026-04-16T00:54:00Z,29.00,73.00
2026-04-16T00:56:00Z,29.00,73.00
2026-04-16T01:05:00Z,29.00,73.00
2026-04-16T01:14:00Z,28.00,73.00
2026-04-16T01:32:00Z,28.00,73.00
2026-04-16T01:40:00Z,28.00,73.00
2026-04-16T01:46:00Z,28.00,73.00
2026-04-16T01:51:00Z,27.00,73.00
2026-04-16T01:53:00Z,27.00,73.00
2026-04-16T01:57:00Z,27.00,73.00
2026-04-16T02:02:00Z,27.00,73.00
2026-04-16T02:03:00Z,27.00,73.00
2026-04-16T02:15:00Z,27.00,73.00
2026-04-16T02:16:00Z,28.00,73.00
2026-04-16T02:18:00Z,28.00,73.00
2026-04-16T02:23:00Z,28.00,73.00
2026-04-16T02:24:00Z,28.00,73.00
2026-04-16T02:26:00Z,28.00,73.00
2026-04-16T02:27:00Z,29.00,73.00
2026-04-16T02:28:00Z,30.00,73.00
2026-04-16T02:29:00Z,30.00,73.00
2026-04-16T02:30:00Z,29.00,73.00
2026-04-16T02:31:00Z,29.00,73.00
2026-04-16T02:33:00Z,29.00,73.00
2026-04-16T02:34:00Z,29.00,73.00
2026-04-16T02:36:00Z,29.00,73.00
2026-04-16T02:37:00Z,29.00,73.00
2026-04-16T02:38:00Z,29.00,73.00
