# event_ticker=KXATPCHALLENGERMATCH-26FEB11KINARU
# final_score=6-2 7-5
# match_winner=Cannon Kingsley
# fav_player=Cannon Kingsley
# dog_player=Erik Arutiunian
# kalshi_date=2026-02-11
timestamp,Cannon Kingsley,Erik Arutiunian
2026-02-11T09:55:00Z,60.00,35.00
2026-02-11T09:59:00Z,67.00,35.00
2026-02-11T12:11:00Z,67.00,35.00
2026-02-11T12:35:00Z,67.00,33.00
2026-02-11T12:55:00Z,67.00,33.00
2026-02-11T13:11:00Z,67.00,33.00
2026-02-11T13:33:00Z,67.00,36.00
2026-02-11T13:38:00Z,68.00,36.00
2026-02-11T14:00:00Z,68.00,36.00
2026-02-11T14:07:00Z,68.00,36.00
2026-02-11T14:13:00Z,69.00,36.00
2026-02-11T14:27:00Z,69.00,36.00
2026-02-11T14:29:00Z,69.00,36.00
2026-02-11T14:35:00Z,69.00,36.00
2026-02-11T14:45:00Z,68.76,33.63
2026-02-11T14:50:00Z,69.00,33.63
2026-02-11T14:51:00Z,69.00,34.00
2026-02-11T14:53:00Z,69.00,34.00
2026-02-11T14:56:00Z,69.00,34.00
2026-02-11T15:18:00Z,68.93,34.00
2026-02-11T15:23:00Z,69.00,34.00
2026-02-11T15:26:00Z,69.00,34.00
2026-02-11T15:33:00Z,68.96,34.00
2026-02-11T15:34:00Z,69.00,34.00
2026-02-11T15:41:00Z,69.04,34.00
2026-02-11T15:52:00Z,70.00,30.58
2026-02-11T15:53:00Z,70.00,30.58
2026-02-11T16:01:00Z,69.00,30.58
2026-02-11T16:10:00Z,69.00,34.00
2026-02-11T16:13:00Z,69.00,34.00
2026-02-11T16:26:00Z,69.00,34.00
2026-02-11T16:29:00Z,69.00,34.00
2026-02-11T16:38:00Z,69.00,34.00
2026-02-11T16:47:00Z,69.00,34.00
2026-02-11T16:55:00Z,69.00,34.00
2026-02-11T16:58:00Z,69.00,34.00
2026-02-11T17:03:00Z,69.00,33.00
2026-02-11T17:05:00Z,69.00,33.00
2026-02-11T17:08:00Z,69.00,33.00
2026-02-11T17:09:00Z,69.00,33.00
2026-02-11T17:11:00Z,68.93,33.00
2026-02-11T17:12:00Z,68.00,33.00
2026-02-11T17:13:00Z,68.79,33.00
2026-02-11T17:14:00Z,68.79,33.64
2026-02-11T17:21:00Z,68.79,34.00
2026-02-11T17:23:00Z,69.00,34.00
2026-02-11T17:24:00Z,68.64,34.00
2026-02-11T17:25:00Z,68.64,34.00
2026-02-11T17:26:00Z,69.00,34.00
2026-02-11T17:29:00Z,69.00,34.00
2026-02-11T17:32:00Z,69.00,34.00
2026-02-11T17:34:00Z,69.00,34.00
2026-02-11T17:36:00Z,69.00,34.00
2026-02-11T17:37:00Z,68.00,34.00
2026-02-11T17:38:00Z,68.63,34.00
2026-02-11T17:39:00Z,69.00,34.00
2026-02-11T17:43:00Z,69.00,34.00
2026-02-11T17:46:00Z,68.00,34.00
2026-02-11T17:49:00Z,68.99,34.00
2026-02-11T17:53:00Z,68.84,34.00
2026-02-11T17:57:00Z,68.84,34.00
2026-02-11T18:00:00Z,69.00,34.00
2026-02-11T18:01:00Z,69.00,34.00
2026-02-11T18:03:00Z,69.00,34.00
2026-02-11T18:08:00Z,68.64,34.00
2026-02-11T18:09:00Z,68.64,34.00
2026-02-11T18:10:00Z,69.00,34.00
2026-02-11T18:11:00Z,69.00,34.00
2026-02-11T18:12:00Z,69.00,34.00
2026-02-11T18:13:00Z,69.00,34.00
2026-02-11T18:14:00Z,69.98,34.00
2026-02-11T18:15:00Z,69.98,34.99
2026-02-11T18:16:00Z,69.33,34.99
2026-02-11T18:17:00Z,69.00,35.00
2026-02-11T18:18:00Z,69.00,35.00
2026-02-11T18:19:00Z,68.31,35.00
2026-02-11T18:20:00Z,68.31,35.00
2026-02-11T18:21:00Z,72.37,33.92
2026-02-11T18:22:00Z,73.03,33.65
2026-02-11T18:23:00Z,73.58,33.65
2026-02-11T18:24:00Z,69.36,31.35
2026-02-11T18:25:00Z,65.82,37.00
2026-02-11T18:26:00Z,66.78,33.64
2026-02-11T18:27:00Z,69.62,33.64
2026-02-11T18:28:00Z,73.25,30.49
2026-02-11T18:29:00Z,70.99,27.51
2026-02-11T18:30:00Z,68.96,33.50
2026-02-11T18:31:00Z,71.22,29.25
2026-02-11T18:32:00Z,73.26,30.82
2026-02-11T18:33:00Z,74.19,30.82
2026-02-11T18:34:00Z,77.29,30.82
2026-02-11T18:35:00Z,81.43,24.00
2026-02-11T18:36:00Z,86.44,13.75
2026-02-11T18:37:00Z,85.13,15.95
2026-02-11T18:38:00Z,85.94,16.00
2026-02-11T18:39:00Z,83.79,15.00
2026-02-11T18:40:00Z,83.25,17.00
2026-02-11T18:41:00Z,82.18,16.90
2026-02-11T18:42:00Z,84.50,16.00
2026-02-11T18:43:00Z,86.63,13.78
2026-02-11T18:44:00Z,85.02,14.00
2026-02-11T18:45:00Z,84.31,16.47
2026-02-11T18:46:00Z,88.39,12.85
2026-02-11T18:47:00Z,89.01,11.47
2026-02-11T18:48:00Z,90.00,11.00
2026-02-11T18:49:00Z,89.01,10.19
2026-02-11T18:50:00Z,93.00,7.98
2026-02-11T18:51:00Z,94.84,6.24
2026-02-11T18:52:00Z,92.79,8.57
2026-02-11T18:53:00Z,96.09,3.74
2026-02-11T18:54:00Z,96.28,3.38
2026-02-11T18:55:00Z,96.67,2.12
2026-02-11T18:56:00Z,98.99,2.72
2026-02-11T18:57:00Z,97.12,1.99
2026-02-11T18:58:00Z,96.00,3.20
2026-02-11T18:59:00Z,97.00,1.39
2026-02-11T19:00:00Z,98.75,1.98
2026-02-11T19:01:00Z,97.80,1.98
2026-02-11T19:02:00Z,97.80,1.98
2026-02-11T19:03:00Z,97.80,1.98
2026-02-11T19:04:00Z,97.00,1.98
2026-02-11T19:05:00Z,97.00,2.00
2026-02-11T19:06:00Z,96.16,1.96
2026-02-11T19:07:00Z,96.16,1.00
2026-02-11T19:08:00Z,97.00,2.30
2026-02-11T19:09:00Z,97.00,2.00
2026-02-11T19:10:00Z,94.66,4.61
2026-02-11T19:11:00Z,90.99,9.67
2026-02-11T19:12:00Z,91.85,10.01
2026-02-11T19:13:00Z,88.23,12.10
2026-02-11T19:14:00Z,87.00,14.30
2026-02-11T19:15:00Z,82.13,22.66
2026-02-11T19:16:00Z,74.13,25.88
2026-02-11T19:17:00Z,77.36,26.38
2026-02-11T19:18:00Z,71.21,27.40
2026-02-11T19:19:00Z,68.46,30.75
2026-02-11T19:20:00Z,70.32,34.84
2026-02-11T19:21:00Z,78.91,18.63
2026-02-11T19:22:00Z,88.98,13.03
2026-02-11T19:23:00Z,86.12,10.08
2026-02-11T19:24:00Z,88.07,13.55
2026-02-11T19:25:00Z,89.47,11.75
2026-02-11T19:26:00Z,88.80,12.03
2026-02-11T19:27:00Z,89.51,11.31
2026-02-11T19:28:00Z,91.04,11.05
2026-02-11T19:29:00Z,96.52,4.81
2026-02-11T19:30:00Z,99.00,1.00
2026-02-11T19:31:00Z,99.00,1.00
2026-02-11T19:32:00Z,99.00,1.00
