# event_ticker=KXATPCHALLENGERMATCH-26APR27BENSIN
# final_score=6-7(4) 6-4 6-2
# score_resolution=7-6 4-6 2-6
# match_winner=Karim Bennani
# fav_player=Karan (IND) Singh
# dog_player=Karim Bennani
# kalshi_date=2026-04-27
timestamp,Karim Bennani,Karan (IND) Singh
2026-04-27T10:50:00Z,62.00,
2026-04-27T11:01:00Z,56.00,
2026-04-27T13:25:00Z,60.00,48.81
2026-04-27T13:50:00Z,60.00,42.00
2026-04-27T13:57:00Z,60.00,38.00
2026-04-27T14:06:00Z,64.00,38.00
2026-04-27T15:20:00Z,65.00,38.00
2026-04-27T15:26:00Z,65.00,35.00
2026-04-27T16:00:00Z,66.00,35.00
2026-04-27T16:20:00Z,66.00,35.00
2026-04-27T16:50:00Z,66.00,35.00
2026-04-27T16:58:00Z,66.00,35.00
2026-04-27T17:07:00Z,66.00,37.00
2026-04-27T17:49:00Z,66.00,37.00
2026-04-27T18:03:00Z,66.00,37.00
2026-04-27T18:35:00Z,66.00,37.00
2026-04-27T18:41:00Z,66.00,37.00
2026-04-27T18:43:00Z,66.00,37.00
2026-04-27T18:47:00Z,66.00,37.00
2026-04-27T19:04:00Z,66.00,37.00
2026-04-27T19:06:00Z,66.00,37.00
2026-04-27T19:39:00Z,66.00,37.00
2026-04-27T19:44:00Z,66.00,37.00
2026-04-27T19:51:00Z,66.00,37.00
2026-04-27T19:55:00Z,66.00,37.00
2026-04-27T19:59:00Z,66.00,37.00
2026-04-27T20:00:00Z,66.00,37.00
2026-04-27T20:02:00Z,65.00,37.00
2026-04-27T20:05:00Z,66.00,37.00
2026-04-27T20:08:00Z,66.00,37.00
2026-04-27T20:10:00Z,66.00,37.00
2026-04-27T20:29:00Z,66.00,37.00
2026-04-27T20:36:00Z,66.00,37.00
2026-04-27T20:42:00Z,66.00,37.00
2026-04-27T20:52:00Z,66.00,37.00
2026-04-27T20:54:00Z,66.00,37.00
2026-04-27T21:02:00Z,66.00,37.00
2026-04-27T21:04:00Z,66.00,37.00
2026-04-27T21:05:00Z,66.00,37.00
2026-04-27T21:06:00Z,66.00,37.00
2026-04-27T21:07:00Z,66.00,36.00
2026-04-27T21:09:00Z,66.00,37.00
2026-04-27T21:10:00Z,66.00,37.00
2026-04-27T21:13:00Z,66.00,37.00
2026-04-27T21:17:00Z,66.00,37.00
2026-04-27T21:18:00Z,66.00,37.00
2026-04-27T21:27:00Z,66.00,37.00
2026-04-27T21:31:00Z,66.00,37.00
2026-04-27T21:32:00Z,66.00,37.00
2026-04-27T21:34:00Z,66.00,37.00
2026-04-27T21:38:00Z,66.00,37.00
2026-04-27T21:40:00Z,65.00,37.00
2026-04-27T21:41:00Z,66.00,37.00
2026-04-27T21:42:00Z,66.00,37.00
2026-04-27T21:43:00Z,66.00,35.00
2026-04-27T21:53:00Z,66.00,35.00
2026-04-27T21:56:00Z,66.00,35.00
2026-04-27T21:58:00Z,66.00,36.21
2026-04-27T22:00:00Z,64.55,36.21
2026-04-27T22:05:00Z,66.00,36.21
2026-04-27T22:06:00Z,66.00,36.00
2026-04-27T22:08:00Z,65.00,36.00
2026-04-27T22:10:00Z,66.00,36.85
2026-04-27T22:12:00Z,65.00,36.85
2026-04-27T22:13:00Z,65.00,36.85
2026-04-27T22:14:00Z,65.00,36.85
2026-04-27T22:15:00Z,65.00,36.00
2026-04-27T22:16:00Z,65.00,36.00
2026-04-27T22:17:00Z,65.00,37.00
2026-04-27T22:18:00Z,65.00,37.00
2026-04-27T22:19:00Z,65.00,37.00
2026-04-27T22:20:00Z,65.00,37.00
2026-04-27T22:21:00Z,65.00,37.00
2026-04-27T22:22:00Z,65.00,37.00
2026-04-27T22:23:00Z,65.00,37.00
2026-04-27T22:24:00Z,65.00,36.64
2026-04-27T22:25:00Z,65.21,37.00
2026-04-27T22:26:00Z,66.28,35.22
2026-04-27T22:27:00Z,66.64,36.69
2026-04-27T22:28:00Z,66.00,36.84
2026-04-27T22:29:00Z,66.62,35.13
2026-04-27T22:30:00Z,65.53,35.75
2026-04-27T22:31:00Z,65.02,35.75
2026-04-27T22:32:00Z,67.68,34.91
2026-04-27T22:33:00Z,68.83,33.63
2026-04-27T22:34:00Z,69.35,30.86
2026-04-27T22:35:00Z,70.75,31.51
2026-04-27T22:36:00Z,65.98,34.54
2026-04-27T22:37:00Z,64.57,35.91
2026-04-27T22:38:00Z,67.98,32.93
2026-04-27T22:39:00Z,68.00,32.68
2026-04-27T22:40:00Z,64.69,35.67
2026-04-27T22:41:00Z,66.39,35.95
2026-04-27T22:42:00Z,67.79,35.38
2026-04-27T22:43:00Z,64.07,36.78
2026-04-27T22:44:00Z,66.75,36.35
2026-04-27T22:45:00Z,68.00,33.40
2026-04-27T22:46:00Z,68.40,32.03
2026-04-27T22:47:00Z,67.82,33.72
2026-04-27T22:48:00Z,68.57,34.43
2026-04-27T22:49:00Z,63.79,36.86
2026-04-27T22:50:00Z,66.14,35.49
2026-04-27T22:51:00Z,70.85,29.37
2026-04-27T22:52:00Z,69.19,33.08
2026-04-27T22:53:00Z,66.20,33.43
2026-04-27T22:54:00Z,69.35,32.50
2026-04-27T22:55:00Z,69.98,30.83
2026-04-27T22:56:00Z,68.89,32.93
2026-04-27T22:57:00Z,64.78,35.34
2026-04-27T22:58:00Z,65.17,35.51
2026-04-27T22:59:00Z,68.86,31.77
2026-04-27T23:00:00Z,67.99,32.43
2026-04-27T23:01:00Z,67.70,32.77
2026-04-27T23:02:00Z,67.63,32.76
2026-04-27T23:03:00Z,63.40,36.28
2026-04-27T23:04:00Z,61.92,38.36
2026-04-27T23:05:00Z,58.23,43.16
2026-04-27T23:06:00Z,59.99,42.90
2026-04-27T23:07:00Z,62.45,38.79
2026-04-27T23:08:00Z,64.41,36.22
2026-04-27T23:09:00Z,64.97,35.75
2026-04-27T23:10:00Z,60.97,39.42
2026-04-27T23:11:00Z,59.85,41.14
2026-04-27T23:12:00Z,60.86,40.36
2026-04-27T23:13:00Z,59.31,42.10
2026-04-27T23:14:00Z,56.11,46.77
2026-04-27T23:15:00Z,49.05,49.86
2026-04-27T23:16:00Z,44.15,56.65
2026-04-27T23:17:00Z,42.13,55.99
2026-04-27T23:18:00Z,38.07,62.04
2026-04-27T23:19:00Z,42.30,57.32
2026-04-27T23:20:00Z,47.21,52.76
2026-04-27T23:21:00Z,45.41,53.31
2026-04-27T23:22:00Z,36.43,65.76
2026-04-27T23:23:00Z,34.08,66.13
2026-04-27T23:24:00Z,31.38,68.59
2026-04-27T23:25:00Z,32.98,66.74
2026-04-27T23:26:00Z,37.37,61.07
2026-04-27T23:27:00Z,39.24,61.34
2026-04-27T23:28:00Z,41.27,59.70
2026-04-27T23:29:00Z,35.20,66.10
2026-04-27T23:30:00Z,33.69,65.36
2026-04-27T23:31:00Z,37.67,64.20
2026-04-27T23:32:00Z,38.16,59.98
2026-04-27T23:33:00Z,39.07,59.86
2026-04-27T23:34:00Z,34.77,65.23
2026-04-27T23:35:00Z,32.76,67.45
2026-04-27T23:36:00Z,29.39,70.81
2026-04-27T23:37:00Z,25.34,75.89
2026-04-27T23:38:00Z,23.87,75.96
2026-04-27T23:39:00Z,24.09,76.74
2026-04-27T23:40:00Z,28.95,71.59
2026-04-27T23:41:00Z,25.48,75.30
2026-04-27T23:42:00Z,29.81,73.33
2026-04-27T23:43:00Z,35.53,64.67
2026-04-27T23:44:00Z,41.34,58.50
2026-04-27T23:45:00Z,42.70,57.30
2026-04-27T23:46:00Z,47.11,53.82
2026-04-27T23:47:00Z,38.52,62.52
2026-04-27T23:48:00Z,36.70,64.89
2026-04-27T23:49:00Z,34.38,63.59
2026-04-27T23:50:00Z,32.36,67.99
2026-04-27T23:51:00Z,33.14,67.34
2026-04-27T23:52:00Z,36.47,65.05
2026-04-27T23:53:00Z,37.80,62.56
2026-04-27T23:54:00Z,40.30,62.04
2026-04-27T23:55:00Z,41.45,58.36
2026-04-27T23:56:00Z,38.32,61.44
2026-04-27T23:57:00Z,40.85,60.76
2026-04-27T23:58:00Z,35.10,65.33
2026-04-27T23:59:00Z,34.37,65.90
2026-04-28T00:00:00Z,34.96,66.00
2026-04-28T00:01:00Z,38.30,63.57
2026-04-28T00:02:00Z,41.81,60.60
2026-04-28T00:03:00Z,47.59,52.09
2026-04-28T00:04:00Z,49.37,51.24
2026-04-28T00:05:00Z,58.42,39.39
2026-04-28T00:06:00Z,59.97,40.36
2026-04-28T00:07:00Z,60.71,40.08
2026-04-28T00:08:00Z,65.69,33.57
2026-04-28T00:09:00Z,66.53,33.41
2026-04-28T00:10:00Z,65.25,33.76
2026-04-28T00:11:00Z,66.34,32.57
2026-04-28T00:12:00Z,65.66,33.15
2026-04-28T00:13:00Z,64.17,34.48
2026-04-28T00:14:00Z,63.19,35.06
2026-04-28T00:15:00Z,61.11,39.82
2026-04-28T00:16:00Z,65.21,35.69
2026-04-28T00:17:00Z,66.61,32.68
2026-04-28T00:18:00Z,66.38,32.62
2026-04-28T00:19:00Z,66.78,33.71
2026-04-28T00:20:00Z,67.23,33.76
2026-04-28T00:21:00Z,67.88,32.97
2026-04-28T00:22:00Z,66.97,32.94
2026-04-28T00:23:00Z,66.89,32.96
2026-04-28T00:24:00Z,66.65,33.10
2026-04-28T00:25:00Z,71.09,28.59
2026-04-28T00:26:00Z,77.09,22.49
2026-04-28T00:27:00Z,72.16,30.59
2026-04-28T00:28:00Z,65.55,35.95
2026-04-28T00:29:00Z,63.42,37.64
2026-04-28T00:30:00Z,66.55,34.72
2026-04-28T00:31:00Z,67.20,33.63
2026-04-28T00:32:00Z,67.50,36.67
2026-04-28T00:33:00Z,70.25,29.66
2026-04-28T00:34:00Z,67.97,31.28
2026-04-28T00:35:00Z,61.43,38.90
2026-04-28T00:36:00Z,59.75,40.88
2026-04-28T00:37:00Z,56.67,44.29
2026-04-28T00:38:00Z,59.02,45.02
2026-04-28T00:39:00Z,47.59,48.91
2026-04-28T00:40:00Z,55.33,41.93
2026-04-28T00:41:00Z,60.39,39.30
2026-04-28T00:42:00Z,56.61,45.19
2026-04-28T00:43:00Z,59.28,41.68
2026-04-28T00:44:00Z,60.58,37.67
2026-04-28T00:45:00Z,75.99,20.91
2026-04-28T00:46:00Z,86.72,13.87
2026-04-28T00:47:00Z,87.92,12.71
2026-04-28T00:48:00Z,91.16,8.93
2026-04-28T00:49:00Z,92.12,7.44
2026-04-28T00:50:00Z,96.96,2.60
2026-04-28T00:51:00Z,98.98,1.02
2026-04-28T00:52:00Z,98.57,1.46
2026-04-28T00:53:00Z,98.76,1.74
2026-04-28T00:54:00Z,99.00,1.00
2026-04-28T00:55:00Z,99.00,1.00
2026-04-28T00:56:00Z,99.00,1.00
2026-04-28T00:57:00Z,99.00,1.00
2026-04-28T00:58:00Z,99.00,1.00
