# event_ticker=KXATPCHALLENGERMATCH-26MAY26ERHIVA
# final_score=6-7(5) 6-3 6-3
# score_resolution=7-6 3-6 3-6
# match_winner=Mathys Erhard
# fav_player=Ivan Ivanov
# dog_player=Mathys Erhard
# kalshi_date=2026-05-26
timestamp,Mathys Erhard,Ivan Ivanov
2026-05-25T23:12:00Z,,55.00
2026-05-26T00:02:00Z,,58.00
2026-05-26T02:30:00Z,41.00,58.00
2026-05-26T03:35:00Z,41.00,59.00
2026-05-26T03:51:00Z,41.00,59.00
2026-05-26T04:12:00Z,40.00,59.00
2026-05-26T04:40:00Z,40.00,59.00
2026-05-26T07:21:00Z,41.00,59.00
2026-05-26T07:42:00Z,41.00,59.00
2026-05-26T08:04:00Z,42.00,59.00
2026-05-26T08:08:00Z,34.00,68.06
2026-05-26T08:09:00Z,33.76,64.41
2026-05-26T08:10:00Z,33.76,65.49
2026-05-26T08:11:00Z,33.76,67.81
2026-05-26T08:12:00Z,33.76,69.00
2026-05-26T08:13:00Z,30.86,71.08
2026-05-26T08:14:00Z,30.86,71.00
2026-05-26T08:15:00Z,32.14,67.68
2026-05-26T08:16:00Z,36.32,63.46
2026-05-26T08:17:00Z,40.00,62.00
2026-05-26T08:18:00Z,40.00,63.13
2026-05-26T08:22:00Z,36.72,65.00
2026-05-26T08:23:00Z,39.00,65.00
2026-05-26T08:24:00Z,44.06,55.84
2026-05-26T08:25:00Z,46.00,55.84
2026-05-26T08:26:00Z,44.21,56.70
2026-05-26T08:27:00Z,39.68,60.36
2026-05-26T08:28:00Z,36.00,60.36
2026-05-26T08:30:00Z,38.67,60.80
2026-05-26T08:31:00Z,38.67,56.09
2026-05-26T08:32:00Z,38.67,56.61
2026-05-26T08:33:00Z,41.00,58.65
2026-05-26T08:34:00Z,41.00,61.00
2026-05-26T08:35:00Z,37.21,62.20
2026-05-26T08:36:00Z,35.54,60.00
2026-05-26T08:37:00Z,40.00,60.00
2026-05-26T08:38:00Z,41.96,57.03
2026-05-26T08:39:00Z,46.83,56.00
2026-05-26T08:40:00Z,39.00,59.15
2026-05-26T08:41:00Z,37.00,64.00
2026-05-26T08:42:00Z,39.00,64.00
2026-05-26T08:43:00Z,40.05,61.00
2026-05-26T08:45:00Z,40.05,56.00
2026-05-26T08:46:00Z,50.09,52.71
2026-05-26T08:47:00Z,51.24,48.80
2026-05-26T08:48:00Z,52.53,48.40
2026-05-26T08:49:00Z,47.61,51.66
2026-05-26T08:50:00Z,43.14,56.30
2026-05-26T08:51:00Z,40.79,60.95
2026-05-26T08:52:00Z,38.71,63.67
2026-05-26T08:53:00Z,39.00,59.94
2026-05-26T08:54:00Z,44.14,54.33
2026-05-26T08:55:00Z,51.34,56.63
2026-05-26T08:56:00Z,55.37,46.59
2026-05-26T08:57:00Z,57.00,44.55
2026-05-26T08:58:00Z,63.38,40.30
2026-05-26T08:59:00Z,63.26,34.36
2026-05-26T09:00:00Z,63.12,38.21
2026-05-26T09:01:00Z,63.94,36.23
2026-05-26T09:02:00Z,52.89,43.53
2026-05-26T09:03:00Z,33.10,63.23
2026-05-26T09:04:00Z,28.16,71.16
2026-05-26T09:05:00Z,24.00,77.74
2026-05-26T09:06:00Z,26.00,78.44
2026-05-26T09:07:00Z,26.00,75.00
2026-05-26T09:08:00Z,26.00,76.00
2026-05-26T09:09:00Z,26.00,76.00
2026-05-26T09:10:00Z,26.00,76.00
2026-05-26T09:11:00Z,23.13,78.33
2026-05-26T09:12:00Z,23.13,77.00
2026-05-26T09:13:00Z,21.96,76.83
2026-05-26T09:14:00Z,26.25,76.83
2026-05-26T09:15:00Z,27.00,76.83
2026-05-26T09:16:00Z,22.03,76.83
2026-05-26T09:17:00Z,22.00,80.59
2026-05-26T09:18:00Z,22.00,82.00
2026-05-26T09:19:00Z,16.98,83.14
2026-05-26T09:20:00Z,7.01,90.06
2026-05-26T09:21:00Z,9.00,91.00
2026-05-26T09:22:00Z,9.77,90.12
2026-05-26T09:23:00Z,14.88,86.91
2026-05-26T09:24:00Z,17.53,86.91
2026-05-26T09:25:00Z,20.00,80.55
2026-05-26T09:26:00Z,24.40,80.55
2026-05-26T09:27:00Z,25.93,75.00
2026-05-26T09:28:00Z,26.00,75.00
2026-05-26T09:29:00Z,26.00,74.87
2026-05-26T09:30:00Z,27.99,72.00
2026-05-26T09:31:00Z,32.86,65.76
2026-05-26T09:32:00Z,33.00,65.76
2026-05-26T09:33:00Z,25.32,71.58
2026-05-26T09:34:00Z,31.15,61.94
2026-05-26T09:35:00Z,43.00,58.26
2026-05-26T09:36:00Z,46.07,53.00
2026-05-26T09:37:00Z,45.00,57.41
2026-05-26T09:38:00Z,43.80,55.16
2026-05-26T09:39:00Z,45.94,54.00
2026-05-26T09:40:00Z,47.79,54.00
2026-05-26T09:41:00Z,48.35,51.00
2026-05-26T09:42:00Z,48.35,52.00
2026-05-26T09:43:00Z,42.00,57.81
2026-05-26T09:44:00Z,34.36,61.33
2026-05-26T09:45:00Z,34.36,54.30
2026-05-26T09:46:00Z,47.42,54.30
2026-05-26T09:47:00Z,46.00,52.00
2026-05-26T09:48:00Z,47.14,52.13
2026-05-26T09:49:00Z,47.14,52.00
2026-05-26T09:50:00Z,47.87,51.05
2026-05-26T09:51:00Z,49.00,51.05
2026-05-26T09:52:00Z,49.10,52.76
2026-05-26T09:53:00Z,49.34,52.24
2026-05-26T09:54:00Z,48.77,52.38
2026-05-26T09:55:00Z,47.12,54.84
2026-05-26T09:56:00Z,46.34,56.05
2026-05-26T09:57:00Z,43.00,58.00
2026-05-26T09:58:00Z,39.00,60.04
2026-05-26T09:59:00Z,44.17,56.21
2026-05-26T10:00:00Z,50.56,49.81
2026-05-26T10:01:00Z,59.50,44.20
2026-05-26T10:02:00Z,55.89,46.80
2026-05-26T10:03:00Z,48.47,51.07
2026-05-26T10:04:00Z,54.92,44.71
2026-05-26T10:05:00Z,55.94,44.95
2026-05-26T10:06:00Z,48.76,56.49
2026-05-26T10:07:00Z,44.00,56.66
2026-05-26T10:08:00Z,41.54,58.29
2026-05-26T10:09:00Z,46.06,57.16
2026-05-26T10:10:00Z,51.81,52.15
2026-05-26T10:11:00Z,60.32,36.75
2026-05-26T10:12:00Z,64.07,37.63
2026-05-26T10:13:00Z,68.12,37.65
2026-05-26T10:14:00Z,58.02,44.77
2026-05-26T10:15:00Z,57.91,43.08
2026-05-26T10:16:00Z,58.00,43.67
2026-05-26T10:17:00Z,47.80,53.08
2026-05-26T10:18:00Z,46.17,53.86
2026-05-26T10:19:00Z,45.34,56.20
2026-05-26T10:20:00Z,41.83,61.65
2026-05-26T10:21:00Z,42.64,58.04
2026-05-26T10:22:00Z,49.42,53.45
2026-05-26T10:23:00Z,55.28,51.91
2026-05-26T10:24:00Z,67.89,24.24
2026-05-26T10:25:00Z,80.34,19.32
2026-05-26T10:26:00Z,83.96,17.40
2026-05-26T10:27:00Z,89.13,14.77
2026-05-26T10:28:00Z,89.31,11.08
2026-05-26T10:29:00Z,95.14,6.31
2026-05-26T10:30:00Z,98.68,2.03
2026-05-26T10:31:00Z,99.00,1.00
2026-05-26T10:32:00Z,99.00,1.00
