# event_ticker=KXATPCHALLENGERMATCH-26MAY13HOUMON
# final_score=6-0 6-2
# score_resolution=0-6 2-6
# match_winner=Inaki Montes-De La Torre
# fav_player=Max Houkes
# dog_player=Inaki Montes-de la Torre
# kalshi_date=2026-05-13
timestamp,Max Houkes,Inaki Montes-de la Torre
2026-05-12T22:09:00Z,51.00,
2026-05-12T22:27:00Z,51.00,51.00
2026-05-12T22:36:00Z,49.00,51.00
2026-05-12T22:39:00Z,49.00,51.00
2026-05-12T22:49:00Z,49.00,51.00
2026-05-12T23:08:00Z,49.71,51.00
2026-05-12T23:11:00Z,52.00,51.00
2026-05-13T01:11:00Z,53.00,51.00
2026-05-13T01:24:00Z,53.00,48.00
2026-05-13T01:40:00Z,53.00,49.00
2026-05-13T02:15:00Z,52.00,49.00
2026-05-13T02:29:00Z,52.00,49.00
2026-05-13T02:32:00Z,52.00,49.00
2026-05-13T02:52:00Z,52.00,49.00
2026-05-13T02:53:00Z,52.59,49.00
2026-05-13T02:58:00Z,52.59,49.00
2026-05-13T03:00:00Z,53.00,49.00
2026-05-13T03:03:00Z,53.00,49.00
2026-05-13T03:06:00Z,53.00,49.00
2026-05-13T03:32:00Z,53.00,48.00
2026-05-13T03:33:00Z,53.00,48.00
2026-05-13T03:47:00Z,53.00,48.00
2026-05-13T04:07:00Z,53.00,48.00
2026-05-13T04:13:00Z,53.00,48.00
2026-05-13T04:25:00Z,53.49,48.00
2026-05-13T04:28:00Z,53.49,48.00
2026-05-13T04:34:00Z,53.00,48.00
2026-05-13T04:50:00Z,53.50,48.00
2026-05-13T04:55:00Z,54.00,48.00
2026-05-13T05:00:00Z,54.00,48.00
2026-05-13T05:04:00Z,54.00,48.00
2026-05-13T05:05:00Z,54.00,46.00
2026-05-13T05:09:00Z,54.00,46.00
2026-05-13T05:11:00Z,54.00,48.00
2026-05-13T05:12:00Z,54.00,48.00
2026-05-13T05:14:00Z,54.00,48.00
2026-05-13T05:19:00Z,54.00,48.00
2026-05-13T05:20:00Z,54.00,48.00
2026-05-13T05:21:00Z,54.00,48.00
2026-05-13T05:23:00Z,54.00,48.00
2026-05-13T05:27:00Z,54.00,48.00
2026-05-13T06:29:00Z,54.00,48.00
2026-05-13T06:51:00Z,54.00,48.00
2026-05-13T07:03:00Z,54.23,48.00
2026-05-13T07:07:00Z,54.27,48.00
2026-05-13T07:14:00Z,56.00,48.00
2026-05-13T07:46:00Z,55.00,48.00
2026-05-13T08:40:00Z,56.00,48.00
2026-05-13T08:58:00Z,56.00,45.00
2026-05-13T09:11:00Z,56.00,45.00
2026-05-13T09:13:00Z,57.00,45.00
2026-05-13T09:14:00Z,53.00,45.00
2026-05-13T09:15:00Z,49.51,45.00
2026-05-13T09:17:00Z,49.51,58.62
2026-05-13T09:18:00Z,49.51,61.00
2026-05-13T09:19:00Z,49.51,63.00
2026-05-13T09:20:00Z,49.51,62.00
2026-05-13T09:21:00Z,33.00,67.09
2026-05-13T09:22:00Z,29.00,70.41
2026-05-13T09:23:00Z,25.00,74.80
2026-05-13T09:24:00Z,26.00,74.80
2026-05-13T09:25:00Z,24.95,75.00
2026-05-13T09:26:00Z,25.00,75.00
2026-05-13T09:27:00Z,25.00,77.75
2026-05-13T09:29:00Z,20.00,79.95
2026-05-13T09:30:00Z,20.00,81.97
2026-05-13T09:31:00Z,17.00,81.97
2026-05-13T09:33:00Z,15.00,84.00
2026-05-13T09:34:00Z,15.00,84.30
2026-05-13T09:35:00Z,15.00,85.00
2026-05-13T09:36:00Z,15.00,85.00
2026-05-13T09:37:00Z,14.09,85.00
2026-05-13T09:38:00Z,15.00,87.00
2026-05-13T09:41:00Z,15.00,87.00
2026-05-13T09:43:00Z,13.00,87.00
2026-05-13T09:44:00Z,12.00,90.63
2026-05-13T09:45:00Z,10.09,90.63
2026-05-13T09:46:00Z,9.00,90.63
2026-05-13T09:47:00Z,7.02,92.03
2026-05-13T09:48:00Z,6.00,95.00
2026-05-13T09:49:00Z,5.00,96.00
2026-05-13T09:50:00Z,5.15,96.00
2026-05-13T09:51:00Z,4.00,95.37
2026-05-13T09:52:00Z,3.25,95.37
2026-05-13T09:53:00Z,5.92,95.00
2026-05-13T09:56:00Z,5.92,95.00
2026-05-13T09:57:00Z,5.92,95.00
2026-05-13T09:59:00Z,5.00,95.00
2026-05-13T10:00:00Z,5.00,95.00
2026-05-13T10:01:00Z,5.00,94.00
2026-05-13T10:04:00Z,6.00,94.00
2026-05-13T10:05:00Z,8.00,92.37
2026-05-13T10:06:00Z,8.00,91.03
2026-05-13T10:07:00Z,8.00,90.10
2026-05-13T10:08:00Z,8.00,90.00
2026-05-13T10:11:00Z,5.00,95.00
2026-05-13T10:12:00Z,4.00,97.00
2026-05-13T10:13:00Z,2.00,98.00
2026-05-13T10:14:00Z,2.00,98.00
2026-05-13T10:15:00Z,1.00,99.00
2026-05-13T10:16:00Z,1.00,99.00
