# event_ticker=KXATPCHALLENGERMATCH-26FEB27DIATOR
# final_score=6-2 6-3
# match_winner=Facundo Diaz Acosta
# fav_player=Facundo Diaz Acosta
# dog_player=Juan Bautista Torres
# kalshi_date=2026-02-27
timestamp,Facundo Diaz Acosta,Juan Bautista Torres
2026-02-27T03:32:00Z,69.00,
2026-02-27T03:38:00Z,69.00,33.00
2026-02-27T04:21:00Z,69.00,33.00
2026-02-27T04:52:00Z,69.00,33.00
2026-02-27T05:23:00Z,70.00,33.00
2026-02-27T05:33:00Z,70.00,33.00
2026-02-27T05:34:00Z,70.00,33.00
2026-02-27T05:35:00Z,70.00,30.00
2026-02-27T05:59:00Z,66.00,30.00
2026-02-27T06:02:00Z,66.00,34.00
2026-02-27T06:09:00Z,69.00,34.00
2026-02-27T06:22:00Z,69.00,33.00
2026-02-27T06:56:00Z,70.00,33.00
2026-02-27T07:18:00Z,70.00,33.00
2026-02-27T07:41:00Z,70.00,33.00
2026-02-27T07:49:00Z,70.00,33.00
2026-02-27T07:50:00Z,70.00,33.00
2026-02-27T08:08:00Z,70.00,30.00
2026-02-27T08:21:00Z,70.00,30.00
2026-02-27T09:58:00Z,70.00,30.00
2026-02-27T10:11:00Z,70.00,30.00
2026-02-27T10:18:00Z,70.00,30.00
2026-02-27T10:21:00Z,70.00,33.00
2026-02-27T10:39:00Z,70.00,33.00
2026-02-27T11:38:00Z,70.00,32.68
2026-02-27T11:41:00Z,70.00,32.68
2026-02-27T11:44:00Z,70.00,33.00
2026-02-27T11:55:00Z,70.00,33.00
2026-02-27T12:39:00Z,70.00,33.00
2026-02-27T13:03:00Z,70.00,33.00
2026-02-27T13:10:00Z,70.00,33.00
2026-02-27T13:13:00Z,70.00,33.00
2026-02-27T13:17:00Z,70.00,32.00
2026-02-27T13:24:00Z,70.00,32.00
2026-02-27T13:27:00Z,70.00,32.00
2026-02-27T13:33:00Z,70.00,32.00
2026-02-27T13:38:00Z,70.00,33.00
2026-02-27T13:39:00Z,70.00,33.00
2026-02-27T13:40:00Z,70.00,30.00
2026-02-27T13:41:00Z,70.00,30.00
2026-02-27T13:43:00Z,71.65,30.99
2026-02-27T13:44:00Z,72.00,29.00
2026-02-27T13:45:00Z,74.66,29.81
2026-02-27T13:46:00Z,73.00,27.90
2026-02-27T13:47:00Z,79.97,24.52
2026-02-27T13:48:00Z,80.40,19.04
2026-02-27T13:49:00Z,81.00,19.32
2026-02-27T13:50:00Z,80.47,22.00
2026-02-27T13:51:00Z,80.47,19.00
2026-02-27T13:52:00Z,80.56,20.83
2026-02-27T13:53:00Z,80.56,17.30
2026-02-27T13:54:00Z,85.00,17.30
2026-02-27T13:55:00Z,86.00,16.65
2026-02-27T13:56:00Z,82.18,17.51
2026-02-27T13:57:00Z,80.95,20.50
2026-02-27T13:58:00Z,78.66,21.48
2026-02-27T13:59:00Z,77.00,22.84
2026-02-27T14:00:00Z,76.12,23.95
2026-02-27T14:01:00Z,70.43,28.09
2026-02-27T14:02:00Z,70.43,32.00
2026-02-27T14:03:00Z,68.29,31.00
2026-02-27T14:04:00Z,70.00,30.62
2026-02-27T14:05:00Z,69.76,30.77
2026-02-27T14:06:00Z,69.76,30.87
2026-02-27T14:07:00Z,79.79,19.08
2026-02-27T14:08:00Z,81.76,19.04
2026-02-27T14:09:00Z,81.00,20.16
2026-02-27T14:10:00Z,84.99,16.85
2026-02-27T14:11:00Z,85.00,16.85
2026-02-27T14:12:00Z,83.40,17.28
2026-02-27T14:13:00Z,84.00,17.67
2026-02-27T14:14:00Z,84.01,16.51
2026-02-27T14:15:00Z,86.00,14.83
2026-02-27T14:16:00Z,88.00,13.00
2026-02-27T14:17:00Z,87.00,13.00
2026-02-27T14:18:00Z,88.00,12.02
2026-02-27T14:19:00Z,89.07,10.83
2026-02-27T14:20:00Z,91.00,8.31
2026-02-27T14:21:00Z,92.00,9.00
2026-02-27T14:22:00Z,90.00,9.32
2026-02-27T14:23:00Z,89.26,12.25
2026-02-27T14:24:00Z,88.00,13.00
2026-02-27T14:25:00Z,86.41,15.18
2026-02-27T14:26:00Z,88.90,11.99
2026-02-27T14:27:00Z,89.00,11.05
2026-02-27T14:28:00Z,89.05,11.00
2026-02-27T14:29:00Z,91.00,9.21
2026-02-27T14:30:00Z,93.81,6.66
2026-02-27T14:31:00Z,93.26,6.63
2026-02-27T14:32:00Z,95.08,4.71
2026-02-27T14:33:00Z,95.08,4.94
2026-02-27T14:34:00Z,93.93,7.96
2026-02-27T14:35:00Z,92.06,8.16
2026-02-27T14:36:00Z,95.84,5.59
2026-02-27T14:37:00Z,97.42,3.03
2026-02-27T14:38:00Z,98.00,2.96
2026-02-27T14:39:00Z,97.19,3.00
2026-02-27T14:40:00Z,97.97,2.63
2026-02-27T14:41:00Z,96.43,3.27
2026-02-27T14:42:00Z,96.42,4.38
2026-02-27T14:43:00Z,96.00,5.18
2026-02-27T14:44:00Z,96.58,5.34
2026-02-27T14:45:00Z,92.75,6.82
2026-02-27T14:46:00Z,92.66,9.38
2026-02-27T14:47:00Z,89.15,10.99
2026-02-27T14:48:00Z,91.31,9.00
2026-02-27T14:49:00Z,95.99,5.57
2026-02-27T14:50:00Z,96.43,3.03
2026-02-27T14:51:00Z,95.93,4.51
2026-02-27T14:52:00Z,96.31,3.17
2026-02-27T14:53:00Z,98.91,1.80
2026-02-27T14:54:00Z,99.00,1.39
2026-02-27T14:55:00Z,99.00,1.16
2026-02-27T14:56:00Z,99.00,1.00
2026-02-27T14:57:00Z,99.00,1.00
2026-02-27T14:58:00Z,99.00,1.00
2026-02-27T14:59:00Z,99.00,1.00
2026-02-27T15:02:00Z,99.00,1.00
