# event_ticker=KXATPCHALLENGERMATCH-26APR07JONSEK
# final_score=6-2 6-7(6) 7-6(5)
# score_resolution=6-2 6-7 7-6
# match_winner=Philip Sekulic
# fav_player=Philip Sekulic
# dog_player=Maximus Jones
# kalshi_date=2026-04-07
timestamp,Philip Sekulic,Maximus Jones
2026-04-06T19:17:00Z,63.00,
2026-04-06T19:27:00Z,64.00,
2026-04-06T19:54:00Z,64.00,38.65
2026-04-06T20:38:00Z,64.00,38.65
2026-04-06T21:38:00Z,64.00,38.65
2026-04-06T22:10:00Z,64.19,38.65
2026-04-06T23:02:00Z,64.19,38.00
2026-04-06T23:06:00Z,64.00,38.00
2026-04-06T23:47:00Z,65.00,38.00
2026-04-06T23:56:00Z,63.00,38.00
2026-04-07T00:24:00Z,63.00,38.00
2026-04-07T01:44:00Z,63.00,38.00
2026-04-07T01:45:00Z,63.00,38.00
2026-04-07T01:46:00Z,63.00,38.00
2026-04-07T01:47:00Z,63.00,38.00
2026-04-07T02:00:00Z,63.00,38.00
2026-04-07T02:04:00Z,62.00,38.00
2026-04-07T02:05:00Z,62.00,38.00
2026-04-07T02:23:00Z,63.00,38.00
2026-04-07T02:24:00Z,63.00,38.00
2026-04-07T02:25:00Z,63.00,38.00
2026-04-07T02:34:00Z,63.00,38.00
2026-04-07T02:42:00Z,63.00,38.00
2026-04-07T02:43:00Z,63.00,38.00
2026-04-07T02:50:00Z,63.00,38.00
2026-04-07T02:51:00Z,63.00,38.00
2026-04-07T02:56:00Z,63.00,37.00
2026-04-07T02:57:00Z,63.00,37.00
2026-04-07T03:03:00Z,63.00,37.00
2026-04-07T03:06:00Z,63.00,37.00
2026-04-07T03:14:00Z,63.00,37.00
2026-04-07T03:18:00Z,62.00,37.00
2026-04-07T03:20:00Z,62.00,37.00
2026-04-07T03:23:00Z,62.00,37.00
2026-04-07T03:33:00Z,62.00,39.00
2026-04-07T03:37:00Z,62.00,39.00
2026-04-07T03:38:00Z,62.00,39.00
2026-04-07T03:39:00Z,62.00,39.00
2026-04-07T03:42:00Z,62.00,39.00
2026-04-07T03:46:00Z,62.00,37.96
2026-04-07T03:48:00Z,61.00,37.96
2026-04-07T03:49:00Z,62.00,38.00
2026-04-07T03:52:00Z,62.00,38.00
2026-04-07T03:54:00Z,62.00,38.00
2026-04-07T03:55:00Z,62.00,38.00
2026-04-07T03:56:00Z,62.00,38.00
2026-04-07T03:58:00Z,62.00,38.00
2026-04-07T04:00:00Z,62.00,38.00
2026-04-07T04:01:00Z,62.00,38.00
2026-04-07T04:03:00Z,62.00,38.00
2026-04-07T04:04:00Z,62.00,38.00
2026-04-07T04:05:00Z,62.00,38.00
2026-04-07T04:06:00Z,62.00,38.00
2026-04-07T04:08:00Z,62.00,38.00
2026-04-07T04:09:00Z,62.00,38.00
2026-04-07T04:10:00Z,62.00,38.00
2026-04-07T04:11:00Z,63.00,38.00
2026-04-07T04:12:00Z,63.00,38.06
2026-04-07T04:13:00Z,62.89,38.06
2026-04-07T04:14:00Z,62.89,38.00
2026-04-07T04:15:00Z,63.00,38.74
2026-04-07T04:16:00Z,63.00,39.00
2026-04-07T04:19:00Z,63.00,39.00
2026-04-07T04:21:00Z,63.35,39.00
2026-04-07T04:22:00Z,65.71,36.10
2026-04-07T04:23:00Z,65.71,37.58
2026-04-07T04:24:00Z,65.00,37.58
2026-04-07T04:25:00Z,65.00,37.00
2026-04-07T04:26:00Z,65.00,37.00
2026-04-07T04:27:00Z,65.00,35.00
2026-04-07T04:28:00Z,64.60,37.00
2026-04-07T04:29:00Z,65.00,37.00
2026-04-07T04:30:00Z,64.88,37.00
2026-04-07T04:31:00Z,65.00,35.00
2026-04-07T04:32:00Z,65.00,37.00
2026-04-07T04:33:00Z,65.00,37.00
2026-04-07T04:34:00Z,65.00,37.00
2026-04-07T04:35:00Z,65.00,37.00
2026-04-07T04:36:00Z,64.85,37.82
2026-04-07T04:39:00Z,65.00,37.82
2026-04-07T04:40:00Z,64.00,38.00
2026-04-07T04:42:00Z,64.00,38.00
2026-04-07T04:43:00Z,64.00,38.00
2026-04-07T04:44:00Z,61.59,38.00
2026-04-07T04:45:00Z,64.00,38.00
2026-04-07T04:46:00Z,64.00,38.00
2026-04-07T04:47:00Z,62.81,38.00
2026-04-07T04:48:00Z,64.00,38.00
2026-04-07T04:49:00Z,64.00,38.00
2026-04-07T04:51:00Z,64.00,37.58
2026-04-07T04:52:00Z,64.00,37.94
2026-04-07T04:53:00Z,64.00,37.94
2026-04-07T04:54:00Z,64.00,37.00
2026-04-07T04:55:00Z,64.08,37.00
2026-04-07T04:56:00Z,64.60,37.00
2026-04-07T04:57:00Z,64.98,37.20
2026-04-07T04:58:00Z,64.75,37.31
2026-04-07T04:59:00Z,65.28,38.31
2026-04-07T05:00:00Z,63.27,41.33
2026-04-07T05:01:00Z,65.71,35.90
2026-04-07T05:02:00Z,72.76,31.18
2026-04-07T05:03:00Z,69.62,34.69
2026-04-07T05:04:00Z,75.89,27.77
2026-04-07T05:05:00Z,78.38,24.07
2026-04-07T05:06:00Z,78.35,26.15
2026-04-07T05:07:00Z,77.66,24.12
2026-04-07T05:08:00Z,81.33,18.92
2026-04-07T05:09:00Z,84.56,17.18
2026-04-07T05:10:00Z,83.41,19.95
2026-04-07T05:11:00Z,84.13,22.48
2026-04-07T05:12:00Z,86.41,14.38
2026-04-07T05:13:00Z,87.91,12.96
2026-04-07T05:14:00Z,86.93,15.28
2026-04-07T05:15:00Z,86.90,14.96
2026-04-07T05:16:00Z,88.86,12.10
2026-04-07T05:17:00Z,88.34,10.71
2026-04-07T05:18:00Z,87.49,13.64
2026-04-07T05:19:00Z,88.16,14.40
2026-04-07T05:20:00Z,88.00,13.00
2026-04-07T05:21:00Z,87.94,12.93
2026-04-07T05:22:00Z,86.70,15.54
2026-04-07T05:23:00Z,86.49,19.01
2026-04-07T05:24:00Z,87.46,15.45
2026-04-07T05:25:00Z,87.30,13.82
2026-04-07T05:26:00Z,86.53,16.90
2026-04-07T05:27:00Z,82.82,19.74
2026-04-07T05:28:00Z,80.82,21.59
2026-04-07T05:29:00Z,84.87,18.70
2026-04-07T05:30:00Z,87.26,16.46
2026-04-07T05:31:00Z,84.91,18.80
2026-04-07T05:32:00Z,87.43,15.80
2026-04-07T05:33:00Z,86.48,14.79
2026-04-07T05:34:00Z,87.54,14.87
2026-04-07T05:35:00Z,86.69,15.51
2026-04-07T05:36:00Z,87.90,13.13
2026-04-07T05:37:00Z,89.19,13.53
2026-04-07T05:38:00Z,88.96,14.24
2026-04-07T05:39:00Z,87.29,14.44
2026-04-07T05:40:00Z,84.34,17.70
2026-04-07T05:41:00Z,82.34,20.47
2026-04-07T05:42:00Z,85.74,15.25
2026-04-07T05:43:00Z,89.39,14.62
2026-04-07T05:44:00Z,86.95,15.28
2026-04-07T05:45:00Z,84.65,18.42
2026-04-07T05:46:00Z,84.89,17.00
2026-04-07T05:47:00Z,83.94,17.33
2026-04-07T05:48:00Z,80.13,23.35
2026-04-07T05:49:00Z,86.32,17.02
2026-04-07T05:50:00Z,86.13,19.73
2026-04-07T05:51:00Z,81.50,21.24
2026-04-07T05:52:00Z,80.73,23.63
2026-04-07T05:53:00Z,84.54,16.41
2026-04-07T05:54:00Z,92.19,7.94
