# event_ticker=KXATPMATCH-26FEB09CILTIE
# final_score=7-5 7-6(4)
# score_resolution=5-7 6-7
# match_winner=Marin Cilic
# fav_player=Learner Tien
# dog_player=Marin Cilic
# kalshi_date=2026-02-09
timestamp,Learner Tien,Marin Cilic
2026-02-10T06:21:00Z,66.00,
2026-02-10T06:27:00Z,66.00,
2026-02-10T06:34:00Z,66.00,
2026-02-10T06:36:00Z,66.00,34.00
2026-02-10T06:41:00Z,66.00,34.00
2026-02-10T06:43:00Z,66.00,34.00
2026-02-10T06:46:00Z,66.00,34.00
2026-02-10T06:48:00Z,66.00,34.00
2026-02-10T06:53:00Z,66.00,34.00
2026-02-10T06:54:00Z,66.00,34.00
2026-02-10T06:59:00Z,66.00,34.00
2026-02-10T07:05:00Z,66.00,34.00
2026-02-10T07:07:00Z,65.00,34.00
2026-02-10T07:12:00Z,65.00,35.00
2026-02-10T07:19:00Z,66.00,35.00
2026-02-10T07:25:00Z,66.00,35.00
2026-02-10T07:30:00Z,66.00,35.00
2026-02-10T07:32:00Z,66.00,35.00
2026-02-10T07:33:00Z,66.00,35.00
2026-02-10T07:41:00Z,66.00,35.00
2026-02-10T07:42:00Z,66.00,35.00
2026-02-10T07:49:00Z,66.00,35.00
2026-02-10T07:50:00Z,66.00,35.00
2026-02-10T07:57:00Z,66.00,35.00
2026-02-10T08:12:00Z,66.00,35.00
2026-02-10T08:22:00Z,66.00,35.00
2026-02-10T08:26:00Z,66.00,35.00
2026-02-10T08:27:00Z,66.00,35.00
2026-02-10T08:28:00Z,66.00,35.00
2026-02-10T08:32:00Z,66.00,35.00
2026-02-10T08:45:00Z,66.00,35.00
2026-02-10T08:49:00Z,66.00,35.00
2026-02-10T08:50:00Z,65.00,35.00
2026-02-10T08:53:00Z,66.00,35.00
2026-02-10T08:54:00Z,66.00,35.00
2026-02-10T09:01:00Z,67.00,35.00
2026-02-10T09:10:00Z,67.00,33.23
2026-02-10T09:26:00Z,67.00,33.23
2026-02-10T09:36:00Z,67.00,33.23
2026-02-10T09:38:00Z,67.00,33.23
2026-02-10T09:53:00Z,67.00,33.23
2026-02-10T10:06:00Z,67.00,34.00
2026-02-10T10:15:00Z,67.00,34.00
2026-02-10T10:16:00Z,67.00,34.00
2026-02-10T10:19:00Z,67.00,34.00
2026-02-10T10:21:00Z,67.00,34.00
2026-02-10T10:28:00Z,67.00,34.00
2026-02-10T10:39:00Z,67.00,34.00
2026-02-10T11:01:00Z,67.00,34.00
2026-02-10T11:07:00Z,67.00,34.00
2026-02-10T11:16:00Z,67.00,34.00
2026-02-10T11:24:00Z,67.00,34.00
2026-02-10T11:32:00Z,67.00,34.00
2026-02-10T11:39:00Z,67.00,34.00
2026-02-10T11:53:00Z,67.00,34.00
2026-02-10T12:01:00Z,67.00,34.00
2026-02-10T12:06:00Z,67.00,34.00
2026-02-10T12:13:00Z,67.00,34.00
2026-02-10T12:14:00Z,67.00,34.00
2026-02-10T12:17:00Z,67.00,34.00
2026-02-10T12:22:00Z,67.00,34.00
2026-02-10T12:42:00Z,67.00,34.00
2026-02-10T12:45:00Z,67.00,34.00
2026-02-10T12:53:00Z,67.00,34.00
2026-02-10T13:03:00Z,67.00,34.00
