# event_ticker=KXATPMATCH-26MAR06MUSFUC
# final_score=7-5 6-1
# score_resolution=5-7 1-6
# match_winner=Marton Fucsovics
# fav_player=Lorenzo Musetti
# dog_player=Marton Fucsovics
# kalshi_date=2026-03-06
timestamp,Lorenzo Musetti,Marton Fucsovics
2026-03-06T09:42:00Z,,27.00
2026-03-06T09:49:00Z,74.00,26.00
2026-03-06T09:54:00Z,74.00,26.00
2026-03-06T10:26:00Z,74.00,27.00
2026-03-06T10:42:00Z,74.00,27.00
2026-03-06T10:58:00Z,74.00,27.00
2026-03-06T11:28:00Z,74.00,27.00
2026-03-06T11:51:00Z,74.79,27.00
2026-03-06T11:53:00Z,75.00,27.00
2026-03-06T11:56:00Z,75.00,27.00
2026-03-06T11:57:00Z,75.00,27.00
2026-03-06T12:17:00Z,75.00,27.00
2026-03-06T12:31:00Z,75.00,27.00
2026-03-06T12:42:00Z,75.00,27.00
2026-03-06T12:52:00Z,75.00,27.00
2026-03-06T12:53:00Z,75.00,27.00
2026-03-06T13:01:00Z,75.00,27.00
2026-03-06T13:11:00Z,75.00,27.00
2026-03-06T13:27:00Z,75.00,27.00
2026-03-06T13:42:00Z,75.00,27.00
2026-03-06T13:48:00Z,73.00,27.00
2026-03-06T13:56:00Z,73.00,27.00
2026-03-06T14:04:00Z,73.00,27.00
2026-03-06T14:08:00Z,73.00,27.00
2026-03-06T14:09:00Z,73.00,27.00
2026-03-06T14:18:00Z,73.00,27.84
2026-03-06T14:24:00Z,73.00,27.84
2026-03-06T14:26:00Z,73.00,27.84
2026-03-06T14:28:00Z,73.00,27.84
2026-03-06T14:30:00Z,73.00,27.84
2026-03-06T14:32:00Z,73.00,27.84
2026-03-06T14:33:00Z,73.00,27.00
2026-03-06T14:34:00Z,73.00,27.00
2026-03-06T14:46:00Z,73.00,27.00
2026-03-06T14:50:00Z,73.00,27.00
2026-03-06T14:57:00Z,73.00,27.00
2026-03-06T15:04:00Z,73.00,27.00
2026-03-06T15:14:00Z,73.00,27.00
2026-03-06T15:17:00Z,73.00,27.00
2026-03-06T15:18:00Z,73.00,27.00
2026-03-06T15:21:00Z,73.00,27.00
2026-03-06T15:23:00Z,73.00,27.00
2026-03-06T15:24:00Z,73.00,27.00
2026-03-06T15:26:00Z,74.00,27.00
2026-03-06T15:30:00Z,74.00,27.00
2026-03-06T15:38:00Z,74.00,27.00
2026-03-06T15:39:00Z,74.00,27.00
2026-03-06T15:49:00Z,74.00,26.00
2026-03-06T15:58:00Z,74.00,26.00
2026-03-06T15:59:00Z,74.00,26.00
2026-03-06T16:02:00Z,74.00,26.00
2026-03-06T16:04:00Z,74.00,26.00
2026-03-06T16:16:00Z,74.00,26.00
2026-03-06T16:19:00Z,74.00,26.00
2026-03-06T16:25:00Z,74.00,26.00
2026-03-06T16:27:00Z,74.00,26.00
2026-03-06T16:28:00Z,74.00,26.00
2026-03-06T16:32:00Z,74.00,26.00
2026-03-06T16:38:00Z,74.00,26.00
2026-03-06T16:43:00Z,74.00,26.00
2026-03-06T16:44:00Z,74.00,26.00
2026-03-06T16:47:00Z,74.00,26.00
2026-03-06T16:57:00Z,74.00,26.00
2026-03-06T17:00:00Z,74.00,26.00
2026-03-06T17:10:00Z,74.00,26.00
2026-03-06T17:11:00Z,74.00,26.00
2026-03-06T17:16:00Z,74.00,26.00
2026-03-06T17:17:00Z,74.00,26.00
2026-03-06T17:18:00Z,74.00,26.00
2026-03-06T17:24:00Z,74.00,26.00
2026-03-06T17:31:00Z,74.00,26.00
2026-03-06T17:50:00Z,74.00,26.00
2026-03-06T17:51:00Z,74.00,26.00
2026-03-06T17:54:00Z,74.00,26.00
2026-03-06T17:55:00Z,74.00,26.00
2026-03-06T17:56:00Z,74.00,26.00
2026-03-06T17:57:00Z,74.00,26.00
2026-03-06T17:59:00Z,74.00,26.00
2026-03-06T18:02:00Z,74.00,26.00
2026-03-06T18:05:00Z,74.00,26.00
2026-03-06T18:09:00Z,74.00,26.00
2026-03-06T18:17:00Z,74.00,26.00
2026-03-06T18:23:00Z,74.00,26.00
2026-03-06T18:28:00Z,74.00,26.00
2026-03-06T18:36:00Z,74.00,26.00
2026-03-06T18:40:00Z,74.00,26.00
2026-03-06T18:42:00Z,74.00,26.00
2026-03-06T18:43:00Z,74.00,26.00
2026-03-06T18:46:00Z,74.00,26.00
2026-03-06T18:54:00Z,74.00,26.00
2026-03-06T18:56:00Z,74.00,26.00
2026-03-06T18:57:00Z,74.00,26.00
2026-03-06T19:00:00Z,74.00,26.00
2026-03-06T19:03:00Z,74.00,26.00
