# event_ticker=KXATPMATCH-25AUG07SMIMAR
# final_score=6-1 4-6 6-4
# match_winner=Fabian Marozsan
# fav_player=Fabian Marozsan
# dog_player=Colton Smith
# kalshi_date=2025-08-07
timestamp,Fabian Marozsan,Colton Smith
2025-08-07T13:17:00Z,60.00,
2025-08-07T13:52:00Z,60.00,
2025-08-07T13:57:00Z,60.00,42.00
2025-08-07T13:58:00Z,60.00,42.00
2025-08-07T15:44:00Z,60.00,42.00
2025-08-07T15:55:00Z,60.00,42.00
2025-08-07T15:57:00Z,60.00,42.00
2025-08-07T15:59:00Z,60.00,42.00
2025-08-07T16:57:00Z,60.00,42.00
2025-08-07T17:05:00Z,59.20,42.00
2025-08-07T17:07:00Z,60.00,42.00
2025-08-07T17:18:00Z,60.00,42.00
2025-08-07T17:46:00Z,59.48,42.00
2025-08-07T17:50:00Z,57.00,43.00
2025-08-07T17:51:00Z,59.00,43.00
2025-08-07T17:52:00Z,59.00,42.55
2025-08-07T17:53:00Z,59.00,43.00
2025-08-07T18:06:00Z,57.00,43.00
2025-08-07T18:10:00Z,58.00,43.00
2025-08-07T18:28:00Z,58.00,43.00
2025-08-07T19:03:00Z,58.00,44.00
2025-08-07T19:14:00Z,58.00,44.00
2025-08-07T19:19:00Z,58.00,44.00
2025-08-07T19:20:00Z,58.00,44.00
2025-08-07T19:27:00Z,58.00,44.00
2025-08-07T19:37:00Z,58.00,44.00
2025-08-07T20:25:00Z,58.00,44.00
2025-08-07T20:29:00Z,58.00,44.00
2025-08-07T20:34:00Z,58.00,42.00
2025-08-07T20:35:00Z,58.00,42.00
2025-08-07T20:36:00Z,58.00,42.00
2025-08-07T20:40:00Z,59.00,42.00
2025-08-07T20:53:00Z,59.00,41.00
2025-08-07T20:54:00Z,59.00,41.00
2025-08-07T20:56:00Z,59.00,42.52
2025-08-07T20:57:00Z,59.00,43.00
2025-08-07T20:58:00Z,59.00,41.00
2025-08-07T21:00:00Z,59.00,41.00
2025-08-07T21:03:00Z,59.00,42.05
2025-08-07T21:04:00Z,59.00,42.00
2025-08-07T21:05:00Z,59.00,42.00
2025-08-07T21:12:00Z,59.18,42.00
2025-08-07T21:20:00Z,60.00,41.00
2025-08-07T21:22:00Z,60.00,42.00
2025-08-07T21:34:00Z,60.00,41.00
2025-08-07T21:39:00Z,60.00,42.00
2025-08-07T21:42:00Z,59.00,42.00
2025-08-07T21:50:00Z,59.00,42.00
2025-08-07T21:58:00Z,59.00,42.00
2025-08-07T22:12:00Z,59.00,42.00
2025-08-07T22:23:00Z,59.00,42.00
2025-08-07T22:25:00Z,59.00,42.00
2025-08-07T22:26:00Z,59.00,43.00
2025-08-07T22:28:00Z,59.00,44.00
2025-08-07T22:31:00Z,62.00,44.00
2025-08-07T22:43:00Z,62.00,43.00
2025-08-07T22:52:00Z,62.00,43.00
2025-08-07T23:03:00Z,59.72,43.00
2025-08-07T23:24:00Z,60.00,43.00
2025-08-07T23:25:00Z,60.00,43.00
2025-08-07T23:48:00Z,56.00,43.00
2025-08-07T23:55:00Z,59.91,43.00
2025-08-08T00:05:00Z,59.00,43.00
2025-08-08T00:09:00Z,59.65,41.00
2025-08-08T00:10:00Z,59.65,39.00
2025-08-08T00:11:00Z,62.72,37.40
2025-08-08T00:12:00Z,62.72,40.00
2025-08-08T00:13:00Z,62.72,42.00
2025-08-08T00:14:00Z,62.72,41.00
2025-08-08T00:15:00Z,66.00,34.00
2025-08-08T00:16:00Z,67.00,35.09
2025-08-08T00:17:00Z,67.33,37.00
2025-08-08T00:18:00Z,62.23,36.00
2025-08-08T00:21:00Z,68.00,36.00
2025-08-08T00:23:00Z,68.00,36.00
2025-08-08T00:24:00Z,72.59,32.00
2025-08-08T00:25:00Z,71.92,30.00
2025-08-08T00:26:00Z,71.92,30.20
2025-08-08T00:27:00Z,76.75,24.36
2025-08-08T00:28:00Z,81.84,21.00
2025-08-08T00:29:00Z,81.19,16.14
2025-08-08T00:30:00Z,79.00,16.14
2025-08-08T00:31:00Z,82.00,16.14
2025-08-08T00:32:00Z,82.00,21.00
2025-08-08T00:33:00Z,82.00,21.00
2025-08-08T00:34:00Z,83.67,17.00
2025-08-08T00:36:00Z,88.33,17.00
2025-08-08T00:37:00Z,88.33,15.00
2025-08-08T00:38:00Z,89.00,15.00
2025-08-08T00:39:00Z,86.00,14.00
2025-08-08T00:40:00Z,87.00,14.00
2025-08-08T00:41:00Z,89.86,11.90
2025-08-08T00:42:00Z,87.00,11.90
2025-08-08T00:43:00Z,85.00,11.90
2025-08-08T00:44:00Z,87.43,11.90
2025-08-08T00:45:00Z,87.00,14.02
2025-08-08T00:46:00Z,86.00,17.00
2025-08-08T00:47:00Z,86.00,20.00
2025-08-08T00:50:00Z,82.00,20.00
2025-08-08T00:51:00Z,85.04,20.00
2025-08-08T00:52:00Z,85.04,16.00
2025-08-08T00:53:00Z,84.08,16.00
2025-08-08T00:54:00Z,86.00,14.00
2025-08-08T00:55:00Z,84.00,16.02
2025-08-08T00:56:00Z,87.83,10.23
2025-08-08T00:57:00Z,89.43,10.00
2025-08-08T00:58:00Z,87.00,10.00
2025-08-08T00:59:00Z,87.00,18.00
2025-08-08T01:00:00Z,80.00,20.00
2025-08-08T01:01:00Z,80.00,22.19
2025-08-08T01:02:00Z,83.90,22.19
2025-08-08T01:03:00Z,83.90,17.64
2025-08-08T01:04:00Z,81.00,21.00
2025-08-08T01:05:00Z,80.41,20.00
2025-08-08T01:06:00Z,80.00,20.00
2025-08-08T01:07:00Z,75.00,25.15
2025-08-08T01:08:00Z,65.00,33.38
2025-08-08T01:09:00Z,68.00,36.00
2025-08-08T01:10:00Z,77.83,27.00
2025-08-08T01:11:00Z,77.83,18.00
2025-08-08T01:12:00Z,82.00,22.77
2025-08-08T01:13:00Z,82.00,22.21
2025-08-08T01:15:00Z,77.00,25.00
2025-08-08T01:16:00Z,74.63,31.28
2025-08-08T01:17:00Z,66.71,31.28
2025-08-08T01:18:00Z,58.08,40.78
2025-08-08T01:19:00Z,56.26,41.15
2025-08-08T01:20:00Z,56.00,44.00
2025-08-08T01:23:00Z,55.00,44.00
2025-08-08T01:24:00Z,55.96,49.00
2025-08-08T01:25:00Z,49.00,49.00
2025-08-08T01:26:00Z,51.00,49.00
2025-08-08T01:27:00Z,51.00,47.00
2025-08-08T01:28:00Z,46.06,57.57
2025-08-08T01:29:00Z,48.00,55.45
2025-08-08T01:30:00Z,49.60,54.49
2025-08-08T01:31:00Z,41.00,56.00
2025-08-08T01:32:00Z,44.31,52.57
2025-08-08T01:33:00Z,54.00,49.02
2025-08-08T01:34:00Z,54.00,52.00
2025-08-08T01:35:00Z,54.00,48.00
2025-08-08T01:36:00Z,52.84,48.00
2025-08-08T01:37:00Z,53.00,48.00
2025-08-08T01:38:00Z,60.98,33.59
2025-08-08T01:39:00Z,60.98,44.00
2025-08-08T01:40:00Z,49.00,51.00
2025-08-08T01:42:00Z,44.28,55.05
2025-08-08T01:43:00Z,49.00,55.05
2025-08-08T01:44:00Z,48.54,53.53
2025-08-08T01:45:00Z,48.11,53.91
2025-08-08T01:46:00Z,48.11,48.18
2025-08-08T01:47:00Z,49.16,52.69
2025-08-08T01:48:00Z,41.18,54.00
2025-08-08T01:49:00Z,45.00,55.26
2025-08-08T01:50:00Z,45.00,59.00
2025-08-08T01:51:00Z,39.07,59.00
2025-08-08T01:52:00Z,35.47,64.06
2025-08-08T01:53:00Z,43.21,62.59
2025-08-08T01:54:00Z,43.00,64.60
2025-08-08T01:55:00Z,39.48,65.14
2025-08-08T01:56:00Z,38.32,71.13
2025-08-08T01:57:00Z,48.85,54.34
2025-08-08T01:58:00Z,60.37,40.65
2025-08-08T01:59:00Z,75.44,25.83
2025-08-08T02:00:00Z,78.44,20.88
2025-08-08T02:01:00Z,85.00,15.43
2025-08-08T02:02:00Z,85.17,16.02
2025-08-08T02:03:00Z,80.83,17.32
2025-08-08T02:04:00Z,88.46,13.50
2025-08-08T02:05:00Z,74.59,24.72
2025-08-08T02:06:00Z,84.42,12.69
2025-08-08T02:07:00Z,93.94,8.49
2025-08-08T02:08:00Z,97.08,4.60
2025-08-08T02:09:00Z,97.11,6.42
2025-08-08T02:10:00Z,93.32,6.46
2025-08-08T02:11:00Z,93.00,4.06
2025-08-08T02:12:00Z,94.02,5.43
2025-08-08T02:13:00Z,95.99,8.00
2025-08-08T02:14:00Z,91.89,10.08
2025-08-08T02:15:00Z,89.22,11.58
2025-08-08T02:16:00Z,89.26,12.45
2025-08-08T02:17:00Z,94.73,7.97
2025-08-08T02:18:00Z,94.11,8.48
2025-08-08T02:19:00Z,88.05,11.45
2025-08-08T02:20:00Z,98.26,2.21
2025-08-08T02:21:00Z,99.00,2.21
