# event_ticker=KXATPMATCH-25JUL23TIERUB
# final_score=7-5 6-2
# score_resolution=5-7 2-6
# match_winner=Learner Tien
# fav_player=Andrey Rublev
# dog_player=Learner Tien
# kalshi_date=2025-07-23
timestamp,Andrey Rublev,Learner Tien
2025-07-23T20:03:00Z,74.67,6.00
2025-07-23T20:04:00Z,32.32,6.00
2025-07-23T20:06:00Z,32.32,90.00
2025-07-23T20:08:00Z,61.00,90.00
2025-07-23T20:09:00Z,61.00,31.00
2025-07-23T20:16:00Z,61.00,39.00
2025-07-23T20:20:00Z,61.00,38.00
2025-07-23T20:21:00Z,69.00,38.00
2025-07-23T20:23:00Z,69.00,38.00
2025-07-23T20:25:00Z,69.00,38.00
2025-07-23T20:26:00Z,69.00,32.32
2025-07-23T20:27:00Z,62.00,32.32
2025-07-23T20:28:00Z,65.00,32.32
2025-07-23T20:30:00Z,70.00,32.32
2025-07-23T20:31:00Z,70.00,32.32
2025-07-23T20:35:00Z,69.00,32.32
2025-07-23T20:41:00Z,69.00,32.32
2025-07-23T20:46:00Z,69.00,32.00
2025-07-23T20:47:00Z,70.00,32.00
2025-07-23T20:50:00Z,70.00,32.00
2025-07-23T20:55:00Z,70.00,38.00
2025-07-23T21:02:00Z,70.00,38.00
2025-07-23T21:03:00Z,70.00,38.00
2025-07-23T21:04:00Z,69.94,38.00
2025-07-23T21:08:00Z,69.00,38.00
2025-07-23T21:11:00Z,69.00,38.00
2025-07-23T21:14:00Z,69.00,38.00
2025-07-23T21:15:00Z,69.86,35.00
2025-07-23T21:16:00Z,69.86,38.20
2025-07-23T21:19:00Z,69.86,38.00
2025-07-23T21:20:00Z,71.39,38.00
2025-07-23T21:22:00Z,71.39,38.00
2025-07-23T21:25:00Z,75.00,38.00
2025-07-23T21:27:00Z,72.58,36.94
2025-07-23T21:28:00Z,68.00,38.13
2025-07-23T21:29:00Z,68.00,38.00
2025-07-23T21:30:00Z,68.00,38.00
2025-07-23T21:32:00Z,68.93,38.00
2025-07-23T21:34:00Z,68.93,39.00
2025-07-23T21:35:00Z,73.42,32.71
2025-07-23T21:36:00Z,69.00,35.00
2025-07-23T21:37:00Z,69.00,35.00
2025-07-23T21:40:00Z,73.03,35.00
2025-07-23T21:45:00Z,69.00,35.11
2025-07-23T21:46:00Z,70.16,35.00
2025-07-23T21:56:00Z,67.95,35.00
2025-07-23T22:00:00Z,68.00,35.00
2025-07-23T22:01:00Z,68.00,35.00
2025-07-23T22:11:00Z,67.96,35.00
2025-07-23T22:12:00Z,68.00,37.00
2025-07-23T22:14:00Z,80.00,37.00
2025-07-23T22:15:00Z,67.00,32.94
2025-07-23T22:16:00Z,77.20,32.94
2025-07-23T22:17:00Z,76.00,35.00
2025-07-23T22:18:00Z,76.00,37.00
2025-07-23T22:19:00Z,61.31,41.21
2025-07-23T22:20:00Z,55.88,54.88
2025-07-23T22:22:00Z,52.00,52.00
2025-07-23T22:23:00Z,52.00,59.37
2025-07-23T22:24:00Z,56.00,56.00
2025-07-23T22:25:00Z,55.00,52.00
2025-07-23T22:26:00Z,60.12,48.45
2025-07-23T22:27:00Z,67.01,38.37
2025-07-23T22:28:00Z,70.08,48.00
2025-07-23T22:29:00Z,72.51,30.00
2025-07-23T22:31:00Z,74.95,27.82
2025-07-23T22:32:00Z,75.00,27.82
2025-07-23T22:33:00Z,75.00,30.31
2025-07-23T22:34:00Z,66.16,31.01
2025-07-23T22:35:00Z,71.00,30.15
2025-07-23T22:36:00Z,71.00,31.00
2025-07-23T22:37:00Z,71.00,31.71
2025-07-23T22:38:00Z,71.00,31.71
2025-07-23T22:39:00Z,70.00,31.71
2025-07-23T22:40:00Z,71.52,29.00
2025-07-23T22:41:00Z,67.00,29.00
2025-07-23T22:42:00Z,64.06,29.00
2025-07-23T22:43:00Z,64.06,38.62
2025-07-23T22:44:00Z,57.52,42.40
2025-07-23T22:45:00Z,65.00,33.00
2025-07-23T22:46:00Z,69.00,33.00
2025-07-23T22:47:00Z,74.00,29.77
2025-07-23T22:48:00Z,73.00,28.44
2025-07-23T22:49:00Z,66.14,33.00
2025-07-23T22:50:00Z,68.00,32.00
2025-07-23T22:51:00Z,72.04,25.59
2025-07-23T22:52:00Z,71.14,30.24
2025-07-23T22:53:00Z,71.86,33.53
2025-07-23T22:54:00Z,73.00,27.00
2025-07-23T22:55:00Z,75.00,24.55
2025-07-23T22:56:00Z,67.00,33.00
2025-07-23T22:57:00Z,66.00,36.00
2025-07-23T22:58:00Z,66.00,34.13
2025-07-23T22:59:00Z,63.91,39.00
2025-07-23T23:00:00Z,66.11,37.88
2025-07-23T23:01:00Z,59.57,38.81
2025-07-23T23:02:00Z,59.42,43.22
2025-07-23T23:03:00Z,53.05,50.52
2025-07-23T23:04:00Z,55.60,68.12
2025-07-23T23:05:00Z,46.01,71.17
2025-07-23T23:06:00Z,42.83,58.97
2025-07-23T23:07:00Z,43.92,57.86
2025-07-23T23:08:00Z,38.04,64.31
2025-07-23T23:09:00Z,36.36,65.65
2025-07-23T23:10:00Z,36.22,66.87
2025-07-23T23:11:00Z,37.04,65.88
2025-07-23T23:12:00Z,30.55,71.65
2025-07-23T23:13:00Z,25.83,77.02
2025-07-23T23:14:00Z,19.98,81.59
2025-07-23T23:15:00Z,15.98,83.77
2025-07-23T23:16:00Z,15.98,85.63
2025-07-23T23:17:00Z,13.68,90.62
2025-07-23T23:18:00Z,18.89,85.33
2025-07-23T23:19:00Z,16.85,86.00
2025-07-23T23:20:00Z,15.26,86.44
2025-07-23T23:21:00Z,16.38,84.99
2025-07-23T23:22:00Z,17.00,84.61
2025-07-23T23:23:00Z,17.93,84.00
2025-07-23T23:24:00Z,15.86,83.73
2025-07-23T23:25:00Z,14.98,82.25
2025-07-23T23:26:00Z,14.30,82.25
2025-07-23T23:27:00Z,12.40,89.39
2025-07-23T23:28:00Z,15.24,87.00
2025-07-23T23:29:00Z,16.51,87.66
2025-07-23T23:30:00Z,15.60,87.00
2025-07-23T23:31:00Z,21.57,84.96
2025-07-23T23:32:00Z,29.59,72.04
2025-07-23T23:33:00Z,27.71,79.00
2025-07-23T23:34:00Z,21.44,87.96
2025-07-23T23:35:00Z,10.34,89.66
2025-07-23T23:36:00Z,9.29,92.00
2025-07-23T23:37:00Z,10.47,89.49
2025-07-23T23:38:00Z,12.05,90.67
2025-07-23T23:39:00Z,4.80,97.23
2025-07-23T23:40:00Z,2.28,98.22
2025-07-23T23:41:00Z,2.96,98.66
2025-07-23T23:42:00Z,2.77,97.21
2025-07-23T23:43:00Z,2.39,98.11
2025-07-23T23:44:00Z,1.32,99.00
2025-07-23T23:45:00Z,2.00,98.58
2025-07-23T23:46:00Z,2.00,99.00
