# event_ticker=KXATPCHALLENGERMATCH-26JUN07BAEMOL
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Sebastian Baez
# fav_player=Alex Molcan
# dog_player=Sebastian Baez
# kalshi_date=2026-06-07
timestamp,Sebastian Baez,Alex Molcan
2026-06-06T21:25:00Z,54.00,
2026-06-06T21:34:00Z,54.00,
2026-06-06T21:38:00Z,54.00,
2026-06-06T22:33:00Z,54.00,
2026-06-06T22:53:00Z,54.00,48.00
2026-06-06T22:55:00Z,54.00,48.00
2026-06-06T22:56:00Z,54.00,48.00
2026-06-06T23:07:00Z,54.00,48.00
2026-06-06T23:09:00Z,54.00,48.00
2026-06-06T23:33:00Z,54.00,48.00
2026-06-06T23:57:00Z,55.00,48.00
2026-06-07T00:19:00Z,55.00,48.00
2026-06-07T00:34:00Z,55.97,48.00
2026-06-07T00:36:00Z,56.00,48.00
2026-06-07T01:09:00Z,56.00,46.00
2026-06-07T01:10:00Z,56.00,46.00
2026-06-07T01:11:00Z,56.00,46.00
2026-06-07T01:12:00Z,56.00,46.00
2026-06-07T01:13:00Z,56.00,46.00
2026-06-07T01:14:00Z,56.00,46.00
2026-06-07T01:15:00Z,56.00,46.00
2026-06-07T01:18:00Z,56.00,46.00
2026-06-07T01:26:00Z,56.00,46.00
2026-06-07T01:27:00Z,56.00,46.00
2026-06-07T01:30:00Z,56.00,46.00
2026-06-07T01:32:00Z,56.00,46.00
2026-06-07T01:35:00Z,56.00,46.00
2026-06-07T01:45:00Z,56.00,46.00
2026-06-07T01:51:00Z,56.00,46.00
2026-06-07T01:52:00Z,56.65,46.00
2026-06-07T01:57:00Z,57.00,46.00
2026-06-07T02:00:00Z,57.00,46.00
2026-06-07T02:03:00Z,57.00,45.00
2026-06-07T02:07:00Z,57.00,45.00
2026-06-07T02:20:00Z,57.00,45.00
2026-06-07T02:21:00Z,57.00,45.00
2026-06-07T02:22:00Z,57.00,45.00
2026-06-07T02:23:00Z,57.00,45.00
2026-06-07T02:27:00Z,57.00,45.00
2026-06-07T02:28:00Z,57.00,45.00
2026-06-07T02:30:00Z,57.00,45.00
2026-06-07T02:33:00Z,57.00,45.00
2026-06-07T02:34:00Z,55.00,45.00
