# event_ticker=KXATPCHALLENGERMATCH-26APR28TRADEJ
# final_score=6-7(4) 6-3 6-1
# score_resolution=6-7 6-3 6-1
# match_winner=Jesper de Jong
# fav_player=Jesper De Jong
# dog_player=Stefano Travaglia
# kalshi_date=2026-04-28
timestamp,Stefano Travaglia,Jesper De Jong
2026-04-27T22:18:00Z,,61.00
2026-04-27T22:19:00Z,38.00,61.00
2026-04-27T22:21:00Z,38.00,65.52
2026-04-27T22:22:00Z,38.00,62.00
2026-04-27T23:00:00Z,37.00,62.00
2026-04-28T02:29:00Z,36.00,62.00
2026-04-28T05:46:00Z,36.00,64.31
2026-04-28T05:58:00Z,36.00,64.00
2026-04-28T06:07:00Z,36.00,64.00
2026-04-28T06:10:00Z,36.00,63.00
2026-04-28T06:29:00Z,38.00,63.00
2026-04-28T07:34:00Z,38.00,63.00
2026-04-28T08:57:00Z,38.00,63.00
2026-04-28T09:39:00Z,38.00,64.31
2026-04-28T09:44:00Z,38.00,65.00
2026-04-28T09:52:00Z,38.00,65.00
2026-04-28T09:54:00Z,38.00,65.00
2026-04-28T10:03:00Z,38.00,63.00
2026-04-28T10:04:00Z,38.00,64.00
2026-04-28T10:11:00Z,38.00,61.00
2026-04-28T10:12:00Z,38.00,60.99
2026-04-28T10:13:00Z,46.00,60.99
2026-04-28T10:14:00Z,46.00,60.99
2026-04-28T10:15:00Z,46.00,54.00
2026-04-28T10:16:00Z,50.49,50.68
2026-04-28T10:17:00Z,50.55,50.68
2026-04-28T10:18:00Z,50.60,48.96
2026-04-28T10:19:00Z,50.60,49.60
2026-04-28T10:20:00Z,43.00,59.94
2026-04-28T10:21:00Z,40.78,58.97
2026-04-28T10:22:00Z,43.74,57.24
2026-04-28T10:23:00Z,43.74,56.00
2026-04-28T10:24:00Z,46.20,52.24
2026-04-28T10:25:00Z,49.48,49.00
2026-04-28T10:26:00Z,53.46,48.00
2026-04-28T10:27:00Z,53.46,48.00
2026-04-28T10:28:00Z,51.50,48.45
2026-04-28T10:29:00Z,51.95,47.46
2026-04-28T10:30:00Z,53.00,47.00
2026-04-28T10:31:00Z,50.69,49.84
2026-04-28T10:32:00Z,45.58,54.86
2026-04-28T10:33:00Z,45.58,57.00
2026-04-28T10:35:00Z,39.00,62.00
2026-04-28T10:36:00Z,49.97,51.75
2026-04-28T10:38:00Z,55.00,47.53
2026-04-28T10:39:00Z,47.76,55.72
2026-04-28T10:40:00Z,49.52,55.72
2026-04-28T10:41:00Z,49.52,58.58
2026-04-28T10:42:00Z,49.52,61.00
2026-04-28T10:43:00Z,49.52,64.37
2026-04-28T10:44:00Z,35.08,64.37
2026-04-28T10:45:00Z,44.99,54.84
2026-04-28T10:46:00Z,51.09,45.48
2026-04-28T10:47:00Z,55.00,43.67
2026-04-28T10:48:00Z,62.51,37.55
2026-04-28T10:49:00Z,66.06,35.00
2026-04-28T10:50:00Z,68.00,34.00
2026-04-28T10:51:00Z,64.76,35.17
2026-04-28T10:52:00Z,65.03,34.76
2026-04-28T10:53:00Z,65.03,36.25
2026-04-28T10:54:00Z,65.03,36.00
2026-04-28T10:55:00Z,63.96,39.22
2026-04-28T10:56:00Z,54.35,44.28
2026-04-28T10:57:00Z,50.54,49.65
2026-04-28T10:58:00Z,48.88,52.82
2026-04-28T10:59:00Z,40.98,58.61
2026-04-28T11:00:00Z,39.67,60.36
2026-04-28T11:01:00Z,37.24,62.81
2026-04-28T11:02:00Z,38.00,62.42
2026-04-28T11:03:00Z,40.03,60.24
2026-04-28T11:04:00Z,43.00,56.00
2026-04-28T11:05:00Z,45.00,55.00
2026-04-28T11:06:00Z,52.56,47.84
2026-04-28T11:07:00Z,49.32,50.52
2026-04-28T11:08:00Z,47.00,53.04
2026-04-28T11:09:00Z,53.18,47.04
2026-04-28T11:10:00Z,59.18,39.09
2026-04-28T11:11:00Z,63.00,36.24
2026-04-28T11:12:00Z,58.34,40.88
2026-04-28T11:13:00Z,64.87,36.49
2026-04-28T11:14:00Z,68.88,33.30
2026-04-28T11:15:00Z,70.00,30.91
2026-04-28T11:16:00Z,70.00,32.00
2026-04-28T11:17:00Z,70.00,32.00
2026-04-28T11:18:00Z,67.57,31.02
2026-04-28T11:19:00Z,64.00,34.33
2026-04-28T11:20:00Z,64.31,33.33
2026-04-28T11:21:00Z,70.10,30.59
2026-04-28T11:22:00Z,73.07,27.14
2026-04-28T11:23:00Z,71.17,28.00
2026-04-28T11:24:00Z,74.83,26.00
2026-04-28T11:25:00Z,70.50,27.19
2026-04-28T11:26:00Z,71.55,28.00
2026-04-28T11:27:00Z,69.67,29.59
2026-04-28T11:28:00Z,67.45,32.44
2026-04-28T11:29:00Z,73.74,25.66
2026-04-28T11:30:00Z,75.00,25.96
2026-04-28T11:31:00Z,76.71,25.06
2026-04-28T11:32:00Z,77.77,25.00
2026-04-28T11:33:00Z,79.27,23.91
2026-04-28T11:34:00Z,76.94,22.99
2026-04-28T11:35:00Z,71.00,28.06
2026-04-28T11:36:00Z,69.97,29.53
2026-04-28T11:37:00Z,71.90,28.19
2026-04-28T11:38:00Z,70.84,29.60
2026-04-28T11:39:00Z,63.29,35.10
2026-04-28T11:40:00Z,55.18,46.23
2026-04-28T11:41:00Z,53.64,46.42
2026-04-28T11:42:00Z,54.00,46.99
2026-04-28T11:43:00Z,52.57,48.75
2026-04-28T11:44:00Z,54.20,45.53
2026-04-28T11:45:00Z,49.11,48.89
2026-04-28T11:46:00Z,45.53,54.29
2026-04-28T11:47:00Z,45.28,54.56
2026-04-28T11:48:00Z,48.06,50.89
2026-04-28T11:49:00Z,50.83,49.01
2026-04-28T11:50:00Z,54.88,47.14
2026-04-28T11:51:00Z,52.08,48.12
2026-04-28T11:52:00Z,51.84,48.93
2026-04-28T11:53:00Z,48.68,52.00
2026-04-28T11:54:00Z,48.68,53.77
2026-04-28T11:55:00Z,48.68,55.00
2026-04-28T11:56:00Z,44.75,56.98
2026-04-28T11:57:00Z,45.50,54.31
2026-04-28T11:58:00Z,41.52,57.61
2026-04-28T11:59:00Z,40.97,59.92
2026-04-28T12:00:00Z,41.11,58.93
2026-04-28T12:01:00Z,41.67,59.00
2026-04-28T12:02:00Z,42.00,59.00
2026-04-28T12:03:00Z,37.00,59.96
2026-04-28T12:04:00Z,36.81,63.46
2026-04-28T12:05:00Z,36.09,63.64
2026-04-28T12:06:00Z,33.40,67.31
2026-04-28T12:07:00Z,30.78,67.55
2026-04-28T12:08:00Z,28.95,69.37
2026-04-28T12:09:00Z,16.61,75.02
2026-04-28T12:10:00Z,17.14,84.67
2026-04-28T12:11:00Z,15.84,84.29
2026-04-28T12:12:00Z,11.62,88.92
2026-04-28T12:13:00Z,10.53,89.98
2026-04-28T12:14:00Z,9.70,90.80
2026-04-28T12:15:00Z,4.83,94.04
2026-04-28T12:16:00Z,3.00,96.59
2026-04-28T12:17:00Z,1.65,98.94
2026-04-28T12:18:00Z,1.02,99.00
2026-04-28T12:19:00Z,1.00,99.00
2026-04-28T12:20:00Z,1.00,99.00
2026-04-28T12:21:00Z,1.00,99.00
2026-04-28T12:22:00Z,1.00,99.00
2026-04-28T12:23:00Z,1.00,99.00
2026-04-28T12:24:00Z,1.00,99.00
2026-04-28T12:25:00Z,1.00,99.00
2026-04-28T12:26:00Z,1.00,99.00
