# event_ticker=KXATPMATCH-25SEP29DEMEN
# final_score=4-1 RET
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Jakub Mensik
# kalshi_date=2025-09-29
timestamp,Alex de Minaur,Jakub Mensik
2025-09-30T01:35:00Z,99.00,
2025-09-30T02:31:00Z,99.00,
2025-09-30T02:48:00Z,99.00,
2025-09-30T02:58:00Z,99.00,
2025-09-30T02:59:00Z,99.00,
2025-09-30T03:19:00Z,99.00,
2025-09-30T05:13:00Z,99.00,
2025-09-30T05:14:00Z,99.00,
2025-09-30T06:21:00Z,99.00,
2025-09-30T06:44:00Z,99.00,1.00
2025-09-30T07:54:00Z,99.00,1.00
2025-09-30T12:35:00Z,99.00,1.00
