# event_ticker=KXATPCHALLENGERMATCH-26APR16SUNHUS
# final_score=6-2 3-6 6-2
# match_winner=Fajing Sun
# fav_player=Fajing Sun
# dog_player=Giles Hussey
# kalshi_date=2026-04-16
timestamp,Fajing Sun,Giles Hussey
2026-04-16T15:23:00Z,55.00,
2026-04-16T15:33:00Z,55.00,46.00
2026-04-16T16:04:00Z,57.00,46.00
2026-04-16T16:06:00Z,57.00,46.00
2026-04-16T16:08:00Z,57.00,46.00
2026-04-16T16:11:00Z,57.00,46.00
2026-04-16T16:19:00Z,57.00,46.00
2026-04-16T16:36:00Z,57.00,46.00
2026-04-16T17:49:00Z,57.00,45.00
2026-04-16T18:27:00Z,55.60,45.00
2026-04-16T18:40:00Z,57.00,45.00
2026-04-16T19:11:00Z,56.00,45.00
2026-04-16T20:04:00Z,56.00,45.00
2026-04-16T20:11:00Z,56.85,45.00
2026-04-16T21:04:00Z,57.00,45.00
2026-04-16T21:16:00Z,57.00,45.00
2026-04-16T21:29:00Z,58.00,45.00
2026-04-16T21:45:00Z,57.00,45.00
2026-04-16T21:52:00Z,57.00,45.00
2026-04-16T22:03:00Z,57.00,45.00
2026-04-16T22:04:00Z,58.00,45.00
2026-04-16T22:07:00Z,58.00,45.00
2026-04-16T22:13:00Z,58.00,45.00
2026-04-16T22:14:00Z,58.00,45.00
2026-04-16T22:27:00Z,58.00,45.00
2026-04-16T22:33:00Z,58.00,45.00
2026-04-16T22:40:00Z,58.00,45.00
2026-04-16T22:42:00Z,58.00,45.00
2026-04-16T23:02:00Z,58.00,45.00
2026-04-16T23:33:00Z,55.00,45.00
2026-04-16T23:36:00Z,55.00,45.00
2026-04-16T23:38:00Z,55.00,45.00
2026-04-16T23:42:00Z,57.00,45.00
2026-04-16T23:46:00Z,58.00,45.00
2026-04-16T23:59:00Z,57.00,45.00
2026-04-17T00:06:00Z,57.00,45.00
2026-04-17T00:11:00Z,57.00,45.00
2026-04-17T00:19:00Z,58.00,45.00
2026-04-17T00:21:00Z,58.00,45.00
2026-04-17T00:23:00Z,58.00,45.00
2026-04-17T00:28:00Z,58.00,45.00
2026-04-17T00:29:00Z,58.00,44.00
2026-04-17T00:30:00Z,58.00,44.00
2026-04-17T00:34:00Z,58.00,44.00
2026-04-17T00:35:00Z,58.00,44.00
2026-04-17T00:40:00Z,58.00,44.00
2026-04-17T00:44:00Z,58.00,44.00
2026-04-17T00:46:00Z,58.00,45.00
2026-04-17T00:50:00Z,58.00,45.00
2026-04-17T01:00:00Z,58.00,45.00
2026-04-17T01:08:00Z,58.00,45.00
2026-04-17T01:19:00Z,56.00,45.00
2026-04-17T01:21:00Z,58.00,45.00
2026-04-17T01:24:00Z,58.00,45.00
2026-04-17T01:25:00Z,58.00,45.00
2026-04-17T01:26:00Z,58.00,45.00
2026-04-17T01:33:00Z,58.00,45.00
2026-04-17T01:34:00Z,58.00,45.00
2026-04-17T01:35:00Z,58.00,45.00
2026-04-17T01:38:00Z,58.00,45.00
2026-04-17T01:44:00Z,58.00,45.00
2026-04-17T01:46:00Z,58.00,45.00
2026-04-17T01:51:00Z,58.00,45.00
2026-04-17T01:54:00Z,58.89,45.00
2026-04-17T01:57:00Z,58.00,45.00
