# event_ticker=KXATPMATCH-26MAY16TSIMPE
# final_score=6-4 7-6(8)
# score_resolution=4-6 6-7
# match_winner=Stefanos Tsitsipas
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Stefanos Tsitsipas
# kalshi_date=2026-05-16
timestamp,Stefanos Tsitsipas,Giovanni Mpetshi Perricard
2026-05-18T04:49:00Z,71.00,30.00
2026-05-18T04:52:00Z,70.00,30.00
2026-05-18T04:55:00Z,70.00,30.00
2026-05-18T05:02:00Z,70.00,30.00
2026-05-18T05:03:00Z,70.00,30.00
2026-05-18T05:09:00Z,70.00,30.00
2026-05-18T05:14:00Z,71.00,30.00
2026-05-18T05:19:00Z,71.00,30.00
2026-05-18T05:21:00Z,71.00,30.00
2026-05-18T05:28:00Z,70.00,30.00
2026-05-18T05:35:00Z,71.00,30.00
2026-05-18T05:36:00Z,71.00,30.00
2026-05-18T05:42:00Z,71.00,30.00
2026-05-18T05:43:00Z,71.00,30.00
2026-05-18T05:48:00Z,71.00,30.00
2026-05-18T05:50:00Z,71.00,30.00
2026-05-18T05:52:00Z,71.00,30.00
2026-05-18T05:53:00Z,71.00,29.00
2026-05-18T05:55:00Z,71.00,29.00
2026-05-18T06:09:00Z,71.00,29.00
2026-05-18T06:17:00Z,71.00,29.00
2026-05-18T06:21:00Z,71.00,29.00
2026-05-18T06:27:00Z,71.00,30.00
2026-05-18T06:44:00Z,71.00,29.00
2026-05-18T06:51:00Z,71.00,29.00
2026-05-18T06:57:00Z,71.00,29.00
2026-05-18T07:00:00Z,71.00,29.00
2026-05-18T07:05:00Z,71.00,29.00
2026-05-18T07:17:00Z,72.00,29.00
2026-05-18T07:32:00Z,72.00,30.00
2026-05-18T07:49:00Z,72.00,30.00
2026-05-18T07:51:00Z,72.00,30.00
2026-05-18T08:00:00Z,72.00,30.00
2026-05-18T08:07:00Z,71.00,30.00
2026-05-18T08:11:00Z,71.00,30.00
2026-05-18T08:28:00Z,71.00,30.00
2026-05-18T08:29:00Z,71.00,30.00
2026-05-18T08:50:00Z,71.00,30.00
2026-05-18T08:56:00Z,71.00,30.00
2026-05-18T09:28:00Z,72.00,30.00
2026-05-18T09:38:00Z,72.00,30.00
2026-05-18T09:56:00Z,71.41,30.00
2026-05-18T09:57:00Z,71.00,30.00
2026-05-18T10:01:00Z,72.00,30.00
2026-05-18T10:03:00Z,71.00,30.00
2026-05-18T10:06:00Z,71.00,30.00
2026-05-18T10:07:00Z,71.00,30.00
2026-05-18T10:08:00Z,71.00,30.00
2026-05-18T10:09:00Z,71.00,30.00
2026-05-18T10:11:00Z,71.00,30.65
2026-05-18T10:15:00Z,71.00,30.65
2026-05-18T10:16:00Z,72.00,30.65
2026-05-18T10:17:00Z,72.00,30.65
2026-05-18T10:18:00Z,72.00,30.65
2026-05-18T10:20:00Z,72.00,30.65
2026-05-18T10:25:00Z,72.00,30.65
2026-05-18T10:29:00Z,72.00,30.65
2026-05-18T10:35:00Z,72.00,31.00
2026-05-18T10:36:00Z,71.00,31.00
2026-05-18T10:38:00Z,71.00,31.00
2026-05-18T10:45:00Z,71.00,31.00
2026-05-18T10:48:00Z,71.00,31.00
2026-05-18T10:49:00Z,71.00,31.00
2026-05-18T10:52:00Z,71.00,31.00
2026-05-18T10:55:00Z,70.00,31.00
2026-05-18T10:59:00Z,70.00,31.00
2026-05-18T11:00:00Z,70.00,31.00
2026-05-18T11:01:00Z,70.00,31.00
2026-05-18T11:03:00Z,70.00,31.00
2026-05-18T11:05:00Z,70.00,31.00
2026-05-18T11:08:00Z,70.00,31.00
2026-05-18T11:09:00Z,70.00,31.00
2026-05-18T11:14:00Z,70.00,31.00
2026-05-18T11:15:00Z,70.00,31.00
2026-05-18T11:16:00Z,70.00,31.00
2026-05-18T11:17:00Z,70.00,31.00
2026-05-18T11:21:00Z,68.00,31.00
2026-05-18T11:22:00Z,68.00,31.00
2026-05-18T11:23:00Z,70.00,31.00
2026-05-18T11:26:00Z,70.00,31.00
2026-05-18T11:28:00Z,70.00,31.00
2026-05-18T11:30:00Z,70.00,31.00
2026-05-18T11:33:00Z,70.00,31.00
2026-05-18T11:36:00Z,70.00,31.00
2026-05-18T11:37:00Z,70.00,31.00
2026-05-18T11:38:00Z,70.00,31.00
2026-05-18T11:39:00Z,70.00,31.00
2026-05-18T11:40:00Z,70.00,31.00
2026-05-18T11:42:00Z,70.00,31.00
2026-05-18T11:43:00Z,70.00,31.00
2026-05-18T11:44:00Z,70.00,32.00
2026-05-18T11:45:00Z,70.00,32.00
2026-05-18T11:47:00Z,70.00,32.00
2026-05-18T11:48:00Z,70.00,32.00
2026-05-18T11:50:00Z,68.64,32.00
2026-05-18T11:51:00Z,69.00,32.00
2026-05-18T11:52:00Z,69.00,32.00
2026-05-18T11:53:00Z,69.00,32.00
2026-05-18T11:54:00Z,69.00,32.00
2026-05-18T11:55:00Z,69.00,32.00
2026-05-18T11:56:00Z,69.00,32.00
2026-05-18T11:57:00Z,69.00,32.00
2026-05-18T11:58:00Z,69.00,32.00
2026-05-18T11:59:00Z,69.00,32.00
2026-05-18T12:00:00Z,69.00,32.00
2026-05-18T12:01:00Z,67.40,31.04
2026-05-18T12:02:00Z,67.40,32.00
2026-05-18T12:05:00Z,67.40,33.00
2026-05-18T12:07:00Z,68.00,33.00
2026-05-18T12:09:00Z,69.00,33.00
2026-05-18T12:10:00Z,69.00,33.00
2026-05-18T12:11:00Z,69.00,33.00
2026-05-18T12:12:00Z,69.00,33.00
2026-05-18T12:13:00Z,69.00,33.00
2026-05-18T12:14:00Z,69.00,33.00
2026-05-18T12:15:00Z,67.00,33.00
2026-05-18T12:16:00Z,69.00,33.00
2026-05-18T12:18:00Z,69.00,33.00
2026-05-18T12:19:00Z,69.00,33.00
2026-05-18T12:20:00Z,69.00,33.00
2026-05-18T12:21:00Z,69.00,33.00
2026-05-18T12:24:00Z,69.00,34.00
2026-05-18T12:27:00Z,68.00,34.00
2026-05-18T12:28:00Z,68.00,34.00
2026-05-18T12:29:00Z,68.00,34.00
2026-05-18T12:30:00Z,68.00,34.00
2026-05-18T12:32:00Z,68.00,34.00
2026-05-18T12:34:00Z,68.00,34.00
2026-05-18T12:35:00Z,68.00,34.00
2026-05-18T12:36:00Z,68.00,34.00
2026-05-18T12:37:00Z,67.95,31.08
2026-05-18T12:38:00Z,67.95,33.00
2026-05-18T12:39:00Z,67.31,33.00
2026-05-18T12:40:00Z,68.00,33.00
2026-05-18T12:41:00Z,68.00,33.00
2026-05-18T12:43:00Z,68.00,34.00
2026-05-18T12:44:00Z,68.00,34.00
2026-05-18T12:45:00Z,68.00,34.00
2026-05-18T12:47:00Z,68.00,34.00
2026-05-18T12:48:00Z,68.00,34.00
2026-05-18T12:49:00Z,69.00,34.00
2026-05-18T12:50:00Z,68.87,34.00
2026-05-18T12:51:00Z,68.00,34.00
2026-05-18T12:52:00Z,68.00,34.00
2026-05-18T12:53:00Z,68.00,34.00
2026-05-18T12:54:00Z,68.00,34.00
2026-05-18T12:56:00Z,68.48,34.00
2026-05-18T13:01:00Z,68.48,33.00
2026-05-18T13:02:00Z,69.00,32.00
2026-05-18T13:03:00Z,69.00,33.00
2026-05-18T13:05:00Z,69.00,33.00
2026-05-18T13:06:00Z,69.00,33.00
2026-05-18T13:07:00Z,69.00,32.39
2026-05-18T13:08:00Z,69.00,33.00
2026-05-18T13:09:00Z,70.85,25.16
2026-05-18T13:10:00Z,79.94,22.86
2026-05-18T13:11:00Z,81.00,19.00
2026-05-18T13:12:00Z,83.98,18.00
2026-05-18T13:13:00Z,85.97,17.57
2026-05-18T13:14:00Z,83.39,17.05
2026-05-18T13:15:00Z,83.00,18.03
2026-05-18T13:16:00Z,83.00,19.00
2026-05-18T13:17:00Z,83.51,19.00
2026-05-18T13:18:00Z,84.36,16.03
2026-05-18T13:19:00Z,85.22,14.79
2026-05-18T13:20:00Z,85.68,15.00
2026-05-18T13:21:00Z,84.07,16.18
2026-05-18T13:22:00Z,83.99,16.50
2026-05-18T13:23:00Z,85.83,15.79
2026-05-18T13:24:00Z,85.97,15.79
2026-05-18T13:25:00Z,85.41,15.12
2026-05-18T13:26:00Z,80.44,17.78
2026-05-18T13:27:00Z,82.71,17.75
2026-05-18T13:28:00Z,83.14,15.18
2026-05-18T13:29:00Z,86.00,15.66
2026-05-18T13:30:00Z,85.76,15.03
2026-05-18T13:31:00Z,86.00,16.00
2026-05-18T13:32:00Z,85.00,16.00
2026-05-18T13:33:00Z,85.00,16.04
2026-05-18T13:34:00Z,79.05,20.16
2026-05-18T13:35:00Z,79.51,17.04
2026-05-18T13:36:00Z,85.97,15.00
2026-05-18T13:37:00Z,85.97,15.27
2026-05-18T13:38:00Z,86.00,15.00
2026-05-18T13:39:00Z,86.00,15.00
2026-05-18T13:40:00Z,86.00,15.00
2026-05-18T13:41:00Z,86.12,15.02
2026-05-18T13:42:00Z,87.00,13.72
2026-05-18T13:43:00Z,86.54,13.86
2026-05-18T13:44:00Z,86.00,14.59
2026-05-18T13:45:00Z,86.60,14.75
2026-05-18T13:46:00Z,85.31,15.99
2026-05-18T13:47:00Z,86.00,15.76
2026-05-18T13:48:00Z,86.00,13.90
2026-05-18T13:49:00Z,85.26,16.35
2026-05-18T13:50:00Z,84.00,16.62
2026-05-18T13:51:00Z,84.00,17.00
2026-05-18T13:52:00Z,84.50,15.33
2026-05-18T13:53:00Z,84.96,15.95
2026-05-18T13:54:00Z,83.58,17.66
2026-05-18T13:55:00Z,85.16,15.39
2026-05-18T13:56:00Z,85.83,16.83
2026-05-18T13:57:00Z,85.49,16.67
2026-05-18T13:58:00Z,84.00,17.00
2026-05-18T13:59:00Z,84.00,17.00
2026-05-18T14:00:00Z,79.16,20.57
2026-05-18T14:01:00Z,79.38,22.15
2026-05-18T14:02:00Z,83.43,17.37
2026-05-18T14:03:00Z,82.78,18.15
2026-05-18T14:04:00Z,83.47,17.76
2026-05-18T14:05:00Z,82.61,17.98
2026-05-18T14:06:00Z,85.74,16.71
2026-05-18T14:07:00Z,87.50,12.07
2026-05-18T14:08:00Z,84.34,18.57
2026-05-18T14:09:00Z,81.58,18.89
2026-05-18T14:10:00Z,81.74,19.00
2026-05-18T14:11:00Z,82.48,19.69
2026-05-18T14:12:00Z,79.12,22.10
2026-05-18T14:13:00Z,82.03,18.71
2026-05-18T14:14:00Z,81.44,19.53
2026-05-18T14:15:00Z,82.83,18.71
2026-05-18T14:16:00Z,83.55,18.63
2026-05-18T14:17:00Z,84.60,17.76
2026-05-18T14:18:00Z,82.24,16.35
2026-05-18T14:19:00Z,81.48,18.50
2026-05-18T14:20:00Z,81.48,19.03
2026-05-18T14:21:00Z,83.20,18.36
2026-05-18T14:22:00Z,80.22,22.57
2026-05-18T14:23:00Z,75.72,22.64
2026-05-18T14:24:00Z,75.47,22.18
2026-05-18T14:25:00Z,82.50,18.75
2026-05-18T14:26:00Z,84.07,17.24
2026-05-18T14:27:00Z,83.71,17.89
2026-05-18T14:28:00Z,81.44,19.97
2026-05-18T14:29:00Z,80.92,20.11
2026-05-18T14:30:00Z,81.96,18.02
2026-05-18T14:31:00Z,83.15,17.09
2026-05-18T14:32:00Z,90.21,11.35
2026-05-18T14:33:00Z,92.80,7.61
2026-05-18T14:34:00Z,93.41,10.49
2026-05-18T14:35:00Z,94.48,5.48
2026-05-18T14:36:00Z,98.39,1.82
2026-05-18T14:37:00Z,98.41,1.10
2026-05-18T14:38:00Z,85.14,15.42
2026-05-18T14:39:00Z,78.04,21.01
2026-05-18T14:40:00Z,87.78,11.94
2026-05-18T14:41:00Z,91.85,10.12
2026-05-18T14:42:00Z,98.34,1.87
2026-05-18T14:43:00Z,99.00,1.87
2026-05-18T14:44:00Z,99.00,1.87
2026-05-18T14:45:00Z,99.00,1.87
2026-05-18T14:46:00Z,99.00,1.87
2026-05-18T14:47:00Z,99.00,1.87
