# event_ticker=KXATPMATCH-26APR30RUUBLO
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Alexander Blockx
# fav_player=Casper Ruud
# dog_player=Alexander Blockx
# kalshi_date=2026-04-30
timestamp,Casper Ruud,Alexander Blockx
2026-04-29T23:20:00Z,74.00,
2026-04-29T23:21:00Z,74.00,27.00
2026-04-29T23:23:00Z,74.00,27.00
2026-04-29T23:26:00Z,74.00,27.00
2026-04-29T23:30:00Z,74.00,27.00
2026-04-29T23:31:00Z,74.00,27.00
2026-04-29T23:34:00Z,74.00,27.00
2026-04-29T23:42:00Z,74.00,27.00
2026-04-29T23:43:00Z,74.00,27.00
2026-04-29T23:44:00Z,74.00,27.00
2026-04-29T23:45:00Z,74.00,27.00
2026-04-29T23:46:00Z,74.00,26.50
2026-04-29T23:47:00Z,74.00,27.00
2026-04-29T23:56:00Z,74.00,27.00
2026-04-29T23:57:00Z,74.00,27.00
2026-04-29T23:59:00Z,74.00,26.49
2026-04-30T00:04:00Z,74.00,27.00
2026-04-30T00:07:00Z,74.00,27.00
2026-04-30T00:09:00Z,74.00,27.00
2026-04-30T00:10:00Z,74.00,27.00
2026-04-30T00:11:00Z,74.00,27.00
2026-04-30T00:13:00Z,74.00,27.00
2026-04-30T00:17:00Z,74.00,27.00
2026-04-30T00:19:00Z,74.00,27.00
2026-04-30T00:20:00Z,74.00,27.00
2026-04-30T00:21:00Z,74.00,27.00
2026-04-30T00:22:00Z,74.00,27.00
2026-04-30T00:29:00Z,74.00,27.00
2026-04-30T00:34:00Z,74.00,27.00
2026-04-30T00:35:00Z,74.00,27.00
2026-04-30T00:41:00Z,74.00,27.00
2026-04-30T00:46:00Z,74.00,27.00
2026-04-30T00:49:00Z,74.00,27.00
2026-04-30T00:55:00Z,73.00,27.00
2026-04-30T01:00:00Z,74.00,27.00
2026-04-30T01:03:00Z,74.00,27.00
2026-04-30T01:04:00Z,74.00,27.00
2026-04-30T01:11:00Z,72.98,27.00
2026-04-30T01:16:00Z,72.98,27.00
2026-04-30T01:23:00Z,72.98,27.00
2026-04-30T01:24:00Z,72.98,27.00
2026-04-30T01:25:00Z,72.98,27.00
2026-04-30T01:26:00Z,72.98,27.00
2026-04-30T01:27:00Z,72.98,27.00
2026-04-30T01:29:00Z,72.98,27.00
2026-04-30T01:31:00Z,72.98,26.00
2026-04-30T01:33:00Z,74.00,26.00
2026-04-30T01:35:00Z,74.00,26.00
2026-04-30T01:37:00Z,74.00,27.00
2026-04-30T01:38:00Z,74.00,27.00
2026-04-30T01:39:00Z,74.00,27.00
2026-04-30T01:42:00Z,74.00,27.00
2026-04-30T01:43:00Z,74.00,27.00
2026-04-30T01:44:00Z,74.00,27.00
2026-04-30T01:45:00Z,74.00,27.00
2026-04-30T01:46:00Z,74.00,27.00
2026-04-30T01:47:00Z,74.00,27.00
2026-04-30T01:48:00Z,74.00,27.00
2026-04-30T01:49:00Z,74.00,27.00
2026-04-30T01:54:00Z,74.00,27.00
2026-04-30T01:56:00Z,74.00,27.00
