# event_ticker=KXATPCHALLENGERMATCH-26MAY02NEUSAF
# final_score=6-3 3-6 6-2
# match_winner=Roman Safiullin
# fav_player=Roman Safiullin
# dog_player=Lukas Neumayer
# kalshi_date=2026-05-02
timestamp,Lukas Neumayer,Roman Safiullin
2026-05-02T06:33:00Z,45.00,56.00
2026-05-02T06:34:00Z,45.00,56.00
2026-05-02T06:36:00Z,45.00,56.00
2026-05-02T06:37:00Z,45.00,56.00
2026-05-02T06:41:00Z,45.00,56.00
2026-05-02T06:46:00Z,45.00,56.00
2026-05-02T06:56:00Z,45.00,56.00
2026-05-02T07:00:00Z,45.00,56.00
2026-05-02T07:05:00Z,45.00,56.00
2026-05-02T07:15:00Z,45.00,56.00
2026-05-02T07:28:00Z,45.00,56.00
2026-05-02T07:29:00Z,45.00,56.00
2026-05-02T07:31:00Z,45.00,56.00
2026-05-02T07:40:00Z,45.00,56.00
2026-05-02T07:48:00Z,45.00,56.00
2026-05-02T07:53:00Z,45.00,56.00
2026-05-02T08:14:00Z,45.00,56.00
2026-05-02T08:19:00Z,45.00,56.00
2026-05-02T08:23:00Z,45.00,56.00
2026-05-02T08:32:00Z,45.00,56.00
2026-05-02T08:33:00Z,45.00,56.00
2026-05-02T08:37:00Z,45.00,56.00
2026-05-02T08:44:00Z,45.00,56.00
2026-05-02T09:00:00Z,45.00,56.00
2026-05-02T09:02:00Z,45.00,56.00
2026-05-02T09:03:00Z,45.00,56.00
2026-05-02T09:05:00Z,45.00,56.00
2026-05-02T09:06:00Z,45.00,56.00
2026-05-02T09:16:00Z,45.00,56.00
2026-05-02T09:21:00Z,45.00,56.00
2026-05-02T09:23:00Z,45.00,56.00
2026-05-02T09:25:00Z,45.00,56.00
2026-05-02T09:29:00Z,45.00,56.00
2026-05-02T09:34:00Z,45.00,56.00
2026-05-02T09:35:00Z,45.00,56.00
2026-05-02T09:36:00Z,46.00,56.00
2026-05-02T09:37:00Z,46.00,56.00
2026-05-02T09:38:00Z,46.00,55.00
2026-05-02T09:41:00Z,46.00,55.00
2026-05-02T09:44:00Z,46.00,56.00
2026-05-02T09:45:00Z,46.00,56.00
2026-05-02T09:47:00Z,46.00,56.00
2026-05-02T09:48:00Z,46.00,56.00
2026-05-02T09:49:00Z,46.00,56.00
2026-05-02T09:50:00Z,46.00,55.00
2026-05-02T09:52:00Z,45.00,56.00
2026-05-02T09:54:00Z,46.00,56.00
2026-05-02T09:55:00Z,46.00,56.00
2026-05-02T09:56:00Z,46.00,56.00
2026-05-02T09:57:00Z,46.00,56.00
2026-05-02T09:58:00Z,46.00,56.00
2026-05-02T10:00:00Z,46.00,56.00
2026-05-02T10:03:00Z,45.98,56.00
2026-05-02T10:04:00Z,45.98,56.00
2026-05-02T10:06:00Z,45.98,56.00
2026-05-02T10:07:00Z,46.00,56.00
2026-05-02T10:08:00Z,46.00,56.00
2026-05-02T10:09:00Z,46.00,56.00
2026-05-02T10:10:00Z,45.67,56.00
2026-05-02T10:11:00Z,48.27,54.67
2026-05-02T10:12:00Z,48.04,53.29
2026-05-02T10:13:00Z,49.92,51.00
2026-05-02T10:14:00Z,49.92,55.86
2026-05-02T10:15:00Z,42.00,55.86
2026-05-02T10:16:00Z,42.00,57.00
2026-05-02T10:17:00Z,36.37,63.30
2026-05-02T10:18:00Z,29.23,68.68
2026-05-02T10:19:00Z,29.23,69.40
2026-05-02T10:20:00Z,29.00,70.00
2026-05-02T10:21:00Z,28.00,72.88
2026-05-02T10:22:00Z,25.03,75.00
2026-05-02T10:23:00Z,25.00,76.00
2026-05-02T10:24:00Z,25.02,76.53
2026-05-02T10:25:00Z,27.00,73.11
2026-05-02T10:26:00Z,27.00,73.11
2026-05-02T10:27:00Z,23.00,76.26
2026-05-02T10:28:00Z,23.00,78.00
2026-05-02T10:29:00Z,23.00,78.00
2026-05-02T10:30:00Z,21.00,80.00
2026-05-02T10:31:00Z,22.42,77.00
2026-05-02T10:32:00Z,24.48,78.00
2026-05-02T10:33:00Z,24.48,79.00
2026-05-02T10:34:00Z,24.48,81.00
2026-05-02T10:35:00Z,20.00,81.00
2026-05-02T10:36:00Z,20.00,81.00
2026-05-02T10:37:00Z,20.00,78.26
2026-05-02T10:38:00Z,22.96,78.00
2026-05-02T10:39:00Z,21.06,79.00
2026-05-02T10:40:00Z,18.06,81.60
2026-05-02T10:41:00Z,19.09,82.00
2026-05-02T10:42:00Z,19.00,82.00
2026-05-02T10:43:00Z,19.00,82.00
2026-05-02T10:44:00Z,19.00,82.00
2026-05-02T10:45:00Z,18.78,81.38
2026-05-02T10:46:00Z,22.04,79.01
2026-05-02T10:47:00Z,22.49,79.01
2026-05-02T10:48:00Z,19.12,80.00
2026-05-02T10:49:00Z,21.19,80.00
2026-05-02T10:50:00Z,22.02,78.01
2026-05-02T10:51:00Z,27.96,74.25
2026-05-02T10:52:00Z,27.25,73.96
2026-05-02T10:53:00Z,34.69,68.98
2026-05-02T10:54:00Z,35.09,63.08
2026-05-02T10:55:00Z,39.58,61.29
2026-05-02T10:56:00Z,39.27,61.95
2026-05-02T10:57:00Z,40.02,61.00
2026-05-02T10:58:00Z,38.00,60.00
2026-05-02T10:59:00Z,40.10,61.00
2026-05-02T11:00:00Z,37.99,63.00
2026-05-02T11:01:00Z,37.83,61.98
2026-05-02T11:02:00Z,37.87,66.13
2026-05-02T11:03:00Z,32.08,73.52
2026-05-02T11:04:00Z,29.93,71.22
2026-05-02T11:05:00Z,32.00,67.27
2026-05-02T11:06:00Z,31.07,71.97
2026-05-02T11:07:00Z,35.82,65.01
2026-05-02T11:08:00Z,37.94,65.87
2026-05-02T11:09:00Z,38.99,61.35
2026-05-02T11:10:00Z,37.04,61.00
2026-05-02T11:11:00Z,37.98,65.00
2026-05-02T11:12:00Z,37.00,65.00
2026-05-02T11:13:00Z,37.00,64.00
2026-05-02T11:14:00Z,37.84,64.57
2026-05-02T11:15:00Z,40.09,60.04
2026-05-02T11:16:00Z,41.00,60.19
2026-05-02T11:17:00Z,41.00,59.07
2026-05-02T11:18:00Z,40.00,61.00
2026-05-02T11:19:00Z,39.06,60.07
2026-05-02T11:20:00Z,42.12,57.65
2026-05-02T11:21:00Z,43.47,57.04
2026-05-02T11:22:00Z,43.33,57.00
2026-05-02T11:23:00Z,43.36,57.06
2026-05-02T11:24:00Z,43.64,57.82
2026-05-02T11:25:00Z,43.92,57.56
2026-05-02T11:26:00Z,43.49,58.05
2026-05-02T11:27:00Z,44.00,56.81
2026-05-02T11:28:00Z,53.01,53.65
2026-05-02T11:29:00Z,51.08,46.63
2026-05-02T11:30:00Z,50.81,45.99
2026-05-02T11:31:00Z,45.83,55.50
2026-05-02T11:32:00Z,40.09,60.90
2026-05-02T11:33:00Z,38.19,62.35
2026-05-02T11:34:00Z,37.11,63.74
2026-05-02T11:35:00Z,40.35,61.09
2026-05-02T11:36:00Z,44.49,55.97
2026-05-02T11:37:00Z,41.79,57.92
2026-05-02T11:38:00Z,40.15,60.31
2026-05-02T11:39:00Z,40.25,60.74
2026-05-02T11:40:00Z,41.91,59.30
2026-05-02T11:41:00Z,40.00,60.85
2026-05-02T11:42:00Z,37.49,61.14
2026-05-02T11:43:00Z,45.63,56.44
2026-05-02T11:44:00Z,47.98,54.81
2026-05-02T11:45:00Z,48.01,53.99
2026-05-02T11:46:00Z,46.16,57.20
2026-05-02T11:47:00Z,45.32,57.35
2026-05-02T11:48:00Z,43.63,57.63
2026-05-02T11:49:00Z,41.90,58.18
2026-05-02T11:50:00Z,41.84,59.02
2026-05-02T11:51:00Z,37.72,62.49
2026-05-02T11:52:00Z,24.26,71.07
2026-05-02T11:53:00Z,16.45,85.26
2026-05-02T11:54:00Z,8.42,88.73
2026-05-02T11:55:00Z,5.65,94.90
2026-05-02T11:56:00Z,5.88,94.56
2026-05-02T11:57:00Z,5.93,94.48
2026-05-02T11:58:00Z,4.88,94.11
2026-05-02T11:59:00Z,4.42,95.67
2026-05-02T12:00:00Z,1.33,98.17
2026-05-02T12:01:00Z,1.33,99.00
2026-05-02T12:02:00Z,1.33,99.00
