# event_ticker=KXATPMATCH-25AUG07BONARN
# final_score=6-7(1) 6-3 6-4
# score_resolution=6-7 6-3 6-4
# match_winner=Benjamin Bonzi
# fav_player=Benjamin Bonzi
# dog_player=Matteo Arnaldi
# kalshi_date=2025-08-07
timestamp,Benjamin Bonzi,Matteo Arnaldi
2025-08-07T05:12:00Z,36.00,
2025-08-07T05:25:00Z,35.00,
2025-08-07T05:26:00Z,35.00,
2025-08-07T05:27:00Z,35.00,69.00
2025-08-07T05:28:00Z,35.00,67.00
2025-08-07T05:37:00Z,35.00,66.00
2025-08-07T05:49:00Z,35.00,66.00
2025-08-07T05:56:00Z,35.00,66.00
2025-08-07T05:58:00Z,35.00,66.00
2025-08-07T05:59:00Z,35.00,66.00
2025-08-07T06:13:00Z,35.00,66.00
2025-08-07T06:14:00Z,35.00,66.00
2025-08-07T06:30:00Z,35.00,66.00
2025-08-07T06:57:00Z,35.00,66.00
2025-08-07T06:58:00Z,35.00,66.00
2025-08-07T06:59:00Z,35.00,67.56
2025-08-07T09:14:00Z,36.00,67.56
2025-08-07T09:46:00Z,36.00,67.56
2025-08-07T10:27:00Z,36.00,69.76
2025-08-07T10:32:00Z,36.00,70.00
2025-08-07T10:51:00Z,36.00,70.00
2025-08-07T10:53:00Z,36.00,70.00
2025-08-07T11:15:00Z,36.00,70.00
2025-08-07T11:21:00Z,36.00,70.00
2025-08-07T11:23:00Z,36.00,70.00
2025-08-07T11:24:00Z,36.00,70.00
2025-08-07T11:25:00Z,36.00,70.00
2025-08-07T11:28:00Z,36.00,70.00
2025-08-07T11:35:00Z,36.00,70.00
2025-08-07T11:43:00Z,36.00,70.00
2025-08-07T12:05:00Z,35.60,70.00
2025-08-07T12:14:00Z,35.60,70.00
2025-08-07T12:15:00Z,35.60,70.00
2025-08-07T12:16:00Z,35.00,70.00
2025-08-07T12:20:00Z,35.00,73.84
2025-08-07T12:26:00Z,35.81,73.84
2025-08-07T12:35:00Z,35.81,69.00
2025-08-07T12:54:00Z,35.81,68.00
2025-08-07T13:00:00Z,35.81,68.00
2025-08-07T13:02:00Z,35.81,68.00
2025-08-07T13:03:00Z,33.00,68.00
2025-08-07T13:12:00Z,34.00,68.00
2025-08-07T13:27:00Z,34.00,68.00
2025-08-07T13:38:00Z,34.00,68.00
2025-08-07T13:40:00Z,34.00,67.00
2025-08-07T13:41:00Z,34.00,67.00
2025-08-07T13:54:00Z,34.00,68.00
2025-08-07T13:55:00Z,33.00,68.00
2025-08-07T13:59:00Z,33.00,68.00
2025-08-07T14:01:00Z,32.00,68.00
2025-08-07T14:05:00Z,33.00,68.00
2025-08-07T14:09:00Z,33.00,68.00
2025-08-07T14:10:00Z,33.00,68.00
2025-08-07T14:11:00Z,33.00,68.00
2025-08-07T14:12:00Z,33.00,68.00
2025-08-07T14:19:00Z,34.00,68.00
2025-08-07T14:23:00Z,34.00,68.00
2025-08-07T14:25:00Z,34.00,68.00
2025-08-07T14:30:00Z,34.00,68.00
2025-08-07T14:31:00Z,34.00,68.00
2025-08-07T14:32:00Z,34.00,68.00
2025-08-07T14:34:00Z,33.00,68.00
2025-08-07T14:35:00Z,33.00,68.00
2025-08-07T14:37:00Z,33.00,68.00
2025-08-07T14:39:00Z,34.00,68.00
2025-08-07T14:45:00Z,34.00,68.00
2025-08-07T14:55:00Z,34.00,68.00
2025-08-07T14:57:00Z,34.00,68.00
2025-08-07T15:06:00Z,34.00,69.00
2025-08-07T15:10:00Z,34.00,70.00
2025-08-07T15:13:00Z,33.56,69.99
2025-08-07T15:14:00Z,33.56,72.98
2025-08-07T15:15:00Z,33.56,72.00
2025-08-07T15:16:00Z,33.56,71.00
2025-08-07T15:17:00Z,31.73,71.00
2025-08-07T15:18:00Z,31.73,71.00
2025-08-07T15:19:00Z,29.00,71.00
2025-08-07T15:21:00Z,26.00,75.00
2025-08-07T15:25:00Z,27.94,75.00
2025-08-07T15:26:00Z,32.68,69.00
2025-08-07T15:28:00Z,29.00,69.00
2025-08-07T15:29:00Z,32.22,69.00
2025-08-07T15:31:00Z,37.68,42.90
2025-08-07T15:32:00Z,35.00,42.90
2025-08-07T15:38:00Z,35.00,68.00
2025-08-07T15:41:00Z,38.40,60.00
2025-08-07T15:44:00Z,34.00,69.93
2025-08-07T15:46:00Z,34.00,68.00
2025-08-07T15:47:00Z,31.00,68.17
2025-08-07T15:49:00Z,39.00,68.17
2025-08-07T15:50:00Z,41.00,63.00
2025-08-07T15:52:00Z,34.00,63.00
2025-08-07T15:53:00Z,34.00,66.00
2025-08-07T15:56:00Z,34.00,60.00
2025-08-07T15:57:00Z,39.44,64.80
2025-08-07T15:58:00Z,36.00,67.93
2025-08-07T15:59:00Z,38.00,66.00
2025-08-07T16:00:00Z,38.27,64.00
2025-08-07T16:01:00Z,38.27,65.00
2025-08-07T16:02:00Z,38.27,64.00
2025-08-07T16:03:00Z,41.00,64.00
2025-08-07T16:04:00Z,43.00,61.00
2025-08-07T16:05:00Z,40.56,64.00
2025-08-07T16:06:00Z,35.00,70.63
2025-08-07T16:07:00Z,38.94,66.00
2025-08-07T16:08:00Z,24.33,74.00
2025-08-07T16:09:00Z,16.08,74.86
2025-08-07T16:10:00Z,15.00,79.66
2025-08-07T16:11:00Z,19.98,79.89
2025-08-07T16:12:00Z,19.93,77.66
2025-08-07T16:13:00Z,19.93,78.00
2025-08-07T16:14:00Z,19.00,79.49
2025-08-07T16:15:00Z,20.60,84.22
2025-08-07T16:16:00Z,18.48,83.63
2025-08-07T16:17:00Z,21.00,83.63
2025-08-07T16:18:00Z,22.00,78.00
2025-08-07T16:19:00Z,23.65,77.00
2025-08-07T16:20:00Z,21.89,78.72
2025-08-07T16:21:00Z,23.98,78.72
2025-08-07T16:22:00Z,24.10,79.00
2025-08-07T16:23:00Z,25.12,76.00
2025-08-07T16:24:00Z,25.12,75.60
2025-08-07T16:25:00Z,25.00,76.16
2025-08-07T16:26:00Z,24.00,76.16
2025-08-07T16:27:00Z,29.50,74.00
2025-08-07T16:28:00Z,29.72,74.00
2025-08-07T16:29:00Z,40.00,60.00
2025-08-07T16:30:00Z,40.00,66.96
2025-08-07T16:31:00Z,34.00,66.96
2025-08-07T16:32:00Z,34.00,60.00
2025-08-07T16:33:00Z,37.02,48.68
2025-08-07T16:34:00Z,39.00,65.00
2025-08-07T16:35:00Z,39.00,64.45
2025-08-07T16:37:00Z,42.00,58.15
2025-08-07T16:38:00Z,41.52,58.15
2025-08-07T16:39:00Z,38.01,59.00
2025-08-07T16:40:00Z,37.08,59.00
2025-08-07T16:41:00Z,40.14,60.00
2025-08-07T16:42:00Z,36.00,60.00
2025-08-07T16:43:00Z,41.00,60.00
2025-08-07T16:44:00Z,43.00,60.00
2025-08-07T16:46:00Z,44.00,60.00
2025-08-07T16:47:00Z,44.00,59.00
2025-08-07T16:48:00Z,44.00,59.00
2025-08-07T16:49:00Z,49.05,59.00
2025-08-07T16:50:00Z,46.18,55.00
2025-08-07T16:51:00Z,44.99,55.00
2025-08-07T16:52:00Z,44.05,58.65
2025-08-07T16:53:00Z,42.01,58.65
2025-08-07T16:54:00Z,43.03,58.65
2025-08-07T16:55:00Z,43.03,55.22
2025-08-07T16:56:00Z,37.78,64.71
2025-08-07T16:57:00Z,37.78,73.00
2025-08-07T16:58:00Z,37.85,73.00
2025-08-07T16:59:00Z,37.85,58.30
2025-08-07T17:00:00Z,43.86,57.00
2025-08-07T17:01:00Z,46.00,57.00
2025-08-07T17:02:00Z,46.00,57.00
2025-08-07T17:03:00Z,46.00,62.92
2025-08-07T17:04:00Z,43.00,69.43
2025-08-07T17:05:00Z,45.53,56.00
2025-08-07T17:08:00Z,45.53,65.00
2025-08-07T17:09:00Z,41.00,65.00
2025-08-07T17:10:00Z,41.00,66.00
2025-08-07T17:11:00Z,31.92,66.00
2025-08-07T17:12:00Z,40.00,70.00
2025-08-07T17:13:00Z,29.00,63.00
2025-08-07T17:14:00Z,35.00,63.72
2025-08-07T17:15:00Z,32.00,68.00
2025-08-07T17:16:00Z,32.00,70.00
2025-08-07T17:17:00Z,29.17,71.49
2025-08-07T17:18:00Z,36.33,63.00
2025-08-07T17:19:00Z,32.24,68.42
2025-08-07T17:21:00Z,32.62,69.00
2025-08-07T17:22:00Z,26.66,67.00
2025-08-07T17:23:00Z,36.67,67.00
2025-08-07T17:24:00Z,36.67,63.00
2025-08-07T17:27:00Z,41.00,63.00
2025-08-07T17:28:00Z,53.94,44.42
2025-08-07T17:29:00Z,68.03,32.00
2025-08-07T17:30:00Z,69.36,29.21
2025-08-07T17:31:00Z,69.36,31.00
2025-08-07T17:32:00Z,75.44,27.31
2025-08-07T17:33:00Z,74.00,19.82
2025-08-07T17:34:00Z,76.56,19.47
2025-08-07T17:35:00Z,74.09,29.93
2025-08-07T17:36:00Z,74.00,32.14
2025-08-07T17:37:00Z,72.90,23.15
2025-08-07T17:38:00Z,73.22,38.24
2025-08-07T17:39:00Z,62.00,48.70
2025-08-07T17:40:00Z,54.64,52.00
2025-08-07T17:41:00Z,59.77,53.76
2025-08-07T17:42:00Z,69.71,41.13
2025-08-07T17:43:00Z,71.85,28.55
2025-08-07T17:44:00Z,62.95,43.63
2025-08-07T17:45:00Z,68.29,48.06
2025-08-07T17:46:00Z,80.34,47.86
2025-08-07T17:47:00Z,84.22,19.92
2025-08-07T17:48:00Z,82.76,16.46
2025-08-07T17:49:00Z,81.68,15.10
2025-08-07T17:50:00Z,81.55,20.79
