# event_ticker=KXATPMATCH-26JUN11SHIKYR
# final_score=4-6 7-6(5) 6-4
# score_resolution=6-4 6-7 4-6
# match_winner=Sho Shimabukuro
# fav_player=Nick Kyrgios
# dog_player=Sho Shimabukuro
# kalshi_date=2026-06-11
timestamp,Sho Shimabukuro,Nick Kyrgios
2026-06-11T00:42:00Z,,60.00
2026-06-11T00:43:00Z,,60.00
2026-06-11T00:45:00Z,,61.00
2026-06-11T01:05:00Z,,59.00
2026-06-11T01:22:00Z,,61.00
2026-06-11T01:25:00Z,,61.00
2026-06-11T01:26:00Z,,61.00
2026-06-11T01:28:00Z,,62.00
2026-06-11T01:29:00Z,,61.95
2026-06-11T01:32:00Z,,60.00
2026-06-11T01:34:00Z,,62.00
2026-06-11T01:36:00Z,42.00,62.00
2026-06-11T01:37:00Z,42.00,62.00
2026-06-11T01:40:00Z,42.00,61.00
2026-06-11T01:46:00Z,42.00,61.00
2026-06-11T01:52:00Z,42.00,59.00
2026-06-11T01:53:00Z,42.00,59.00
2026-06-11T01:55:00Z,42.00,59.00
2026-06-11T01:57:00Z,41.00,59.00
2026-06-11T01:58:00Z,41.00,62.00
2026-06-11T01:59:00Z,41.00,62.00
2026-06-11T02:01:00Z,41.00,62.00
2026-06-11T02:03:00Z,41.00,61.00
2026-06-11T02:06:00Z,41.00,61.00
2026-06-11T02:07:00Z,41.00,61.00
2026-06-11T02:08:00Z,41.00,61.00
2026-06-11T02:10:00Z,38.70,61.00
2026-06-11T02:12:00Z,38.70,61.00
2026-06-11T02:13:00Z,38.70,61.00
2026-06-11T02:14:00Z,38.70,61.00
2026-06-11T02:15:00Z,40.00,62.00
2026-06-11T02:18:00Z,38.03,62.00
2026-06-11T02:19:00Z,38.03,62.00
2026-06-11T02:20:00Z,38.03,62.00
2026-06-11T02:24:00Z,38.03,62.00
2026-06-11T02:25:00Z,40.00,62.00
2026-06-11T02:27:00Z,40.00,62.00
2026-06-11T02:35:00Z,40.00,62.00
2026-06-11T02:37:00Z,40.00,62.00
2026-06-11T02:38:00Z,40.00,62.00
2026-06-11T02:40:00Z,40.00,60.00
2026-06-11T02:41:00Z,40.00,60.00
2026-06-11T02:43:00Z,40.00,62.00
2026-06-11T02:44:00Z,40.00,62.00
2026-06-11T02:45:00Z,40.00,62.00
2026-06-11T02:46:00Z,40.00,62.84
2026-06-11T02:47:00Z,38.00,62.00
2026-06-11T02:48:00Z,38.00,62.00
2026-06-11T02:50:00Z,38.00,62.00
2026-06-11T02:52:00Z,38.00,61.94
2026-06-11T02:58:00Z,40.00,61.94
2026-06-11T02:59:00Z,38.00,62.00
2026-06-11T03:02:00Z,40.00,62.00
2026-06-11T03:03:00Z,40.00,62.00
2026-06-11T03:05:00Z,40.00,62.00
2026-06-11T03:06:00Z,40.00,62.11
2026-06-11T03:07:00Z,40.00,62.00
2026-06-11T03:11:00Z,40.00,62.00
2026-06-11T03:12:00Z,40.00,62.00
2026-06-11T03:13:00Z,40.00,62.96
2026-06-11T03:14:00Z,40.00,61.91
2026-06-11T03:17:00Z,40.00,61.77
2026-06-11T03:19:00Z,40.00,62.00
2026-06-11T03:23:00Z,40.00,62.00
2026-06-11T03:24:00Z,40.00,62.00
2026-06-11T03:28:00Z,40.00,62.36
