# event_ticker=KXATPCHALLENGERMATCH-26MAR05DIAMIG
# final_score=6-4 6-3
# match_winner=Facundo Diaz Acosta
# fav_player=Facundo Diaz Acosta
# dog_player=Luis Guto Miguel
# kalshi_date=2026-03-05
timestamp,Facundo Diaz Acosta,Luis Guto Miguel
2026-03-05T12:50:00Z,82.00,
2026-03-05T12:54:00Z,82.00,
2026-03-05T12:56:00Z,82.00,
2026-03-05T12:59:00Z,82.00,
2026-03-05T13:01:00Z,82.00,
2026-03-05T13:04:00Z,82.00,
2026-03-05T13:06:00Z,82.00,
2026-03-05T13:09:00Z,82.00,
2026-03-05T13:14:00Z,82.00,
2026-03-05T13:19:00Z,82.00,
2026-03-05T13:23:00Z,82.00,20.00
2026-03-05T13:24:00Z,82.00,20.00
2026-03-05T13:30:00Z,82.00,20.00
2026-03-05T13:32:00Z,82.00,20.00
2026-03-05T13:39:00Z,82.00,20.00
2026-03-05T13:43:00Z,83.00,18.00
2026-03-05T13:44:00Z,82.00,18.00
2026-03-05T13:46:00Z,82.00,18.00
2026-03-05T13:48:00Z,82.00,20.00
2026-03-05T13:59:00Z,82.00,20.00
2026-03-05T14:01:00Z,82.00,20.00
2026-03-05T14:05:00Z,82.00,20.00
2026-03-05T14:07:00Z,82.00,20.00
2026-03-05T14:20:00Z,82.00,20.00
2026-03-05T14:21:00Z,83.00,20.00
2026-03-05T14:38:00Z,83.00,20.00
2026-03-05T14:43:00Z,83.00,18.00
2026-03-05T14:51:00Z,83.00,18.00
2026-03-05T15:14:00Z,82.00,18.00
2026-03-05T15:21:00Z,82.00,20.00
2026-03-05T15:31:00Z,82.00,20.00
2026-03-05T15:32:00Z,82.00,20.00
2026-03-05T15:35:00Z,82.00,20.00
2026-03-05T15:44:00Z,82.00,20.00
2026-03-05T15:47:00Z,82.00,18.00
2026-03-05T15:49:00Z,82.00,18.00
2026-03-05T15:56:00Z,82.00,18.00
2026-03-05T15:58:00Z,82.00,21.00
2026-03-05T15:59:00Z,82.00,21.00
2026-03-05T16:07:00Z,82.00,21.00
2026-03-05T16:11:00Z,82.00,21.00
2026-03-05T16:14:00Z,82.00,21.00
2026-03-05T16:16:00Z,82.00,21.00
2026-03-05T16:17:00Z,82.00,21.00
2026-03-05T16:24:00Z,82.00,21.00
2026-03-05T16:30:00Z,82.84,21.00
2026-03-05T16:33:00Z,82.84,21.00
2026-03-05T16:34:00Z,82.00,21.00
2026-03-05T16:40:00Z,82.00,21.00
2026-03-05T16:42:00Z,82.00,21.00
2026-03-05T16:46:00Z,82.00,20.00
2026-03-05T16:53:00Z,82.00,20.00
2026-03-05T16:55:00Z,82.00,20.00
2026-03-05T16:59:00Z,82.00,20.00
2026-03-05T17:03:00Z,82.00,20.00
2026-03-05T17:04:00Z,82.00,20.00
2026-03-05T17:06:00Z,82.00,20.00
2026-03-05T17:07:00Z,82.00,20.00
2026-03-05T17:19:00Z,82.00,20.00
2026-03-05T17:20:00Z,82.00,20.00
2026-03-05T17:24:00Z,82.00,20.00
2026-03-05T17:27:00Z,82.00,20.00
2026-03-05T17:30:00Z,82.00,20.95
2026-03-05T17:38:00Z,82.00,20.00
2026-03-05T17:41:00Z,82.00,20.00
2026-03-05T17:45:00Z,82.00,20.00
2026-03-05T17:49:00Z,82.00,20.00
2026-03-05T17:50:00Z,82.00,20.00
2026-03-05T17:51:00Z,82.00,20.00
2026-03-05T17:53:00Z,82.00,20.00
2026-03-05T17:56:00Z,82.00,20.00
2026-03-05T17:58:00Z,82.00,20.00
2026-03-05T18:09:00Z,82.00,20.00
2026-03-05T18:10:00Z,82.00,20.00
2026-03-05T18:12:00Z,82.00,20.00
2026-03-05T18:14:00Z,80.00,20.00
2026-03-05T18:25:00Z,82.00,20.00
2026-03-05T18:32:00Z,82.00,20.00
2026-03-05T18:36:00Z,82.00,20.81
2026-03-05T18:37:00Z,82.00,20.81
2026-03-05T18:40:00Z,82.00,20.00
2026-03-05T18:42:00Z,82.00,20.00
2026-03-05T18:49:00Z,82.00,20.00
2026-03-05T18:51:00Z,82.00,20.00
2026-03-05T18:53:00Z,82.00,20.71
2026-03-05T18:55:00Z,82.00,20.71
2026-03-05T18:58:00Z,82.00,20.71
2026-03-05T19:00:00Z,82.00,20.71
2026-03-05T19:04:00Z,82.00,20.71
2026-03-05T19:08:00Z,82.00,20.00
2026-03-05T19:18:00Z,83.00,20.00
2026-03-05T19:25:00Z,83.00,20.00
2026-03-05T19:32:00Z,83.00,20.00
2026-03-05T19:39:00Z,83.00,20.00
2026-03-05T19:40:00Z,83.00,20.00
2026-03-05T19:42:00Z,82.00,20.00
2026-03-05T19:43:00Z,82.52,20.00
2026-03-05T19:48:00Z,83.00,20.00
2026-03-05T19:49:00Z,83.00,17.34
2026-03-05T19:51:00Z,81.00,17.34
2026-03-05T19:53:00Z,81.00,20.00
2026-03-05T19:54:00Z,81.00,20.00
2026-03-05T19:55:00Z,82.43,20.00
2026-03-05T19:56:00Z,82.00,20.00
2026-03-05T19:57:00Z,82.00,20.00
2026-03-05T20:03:00Z,82.00,20.00
2026-03-05T20:04:00Z,82.00,20.00
2026-03-05T20:06:00Z,82.00,18.00
2026-03-05T20:07:00Z,80.00,18.00
2026-03-05T20:11:00Z,82.67,18.00
2026-03-05T20:12:00Z,82.63,18.00
2026-03-05T20:13:00Z,82.00,18.00
2026-03-05T20:17:00Z,82.00,18.00
2026-03-05T20:18:00Z,82.00,18.00
2026-03-05T20:32:00Z,82.00,20.00
2026-03-05T20:33:00Z,81.99,20.00
2026-03-05T20:34:00Z,82.00,19.00
2026-03-05T20:35:00Z,81.00,18.02
2026-03-05T20:36:00Z,82.00,19.57
2026-03-05T20:37:00Z,82.00,19.57
2026-03-05T20:38:00Z,80.03,20.03
2026-03-05T20:39:00Z,83.92,16.26
2026-03-05T20:40:00Z,83.92,16.24
2026-03-05T20:41:00Z,83.00,16.44
2026-03-05T20:42:00Z,83.00,16.01
2026-03-05T20:43:00Z,81.95,19.53
2026-03-05T20:44:00Z,79.27,21.12
2026-03-05T20:45:00Z,78.00,21.27
2026-03-05T20:46:00Z,79.00,22.16
2026-03-05T20:47:00Z,79.01,20.20
2026-03-05T20:48:00Z,79.87,21.03
2026-03-05T20:49:00Z,79.87,20.00
2026-03-05T20:50:00Z,82.00,16.69
2026-03-05T20:51:00Z,82.00,16.38
2026-03-05T20:52:00Z,81.10,21.00
2026-03-05T20:53:00Z,79.18,17.46
2026-03-05T20:54:00Z,78.93,22.16
2026-03-05T20:55:00Z,75.96,24.25
2026-03-05T20:56:00Z,76.61,25.86
2026-03-05T20:57:00Z,79.04,21.73
2026-03-05T20:58:00Z,80.96,20.00
2026-03-05T20:59:00Z,79.00,23.76
2026-03-05T21:00:00Z,75.00,25.87
2026-03-05T21:01:00Z,77.00,22.52
2026-03-05T21:02:00Z,79.53,22.00
2026-03-05T21:03:00Z,81.00,20.03
2026-03-05T21:04:00Z,81.00,20.00
2026-03-05T21:05:00Z,83.00,18.61
2026-03-05T21:06:00Z,81.59,18.61
2026-03-05T21:07:00Z,78.46,21.96
2026-03-05T21:08:00Z,76.00,23.16
2026-03-05T21:09:00Z,77.99,24.06
2026-03-05T21:10:00Z,78.03,22.93
2026-03-05T21:11:00Z,80.23,20.16
2026-03-05T21:12:00Z,80.23,19.01
2026-03-05T21:13:00Z,78.32,21.14
2026-03-05T21:14:00Z,81.06,20.00
2026-03-05T21:15:00Z,83.84,18.99
2026-03-05T21:16:00Z,90.33,11.42
2026-03-05T21:17:00Z,92.99,7.91
2026-03-05T21:18:00Z,92.97,7.92
2026-03-05T21:19:00Z,93.00,8.00
2026-03-05T21:20:00Z,93.00,7.68
2026-03-05T21:21:00Z,93.00,8.00
2026-03-05T21:22:00Z,93.00,8.00
2026-03-05T21:23:00Z,91.07,9.35
2026-03-05T21:24:00Z,87.76,11.53
2026-03-05T21:25:00Z,87.20,13.39
2026-03-05T21:26:00Z,84.22,15.44
2026-03-05T21:27:00Z,84.00,15.33
2026-03-05T21:28:00Z,90.37,11.18
2026-03-05T21:29:00Z,92.17,7.87
2026-03-05T21:30:00Z,93.00,7.98
2026-03-05T21:31:00Z,94.17,7.00
2026-03-05T21:32:00Z,94.82,7.38
2026-03-05T21:33:00Z,93.00,6.08
2026-03-05T21:34:00Z,94.00,6.53
2026-03-05T21:35:00Z,93.09,7.59
2026-03-05T21:36:00Z,92.00,8.30
2026-03-05T21:37:00Z,92.00,10.00
2026-03-05T21:38:00Z,91.34,8.83
2026-03-05T21:39:00Z,92.00,9.82
2026-03-05T21:40:00Z,92.00,7.86
2026-03-05T21:41:00Z,93.24,6.23
2026-03-05T21:42:00Z,94.00,7.25
2026-03-05T21:43:00Z,92.00,8.92
2026-03-05T21:44:00Z,91.00,10.77
2026-03-05T21:45:00Z,88.23,10.40
2026-03-05T21:46:00Z,89.93,10.64
2026-03-05T21:47:00Z,88.72,12.75
2026-03-05T21:48:00Z,91.72,10.02
2026-03-05T21:49:00Z,90.77,9.27
2026-03-05T21:50:00Z,90.87,11.39
2026-03-05T21:51:00Z,89.00,9.93
2026-03-05T21:52:00Z,92.00,8.36
2026-03-05T21:53:00Z,92.00,8.95
2026-03-05T21:54:00Z,94.00,5.73
2026-03-05T21:55:00Z,92.63,8.90
2026-03-05T21:56:00Z,90.00,9.90
2026-03-05T21:57:00Z,89.00,11.79
2026-03-05T21:58:00Z,91.00,10.43
2026-03-05T21:59:00Z,92.00,8.60
2026-03-05T22:00:00Z,92.98,9.00
2026-03-05T22:01:00Z,93.75,8.21
2026-03-05T22:02:00Z,94.24,6.49
2026-03-05T22:03:00Z,92.98,8.98
2026-03-05T22:04:00Z,93.97,8.00
2026-03-05T22:05:00Z,95.98,5.01
2026-03-05T22:06:00Z,93.67,5.55
2026-03-05T22:07:00Z,97.65,2.70
2026-03-05T22:08:00Z,98.94,1.23
2026-03-05T22:09:00Z,98.19,2.01
2026-03-05T22:10:00Z,99.00,2.84
2026-03-05T22:11:00Z,99.00,3.52
2026-03-05T22:12:00Z,99.00,1.00
2026-03-05T22:13:00Z,99.00,1.00
2026-03-05T22:14:00Z,99.00,1.00
