# event_ticker=KXATPCHALLENGERMATCH-26MAR19CIGFAR
# final_score=6-1 6-2
# match_winner=Jaime Faria
# fav_player=Jaime Faria
# dog_player=Thiago Cigarran
# kalshi_date=2026-03-19
timestamp,Jaime Faria,Thiago Cigarran
2026-03-19T09:11:00Z,,9.00
2026-03-19T10:12:00Z,,7.00
2026-03-19T10:16:00Z,93.00,7.00
2026-03-19T10:45:00Z,92.00,7.00
2026-03-19T11:08:00Z,92.00,8.00
2026-03-19T11:49:00Z,93.00,8.00
2026-03-19T12:05:00Z,93.00,8.00
2026-03-19T12:10:00Z,93.00,8.00
2026-03-19T12:37:00Z,93.00,8.03
2026-03-19T12:44:00Z,93.00,9.00
2026-03-19T12:53:00Z,93.00,9.00
2026-03-19T12:55:00Z,93.00,9.00
2026-03-19T12:59:00Z,93.00,7.00
2026-03-19T13:11:00Z,93.00,7.00
2026-03-19T13:14:00Z,93.00,8.27
2026-03-19T13:49:00Z,93.00,9.00
2026-03-19T14:00:00Z,93.00,9.00
2026-03-19T14:10:00Z,93.00,9.00
2026-03-19T14:27:00Z,93.00,9.00
2026-03-19T14:28:00Z,93.00,9.00
2026-03-19T14:40:00Z,93.00,9.00
2026-03-19T14:46:00Z,93.00,9.00
2026-03-19T15:13:00Z,93.00,9.00
2026-03-19T15:50:00Z,93.00,7.00
2026-03-19T16:06:00Z,93.00,8.00
2026-03-19T16:11:00Z,93.00,8.00
2026-03-19T16:24:00Z,93.00,6.00
2026-03-19T16:29:00Z,93.00,7.00
2026-03-19T16:30:00Z,93.00,7.00
2026-03-19T16:54:00Z,93.00,6.00
2026-03-19T16:56:00Z,93.00,6.00
2026-03-19T17:01:00Z,93.00,6.00
2026-03-19T17:02:00Z,93.00,7.00
2026-03-19T17:06:00Z,93.00,6.00
2026-03-19T17:16:00Z,94.00,6.00
2026-03-19T17:25:00Z,94.00,7.73
2026-03-19T17:43:00Z,94.00,7.00
2026-03-19T17:45:00Z,94.00,8.13
2026-03-19T17:51:00Z,94.00,8.00
2026-03-19T18:00:00Z,94.00,8.36
2026-03-19T18:09:00Z,94.00,8.39
2026-03-19T18:12:00Z,94.00,8.00
2026-03-19T18:17:00Z,94.00,7.00
2026-03-19T18:18:00Z,94.00,8.00
2026-03-19T18:19:00Z,94.00,8.00
2026-03-19T18:23:00Z,94.00,7.00
2026-03-19T18:26:00Z,94.00,8.00
2026-03-19T18:29:00Z,94.00,7.85
2026-03-19T18:30:00Z,94.00,8.00
2026-03-19T18:33:00Z,94.00,8.00
2026-03-19T18:35:00Z,94.00,8.00
2026-03-19T18:39:00Z,94.00,8.00
2026-03-19T18:40:00Z,94.00,8.40
2026-03-19T18:41:00Z,94.00,8.00
2026-03-19T18:43:00Z,94.00,8.00
2026-03-19T18:44:00Z,94.00,8.00
2026-03-19T18:45:00Z,94.00,8.18
2026-03-19T18:46:00Z,94.00,7.98
2026-03-19T18:47:00Z,94.00,8.00
2026-03-19T18:49:00Z,94.00,8.73
2026-03-19T18:51:00Z,94.00,8.00
2026-03-19T18:52:00Z,94.00,7.00
2026-03-19T18:54:00Z,94.00,8.00
2026-03-19T18:55:00Z,94.00,8.59
2026-03-19T18:56:00Z,94.00,8.75
2026-03-19T18:57:00Z,94.00,8.88
2026-03-19T18:58:00Z,94.00,8.68
2026-03-19T19:00:00Z,94.00,7.00
2026-03-19T19:01:00Z,94.00,8.00
2026-03-19T19:02:00Z,94.00,8.00
2026-03-19T19:03:00Z,94.00,8.49
2026-03-19T19:04:00Z,94.00,6.00
2026-03-19T19:05:00Z,94.00,8.00
2026-03-19T19:06:00Z,94.00,8.00
2026-03-19T19:07:00Z,94.00,8.00
2026-03-19T19:08:00Z,94.00,8.00
2026-03-19T19:09:00Z,94.00,8.00
2026-03-19T19:10:00Z,94.00,8.25
2026-03-19T19:12:00Z,94.00,7.07
2026-03-19T19:13:00Z,94.00,6.89
2026-03-19T19:14:00Z,94.00,6.00
2026-03-19T19:15:00Z,93.00,6.73
2026-03-19T19:16:00Z,93.00,5.95
2026-03-19T19:17:00Z,93.00,7.09
2026-03-19T19:18:00Z,93.00,6.00
2026-03-19T19:19:00Z,93.00,7.35
2026-03-19T19:20:00Z,93.00,7.00
2026-03-19T19:21:00Z,95.00,5.40
2026-03-19T19:22:00Z,94.00,5.95
2026-03-19T19:23:00Z,96.00,3.38
2026-03-19T19:24:00Z,98.00,2.04
2026-03-19T19:25:00Z,98.00,3.00
2026-03-19T19:26:00Z,98.00,2.84
2026-03-19T19:28:00Z,97.00,3.82
2026-03-19T19:29:00Z,97.00,4.00
2026-03-19T19:30:00Z,97.00,3.31
2026-03-19T19:31:00Z,97.00,3.00
2026-03-19T19:32:00Z,97.00,3.00
2026-03-19T19:33:00Z,97.00,3.00
2026-03-19T19:34:00Z,97.00,3.20
2026-03-19T19:35:00Z,97.00,4.00
2026-03-19T19:36:00Z,98.88,4.00
2026-03-19T19:37:00Z,98.88,2.00
2026-03-19T19:38:00Z,98.88,1.00
2026-03-19T19:39:00Z,98.00,3.00
2026-03-19T19:40:00Z,98.00,2.00
2026-03-19T19:41:00Z,97.96,3.99
2026-03-19T19:42:00Z,98.00,2.91
2026-03-19T19:43:00Z,98.00,1.75
2026-03-19T19:44:00Z,98.00,2.00
2026-03-19T19:45:00Z,98.00,2.00
2026-03-19T19:46:00Z,98.00,2.00
2026-03-19T19:47:00Z,98.00,2.00
2026-03-19T19:48:00Z,97.97,3.35
2026-03-19T19:49:00Z,96.69,5.43
2026-03-19T19:50:00Z,98.00,2.09
2026-03-19T19:51:00Z,98.00,2.94
2026-03-19T19:52:00Z,99.00,2.01
2026-03-19T19:53:00Z,99.00,2.65
2026-03-19T19:54:00Z,99.00,1.00
2026-03-19T19:55:00Z,99.00,1.00
2026-03-19T19:56:00Z,99.00,2.30
2026-03-19T19:57:00Z,99.00,2.00
2026-03-19T19:58:00Z,98.39,3.59
2026-03-19T19:59:00Z,99.00,1.65
2026-03-19T20:00:00Z,99.00,1.16
2026-03-19T20:01:00Z,99.00,1.00
2026-03-19T20:02:00Z,99.00,2.00
2026-03-19T20:03:00Z,99.00,1.00
2026-03-19T20:04:00Z,99.00,1.00
2026-03-19T20:05:00Z,98.07,2.78
2026-03-19T20:06:00Z,98.32,2.23
2026-03-19T20:07:00Z,98.32,2.14
2026-03-19T20:08:00Z,98.01,3.31
2026-03-19T20:09:00Z,98.00,1.04
2026-03-19T20:10:00Z,99.00,1.09
2026-03-19T20:11:00Z,99.00,2.00
2026-03-19T20:12:00Z,99.00,2.00
2026-03-19T20:13:00Z,99.00,1.60
2026-03-19T20:14:00Z,99.00,1.30
2026-03-19T20:15:00Z,99.00,1.00
2026-03-19T20:16:00Z,99.00,1.00
2026-03-19T20:17:00Z,99.00,1.00
2026-03-19T20:18:00Z,99.00,1.00
2026-03-19T20:19:00Z,99.00,1.00
2026-03-19T20:21:00Z,99.00,1.00
2026-03-19T20:22:00Z,99.00,1.00
2026-03-19T20:26:00Z,99.00,1.00
