# event_ticker=KXATPCHALLENGERMATCH-26MAR10PARPOU
# final_score=6-4 7-6(4)
# score_resolution=6-4 7-6
# match_winner=Lucas Poullain
# fav_player=Lucas Poullain
# dog_player=Tom Paris
# kalshi_date=2026-03-10
timestamp,Lucas Poullain,Tom Paris
2026-03-10T21:45:00Z,50.48,54.96
2026-03-10T21:46:00Z,50.48,56.00
2026-03-10T21:47:00Z,40.58,58.48
2026-03-10T21:48:00Z,42.31,63.00
2026-03-10T21:49:00Z,45.00,62.87
2026-03-10T21:50:00Z,45.00,54.00
2026-03-10T21:51:00Z,45.00,54.33
2026-03-10T21:52:00Z,50.00,54.33
2026-03-10T21:53:00Z,48.71,53.64
2026-03-10T21:54:00Z,48.71,54.43
2026-03-10T21:55:00Z,45.00,54.43
2026-03-10T21:56:00Z,48.98,54.43
2026-03-10T21:57:00Z,50.00,54.43
2026-03-10T21:58:00Z,51.90,49.26
2026-03-10T21:59:00Z,51.17,51.20
2026-03-10T22:00:00Z,50.00,49.70
2026-03-10T22:01:00Z,58.70,46.99
2026-03-10T22:02:00Z,66.06,33.77
2026-03-10T22:03:00Z,66.06,32.00
2026-03-10T22:04:00Z,70.90,32.00
2026-03-10T22:05:00Z,69.00,31.15
2026-03-10T22:06:00Z,73.28,28.00
2026-03-10T22:07:00Z,74.67,25.12
2026-03-10T22:08:00Z,70.33,27.00
2026-03-10T22:09:00Z,71.00,29.00
2026-03-10T22:10:00Z,71.00,30.00
2026-03-10T22:11:00Z,70.00,30.00
2026-03-10T22:12:00Z,72.46,30.00
2026-03-10T22:13:00Z,70.00,32.00
2026-03-10T22:14:00Z,76.00,27.34
2026-03-10T22:15:00Z,76.04,25.38
2026-03-10T22:16:00Z,77.00,23.23
2026-03-10T22:17:00Z,80.00,24.00
2026-03-10T22:18:00Z,79.00,23.00
2026-03-10T22:19:00Z,79.02,22.00
2026-03-10T22:20:00Z,79.00,20.01
2026-03-10T22:21:00Z,78.00,23.98
2026-03-10T22:22:00Z,77.00,24.00
2026-03-10T22:23:00Z,77.00,23.49
2026-03-10T22:24:00Z,79.00,23.00
2026-03-10T22:25:00Z,79.00,26.35
2026-03-10T22:26:00Z,76.16,27.36
2026-03-10T22:27:00Z,79.24,21.30
2026-03-10T22:28:00Z,81.00,20.99
2026-03-10T22:29:00Z,81.00,20.07
2026-03-10T22:30:00Z,78.60,22.49
2026-03-10T22:31:00Z,77.41,23.12
2026-03-10T22:32:00Z,76.75,25.00
2026-03-10T22:33:00Z,77.00,23.56
2026-03-10T22:34:00Z,77.00,25.00
2026-03-10T22:35:00Z,75.91,27.00
2026-03-10T22:36:00Z,76.70,26.52
2026-03-10T22:37:00Z,75.24,23.61
2026-03-10T22:38:00Z,79.00,21.54
2026-03-10T22:39:00Z,79.94,23.61
2026-03-10T22:40:00Z,83.25,19.46
2026-03-10T22:41:00Z,86.37,19.04
2026-03-10T22:42:00Z,81.97,21.13
2026-03-10T22:43:00Z,80.57,20.68
2026-03-10T22:44:00Z,83.16,20.10
2026-03-10T22:45:00Z,83.69,20.10
2026-03-10T22:46:00Z,78.00,23.40
2026-03-10T22:47:00Z,78.00,24.00
2026-03-10T22:48:00Z,78.00,24.00
2026-03-10T22:49:00Z,79.94,22.58
2026-03-10T22:50:00Z,79.68,19.59
2026-03-10T22:51:00Z,78.78,21.32
2026-03-10T22:52:00Z,79.71,21.88
2026-03-10T22:53:00Z,82.73,19.51
2026-03-10T22:54:00Z,88.23,15.12
2026-03-10T22:55:00Z,88.23,20.52
2026-03-10T22:56:00Z,78.55,24.22
2026-03-10T22:57:00Z,80.00,23.48
2026-03-10T22:58:00Z,79.32,21.95
2026-03-10T22:59:00Z,81.00,19.54
2026-03-10T23:00:00Z,83.41,16.16
2026-03-10T23:01:00Z,88.70,8.56
2026-03-10T23:02:00Z,85.96,13.00
2026-03-10T23:03:00Z,82.74,19.47
2026-03-10T23:04:00Z,86.91,12.89
2026-03-10T23:05:00Z,94.84,6.34
2026-03-10T23:06:00Z,94.08,5.97
2026-03-10T23:07:00Z,96.41,3.51
2026-03-10T23:08:00Z,97.91,3.09
2026-03-10T23:09:00Z,97.31,3.05
2026-03-10T23:10:00Z,97.00,3.03
2026-03-10T23:11:00Z,97.00,4.00
2026-03-10T23:12:00Z,96.40,3.41
2026-03-10T23:13:00Z,97.14,4.72
2026-03-10T23:14:00Z,90.96,8.69
2026-03-10T23:15:00Z,98.41,7.58
2026-03-10T23:16:00Z,97.18,3.61
2026-03-10T23:17:00Z,91.15,7.03
2026-03-10T23:18:00Z,98.54,3.71
2026-03-10T23:19:00Z,94.05,6.24
2026-03-10T23:20:00Z,78.28,17.62
2026-03-10T23:21:00Z,76.81,21.52
2026-03-10T23:22:00Z,73.64,27.58
2026-03-10T23:23:00Z,73.00,27.28
2026-03-10T23:24:00Z,73.00,25.22
2026-03-10T23:25:00Z,76.91,27.97
2026-03-10T23:26:00Z,73.76,25.97
2026-03-10T23:27:00Z,78.18,20.99
2026-03-10T23:28:00Z,77.54,28.85
2026-03-10T23:29:00Z,67.57,34.75
2026-03-10T23:30:00Z,61.00,38.77
2026-03-10T23:31:00Z,63.95,35.06
2026-03-10T23:32:00Z,75.79,24.06
2026-03-10T23:33:00Z,80.00,20.65
2026-03-10T23:34:00Z,84.23,14.17
2026-03-10T23:35:00Z,92.68,8.34
2026-03-10T23:36:00Z,98.69,1.92
2026-03-10T23:37:00Z,98.00,2.66
2026-03-10T23:38:00Z,99.00,1.00
2026-03-10T23:39:00Z,99.00,1.00
2026-03-10T23:41:00Z,99.00,1.00
2026-03-10T23:42:00Z,99.00,1.00
