# event_ticker=KXATPMATCH-25JUL30VUKNOR
# final_score=6-3 6-7(2) 6-3
# score_resolution=6-3 6-7 6-3
# match_winner=Aleksandar Vukic
# fav_player=Aleksandar Vukic
# dog_player=Cameron Norrie
# kalshi_date=2025-07-30
timestamp,Aleksandar Vukic,Cameron Norrie
2025-07-30T12:06:00Z,33.00,69.00
2025-07-30T12:20:00Z,33.00,69.00
2025-07-30T12:22:00Z,33.00,69.00
2025-07-30T12:32:00Z,33.00,70.00
2025-07-30T12:53:00Z,31.00,70.00
2025-07-30T13:03:00Z,31.00,69.00
2025-07-30T14:01:00Z,31.00,69.00
2025-07-30T14:11:00Z,31.00,69.00
2025-07-30T14:12:00Z,30.00,69.00
2025-07-30T14:22:00Z,30.00,69.00
2025-07-30T14:25:00Z,30.00,69.00
2025-07-30T14:51:00Z,30.00,68.00
2025-07-30T14:57:00Z,30.00,69.00
2025-07-30T15:08:00Z,31.00,69.00
2025-07-30T15:30:00Z,31.00,69.00
2025-07-30T15:48:00Z,31.00,69.00
2025-07-30T15:52:00Z,31.00,69.00
2025-07-30T15:53:00Z,31.00,69.00
2025-07-30T16:07:00Z,31.00,69.00
2025-07-30T16:09:00Z,31.00,69.13
2025-07-30T16:11:00Z,31.00,69.13
2025-07-30T16:13:00Z,31.00,70.00
2025-07-30T18:16:00Z,35.00,65.30
2025-07-30T18:17:00Z,35.00,73.57
2025-07-30T18:18:00Z,70.00,74.00
2025-07-30T18:19:00Z,70.00,49.00
2025-07-30T18:20:00Z,58.93,65.84
2025-07-30T18:21:00Z,69.60,61.33
2025-07-30T18:22:00Z,51.86,12.00
2025-07-30T18:23:00Z,44.44,69.54
2025-07-30T18:24:00Z,48.28,60.21
2025-07-30T18:25:00Z,59.00,59.09
2025-07-30T18:26:00Z,49.00,63.55
2025-07-30T18:27:00Z,47.86,68.00
2025-07-30T18:28:00Z,39.03,70.19
2025-07-30T18:29:00Z,50.43,64.53
2025-07-30T18:30:00Z,52.53,54.34
2025-07-30T18:31:00Z,53.00,58.00
2025-07-30T18:32:00Z,56.68,57.83
2025-07-30T18:33:00Z,58.18,62.00
2025-07-30T18:34:00Z,74.74,26.82
2025-07-30T18:35:00Z,67.75,35.70
2025-07-30T18:36:00Z,51.16,52.00
2025-07-30T18:37:00Z,71.00,36.33
2025-07-30T18:38:00Z,72.09,14.33
2025-07-30T18:39:00Z,94.14,5.81
2025-07-30T18:40:00Z,95.81,7.00
2025-07-30T18:41:00Z,95.27,7.00
2025-07-30T18:42:00Z,92.20,8.83
2025-07-30T18:43:00Z,94.66,8.71
2025-07-30T18:44:00Z,97.69,4.51
2025-07-30T18:45:00Z,86.67,12.33
2025-07-30T18:46:00Z,78.00,4.00
2025-07-30T18:49:00Z,98.00,5.00
2025-07-30T18:51:00Z,96.00,30.00
2025-07-30T18:53:00Z,86.00,30.00
2025-07-30T18:54:00Z,87.10,14.00
2025-07-30T18:55:00Z,89.00,13.00
2025-07-30T18:56:00Z,89.00,10.33
2025-07-30T18:57:00Z,87.88,10.33
2025-07-30T18:58:00Z,89.00,11.00
2025-07-30T18:59:00Z,87.00,11.00
2025-07-30T19:00:00Z,87.00,11.00
2025-07-30T19:01:00Z,89.00,11.00
2025-07-30T19:02:00Z,87.00,11.00
2025-07-30T19:03:00Z,89.00,11.00
2025-07-30T19:04:00Z,89.00,11.00
2025-07-30T19:05:00Z,90.00,11.00
2025-07-30T19:06:00Z,90.00,11.00
2025-07-30T19:07:00Z,87.00,10.76
2025-07-30T19:08:00Z,87.00,10.76
2025-07-30T19:09:00Z,87.97,10.76
2025-07-30T19:11:00Z,87.97,14.00
2025-07-30T19:12:00Z,87.97,11.00
2025-07-30T19:14:00Z,87.97,14.00
2025-07-30T19:15:00Z,89.00,14.00
2025-07-30T19:16:00Z,89.00,14.00
2025-07-30T19:17:00Z,88.00,14.00
2025-07-30T19:18:00Z,87.00,14.00
2025-07-30T19:21:00Z,87.00,14.00
2025-07-30T19:23:00Z,88.73,14.00
2025-07-30T19:26:00Z,86.00,14.00
2025-07-30T19:27:00Z,85.00,12.71
2025-07-30T19:29:00Z,85.00,15.00
2025-07-30T19:30:00Z,85.00,14.97
2025-07-30T19:31:00Z,88.00,13.67
2025-07-30T19:32:00Z,85.00,13.67
2025-07-30T19:33:00Z,86.00,11.00
2025-07-30T19:35:00Z,88.85,11.00
2025-07-30T19:36:00Z,97.00,11.00
2025-07-30T19:38:00Z,99.00,1.00
2025-07-30T19:40:00Z,99.00,1.00
2025-07-30T19:41:00Z,99.00,1.00
