# event_ticker=KXATPMATCH-26MAR29BAEGAU
# final_score=6-3 6-1
# match_winner=Sebastian Baez
# fav_player=Sebastian Baez
# dog_player=Vilius Gaubas
# kalshi_date=2026-03-29
timestamp,Sebastian Baez,Vilius Gaubas
2026-03-31T04:39:00Z,76.00,
2026-03-31T04:40:00Z,76.00,
2026-03-31T04:44:00Z,76.00,
2026-03-31T04:53:00Z,76.00,
2026-03-31T05:00:00Z,76.00,
2026-03-31T05:12:00Z,76.00,
2026-03-31T05:14:00Z,76.00,
2026-03-31T05:28:00Z,76.00,26.00
2026-03-31T05:34:00Z,76.00,26.00
2026-03-31T05:37:00Z,76.00,27.00
2026-03-31T05:43:00Z,76.18,27.00
2026-03-31T05:52:00Z,76.00,26.00
2026-03-31T06:03:00Z,76.00,26.00
2026-03-31T06:19:00Z,76.00,26.00
2026-03-31T06:25:00Z,76.00,26.00
2026-03-31T06:50:00Z,76.00,26.00
2026-03-31T06:51:00Z,76.00,26.00
2026-03-31T06:56:00Z,76.86,26.00
2026-03-31T07:07:00Z,76.00,26.00
2026-03-31T07:18:00Z,76.00,26.00
2026-03-31T07:24:00Z,76.00,27.00
2026-03-31T07:25:00Z,76.00,26.00
2026-03-31T07:35:00Z,77.00,26.00
2026-03-31T07:38:00Z,75.64,26.00
2026-03-31T08:07:00Z,76.00,26.00
2026-03-31T08:08:00Z,76.00,26.00
2026-03-31T08:09:00Z,76.00,25.00
2026-03-31T08:21:00Z,76.00,25.00
2026-03-31T08:27:00Z,76.00,23.00
2026-03-31T08:38:00Z,76.00,23.00
2026-03-31T08:42:00Z,76.00,23.00
2026-03-31T08:43:00Z,77.00,23.00
2026-03-31T08:48:00Z,75.00,23.00
2026-03-31T09:04:00Z,77.00,23.00
2026-03-31T09:06:00Z,77.00,23.00
2026-03-31T09:10:00Z,77.00,24.00
2026-03-31T09:13:00Z,77.00,24.00
2026-03-31T09:15:00Z,77.00,24.00
2026-03-31T09:41:00Z,77.00,24.00
2026-03-31T10:05:00Z,77.00,24.00
2026-03-31T10:12:00Z,77.00,24.00
2026-03-31T10:14:00Z,77.00,24.00
2026-03-31T10:16:00Z,77.00,24.00
2026-03-31T10:18:00Z,77.00,24.00
2026-03-31T10:21:00Z,77.00,24.00
2026-03-31T10:29:00Z,77.00,24.00
2026-03-31T10:48:00Z,77.00,23.00
2026-03-31T10:57:00Z,77.00,23.00
2026-03-31T11:08:00Z,79.00,23.00
2026-03-31T11:11:00Z,79.00,23.00
2026-03-31T11:20:00Z,79.00,23.00
2026-03-31T11:29:00Z,79.00,23.00
2026-03-31T11:30:00Z,79.00,23.00
2026-03-31T11:39:00Z,79.00,23.00
2026-03-31T11:46:00Z,79.00,23.00
2026-03-31T11:48:00Z,79.00,23.00
2026-03-31T11:50:00Z,79.00,23.00
2026-03-31T11:56:00Z,79.00,23.00
2026-03-31T11:57:00Z,79.00,23.00
2026-03-31T11:58:00Z,79.95,23.00
2026-03-31T12:02:00Z,80.00,23.00
2026-03-31T12:03:00Z,79.00,23.00
2026-03-31T12:05:00Z,79.00,23.00
2026-03-31T12:07:00Z,79.00,23.00
2026-03-31T12:08:00Z,79.00,23.00
2026-03-31T12:13:00Z,79.00,23.00
2026-03-31T12:15:00Z,79.00,22.00
2026-03-31T12:16:00Z,79.00,22.00
2026-03-31T12:17:00Z,79.00,22.00
2026-03-31T12:18:00Z,79.00,22.00
2026-03-31T12:24:00Z,79.00,22.00
2026-03-31T12:28:00Z,79.00,22.00
2026-03-31T12:30:00Z,77.00,22.00
2026-03-31T12:32:00Z,79.00,22.00
2026-03-31T12:37:00Z,79.51,22.00
2026-03-31T12:41:00Z,80.00,22.00
2026-03-31T12:48:00Z,80.00,23.00
2026-03-31T12:49:00Z,80.00,23.00
2026-03-31T12:51:00Z,80.00,23.00
2026-03-31T12:52:00Z,80.00,23.00
2026-03-31T12:53:00Z,80.00,23.00
2026-03-31T12:54:00Z,80.00,23.00
2026-03-31T12:56:00Z,79.14,23.00
