# event_ticker=KXATPMATCH-26APR22MULSTR
# final_score=7-6(3) 6-0
# score_resolution=6-7 0-6
# match_winner=Jan-Lennard Struff
# fav_player=Alexandre Muller
# dog_player=Jan-Lennard Struff
# kalshi_date=2026-04-22
timestamp,Alexandre Muller,Jan-Lennard Struff
2026-04-22T00:28:00Z,59.00,
2026-04-22T00:30:00Z,59.00,
2026-04-22T00:32:00Z,57.00,
2026-04-22T00:51:00Z,59.00,
2026-04-22T01:20:00Z,59.00,43.00
2026-04-22T01:24:00Z,59.00,43.00
2026-04-22T01:25:00Z,59.00,42.09
2026-04-22T01:49:00Z,59.00,42.09
2026-04-22T01:53:00Z,59.00,42.09
2026-04-22T01:58:00Z,59.00,42.09
2026-04-22T02:09:00Z,59.00,42.09
2026-04-22T02:15:00Z,59.00,43.00
2026-04-22T02:16:00Z,59.00,43.00
2026-04-22T02:29:00Z,59.00,42.00
2026-04-22T02:37:00Z,59.00,43.00
2026-04-22T02:46:00Z,59.00,43.00
2026-04-22T02:49:00Z,59.00,43.00
2026-04-22T02:51:00Z,59.00,43.00
2026-04-22T02:54:00Z,59.00,43.00
2026-04-22T02:57:00Z,59.00,43.00
2026-04-22T03:01:00Z,59.00,43.00
2026-04-22T03:02:00Z,59.00,43.00
2026-04-22T03:04:00Z,59.00,43.00
2026-04-22T03:10:00Z,59.00,43.00
2026-04-22T03:16:00Z,59.00,43.00
2026-04-22T03:18:00Z,59.00,43.00
2026-04-22T03:19:00Z,59.00,43.00
2026-04-22T03:27:00Z,59.00,43.00
2026-04-22T03:30:00Z,59.00,43.00
2026-04-22T03:46:00Z,59.00,43.00
2026-04-22T03:49:00Z,59.00,43.00
2026-04-22T03:55:00Z,59.00,43.00
2026-04-22T04:00:00Z,59.00,43.00
2026-04-22T04:05:00Z,59.00,43.00
2026-04-22T04:07:00Z,59.00,43.00
2026-04-22T04:11:00Z,59.00,43.00
2026-04-22T04:18:00Z,59.00,43.00
2026-04-22T04:19:00Z,59.00,43.00
2026-04-22T04:21:00Z,59.00,43.00
2026-04-22T04:26:00Z,59.00,43.00
2026-04-22T04:31:00Z,59.00,43.00
2026-04-22T04:32:00Z,59.00,43.00
2026-04-22T04:33:00Z,59.00,41.00
2026-04-22T04:35:00Z,59.00,43.00
2026-04-22T04:40:00Z,59.00,43.00
2026-04-22T04:42:00Z,59.00,43.00
2026-04-22T04:44:00Z,59.00,43.00
2026-04-22T04:49:00Z,59.00,43.00
2026-04-22T04:54:00Z,59.00,43.00
2026-04-22T05:13:00Z,59.00,43.00
2026-04-22T05:14:00Z,59.00,43.00
2026-04-22T05:15:00Z,58.00,43.00
2026-04-22T05:20:00Z,59.00,43.00
2026-04-22T05:23:00Z,59.00,43.00
2026-04-22T05:25:00Z,59.00,43.00
2026-04-22T05:26:00Z,59.00,43.00
2026-04-22T05:27:00Z,59.00,43.00
2026-04-22T05:28:00Z,59.00,43.00
2026-04-22T05:31:00Z,59.00,43.00
2026-04-22T05:33:00Z,59.00,43.00
2026-04-22T05:34:00Z,59.00,43.00
2026-04-22T05:35:00Z,59.00,43.00
2026-04-22T05:36:00Z,59.00,43.00
2026-04-22T05:37:00Z,59.00,43.00
2026-04-22T05:38:00Z,59.00,43.00
2026-04-22T05:40:00Z,59.00,43.00
2026-04-22T05:41:00Z,59.00,43.00
2026-04-22T05:43:00Z,59.00,42.00
2026-04-22T05:45:00Z,59.00,42.00
2026-04-22T05:46:00Z,59.00,41.00
2026-04-22T05:47:00Z,59.00,41.00
2026-04-22T05:49:00Z,59.00,41.00
2026-04-22T05:54:00Z,59.00,42.00
2026-04-22T05:55:00Z,59.00,42.00
2026-04-22T05:57:00Z,59.00,42.00
2026-04-22T05:59:00Z,59.00,42.00
2026-04-22T06:01:00Z,59.00,42.00
2026-04-22T06:02:00Z,59.00,42.00
2026-04-22T06:05:00Z,59.00,42.97
2026-04-22T06:06:00Z,59.00,43.53
2026-04-22T06:08:00Z,59.00,43.53
2026-04-22T06:09:00Z,59.00,43.53
2026-04-22T06:17:00Z,59.00,42.00
2026-04-22T06:24:00Z,59.00,42.56
2026-04-22T06:31:00Z,59.00,43.00
2026-04-22T06:32:00Z,59.00,43.00
2026-04-22T06:34:00Z,59.00,43.00
2026-04-22T06:41:00Z,59.00,43.00
2026-04-22T06:50:00Z,59.00,43.00
2026-04-22T06:53:00Z,59.00,43.00
2026-04-22T07:03:00Z,59.00,43.00
2026-04-22T07:06:00Z,59.00,43.00
2026-04-22T07:12:00Z,59.00,43.00
2026-04-22T07:13:00Z,59.00,43.00
2026-04-22T07:14:00Z,59.00,41.00
2026-04-22T07:17:00Z,59.00,41.00
2026-04-22T07:20:00Z,59.00,41.00
2026-04-22T07:22:00Z,59.00,41.00
2026-04-22T07:27:00Z,59.00,41.00
2026-04-22T07:30:00Z,59.00,41.00
2026-04-22T07:42:00Z,59.00,41.00
2026-04-22T07:47:00Z,59.00,43.00
2026-04-22T08:13:00Z,59.00,43.00
2026-04-22T08:14:00Z,59.00,43.00
2026-04-22T08:15:00Z,59.00,43.00
2026-04-22T08:32:00Z,59.00,43.00
2026-04-22T08:53:00Z,59.00,43.00
2026-04-22T09:23:00Z,59.00,43.00
2026-04-22T09:26:00Z,59.00,43.00
2026-04-22T09:38:00Z,59.00,43.00
2026-04-22T09:48:00Z,59.00,43.00
2026-04-22T09:49:00Z,59.00,43.00
2026-04-22T09:54:00Z,59.00,43.00
2026-04-22T09:55:00Z,59.00,43.00
2026-04-22T09:56:00Z,58.00,43.00
2026-04-22T10:07:00Z,59.00,43.00
