# event_ticker=KXATPCHALLENGERMATCH-26APR21ZINSHI
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Braden Shick
# fav_player=Tyler Zink
# dog_player=Braden Shick
# kalshi_date=2026-04-21
timestamp,Tyler Zink,Braden Shick
2026-04-21T04:30:00Z,76.00,
2026-04-21T04:32:00Z,76.00,
2026-04-21T06:12:00Z,76.00,27.00
2026-04-21T06:16:00Z,76.00,24.00
2026-04-21T06:17:00Z,76.00,24.00
2026-04-21T06:21:00Z,76.00,24.00
2026-04-21T06:23:00Z,79.00,23.00
2026-04-21T06:34:00Z,76.00,32.50
2026-04-21T08:33:00Z,60.00,32.50
2026-04-21T08:34:00Z,61.00,41.00
2026-04-21T08:49:00Z,61.00,41.00
2026-04-21T09:16:00Z,61.00,37.00
2026-04-21T09:18:00Z,61.00,34.00
2026-04-21T09:20:00Z,61.00,34.00
2026-04-21T10:49:00Z,71.00,34.00
2026-04-21T10:54:00Z,72.00,34.00
2026-04-21T11:24:00Z,72.43,34.00
2026-04-21T12:29:00Z,72.43,31.00
2026-04-21T12:41:00Z,72.43,29.00
2026-04-21T13:15:00Z,72.00,30.00
2026-04-21T13:30:00Z,72.00,31.00
2026-04-21T13:37:00Z,73.00,31.00
2026-04-21T13:45:00Z,73.00,31.00
2026-04-21T13:50:00Z,71.97,31.00
2026-04-21T13:55:00Z,72.00,31.00
2026-04-21T14:00:00Z,72.00,31.00
2026-04-21T14:01:00Z,72.00,31.00
2026-04-21T14:02:00Z,72.92,31.00
2026-04-21T14:04:00Z,71.89,31.00
2026-04-21T14:05:00Z,71.00,31.00
2026-04-21T14:07:00Z,71.00,31.00
2026-04-21T14:08:00Z,71.00,31.00
2026-04-21T14:09:00Z,71.00,31.00
2026-04-21T14:11:00Z,68.35,31.97
2026-04-21T14:12:00Z,68.00,32.37
2026-04-21T14:13:00Z,68.28,31.73
2026-04-21T14:14:00Z,73.38,28.91
2026-04-21T14:15:00Z,72.24,28.17
2026-04-21T14:16:00Z,72.24,30.15
2026-04-21T14:17:00Z,72.00,27.36
2026-04-21T14:18:00Z,71.00,30.97
2026-04-21T14:19:00Z,69.96,33.72
2026-04-21T14:20:00Z,61.00,36.98
2026-04-21T14:21:00Z,64.56,37.66
2026-04-21T14:22:00Z,67.92,33.44
2026-04-21T14:23:00Z,71.83,27.91
2026-04-21T14:24:00Z,73.34,27.83
2026-04-21T14:25:00Z,73.61,27.89
2026-04-21T14:26:00Z,71.35,29.05
2026-04-21T14:27:00Z,71.06,30.17
2026-04-21T14:28:00Z,65.52,38.14
2026-04-21T14:29:00Z,63.64,37.91
2026-04-21T14:30:00Z,61.00,38.05
2026-04-21T14:31:00Z,64.31,36.63
2026-04-21T14:32:00Z,62.53,36.49
2026-04-21T14:33:00Z,69.82,29.24
2026-04-21T14:34:00Z,69.82,29.00
2026-04-21T14:35:00Z,69.82,29.00
2026-04-21T14:36:00Z,71.00,32.49
2026-04-21T14:37:00Z,59.98,39.95
2026-04-21T14:38:00Z,57.98,43.15
2026-04-21T14:39:00Z,60.00,38.67
2026-04-21T14:40:00Z,61.14,38.11
2026-04-21T14:41:00Z,61.31,39.27
2026-04-21T14:42:00Z,56.50,45.57
2026-04-21T14:43:00Z,54.00,47.00
2026-04-21T14:44:00Z,56.28,45.88
2026-04-21T14:45:00Z,54.12,46.16
2026-04-21T14:46:00Z,52.64,46.04
2026-04-21T14:47:00Z,55.99,44.57
2026-04-21T14:48:00Z,52.95,46.72
2026-04-21T14:49:00Z,50.64,48.80
2026-04-21T14:50:00Z,48.00,51.45
2026-04-21T14:51:00Z,49.99,51.00
2026-04-21T14:52:00Z,48.01,52.30
2026-04-21T14:53:00Z,46.00,52.32
2026-04-21T14:54:00Z,47.90,54.73
2026-04-21T14:55:00Z,47.31,53.98
