# event_ticker=KXATPCHALLENGERMATCH-26APR21ZINSHI
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Braden Shick
# fav_player=Tyler Zink
# dog_player=Braden Shick
# kalshi_date=2026-04-21
timestamp,Tyler Zink,Braden Shick
2026-04-21T14:56:00Z,44.55,57.04
2026-04-21T14:57:00Z,34.07,71.09
2026-04-21T14:58:00Z,34.42,64.62
2026-04-21T14:59:00Z,32.59,69.70
2026-04-21T15:00:00Z,35.56,65.30
2026-04-21T15:01:00Z,44.31,57.57
2026-04-21T15:02:00Z,44.58,55.78
2026-04-21T15:03:00Z,51.32,48.35
2026-04-21T15:04:00Z,56.70,43.62
2026-04-21T15:05:00Z,51.62,45.65
2026-04-21T15:06:00Z,52.96,49.53
2026-04-21T15:07:00Z,56.92,47.28
2026-04-21T15:08:00Z,46.95,54.93
2026-04-21T15:09:00Z,43.69,55.76
2026-04-21T15:10:00Z,42.00,59.40
2026-04-21T15:11:00Z,41.98,58.20
2026-04-21T15:12:00Z,42.35,58.92
2026-04-21T15:13:00Z,42.83,56.56
2026-04-21T15:14:00Z,45.53,55.30
2026-04-21T15:15:00Z,46.08,56.39
2026-04-21T15:16:00Z,46.70,54.15
2026-04-21T15:17:00Z,48.37,52.88
2026-04-21T15:18:00Z,49.01,50.05
2026-04-21T15:19:00Z,52.37,50.47
2026-04-21T15:20:00Z,48.57,53.72
2026-04-21T15:21:00Z,43.65,61.08
2026-04-21T15:22:00Z,32.40,64.31
2026-04-21T15:23:00Z,36.68,63.34
2026-04-21T15:24:00Z,34.61,62.50
2026-04-21T15:25:00Z,42.07,58.82
2026-04-21T15:26:00Z,42.74,58.75
2026-04-21T15:27:00Z,44.72,55.24
2026-04-21T15:28:00Z,46.88,55.14
2026-04-21T15:29:00Z,43.92,57.38
2026-04-21T15:30:00Z,44.96,53.98
2026-04-21T15:31:00Z,46.92,57.65
2026-04-21T15:32:00Z,40.27,61.67
2026-04-21T15:33:00Z,31.50,69.53
2026-04-21T15:34:00Z,25.03,74.94
2026-04-21T15:35:00Z,19.87,80.65
2026-04-21T15:36:00Z,19.62,81.99
2026-04-21T15:37:00Z,16.88,83.55
2026-04-21T15:38:00Z,21.93,76.28
2026-04-21T15:39:00Z,15.83,86.04
2026-04-21T15:40:00Z,27.87,72.86
2026-04-21T15:41:00Z,40.35,60.52
2026-04-21T15:42:00Z,44.51,55.78
2026-04-21T15:43:00Z,40.45,62.31
2026-04-21T15:44:00Z,38.31,63.07
2026-04-21T15:45:00Z,37.96,62.38
2026-04-21T15:46:00Z,31.43,69.04
2026-04-21T15:47:00Z,33.15,65.72
2026-04-21T15:48:00Z,32.45,70.06
2026-04-21T15:49:00Z,21.81,75.28
2026-04-21T15:50:00Z,14.82,84.97
2026-04-21T15:51:00Z,15.81,86.09
2026-04-21T15:52:00Z,23.08,75.73
2026-04-21T15:53:00Z,31.31,68.21
2026-04-21T15:54:00Z,19.85,79.64
2026-04-21T15:55:00Z,14.62,87.42
2026-04-21T15:56:00Z,24.53,75.17
2026-04-21T15:57:00Z,14.94,84.75
2026-04-21T15:58:00Z,6.20,94.21
2026-04-21T15:59:00Z,6.12,95.80
2026-04-21T16:00:00Z,9.87,90.08
2026-04-21T16:01:00Z,9.74,92.00
2026-04-21T16:02:00Z,8.69,93.72
2026-04-21T16:03:00Z,5.54,96.92
2026-04-21T16:04:00Z,6.10,94.96
2026-04-21T16:05:00Z,8.13,91.86
2026-04-21T16:06:00Z,13.72,87.19
2026-04-21T16:07:00Z,24.66,77.38
2026-04-21T16:08:00Z,34.24,68.92
2026-04-21T16:09:00Z,34.58,63.98
2026-04-21T16:10:00Z,33.02,72.27
2026-04-21T16:11:00Z,14.69,78.58
2026-04-21T16:12:00Z,10.11,89.18
2026-04-21T16:13:00Z,9.29,93.19
2026-04-21T16:14:00Z,3.01,98.30
2026-04-21T16:15:00Z,3.77,98.80
2026-04-21T16:16:00Z,3.77,99.00
2026-04-21T16:17:00Z,3.77,99.00
