# event_ticker=KXATPMATCH-26FEB22LAJHAN
# final_score=6-0 6-3
# score_resolution=0-6 3-6
# match_winner=Yannick Hanfmann
# fav_player=Dusan Lajovic
# dog_player=Yannick Hanfmann
# kalshi_date=2026-02-22
timestamp,Dusan Lajovic,Yannick Hanfmann
2026-02-23T12:48:00Z,37.00,64.00
2026-02-23T12:49:00Z,37.00,63.00
2026-02-23T12:55:00Z,37.00,64.00
2026-02-23T12:57:00Z,37.00,63.00
2026-02-23T13:00:00Z,37.00,64.00
2026-02-23T13:01:00Z,37.00,64.00
2026-02-23T13:02:00Z,37.00,64.00
2026-02-23T13:13:00Z,37.00,63.00
2026-02-23T13:18:00Z,37.00,63.00
2026-02-23T13:27:00Z,37.00,63.00
2026-02-23T13:29:00Z,37.00,64.00
2026-02-23T13:30:00Z,37.00,64.00
2026-02-23T13:33:00Z,36.00,64.00
2026-02-23T13:38:00Z,37.00,64.00
2026-02-23T13:40:00Z,37.00,64.00
2026-02-23T13:44:00Z,37.00,64.00
2026-02-23T13:46:00Z,37.00,64.00
2026-02-23T13:51:00Z,37.00,64.00
2026-02-23T13:57:00Z,37.00,64.00
2026-02-23T13:58:00Z,37.00,64.00
2026-02-23T14:05:00Z,37.00,63.00
2026-02-23T14:07:00Z,37.00,63.00
2026-02-23T14:09:00Z,37.00,63.00
2026-02-23T14:10:00Z,37.00,63.00
2026-02-23T14:12:00Z,37.55,63.00
2026-02-23T14:13:00Z,37.55,63.00
2026-02-23T14:14:00Z,37.55,63.00
2026-02-23T14:16:00Z,37.55,63.00
2026-02-23T14:17:00Z,37.55,63.00
2026-02-23T14:19:00Z,37.55,63.00
2026-02-23T14:20:00Z,38.00,63.00
2026-02-23T14:22:00Z,38.00,63.00
2026-02-23T14:25:00Z,38.00,63.00
2026-02-23T14:29:00Z,38.00,63.00
2026-02-23T14:30:00Z,38.00,63.00
2026-02-23T14:31:00Z,38.00,64.00
2026-02-23T14:33:00Z,38.00,64.00
2026-02-23T14:36:00Z,38.00,64.00
2026-02-23T14:37:00Z,38.00,63.00
2026-02-23T14:40:00Z,38.00,63.00
2026-02-23T14:42:00Z,39.54,63.00
2026-02-23T14:49:00Z,39.54,63.00
2026-02-23T14:52:00Z,39.54,63.00
2026-02-23T14:56:00Z,39.54,63.00
2026-02-23T14:58:00Z,39.54,63.00
2026-02-23T14:59:00Z,39.54,63.00
2026-02-23T15:00:00Z,39.54,63.00
2026-02-23T15:01:00Z,39.00,63.00
2026-02-23T15:03:00Z,39.00,63.00
2026-02-23T15:08:00Z,40.06,62.00
2026-02-23T15:09:00Z,41.00,61.48
2026-02-23T15:10:00Z,41.00,61.48
2026-02-23T15:11:00Z,41.00,62.00
2026-02-23T15:12:00Z,41.00,61.33
2026-02-23T15:14:00Z,41.00,61.33
2026-02-23T15:19:00Z,41.00,61.00
2026-02-23T15:20:00Z,41.00,61.00
2026-02-23T15:21:00Z,41.00,61.00
2026-02-23T15:23:00Z,41.00,61.00
2026-02-23T15:24:00Z,41.00,61.55
2026-02-23T15:25:00Z,41.00,62.00
2026-02-23T15:26:00Z,41.00,62.00
2026-02-23T15:27:00Z,41.00,62.00
2026-02-23T15:29:00Z,41.00,61.00
2026-02-23T15:30:00Z,41.00,61.00
2026-02-23T15:31:00Z,41.00,61.00
2026-02-23T15:32:00Z,41.00,61.00
2026-02-23T15:33:00Z,41.00,61.00
2026-02-23T15:34:00Z,41.00,61.00
2026-02-23T15:35:00Z,41.00,61.00
2026-02-23T15:36:00Z,41.00,61.00
2026-02-23T15:37:00Z,40.00,61.00
2026-02-23T15:38:00Z,41.00,61.00
2026-02-23T15:39:00Z,41.00,61.00
2026-02-23T15:45:00Z,41.00,61.00
2026-02-23T15:47:00Z,41.00,61.00
2026-02-23T15:51:00Z,40.00,61.00
2026-02-23T15:52:00Z,40.00,61.00
2026-02-23T15:53:00Z,40.00,61.00
2026-02-23T15:54:00Z,40.00,61.86
2026-02-23T15:55:00Z,40.00,62.00
2026-02-23T15:56:00Z,40.00,61.34
2026-02-23T15:57:00Z,39.00,61.34
2026-02-23T15:58:00Z,39.00,61.34
2026-02-23T15:59:00Z,39.00,62.00
2026-02-23T16:00:00Z,40.00,61.71
2026-02-23T16:01:00Z,39.00,62.00
2026-02-23T16:02:00Z,39.00,62.00
2026-02-23T16:03:00Z,39.00,62.00
2026-02-23T16:04:00Z,39.00,62.00
2026-02-23T16:05:00Z,39.00,62.20
2026-02-23T16:06:00Z,39.97,62.00
2026-02-23T16:07:00Z,39.38,62.00
2026-02-23T16:08:00Z,39.01,62.00
2026-02-23T16:09:00Z,39.26,62.00
2026-02-23T16:10:00Z,39.12,62.00
2026-02-23T16:11:00Z,39.25,61.46
2026-02-23T16:12:00Z,39.86,63.47
2026-02-23T16:13:00Z,35.76,65.98
2026-02-23T16:14:00Z,32.90,68.00
2026-02-23T16:15:00Z,28.25,70.54
2026-02-23T16:16:00Z,23.58,76.80
2026-02-23T16:17:00Z,24.18,76.98
2026-02-23T16:18:00Z,22.48,78.37
2026-02-23T16:19:00Z,19.99,79.97
2026-02-23T16:20:00Z,17.27,83.05
2026-02-23T16:21:00Z,17.00,84.41
2026-02-23T16:22:00Z,17.74,83.86
2026-02-23T16:23:00Z,14.13,86.08
2026-02-23T16:24:00Z,12.74,88.07
2026-02-23T16:25:00Z,12.00,88.05
2026-02-23T16:26:00Z,11.73,88.97
2026-02-23T16:27:00Z,11.17,88.97
2026-02-23T16:28:00Z,11.82,88.99
2026-02-23T16:29:00Z,12.86,89.02
2026-02-23T16:30:00Z,12.01,89.00
2026-02-23T16:31:00Z,11.30,89.60
2026-02-23T16:32:00Z,9.90,91.88
2026-02-23T16:33:00Z,10.21,92.57
2026-02-23T16:34:00Z,10.50,91.51
2026-02-23T16:35:00Z,10.96,91.88
2026-02-23T16:36:00Z,11.59,89.20
2026-02-23T16:37:00Z,10.05,91.00
2026-02-23T16:38:00Z,10.37,91.38
2026-02-23T16:39:00Z,9.00,91.98
2026-02-23T16:40:00Z,7.95,94.23
2026-02-23T16:41:00Z,3.41,95.20
2026-02-23T16:42:00Z,7.90,93.69
2026-02-23T16:43:00Z,7.74,94.46
2026-02-23T16:44:00Z,8.09,93.59
2026-02-23T16:45:00Z,9.21,90.77
2026-02-23T16:46:00Z,11.96,86.22
2026-02-23T16:47:00Z,13.64,87.01
2026-02-23T16:48:00Z,11.69,88.00
2026-02-23T16:49:00Z,11.36,88.33
2026-02-23T16:50:00Z,14.23,86.34
2026-02-23T16:51:00Z,13.80,87.46
2026-02-23T16:52:00Z,17.13,83.78
2026-02-23T16:53:00Z,19.88,80.96
2026-02-23T16:54:00Z,18.35,82.54
2026-02-23T16:55:00Z,14.90,86.67
2026-02-23T16:56:00Z,12.59,88.83
2026-02-23T16:57:00Z,14.39,87.34
2026-02-23T16:58:00Z,11.29,88.26
2026-02-23T16:59:00Z,12.14,89.71
2026-02-23T17:00:00Z,9.69,91.34
2026-02-23T17:01:00Z,8.94,92.03
2026-02-23T17:02:00Z,7.48,92.35
2026-02-23T17:03:00Z,6.69,93.61
2026-02-23T17:04:00Z,6.56,94.51
2026-02-23T17:05:00Z,3.17,97.81
2026-02-23T17:06:00Z,1.80,98.00
2026-02-23T17:07:00Z,2.59,98.12
2026-02-23T17:08:00Z,1.05,98.97
2026-02-23T17:09:00Z,1.55,98.34
2026-02-23T17:10:00Z,2.34,98.24
2026-02-23T17:11:00Z,1.88,98.10
2026-02-23T17:12:00Z,1.53,98.05
2026-02-23T17:13:00Z,2.11,98.29
2026-02-23T17:14:00Z,2.59,98.28
2026-02-23T17:15:00Z,3.13,98.30
2026-02-23T17:16:00Z,1.63,98.84
2026-02-23T17:17:00Z,1.02,98.92
2026-02-23T17:18:00Z,1.52,99.00
2026-02-23T17:19:00Z,1.51,99.00
2026-02-23T17:20:00Z,2.00,99.00
2026-02-23T17:21:00Z,1.12,99.00
2026-02-23T17:22:00Z,1.88,99.00
2026-02-23T17:23:00Z,1.83,98.99
2026-02-23T17:24:00Z,1.00,99.00
2026-02-23T17:25:00Z,1.00,99.00
2026-02-23T17:27:00Z,1.00,99.00
2026-02-23T17:29:00Z,1.00,99.00
2026-02-23T17:30:00Z,1.00,99.00
2026-02-23T17:31:00Z,1.00,99.00
2026-02-23T17:32:00Z,1.00,99.00
