# event_ticker=KXATPCHALLENGERMATCH-26MAR31GUEKAS
# final_score=3-6 6-3 6-4
# score_resolution=6-3 3-6 4-6
# match_winner=Andrea Guerrieri
# fav_player=Maks Kasnikowski
# dog_player=Andrea Guerrieri
# kalshi_date=2026-03-31
timestamp,Maks Kasnikowski,Andrea Guerrieri
2026-04-02T09:05:00Z,60.00,
2026-04-02T09:11:00Z,60.53,
2026-04-02T09:51:00Z,60.53,42.00
2026-04-02T09:53:00Z,60.53,42.00
2026-04-02T10:20:00Z,60.00,42.00
2026-04-02T10:33:00Z,60.00,42.00
2026-04-02T10:37:00Z,60.00,42.00
2026-04-02T10:40:00Z,60.00,42.00
2026-04-02T11:13:00Z,60.00,42.00
2026-04-02T11:33:00Z,58.00,42.00
2026-04-02T13:10:00Z,58.00,43.00
2026-04-02T13:12:00Z,59.00,43.00
2026-04-02T13:26:00Z,60.00,43.00
2026-04-02T13:47:00Z,60.00,43.00
2026-04-02T13:48:00Z,60.00,43.00
2026-04-02T13:58:00Z,60.00,43.00
2026-04-02T14:31:00Z,59.00,43.00
2026-04-02T14:45:00Z,60.00,43.00
2026-04-02T14:46:00Z,59.00,43.00
2026-04-02T14:57:00Z,60.00,43.00
2026-04-02T14:59:00Z,60.00,43.00
2026-04-02T15:05:00Z,60.00,43.00
2026-04-02T15:09:00Z,60.00,43.00
2026-04-02T15:10:00Z,60.00,43.00
2026-04-02T15:50:00Z,59.00,43.00
2026-04-02T16:05:00Z,59.00,43.00
2026-04-02T16:08:00Z,59.00,43.00
2026-04-02T16:27:00Z,59.00,43.00
2026-04-02T16:41:00Z,59.00,43.00
2026-04-02T16:48:00Z,58.00,43.00
2026-04-02T16:52:00Z,58.00,43.00
2026-04-02T16:58:00Z,58.00,42.00
2026-04-02T17:05:00Z,58.00,42.00
2026-04-02T17:06:00Z,58.00,40.00
2026-04-02T17:07:00Z,59.21,40.00
2026-04-02T17:08:00Z,60.84,40.00
2026-04-02T17:09:00Z,58.00,40.00
2026-04-02T17:10:00Z,58.00,40.61
2026-04-02T17:13:00Z,58.00,41.00
2026-04-02T17:14:00Z,58.00,41.00
2026-04-02T17:15:00Z,61.06,41.00
2026-04-02T17:16:00Z,61.00,41.00
2026-04-02T17:18:00Z,61.00,41.00
2026-04-02T17:19:00Z,61.00,41.83
2026-04-02T17:21:00Z,61.00,42.00
2026-04-02T17:24:00Z,60.00,41.00
2026-04-02T17:25:00Z,60.00,41.00
2026-04-02T17:26:00Z,60.00,41.00
2026-04-02T17:27:00Z,60.00,41.00
2026-04-02T17:28:00Z,60.00,40.88
2026-04-02T17:29:00Z,60.00,41.00
2026-04-02T17:30:00Z,60.00,41.00
2026-04-02T17:31:00Z,60.00,41.00
2026-04-02T17:32:00Z,60.00,41.00
2026-04-02T17:33:00Z,65.55,38.68
2026-04-02T17:34:00Z,59.00,41.40
2026-04-02T17:35:00Z,59.86,42.83
2026-04-02T17:36:00Z,55.74,44.17
2026-04-02T17:37:00Z,55.92,46.05
2026-04-02T17:38:00Z,54.78,45.88
2026-04-02T17:39:00Z,56.79,44.29
2026-04-02T17:40:00Z,56.01,42.05
2026-04-02T17:41:00Z,60.70,38.66
2026-04-02T17:42:00Z,68.24,35.44
2026-04-02T17:43:00Z,71.45,28.30
2026-04-02T17:44:00Z,72.83,27.20
2026-04-02T17:45:00Z,74.01,23.51
2026-04-02T17:46:00Z,77.05,24.00
2026-04-02T17:47:00Z,76.00,23.07
2026-04-02T17:48:00Z,76.00,22.42
2026-04-02T17:49:00Z,78.02,23.38
2026-04-02T17:50:00Z,80.26,19.85
2026-04-02T17:51:00Z,78.33,23.00
2026-04-02T17:52:00Z,80.53,20.48
2026-04-02T17:53:00Z,83.84,16.82
2026-04-02T17:54:00Z,85.00,15.10
2026-04-02T17:55:00Z,85.25,14.66
2026-04-02T17:56:00Z,81.77,17.49
2026-04-02T17:57:00Z,81.00,19.71
2026-04-02T17:58:00Z,77.83,21.38
2026-04-02T17:59:00Z,78.00,21.83
2026-04-02T18:00:00Z,79.37,21.07
2026-04-02T18:01:00Z,75.30,24.53
2026-04-02T18:02:00Z,74.00,26.00
2026-04-02T18:03:00Z,74.86,24.00
2026-04-02T18:04:00Z,80.23,20.47
2026-04-02T18:05:00Z,75.57,23.02
2026-04-02T18:06:00Z,72.58,28.18
2026-04-02T18:07:00Z,71.61,27.09
2026-04-02T18:08:00Z,76.68,25.57
2026-04-02T18:09:00Z,78.33,21.00
2026-04-02T18:10:00Z,76.88,22.00
2026-04-02T18:11:00Z,77.00,23.24
2026-04-02T18:12:00Z,79.01,20.92
2026-04-02T18:13:00Z,78.03,20.92
2026-04-02T18:14:00Z,79.88,20.00
2026-04-02T18:15:00Z,82.04,20.00
2026-04-02T18:16:00Z,84.41,16.00
2026-04-02T18:17:00Z,85.00,16.00
2026-04-02T18:18:00Z,84.09,16.00
2026-04-02T18:19:00Z,84.99,16.00
2026-04-02T18:20:00Z,85.00,16.00
2026-04-02T18:21:00Z,85.00,16.00
2026-04-02T18:22:00Z,83.83,16.44
2026-04-02T18:23:00Z,79.06,18.93
2026-04-02T18:24:00Z,78.66,21.61
2026-04-02T18:25:00Z,76.81,23.38
2026-04-02T18:26:00Z,75.99,24.00
2026-04-02T18:27:00Z,77.95,24.91
2026-04-02T18:28:00Z,72.00,30.51
2026-04-02T18:29:00Z,67.00,32.00
2026-04-02T18:30:00Z,65.28,34.32
2026-04-02T18:31:00Z,67.69,32.70
2026-04-02T18:32:00Z,71.00,28.64
2026-04-02T18:33:00Z,71.88,28.69
2026-04-02T18:34:00Z,72.00,29.00
2026-04-02T18:35:00Z,73.00,30.46
2026-04-02T18:36:00Z,69.89,30.34
2026-04-02T18:37:00Z,69.85,27.79
2026-04-02T18:38:00Z,75.26,25.70
2026-04-02T18:39:00Z,72.02,26.61
2026-04-02T18:40:00Z,76.46,24.97
2026-04-02T18:41:00Z,75.43,23.31
2026-04-02T18:42:00Z,71.04,29.27
2026-04-02T18:43:00Z,68.95,31.41
2026-04-02T18:44:00Z,67.56,34.68
2026-04-02T18:45:00Z,63.90,37.20
2026-04-02T18:46:00Z,63.90,37.58
2026-04-02T18:47:00Z,66.21,35.18
2026-04-02T18:48:00Z,70.90,30.00
2026-04-02T18:49:00Z,70.90,29.38
2026-04-02T18:50:00Z,70.12,31.31
2026-04-02T18:51:00Z,73.94,24.82
2026-04-02T18:52:00Z,72.78,28.86
2026-04-02T18:53:00Z,68.87,31.24
2026-04-02T18:54:00Z,65.00,35.00
2026-04-02T18:55:00Z,65.96,36.05
2026-04-02T18:56:00Z,67.13,34.46
2026-04-02T18:57:00Z,67.03,34.48
2026-04-02T18:58:00Z,67.80,33.42
2026-04-02T18:59:00Z,65.00,34.00
2026-04-02T19:00:00Z,63.67,39.44
2026-04-02T19:01:00Z,57.11,42.40
2026-04-02T19:02:00Z,58.77,41.39
2026-04-02T19:03:00Z,59.89,39.62
2026-04-02T19:04:00Z,61.62,41.00
2026-04-02T19:05:00Z,57.31,42.61
2026-04-02T19:06:00Z,47.34,49.90
2026-04-02T19:07:00Z,49.00,50.00
2026-04-02T19:08:00Z,49.00,51.74
2026-04-02T19:09:00Z,53.20,45.65
2026-04-02T19:10:00Z,50.26,51.98
2026-04-02T19:11:00Z,42.40,56.20
2026-04-02T19:12:00Z,45.73,56.09
2026-04-02T19:13:00Z,57.64,44.49
2026-04-02T19:14:00Z,49.86,52.32
2026-04-02T19:15:00Z,42.00,58.23
2026-04-02T19:16:00Z,44.66,54.80
2026-04-02T19:17:00Z,49.12,51.19
2026-04-02T19:18:00Z,47.33,48.87
2026-04-02T19:19:00Z,54.68,49.13
2026-04-02T19:20:00Z,56.93,48.09
2026-04-02T19:21:00Z,55.83,45.62
2026-04-02T19:22:00Z,56.58,46.67
2026-04-02T19:23:00Z,58.36,43.05
2026-04-02T19:24:00Z,43.68,55.86
2026-04-02T19:25:00Z,42.78,56.93
2026-04-02T19:26:00Z,47.32,56.33
2026-04-02T19:27:00Z,51.98,48.65
2026-04-02T19:28:00Z,49.98,51.28
2026-04-02T19:29:00Z,51.92,48.80
2026-04-02T19:30:00Z,53.45,51.41
2026-04-02T19:31:00Z,51.01,50.67
2026-04-02T19:32:00Z,57.47,43.36
2026-04-02T19:33:00Z,68.25,32.45
2026-04-02T19:34:00Z,74.60,29.60
2026-04-02T19:35:00Z,75.73,24.94
2026-04-02T19:36:00Z,79.15,22.14
2026-04-02T19:37:00Z,72.82,25.83
2026-04-02T19:38:00Z,72.87,26.02
2026-04-02T19:39:00Z,76.92,22.55
2026-04-02T19:40:00Z,78.77,20.12
2026-04-02T19:41:00Z,84.13,15.72
2026-04-02T19:42:00Z,81.34,20.43
2026-04-02T19:43:00Z,83.18,17.72
2026-04-02T19:44:00Z,83.45,17.13
2026-04-02T19:45:00Z,79.93,20.99
2026-04-02T19:46:00Z,76.91,26.36
2026-04-02T19:47:00Z,67.92,33.03
2026-04-02T19:48:00Z,67.93,36.94
2026-04-02T19:49:00Z,57.48,41.38
2026-04-02T19:50:00Z,49.36,50.79
2026-04-02T19:51:00Z,34.67,64.19
2026-04-02T19:52:00Z,33.75,67.42
2026-04-02T19:53:00Z,30.96,70.40
2026-04-02T19:54:00Z,25.70,75.06
2026-04-02T19:55:00Z,20.45,79.27
2026-04-02T19:56:00Z,36.46,63.51
2026-04-02T19:57:00Z,26.72,73.66
2026-04-02T19:58:00Z,10.18,90.60
2026-04-02T19:59:00Z,10.18,99.00
2026-04-02T20:00:00Z,10.18,99.00
2026-04-02T20:01:00Z,10.18,99.00
2026-04-02T20:02:00Z,10.18,99.00
