# event_ticker=KXATPMATCH-25JUL25DENAK
# final_score=6-4 6-4
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Brandon Nakashima
# kalshi_date=2025-07-25
timestamp,Alex de Minaur,Brandon Nakashima
2025-07-25T12:55:00Z,,37.41
2025-07-25T13:01:00Z,,37.00
2025-07-25T13:16:00Z,65.00,37.00
2025-07-25T13:43:00Z,65.00,37.05
2025-07-25T13:52:00Z,65.00,37.05
2025-07-25T14:03:00Z,65.00,37.00
2025-07-25T14:17:00Z,65.00,37.00
2025-07-25T14:20:00Z,65.00,37.00
2025-07-25T14:21:00Z,65.42,37.00
2025-07-25T14:25:00Z,65.42,37.00
2025-07-25T14:27:00Z,66.00,37.00
2025-07-25T14:51:00Z,66.00,36.00
2025-07-25T14:52:00Z,66.00,36.00
2025-07-25T14:57:00Z,66.00,36.00
2025-07-25T15:02:00Z,66.00,35.00
2025-07-25T15:11:00Z,66.00,35.00
2025-07-25T15:16:00Z,67.00,35.00
2025-07-25T15:17:00Z,67.00,35.00
2025-07-25T15:18:00Z,67.00,35.00
2025-07-25T15:19:00Z,65.00,35.00
2025-07-25T15:27:00Z,65.00,35.00
2025-07-25T15:45:00Z,65.00,35.00
2025-07-25T15:51:00Z,65.00,35.00
2025-07-25T15:56:00Z,65.00,35.00
2025-07-25T16:02:00Z,65.00,35.00
2025-07-25T16:34:00Z,65.00,35.00
2025-07-25T16:40:00Z,65.00,35.00
2025-07-25T17:00:00Z,65.00,35.00
2025-07-25T17:01:00Z,65.00,35.00
2025-07-25T17:08:00Z,65.00,35.00
2025-07-25T17:21:00Z,65.00,35.00
2025-07-25T17:22:00Z,65.00,35.00
2025-07-25T17:28:00Z,65.00,36.00
2025-07-25T17:31:00Z,65.00,36.00
2025-07-25T17:34:00Z,65.00,36.00
2025-07-25T17:39:00Z,65.00,37.00
2025-07-25T17:40:00Z,65.00,37.00
2025-07-25T17:43:00Z,65.00,37.00
2025-07-25T17:45:00Z,65.00,37.00
2025-07-25T17:57:00Z,65.00,37.00
2025-07-25T17:59:00Z,65.00,37.00
2025-07-25T18:04:00Z,65.00,37.00
2025-07-25T18:10:00Z,65.00,37.00
2025-07-25T18:14:00Z,65.00,37.00
2025-07-25T18:15:00Z,65.00,37.00
2025-07-25T18:26:00Z,65.00,37.00
2025-07-25T18:30:00Z,65.00,37.00
2025-07-25T18:39:00Z,65.00,37.00
2025-07-25T18:44:00Z,65.00,37.00
2025-07-25T18:45:00Z,65.00,37.00
2025-07-25T18:46:00Z,65.00,37.00
2025-07-25T18:54:00Z,65.00,37.00
2025-07-25T18:55:00Z,65.00,37.00
2025-07-25T19:01:00Z,65.00,37.00
2025-07-25T19:05:00Z,65.00,37.00
2025-07-25T19:06:00Z,65.00,37.00
2025-07-25T19:09:00Z,65.00,37.00
2025-07-25T19:10:00Z,65.00,37.00
2025-07-25T19:15:00Z,65.00,36.00
2025-07-25T19:18:00Z,65.00,36.00
2025-07-25T19:20:00Z,66.00,36.00
2025-07-25T19:21:00Z,64.00,34.00
2025-07-25T19:22:00Z,64.00,34.00
2025-07-25T19:25:00Z,64.00,34.00
2025-07-25T19:29:00Z,66.00,34.00
2025-07-25T19:31:00Z,66.00,34.00
